step,q,dq,qr,tau,r_pos,r_vel,th,dth
18,"[[-0.5270989367012964], [1.2506734787557439], [-0.5703891268049458]]","[[-0.14571056389581466], [0.7791621044771614], [-0.28720093235064764]]","[[-0.5329090910682613], [1.1276349962363508], [-0.5929397838669037]]","[[-1.7516746257514106], [-21.529814028892325], [0.08655797827229805]]","[[0.8080277325028596], [0.8134397463462741]]","[[0.007428699369282921], [-0.017768924266026165]]",[[0.1531854152495025]],[[0.346250608231838]]
19,"[[-0.5286763696197199], [1.2585121461483852], [-0.5732610293206026]]","[[-0.15666409511089655], [0.783171398422745], [-0.28674028709909294]]","[[-0.535556584555657], [1.1340586023789958], [-0.5969047588852864]]","[[-1.8280267369650283], [-21.764051194839315], [-0.08211074866334911]]","[[0.8087709206537782], [0.8116483845565595]]","[[0.0074368387843470884], [-0.017949311623588482]]",[[0.15657474720806114]],[[0.33976701621047783]]
20,"[[-0.5303634472756519], [1.2663902809113585], [-0.5761285559679209]]","[[-0.1673411284381378], [0.7870397404249061], [-0.2863700263944274]]","[[-0.5382869002951286], [1.1405303406799971], [-0.6008908790081712]]","[[-1.9033784971578451], [-21.995593403939523], [-0.2537541914356647]]","[[0.8095143732288057], [0.809839101520693]]","[[0.007434701178499203], [-0.01812727943849568]]",[[0.15989827766778683]],[[0.33332858559347983]]
21,"[[-0.5321572846808615], [1.2743066956789588], [-0.5789927817913669]]","[[-0.177731896974605], [0.7908082932632109], [-0.2861195158604733]]","[[-0.5410959577643643], [1.1470471562930318], [-0.6048929161210084]]","[[-1.977598324164675], [-22.225145080732997], [-0.4271253867741909]]","[[0.8102570423381033], [0.8080120877239879]]","[[0.007421943003727005], [-0.018303759499971317]]",[[0.16315662920673452]],[[0.32695688043382604]]
22,"[[-0.5340547830517306], [1.2822605468713273], [-0.581855057329562]]","[[-0.18781055261986032], [0.7945069196259216], [-0.286014366395361]]","[[-0.5439784804274759], [1.1536099120473151], [-0.6089092951032998]]","[[-2.0505778033953246], [-22.452745020207182], [-0.601528452249491]]","[[0.8109978488897654], [0.80616745253942]]","[[0.007398283171400344], [-0.01847947611299805]]",[[0.16635070649003314]],[[0.32068200060956187]]
23,"[[-0.5360528717964207], [1.290251249384907], [-0.5847169018338775]]","[[-0.19759248672435403], [0.7981568451059827], [-0.2860657744110378]]","[[-0.5469333516380591], [1.1602166272211611], [-0.6129361563810155]]","[[-2.1224412716858807], [-22.678814033887566], [-0.7760355500830353]]","[[0.8117356962913416], [0.8043052475700233]]","[[0.007363618181621678], [-0.0186548769508299]]",[[0.1694814757546093]],[[0.31449858397172953]]
24,"[[-0.5381487824814339], [1.2982784192363874], [-0.5875799054358936]]","[[-0.2071136330217335], [0.8017763892643806], [-0.2862782907773939]]","[[-0.5499607045853782], [1.1668679374935376], [-0.6169711114112992]]","[[-2.1932438261868423], [-22.903374938518947], [-0.9500004314562551]]","[[0.8124694835770121], [0.8024254850655855]]","[[0.0073179446119508995], [-0.018830303413486238]]",[[0.1725497313190593]],[[0.30838446546411474]]
25,"[[-0.5403400507283687], [1.3063418305686225], [-0.5904456973538725]]","[[-0.21640121883565594], [0.8053796111235632], [-0.28665519906206427]]","[[-0.5530597876845137], [1.1735653716034502], [-0.6210124164133193]]","[[-2.2629383494565003], [-23.126296767248345], [-1.1228833164146186]]","[[0.8131981118459944], [0.8005281476040865]]","[[0.007261303923045137], [-0.01900601927118384]]",[[0.17555608248638085]],[[0.30232319322470447]]
26,"[[-0.5426243175011153], [1.3144413701516988], [-0.593315955675731]]","[[-0.22545823885063393], [0.8089764828199443], [-0.2872020022633157]]","[[-0.5562278669747099], [1.1803111637737864], [-0.6250591390327607]]","[[-2.3313996749783503], [-23.3473173704313], [-1.294238984867098]]","[[0.8139204863651553], [0.7986131940876641]]","[[0.007193745224920445], [-0.01918224905606003]]",[[0.1785010969748507]],[[0.2963162417048559]]
27,"[[-0.544999191921424], [1.3225770023972578], [-0.5961924112038017]]","[[-0.2342789275241584], [0.8125734259788496], [-0.2879235305420442]]","[[-0.5594618820128201], [1.187106553217294], [-0.62911019912424]]","[[-2.3985516642478153], [-23.566300980484275], [-1.4635969639603397]]","[[0.8146355190546187], [0.7966805645953532]]","[[0.007115351868069997], [-0.019359156348985884]]",[[0.18138539927203462]],[[0.2903709679137854]]
28,"[[-0.5474622896237987], [1.330748750904906], [-0.599076824082781]]","[[-0.24286673133764436], [0.8161756274223604], [-0.28882149074464114]]","[[-0.5627597588448192], [1.1939524253659546], [-0.6331642804983187]]","[[-2.464380987157548], [-23.783161037673814], [-1.6304766703320486]]","[[0.8153421336275597], [0.794730185300778]]","[[0.007026266618392896], [-0.019536857461288637]]",[[0.1842096371983252]],[[0.2844874053400747]]
29,"[[-0.5500108664517761], [1.3389567056794711], [-0.601971062624138]]","[[-0.25116931536045534], [0.8197930444883138], [-0.2899120247505288]]","[[-0.5661132518236816], [1.200856609072542], [-0.6372235132173243]]","[[-2.528530182719043], [-23.996814412824243], [-1.794767571061929]]","[[0.8160392608091495], [0.7927619577752054]]","[[0.0069265217327640904], [-0.019715720208457466]]",[[0.1869747766035569]],[[0.2787117043761911]]
30,"[[-0.552641622955468], [1.3472009263929825], [-0.6048770700185009]]","[[-0.2591314822469283], [0.8234132029239648], [-0.29119559902573394]]","[[-0.5695134227812674], [1.207817944641551], [-0.6412723721368688]]","[[-2.5906703172121883], [-24.207329080990732], [-1.9538295529708887]]","[[0.816725853155312], [0.7907757772272029]]","[[0.006816486637450936], [-0.019895579987327938]]",[[0.18968223341901472]],[[0.2730861216524413]]
31,"[[-0.5553296921218479], [1.355479747657723], [-0.6078003653404217]]","[[-0.263738981820178], [0.8268621864659192], [-0.293214607090573]]","[[-0.5726553978429196], [1.2149609565649162], [-0.6453870060657452]]","[[-2.6374963230232655], [-24.39389324581973], [-2.1131970651834946]]","[[0.8174005511787215], [0.7887714513508345]]","[[0.006691274429115879], [-0.020079341155065933]]",[[0.19234969019545203]],[[0.26990859755289076]]
32,"[[-0.5580338217867137], [1.3637908666988483], [-0.6107496722733442]]","[[-0.26399307851046205], [0.8300925416078084], [-0.29616668358544684]]","[[-0.5754719770787518], [1.2221905982626011], [-0.6495874482599313]]","[[-2.6756668581189293], [-24.569947139690914], [-2.2724176049676412]]","[[0.8180617008325831], [0.7867485427114848]]","[[0.006548923840710152], [-0.02026839695771221]]",[[0.19500737263879137]],[[0.26993277951189965]]
33,"[[-0.5607309753774277], [1.3721337038615784], [-0.6137309576579522]]","[[-0.2628917068959855], [0.8332862865043547], [-0.2995300958465392]]","[[-0.578249047583045], [1.229322152356619], [-0.6538243658498617]]","[[-2.723197535724393], [-24.765034050925074], [-2.4279568855688254]]","[[0.8187078902271702], [0.7847066048650168]]","[[0.006394018074606933], [-0.020460229580365752]]",[[0.19767177082619844]],[[0.27086448376183014]]
34,"[[-0.5634396811458523], [1.3805104847649026], [-0.616742958418949]]","[[-0.2649852818257748], [0.8367216393681566], [-0.3024884263370209]]","[[-0.5813662391550215], [1.2363073572762235], [-0.6580056403493569]]","[[-2.789695020543707], [-24.989568387072726], [-2.5741045297057275]]","[[0.8193383829764004], [0.782645489858254]]","[[0.0062343842109569], [-0.020650733980331903]]",[[0.20032784520010366]],[[0.26924793120536084]]
35,"[[-0.5661976443815646], [1.388924003456027], [-0.6197805413967439]]","[[-0.27100116540428093], [0.8404198515459266], [-0.3048867153144946]]","[[-0.5848360271471852], [1.2433010851129291], [-0.6621481810498644]]","[[-2.8627776958049043], [-25.220894742254032], [-2.71606629176791]]","[[0.8199528225941946], [0.7805653876608097]]","[[0.006071727421996798], [-0.020838458757288514]]",[[0.2029458176777187]],[[0.2645319708294284]]
36,"[[-0.5690283766892094], [1.3973755848944713], [-0.622840703661013]]","[[-0.27862781730384256], [0.844225570376541], [-0.3071293982507751]]","[[-0.5884523861992573], [1.2504250802873256], [-0.6663272043547284]]","[[-2.9298574634515515], [-25.439316602943332], [-2.861886372284915]]","[[0.8205506546317419], [0.778466529581474]]","[[0.0059021446774720765], [-0.02102499174397865]]",[[0.20550650454425148]],[[0.25846835482078456]]
37,"[[-0.5719368635673278], [1.4058654054349464], [-0.6259237570425201]]","[[-0.2862596574789504], [0.848037656592449], [-0.3095036393206884]]","[[-0.5921115378458448], [1.2576630453172815], [-0.670540249564895]]","[[-2.99083073563952], [-25.646301496428222], [-3.008240606999947]]","[[0.8211310121640251], [0.7763489907398095]]","[[0.005722990928147542], [-0.021211689119360333]]",[[0.20800478482509724]],[[0.25227435979053314]]
38,"[[-0.5749195098969366], [1.4143932609449796], [-0.6290316428477409]]","[[-0.29338414973801563], [0.8518298004704244], [-0.3121041677221129]]","[[-0.5957906850637597], [1.2649799937833806], [-0.6747707122976772]]","[[-3.0482947896898094], [-25.846816447841636], [-3.1513023808269294]]","[[0.8216928910156869], [0.7742127316191629]]","[[0.0055336023294993986], [-0.02139916489086735]]",[[0.21044210820030493]],[[0.24634148301029596]]
39,"[[-0.5779715025562705], [1.4229590023124497], [-0.6321665855938318]]","[[-0.300051406576374], [0.85561147881117], [-0.31492380783565277]]","[[-0.5994989119060782], [1.2723563534888807], [-0.6790079994826342]]","[[-3.104017787162246], [-26.04387200237279], [-3.2891632616969275]]","[[0.8222352881430086], [0.7720576667725977]]","[[0.00533435671000726], [-0.021587555873969766]]",[[0.21282091416234905]],[[0.2406362644002819]]
40,"[[-0.5810893251236707], [1.431562631451922], [-0.635330594316925]]","[[-0.30642202107355715], [0.8593973448587584], [-0.31793371734981685]]","[[-0.603246933082058], [1.2797877869666354], [-0.6832494143525769]]","[[-3.158552747930949], [-26.23825918125557], [-3.421390545114682]]","[[0.822757252832483], [0.7698837028139368]]","[[0.005125852761378447], [-0.0217768510265004]]",[[0.2151427120113268]],[[0.23504160643538446]]
41,"[[-0.584270695557651], [1.4402042582304628], [-0.6385254455847257]]","[[-0.31260017286513647], [0.8631967282656534], [-0.32111385743843524]]","[[-0.6070394276888321], [1.2872762508463282], [-0.6874956932088013]]","[[-3.2118633527143094], [-26.42978493735326], [-3.5480310596972844]]","[[0.8232578888335319], [0.7676907481595201]]","[[0.004908604343067946], [-0.02196704244320502]]",[[0.21740811708808552]],[[0.22948269795980467]]
42,"[[-0.5875138986131758], [1.448884041317111], [-0.6417527922130453]]","[[-0.3186205921587326], [0.8670133985517112], [-0.3244559573032599]]","[[-0.6108761576079038], [1.2948245164820962], [-0.6917483463451345]]","[[-3.263777957741273], [-26.61808579028986], [-3.6691514450015026]]","[[0.8237363439123495], [0.7654787113842281]]","[[0.004683012292816535], [-0.02215815636551488]]",[[0.219617350490888]],[[0.2239368490874415]]
43,"[[-0.5908148940584148], [1.457600951444515], [-0.645014039913403]]","[[-0.32414409119525367], [0.870650089969372], [-0.3279103035628154]]","[[-0.6147281643422419], [1.3023595316602434], [-0.6959706601107419]]","[[-3.3137650518820028], [-26.812161931715483], [-3.7794561586688187]]","[[0.8241918348704049], [0.7632477507753774]]","[[0.004450108466913516], [-0.022345902557086017]]",[[0.22177201747269693]],[[0.2185956952124415]]
44,"[[-0.5941691747774526], [1.4663523061079162], [-0.6483096377317029]]","[[-0.3292512312845377], [0.8739510378963717], [-0.3313583420608069]]","[[-0.6186043220063282], [1.3098551438436077], [-0.7001483374416543]]","[[-3.363164902444626], [-27.013995190889297], [-3.87786759303565]]","[[0.8246237292337562], [0.7609984516082519]]","[[0.004211645747431714], [-0.022525887243596276]]",[[0.2238734935987596]],[[0.21334146454875003]]
45,"[[-0.597575265011305], [1.4751348755567333], [-0.6516389713611989]]","[[-0.33433136762959764], [0.876926165243292], [-0.33471418498085687]]","[[-0.6225322579456813], [1.317355556929264], [-0.7043018521896185]]","[[-3.412572688226978], [-27.21645189824313], [-3.9684512881900638]]","[[0.8250315489027038], [0.758731635052332]]","[[0.003968901144135728], [-0.022697202259758242]]",[[0.2259206391842293]],[[0.20788061263055999]]
46,"[[-0.6010330186718195], [1.4839453928076587], [-0.6550010568272379]]","[[-0.33940369487191907], [0.8795743068170371], [-0.33796793061725683]]","[[-0.6265061322563118], [1.3248773082837435], [-0.7084391969417176]]","[[-3.4607927733326886], [-27.416536536618757], [-4.052695943163779]]","[[0.8254148943579743], [0.7564481823135364]]","[[0.0037223820923859563], [-0.022859611091863297]]",[[0.22791131730860242]],[[0.2022026813301387]]
47,"[[-0.6045425748561911], [1.4927807896588876], [-0.6583949221037294]]","[[-0.34449956371651347], [0.8819308079429296], [-0.34112986593353967]]","[[-0.6305272361803856], [1.3324349778963238], [-0.7125687374821538]]","[[-3.507681098368882], [-27.611925678778924], [-4.131920744113318]]","[[0.8257734023325174], [0.7541489442862629]]","[[0.003472333831766594], [-0.02301382663257856]]",[[0.22984329269896708]],[[0.19630137829401542]]
48,"[[-0.6080980826560132], [1.5016368653119512], [-0.661820208458073]]","[[-0.3487673575754088], [0.8838038539560495], [-0.3442700525132185]]","[[-0.6345178434751616], [1.3399744928079993], [-0.716669793527741]]","[[-3.5505625798295295], [-27.80833867895573], [-4.2023697301370975]]","[[0.8261066987950273], [0.751834929116481]]","[[0.0032186603641459754], [-0.02315684682780983]]",[[0.23171857419786387]],[[0.19076644386514494]]
49,"[[-0.6116924280555945], [1.5105090139326918], [-0.6652765627129194]]","[[-0.35239335042700104], [0.8852314627312983], [-0.34736751306671776]]","[[-0.6384978389375022], [1.3475220950340596], [-0.7207612282682901]]","[[-3.5919956032367417], [-28.0014051815507], [-4.26712422537768]]","[[0.8264144529568431], [0.749507235987958]]","[[0.0029619010011305846], [-0.0232890217116255]]",[[0.23354002316417793]],[[0.18547059923757966]]
50,"[[-0.6153232701318546], [1.5193937607213932], [-0.6687632196066893]]","[[-0.35596575725572016], [0.8863671623063664], [-0.3503805501190729]]","[[-0.642511981881476], [1.3551082057342456], [-0.7248543959600331]]","[[-3.633337928899685], [-28.187494024202007], [-4.328429609478699]]","[[0.8266963986996676], [0.7471668039717171]]","[[0.0027026468970903217], [-0.02341275754502714]]",[[0.2353072709828504]],[[0.18002085493157322]]
51,"[[-0.6189905024538919], [1.5282886580634023], [-0.6722795093405138]]","[[-0.35954617856912563], [0.8872926566275254], [-0.3533424300821801]]","[[-0.646556645524221], [1.3627416120628382], [-0.7289527562221586]]","[[-3.673246319546248], [-28.365753754809717], [-4.386609151273332]]","[[0.826952281185642], [0.7448143668977051]]","[[0.002440787941737632], [-0.023530000387339545]]",[[0.23701864626899802]],[[0.17440404797849737]]
52,"[[-0.6226938756781648], [1.5371919567741676], [-0.6758251943430414]]","[[-0.36308820983381124], [0.8880725034558911], [-0.35630040905948945]]","[[-0.6506261007198071], [1.370427321968037], [-0.7330579531518812]]","[[-3.711312734250443], [-28.53581676566845], [-4.441483803588811]]","[[0.8271818259587499], [0.7424504727264407]]","[[0.0021760955830507633], [-0.02364257467188935]]",[[0.23867288675296083]],[[0.16868388456259034]]
53,"[[-0.626432730480338], [1.5461025323485675], [-0.6794004844637694]]","[[-0.36655417484370706], [0.8887672682297335], [-0.35929727250598936]]","[[-0.6547167672320885], [1.3781682892206415], [-0.7371709589769136]]","[[-3.747468938406836], [-28.69767307969139], [-4.492742258456981]]","[[0.8273847387217156], [0.7400754916029894]]","[[0.0019083954491905253], [-0.02375221760677615]]",[[0.24026931740446134]],[[0.16291582088345324]]
54,"[[-0.6302060918209421], [1.5550198221358391], [-0.6830059764058407]]","[[-0.36991592268974427], [0.8894294194512873], [-0.3623686015605127]]","[[-0.658825794267104], [1.3859649572411779], [-0.7412920830459977]]","[[-3.781708642707223], [-28.85169546477014], [-4.539984379014765]]","[[0.8275607124385235], [0.7376896313716447]]","[[0.0016375963541648275], [-0.023860458448299315]]",[[0.2418077539090565]],[[0.1571448952010304]]
55,"[[-0.6340127915844497], [1.5639437463612758], [-0.6866425764671322]]","[[-0.3731584225521186], [0.890103516002775], [-0.3655420426537302]]","[[-0.6629512996064294], [1.3938170136438355], [-0.7454216037427522]]","[[-3.814070624431187], [-28.99836303986537], [-4.582836897235971]]","[[0.8277094360397629], [0.7352929590114384]]","[[0.0013636952957307713], [-0.023968605990065672]]",[[0.24328837830969502]],[[0.1514030507969267]]
56,"[[-0.6378515797321868], [1.5728746277845402], [-0.6903114249313056]]","[[-0.3762766199286795], [0.8908260725419634], [-0.36883793742832083]]","[[-0.6670921101115392], [1.4017236629269891], [-0.7495598663118733]]","[[-3.844612218394661], [-29.138207158391978], [-4.620973941977895]]","[[0.8278306027638527], [0.7328854228887218]]","[[0.0010867691848770455], [-0.024077746053385862]]",[[0.2447116231210465]],[[0.14571151518496306]]
57,"[[-0.6417211878948992], [1.5818131102999604], [-0.6940138307796412]]","[[-0.3792701183457597], [0.8916255752657609], [-0.3722705664475502]]","[[-0.6712473609036639], [1.4096838485264545], [-0.7537073465897605]]","[[-3.8733919048895014], [-29.271766072430207], [-4.654124473000926]]","[[0.8279239172984156], [0.7304668747023002]]","[[0.0008069608465444134], [-0.0241887497520632]]",[[0.24607809162542021]],[[0.1400848904713127]]
58,"[[-0.6456203617025403], [1.590760083129961], [-0.69775121722923]]","[[-0.3821410647350276], [0.8925233553903441], [-0.37584919708443076]]","[[-0.6754163824705491], [1.4176964907509138], [-0.7578647167266156]]","[[-3.9004698489262375], [-29.399546266124144], [-4.682080017783815]]","[[0.8279891016321999], [0.7280370896597215]]","[[0.0005244661845149601], [-0.024302297484790625]]",[[0.24738850419819228]],[[0.13453309357202434]]
59,"[[-0.6495478774427211], [1.599716615134873], [-0.7015250773860832]]","[[-0.3848928546021013], [0.8935346817350188], [-0.3795790845437927]]","[[-0.6795986146600776], [1.4257606111724257], [-0.7620328672437588]]","[[-3.9259057452018102], [-29.522004835474718], [-4.704694768630412]]","[[0.8280258996479016], [0.725595783961916]]","[[0.00023952163239471247], [-0.02441890784037337]]",[[0.24864366030606705]],[[0.12906274258798625]]
60,"[[-0.653502582987439], [1.6086839088500346], [-0.7053369366252565]]","[[-0.38753406473244056], [0.894671208680619], [-0.3834620846127887]]","[[-0.6837939642256097], [1.4338758198322683], [-0.7662130181207566]]","[[-3.94976929340796], [-29.639493083687277], [-4.721901952537924]]","[[0.8280340806701648], [0.7231426279046167]]","[[-4.7606320197068897e-05], [-0.024538991153721934]]",[[0.24984438923734067]],[[0.12367505933766682]]
61,"[[-0.6574833658587734], [1.6176632527176582], [-0.7091883311905703]]","[[-0.3900666206236373], [0.8959393682671588], [-0.3874984618509269]]","[[-0.6880017572951278], [1.4420413445695541], [-0.7704064080093689]]","[[-3.9720995476407532], [-29.75238157864249], [-4.733652310332131]]","[[0.828013441341661], [0.720677257778623]]","[[-0.0003366375447622083], [-0.024662834555799762]]",[[0.2509915556683135]],[[0.11837428579259453]]
62,"[[-0.6614891219918861], [1.6266559794630846], [-0.7130807908024398]]","[[-0.3924909018841013], [0.8973420864326973], [-0.3916867940856802]]","[[-0.6922212757833096], [1.4502565503962075], [-0.7746144584724003]]","[[-3.9929454941646285], [-29.860991393452423], [-4.739941922490396]]","[[0.8279638069423859], [0.7181992863730633]]","[[-0.0006272805816553984], [-0.02479063292247785]]",[[0.2520860666687589]],[[0.11316439046291608]]
63,"[[-0.6655187646487237], [1.6356634405557078], [-0.7170158220967335]]","[[-0.39480918316804875], [0.8988803480381391], [-0.39602415881360875]]","[[-0.6964519874546445], [1.4585211015040223], [-0.7788388016365398]]","[[-4.012364443401465], [-29.965581533886642], [-4.740817182307538]]","[[0.8278850322929138], [0.7157083103185196]]","[[-0.0009192378931377476], [-0.024922521330195124]]",[[0.2531288538102506]],[[0.10804700605762035]]
64,"[[-0.6695712316033088], [1.6446869888463782], [-0.7209948977933858]]","[[-0.39702393841337846], [0.9005536210044286], [-0.4005068199499684]]","[[-0.7006933671315699], [1.466834815188078], [-0.7830812080304959]]","[[-4.03040910484512], [-30.066373110347975], [-4.736358855794012]]","[[0.8277770018698277], [0.7132039152249555]]","[[-0.001212214169632464], [-0.025058590613014076]]",[[0.2541208594496827]],[[0.10302286263994323]]
