step,q,dq,qr,tau,r_pos,r_vel,th,dth
11,"[[-0.5499127878752552], [1.110266118182335], [-0.5151518313123514]]","[[-0.2355720392728919], [-0.2528386546043706], [0.25827607521143336]]","[[-0.5585268975972105], [0.9400493238433653], [-0.4947207080020843]]","[[-0.8748867095318826], [-18.763275847512332], [1.1456553669189133]]","[[0.12244562863002657], [0.844168133544805]]","[[0.006484017583051338], [0.005452170719566496]]",[[0.04520149899472795]],[[-0.23013461866582902]]
12,"[[-0.5522408585809284], [1.1078135047155542], [-0.5126191281122338]]","[[-0.22652726817174862], [-0.23884399148113747], [0.24822577982498456]]","[[-0.5598484417945393], [0.9389394799336781], [-0.4932716484471936]]","[[-0.8310727780837979], [-18.715760599634045], [1.0822028476687082]]","[[0.12309089315727473], [0.8446959651803393]]","[[0.00641715341139909], [0.005128640358431635]]",[[0.04295351802239185]],[[-0.21714547982790144]]
13,"[[-0.5544836112392371], [1.1055000869288263], [-0.5101853894572758]]","[[-0.21840381319730406], [-0.22503867868488064], [0.2384849068260469]]","[[-0.5611734125823152], [0.9377763610574306], [-0.4918223024068358]]","[[-0.7910394877336495], [-18.695220661396363], [1.0308877024834955]]","[[0.12372956951158148], [0.8451918445200922]]","[[0.006352337954312892], [0.004813597463937391]]",[[0.040831086232312734]],[[-0.2049575850572766]]
14,"[[-0.5566485610328271], [1.103321752974683], [-0.5078465735143126]]","[[-0.21094087275051984], [-0.21180401355625494], [0.22922233971816036]]","[[-0.5624854148557102], [0.9366033273284002], [-0.4903925461707361]]","[[-0.7538577299084481], [-18.6905375369741], [0.9863172009638197]]","[[0.12436192513153545], [0.8456570339066471]]","[[0.00629070133564974], [0.004514138934308409]]",[[0.03882661842754475]],[[-0.1935225465874757]]
15,"[[-0.5587412295537616], [1.101271708670715], [-0.5055974876174706]]","[[-0.20397046012470418], [-0.19932428000131794], [0.22051039204739864]]","[[-0.5637745912784484], [0.9354490840984467], [-0.48899526530022475]]","[[-0.7189389219190345], [-18.694428365144883], [0.9449755709291152]]","[[0.12498830501004993], [0.8460932805975125]]","[[0.006232729873791032], [0.004233436371969823]]",[[0.036932991499482024]],[[-0.18278434808090094]]
16,"[[-0.560765888652771], [1.0993420217956367], [-0.5034325411067229]]","[[-0.19738931398665183], [-0.18766142426667168], [0.21236297515551467]]","[[-0.5650357491841732], [0.9343309668836451], [-0.48763800043721256]]","[[-0.6859250036753346], [-18.70242027756602], [0.904700600324255]]","[[0.12560908132147114], [0.8465025112070236]]","[[0.0061785194361202445], [0.003972264702822859]]",[[0.0351435920361431]],[[-0.17268776309780884]]
17,"[[-0.562726058936379], [1.0975245466922912], [-0.5013461842873085]]","[[-0.19113639882436723], [-0.17680726651776424], [0.2047616426652737]]","[[-0.5662667749345076], [0.9332581348449799], [-0.4863244815423117]]","[[-0.6546026077894538], [-18.711972131885993], [0.8642513422834645]]","[[0.12622462384689756], [0.8468866522204065]]","[[0.00612794728469257], [0.0037300565490672177]]",[[0.03345230346860404]],[[-0.16318202267685777]]
18,"[[-0.5646248237072264], [1.095811428748875], [-0.49933313875911933]]","[[-0.18517660533521535], [-0.16671778139779314], [0.19767234496444258]]","[[-0.5674674570186542], [0.932234253958992], [-0.4850558896354322]]","[[-0.6248444498376216], [-18.721792218119628], [0.822979539075906]]","[[0.1268352841790054], [0.8472475348919448]]","[[0.006080782394068951], [0.0035055856595689328]]",[[0.03185346628252847]],[[-0.15422204176970458]]
19,"[[-0.566465014347647], [1.0941953413886496], [-0.49738849742515173]]","[[-0.17948968292790868], [-0.1573341855440856], [0.19105550388074177]]","[[-0.5686386654874165], [0.9312595517829114], [-0.48383181037415185]]","[[-0.5965708034585253], [-18.731345345430768], [0.7805959939653455]]","[[0.12744138853470588], [0.8475868531730469]]","[[0.0060367518545711985], [0.0032973814173109517]]",[[0.03034182961585148]],[[-0.14576836459125242]]
20,"[[-0.5682493112670274], [1.0926695642250295], [-0.49550774891744565]]","[[-0.1740631361847127], [-0.14859493623341855], [0.1848715696048412]]","[[-0.5697818109762932], [0.9303322824334186], [-0.48265090801309735]]","[[-0.5697255159098373], [-18.74051836030426], [0.7370141063904798]]","[[0.12804323557924066], [0.8479061526443183]]","[[0.005995577711240263], [0.0031039604081239958]]",[[0.02891250404055609]],[[-0.1377865028121512]]
21,"[[-0.5699802926999379], [1.0912279750551515], [-0.4936867624036577]]","[[-0.16888796039517712], [-0.1404418409587333], [0.17908371160345493]]","[[-0.5708985111460123], [0.9294497062744643], [-0.48151137380458836]]","[[-0.5442622055704474], [-18.74940670270076], [0.6922510970561253]]","[[0.12864109690758305], [0.8482068358982864]]","[[0.005956995122805009], [0.0029239409091275093]]",[[0.027560919951556163]],[[-0.13024608974817822]]
22,"[[-0.5716604536480807], [1.0898650013300628], [-0.4919217549010943]]","[[-0.16395629041182563], [-0.1328225978881508], [0.17365881535313116]]","[[-0.5719904007712385], [0.9286087035585191], [-0.4804112065898801]]","[[-0.5201370559718814], [-18.758187143635617], [0.6463695812539367]]","[[0.12923521873853197], [0.848490175345741]]","[[0.005920759508457052], [0.0027560873502530114]]",[[0.026282792780886625]],[[-0.12312007294684522]]
23,"[[-0.5732922094098448], [1.0885755577571072], [-0.49020925370425256]]","[[-0.15926025508041391], [-0.12569134385694894], [0.1685675633940752]]","[[-0.5730590346876626], [0.9278061305646937], [-0.47934837643486383]]","[[-0.4973055679168277], [-18.76704812819309], [0.5994457135867425]]","[[0.12982582399910833], [0.848757328247503]]","[[0.005886647746169982], [0.002599316321905132]]",[[0.025074094643008474]],[[-0.11638403554556509]]
24,"[[-0.5748778924305189], [1.0873549841846855], [-0.48854606038356413]]","[[-0.15479153818351288], [-0.11900821426330377], [0.16378408579046427]]","[[-0.5741058469310052], [0.9270390056915631], [-0.47832091169844165]]","[[-0.4757215191999158], [-18.776156272949397], [0.5515537563496988]]","[[0.1304131143767539], [0.8490093512656695]]","[[0.005854456561049659], [0.00245268400349552]]",[[0.02393103137059907]],[[-0.11001566665749116]]
25,"[[-0.5764197473311282], [1.086198990206937], [-0.4869292191014523]]","[[-0.15054131589513647], [-0.11273851164028617], [0.15928546074522587]]","[[-0.5751321412000635], [0.9263045903398389], [-0.4773269388977853]]","[[-0.45533702595919867], [-18.785643999529032], [0.5027601206947073]]","[[0.13099727215732657], [0.8492472133470393]]","[[0.005823999912651923], [0.002315366668226293]]",[[0.022850023774356333]],[[-0.10399436679019682]]
26,"[[-0.5779199265504812], [1.0851036085184207], [-0.48535598991831275]]","[[-0.14650037266992855], [-0.10685180788911972], [0.15505121408391592]]","[[-0.5761390974799745], [0.9256004090124073], [-0.4763646953231573]]","[[-0.4361030908499932], [-18.79560849807755], [0.453122396173371]]","[[0.13157846180098262], [0.8494718066075674]]","[[0.005795106337877498], [0.002186640513601734]]",[[0.02182769204962631]],[[-0.09830096647627101]]
27,"[[-0.5793804875370777], [1.0840651567778552], [-0.4838238267467717]]","[[-0.14265927043170012], [-0.10132113467100437], [0.1510628817939007]]","[[-0.5771277845560102], [0.9249242383102799], [-0.4754325277999124]]","[[-0.4179702297441712], [-18.8061158628272], [0.4026905973254533]]","[[0.13215683127305794], [0.849683955319034]]","[[0.005767616652513352], [0.002065863705336124]]",[[0.020860842494005744]],[[-0.09291752331108112]]
28,"[[-0.5808033916621309], [1.0830802067700627], [-0.48233035920730194]]","[[-0.1390085181862396], [-0.09612231732076548], [0.14730365671670126]]","[[-0.5780991742062671], [0.9242740821751353], [-0.4745288850769278]]","[[-0.4008890736655466], [-18.817206990282976], [0.35150914262931265]]","[[0.13273251317306714], [0.8498844232770231]]","[[0.005741382147717022], [0.001952461604415312]]",[[0.019946455900629788]],[[-0.08782717878688778]]
29,"[[-0.5821905046592695], [1.0821455593977796], [-0.48087337756625953]]","[[-0.13553871354283753], [-0.09123345644540926], [0.14375811577154918]]","[[-0.5790541542926142], [0.9236481434325378], [-0.4736523083344128]]","[[-0.38481084938878896], [-18.828903432295704], [0.29961878258241015]]","[[0.13330562570954174], [0.8500739198696303]]","[[0.00571626325479857], [0.0018459151655769723]]",[[0.019081677172249577]],[[-0.08301405421897504]]
30,"[[-0.58354359824843], [1.0812582241336628], [-0.47945082002721356]]","[[-0.13224064789413292], [-0.0866345374403982], [0.1404120142126839]]","[[-0.5799935397649738], [0.9230447967650497], [-0.47280142202685194]]","[[-0.3696877314083471], [-18.84121240833941], [0.24705815616831317]]","[[0.13387627356256196], [0.850253105139207]]","[[0.005692128591749945], [0.0017457520522290437]]",[[0.018263805858017068]],[[-0.07846317112412465]]
31,"[[-0.5848643526039717], [1.0804154018047016], [-0.4780607617883597]]","[[-0.12910537942353328], [-0.08230714090335084], [0.13725213212816445]]","[[-0.5809180816766853], [0.9224625651056708], [-0.4719749259134593]]","[[-0.3554730938322026], [-18.85413077409425], [0.19386490753603247]]","[[0.13444454866685734], [0.8504225940766011]]","[[0.0056688542968752476], [0.0016515398932548386]]",[[0.017490287412370274]],[[-0.07416038819758101]]
32,"[[-0.5861543593731031], [1.0796144698461072], [-0.4767014054245046]]","[[-0.12612427859379133], [-0.07823422806887365], [0.13426615881126208]]","[[-0.5818284743002653], [0.9219001000078137], [-0.4711715885173006]]","[[-0.34212167140708605], [-18.86764799378737], [0.14007639952907658]]","[[0.13501053093916704], [0.8505829603315233]]","[[0.005646323560079547], [0.0015628811388945785]]",[[0.016758705048499814]],[[-0.07009234785140306]]
33,"[[-0.5874151250176749], [1.0788529693986375], [-0.4753710722768681]]","[[-0.12328905366872077], [-0.07439997939013188], [0.1314426038441341]]","[[-0.5827253608072982], [0.9213561656488404], [-0.4703902418679981]]","[[-0.3295896606747115], [-18.881748293181396], [0.08573011189747382]]","[[0.13557428896581117], [0.8507347394736489]]","[[0.005624426283146189], [0.001479409069338189]]",[[0.0160667721040972]],[[-0.06624642921244119]]
34,"[[-0.5886480743161698], [1.0781285938106346], [-0.4740681946300511]]","[[-0.12059176193563997], [-0.07078966995827796], [0.1287707266115133]]","[[-0.5836093378407371], [0.9208296258748526], [-0.469629777283981]]","[[-0.3178347751443773], [-18.896412186321456], [0.03086381335230315]]","[[0.1361358806605567], [0.8508784319003726]]","[[0.005603058818282047], [0.0014007846149133307]]",[[0.015412324864413088]],[[-0.06261070528354339]]
35,"[[-0.5898545539143968], [1.0774391782448594], [-0.4727913085259429]]","[[-0.11802481147943936], [-0.06738956977631239], [0.12624047813579697]]","[[-0.5844809592857114], [0.9203194336410752], [-0.4688891419334351]]","[[-0.3068162702426571], [-18.911617548046216], [-0.024484416211216886]]","[[0.13669535389869442], [0.851014505458607]]","[[0.0055821237504360965], [0.0013266937454625705]]",[[0.014793315804520063]],[[-0.0591739031199547]]
36,"[[-0.5910358358527813], [1.0767826901868187], [-0.4715390471122373]]","[[-0.11558095693296146], [-0.06418686095158499], [0.12384245146955608]]","[[-0.5853407394702956], [0.9198246222777947], [-0.4681673359491035]]","[[-0.29649494707645996], [-18.92734037211855], [-0.080276252787161]]","[[0.13725274713050295], [0.8511433978279735]]","[[0.0055615297016309295], [0.0012568452607553127]]",[[0.014207807221800433]],[[-0.055925366413851735]]
37,"[[-0.5921931210261527], [1.0761572207158714], [-0.4703101344552223]]","[[-0.11325329166875872], [-0.06116956647941216], [0.1215678379328465]]","[[-0.5861891559626033], [0.919344298125312], [-0.46746340992310187]]","[[-0.2868331426461368], [-18.943555316139424], [-0.13647324391711513]]","[[0.13780808997558702], [0.8512655186991959]]","[[0.005541191144267654], [0.0011909688712341548]]",[[0.013653965234498014]],[[-0.05285502021418567]]
38,"[[-0.5933275425505637], [1.0755609764419263], [-0.4691033797665093]]","[[-0.11103523796394019], [-0.05832648734522883], [0.11940838769467299]]","[[-0.5870266520747767], [0.9188776341961992], [-0.46677646265758466]]","[[-0.27779471052365867], [-18.96023610527903], [-0.19303694464775345]]","[[0.13836140379861092], [0.8513812517726487]]","[[0.005521028216562418], [0.001128813497019987]]",[[0.013130054124853833]],[[-0.04995333761563464]]
39,"[[-0.5944401690236121], [1.0749922720364737], [-0.46791767200604123]]","[[-0.10892053616540845], [-0.055647145849200635], [0.11735637367079554]]","[[-0.5878536391486948], [0.9184238646186872], [-0.4661056390875688]]","[[-0.2693449952003206], [-18.977355842419396], [-0.249929056206166]]","[[0.13891270226645988], [0.8514909565962728]]","[[0.005500966536758911], [0.0010701457391792957]]",[[0.012634431006821049]],[[-0.04721130834495222]]
40,"[[-0.5955320076719076], [1.0744495233024993], [-0.46675197483120145]]","[[-0.10690323339536997], [-0.05312173396975528], [0.11540455819716577]]","[[-0.5886704986696665], [0.9179822796894289], [-0.465450128322766]]","[[-0.26145080168460755], [-18.994887255517973], [-0.307111558837341]]","[[0.13946199188666228], [0.8515949702583967]]","[[0.0054809370152175685], [0.0010147484930445039]]",[[0.012165540799390872]],[[-0.04462040916682074]]
41,"[[-0.5966040073836293], [1.073931240737665], [-0.46560532186666503]]","[[-0.10497767219993558], [-0.05074106590458416], [0.1135461620472864]]","[[-0.5894775842383443], [0.917552221416771], [-0.464809161776401]]","[[-0.25408036231085473], [-19.01280290068224], [-0.3645468327733311]]","[[0.1400092725268674], [0.8516936089485728]]","[[0.005460875664464737], [0.0009624196841584443]]",[[0.01172191148737177]],[[-0.04217257605723329]]
42,"[[-0.5976570616263316], [1.0734360235512141], [-0.46447681227252724]]","[[-0.10313847922340173], [-0.048496534405014835], [0.11177483558908163]]","[[-0.590275223418298], [0.9171330794729351], [-0.4641820113630154]]","[[-0.24720330071169094], [-19.03107533351038], [-0.4221977666043346]]","[[0.14055453791522077], [0.8517871693978836]]","[[0.00544072340800672], [0.0009129711121325101]]",[[0.011302149652353915]],[[-0.03986017804161224]]
43,"[[-0.5986920112515232], [1.0729625540993344], [-0.4633656065904125]]","[[-0.10138055410548802], [-0.04638007043360229], [0.11008463189278225]]","[[-0.5910637194732251], [0.9167242874969634], [-0.463567987755652]]","[[-0.24079059437953587], [-19.04967725509188], [-0.4800278517859585]]","[[0.1410977761215606], [0.851875930208943]]","[[0.005420425888710834], [0.0008662273920378993]]",[[0.010904936257400367]],[[-0.03767599264403068]]
44,"[[-0.599709647188029], [1.0725095927067025], [-0.4622709228487145]]","[[-0.0996990585797017], [-0.044384105937838175], [0.1084699816854946]]","[[-0.5918433530003646], [0.916325319706648], [-0.46296643869796134]]","[[-0.23481453601572033], [-19.068581637089437], [-0.5380012648431406]]","[[0.14163897001944906], [0.8519601530848492]]","[[0.005399933277708269], [0.000822024984381553]]",[[0.010529022669957006]],[[-0.035613182835461325]]
45,"[[-0.6007107130264837], [1.072075972844595], [-0.4611920329097099]]","[[-0.09808940579120984], [-0.04250153949696378], [0.1069256698968539]]","[[-0.5926143834677562], [0.9159356877869478], [-0.46237674736928464]]","[[-0.22924869356893973], [-19.0877618296416], [-0.596082937828452]]","[[0.1421780977291369], [0.8520400839655222]]","[[0.005379200084687508], [0.0007802113057397975]]",[[0.010173226908400375]],[[-0.03366527539245838]]
46,"[[-0.6016959074975271], [1.0716605966381805], [-0.4601282590421644]]","[[-0.09654724990664408], [-0.040725704579996136], [0.10544681389240118]]","[[-0.5933770506612784], [0.9155549380285676], [-0.4617983308019255]]","[[-0.22406787031023478], [-19.10719165287912], [-0.6542386180817686]]","[[0.1427151330416344], [0.8521159540791271]]","[[0.0053581849701306306], [0.0007406439132662257]]",[[0.009836430098488572]],[[-0.031826140594239]]
47,"[[-0.6026658868462429], [1.0712624306777543], [-0.45907897070455916]]","[[-0.09506847595689877], [-0.039050340246220255], [0.10402884305260868]]","[[-0.594131576044807], [0.9151826486948498], [-0.4612306383504445]]","[[-0.2192480641802801], [-19.12684547477233], [-0.7124349190590162]]","[[0.14325004582412343], [0.8521879809156173]]","[[0.005336850560211381], [0.0007031897567122414]]",[[0.009517573126955437]],[[-0.030089973147094277]]
48,"[[-0.6036212671055268], [1.0708805021106478], [-0.4580435815248514]]","[[-0.09364918994870196], [-0.0374695640929848], [0.10266747977158061]]","[[-0.5948781640397455], [0.9148184275972876], [-0.4606731502126858]]","[[-0.21476642721894423], [-19.14669827630409], [-0.7706393626750951]]","[[0.14378280240699706], [0.8522563691288144]]","[[0.005315163264679734], [0.000667724491798527]]",[[0.00921565348027081]],[[-0.0284512742678287]]
49,"[[-0.6045626262711192], [1.0705138949924564], [-0.45702154646393134]]","[[-0.09228570927100986], [-0.035977847223078924], [0.10135872164197951]]","[[-0.595617003227769], [0.9144619098621768], [-0.46012537600213327]]","[[-0.21060122538776227], [-19.16672570501963], [-0.8288204139865617]]","[[0.14431336595285446], [0.8523213113728815]]","[[0.005293093098229784], [0.0006341318497637971]]",[[0.008929722257405657]],[[-0.026904834850970637]]
50,"[[-0.6054905063810446], [1.070161746877949], [-0.45601235915069516]]","[[-0.09097455332310618], [-0.034569991166920055], [0.10009882486259605]]","[[-0.596348267480526], [0.9141127558727067], [-0.45958685337107374]]","[[-0.20673179807431508], [-19.18690411922076], [-0.8869475094059196]]","[[0.14484169680781087], [0.8523829890785216]]","[[0.0052706135055979875], [0.0006023030578505839]]",[[0.008658881346209351]],[[-0.025445719627430183]]
51,"[[-0.6064054155023463], [1.0698232456337138], [-0.45501554937773003]]","[[-0.0897124344918345], [-0.033241106452304464], [0.0988842886612745]]","[[-0.597072117022067], [0.9137706493715395], [-0.45905714668370845]]","[[-0.20313851895420765], [-19.207210622110818], [-0.9449910790362004]]","[[0.1453677528355118], [0.8524415731737564]]","[[0.005247701190594367], [0.0005721363063204699]]",[[0.008402280753637007]],[[-0.024069252282864516]]
52,"[[-0.6073078296279422], [1.0694976264560812], [-0.4540306807473504]]","[[-0.08849624936218298], [-0.03198659280405641], [0.09771184073180397]]","[[-0.5977886994252637], [0.9134352957111145], [-0.4585358457384023]]","[[-0.19980275651519808], [-19.227623089063854], [-1.0029225632568817]]","[[0.14589148973425947], [0.8524972247537096]]","[[0.005224335949341463], [0.0005435362579131464]]",[[0.008159116080788183]],[[-0.02277100143329666]]
53,"[[-0.6081981944864835], [1.069184169079222], [-0.4530573484584644]]","[[-0.08732307023952524], [-0.03080212077166239], [0.09657842357860721]]","[[-0.5984981505485121], [0.9131064202390696], [-0.45802256453796475]]","[[-0.19670683599564054], [-19.248120187020955], [-1.0607144249032439]]","[[0.14641286133767722], [0.8525500957034237]]","[[0.005200500507793193], [0.0005164135957080873]]",[[0.007928626134275068]],[[-0.02154676743144174]]
54,"[[-0.6090769272681609], [1.0688821951596714], [-0.4520951772255257]]","[[-0.08619013695085909], [-0.02968361468473596], [0.0954811817024156]]","[[-0.5992005954145034], [0.9127837668078286], [-0.457516940106853]]","[[-0.19383400165614306], [-19.268681388225872], [-1.1183401570932423]]","[[0.14693181989935178], [0.8526003292773775]]","[[0.005176180363705707], [0.0004906846062580072]]",[[0.00771009066598437]],[[-0.020392569933179422]]
55,"[[-0.6099444182693144], [1.0685910658245488], [-0.45114381932140335]]","[[-0.08509484892390774], [-0.028627236844130433], [0.09441744958851297]]","[[-0.5998961490351317], [0.9124670963981476], [-0.4570186313541432]]","[[-0.19116838002719838], [-19.289286978496914], [-1.1757742865001346]]","[[0.14744831636190417], [0.8526480606390543]]","[[0.005151363633204564], [0.00046627079470784594]]",[[0.007502828233829569]],[[-0.019304636181802587]]
56,"[[-0.610801032458822], [1.0683101793719905], [-0.4502029527366282]]","[[-0.08403475757516335], [-0.02762937278853969], [0.0933847404003923]]","[[-0.6005849171853739], [0.9121561858472971], [-0.4565273179810252]]","[[-0.188694944027763], [-19.30991806074461], [-1.2329923738922237]]","[[0.14796230061094465], [0.8526934173636171]]","[[0.00512604090181501], [0.0004430985292902534]]",[[0.0073061941765410554]],[[-0.018279389964449486]]
57,"[[-0.611647110969042], [1.0680389691130092], [-0.44927227944795384]]","[[-0.08300755895888752], [-0.026686617620462344], [0.092380735385058]]","[[-0.6012669971289087], [0.9118508266735378], [-0.4560426994316475]]","[[-0.18639947800534573], [-19.330556554428647], [-1.289971011123631]]","[[0.14847372171437734], [0.8527365199064826]]","[[0.0051002050802329], [0.0004210987125996546]]",[[0.007119578696014274]],[[-0.01731344119429188]]
58,"[[-0.6124829725142128], [1.0677769013451084], [-0.4483515237897752]]","[[-0.08201108670543324], [-0.02579576325446012], [0.09140327387850547]]","[[-0.6019424782984785], [0.9115508239890724], [-0.4555644938860395]]","[[-0.18426854378195756], [-19.351185191469185], [-1.3466878152984039]]","[[0.14898252814751844], [0.8527774820403451]]","[[0.005073851264741913], [0.00040020647731342507]]",[[0.006942405041120491]],[[-0.016403576082526475]]
59,"[[-0.6133089147390639], [1.0675234734485703], [-0.44744043092223795]]","[[-0.08104330522135303], [-0.024953786549914952], [0.09045034391314632]]","[[-0.6026114429334066], [0.9112559954944739], [-0.45509243729389726]]","[[-0.1822894474552288], [-19.371787509387335], [-1.4031214204213263]]","[[0.14948866800449867], [0.8528164112629946]]","[[0.005046976602327002], [0.0003803609042729583]]",[[0.006774127787267517]],[[-0.015546747860399028]]
60,"[[-0.6141252155004197], [1.0672782120971807], [-0.4465387653904142]]","[[-0.08010230317959087], [-0.024157838216046917], [0.0895200733689929]]","[[-0.6032739666768834], [0.9109661705480907], [-0.4546262824479807]]","[[-0.18045020744944207], [-19.392347841522806], [-1.4592514668376249]]","[[0.14999208919641535], [0.8528534091780674]]","[[0.005019580160395276], [0.0003615047614813349]]",[[0.006614231206346985]],[[-0.014740068024367524]]
61,"[[-0.6149321340844356], [1.0670406715757048], [-0.44564630976921793]]","[[-0.0791862872464319], [-0.02340523248795348], [0.08861072167096051]]","[[-0.6039301191347587], [0.9106811893047887], [-0.4541657980959768]]","[[-0.17873952341984145], [-19.412851305185608], [-1.5150585885204684]]","[[0.1504927396367029], [0.8528885718506993]]","[[0.004991662801190344], [0.0003435842616084095]]",[[0.0064622277220526495]],[[-0.013980798061147503]]
62,"[[-0.6157299123621197], [1.066810432197088], [-0.4447628633891322]]","[[-0.07829357609288659], [-0.022693437441828612], [0.08772067190200719]]","[[-0.6045799643987374], [0.9104009019183832], [-0.45371076808953514]]","[[-0.1771467461587628], [-19.433283787902923], [-1.5705243989418187]]","[[0.15099056741418496], [0.8529219901398868]]","[[0.004963227060841846], [0.0003265488371040348]]",[[0.006317656445835968]],[[-0.013266341636124099]]
63,"[[-0.6165187758856805], [1.0665870988128678], [-0.4438882411381126]]","[[-0.0774225946327302], [-0.02202006596655226], [0.08684842339305593]]","[[-0.605223561535187], [0.9101251678031094], [-0.4532609905693748]]","[[-0.17566184851455358], [-19.45363193208085], [-1.6256314750600973]]","[[0.15148552095426715], [0.8529537500092204]]","[[0.004934277032958567], [0.00031035093133180425]]",[[0.006180081789075759]],[[-0.012594237203949178]]
64,"[[-0.6172989349281834], [1.0663702994107342], [-0.44302227233527375]]","[[-0.07657186851247873], [-0.02138286732354258], [0.08599258480902555]]","[[-0.6058609650423794], [0.9098538549494645], [-0.4528162771852509]]","[[-0.17427539715020002], [-19.473883118586265], [-1.680363339562945]]","[[0.15197754916872727], [0.8529839328175167]]","[[0.004904818256720733], [0.00029494580420230676]]",[[0.006049092147275627]],[[-0.011962151029273161]]
