step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.53017096694848], [1.1484457831582098], [-0.5231189666014071]]","[[-0.08347734626797015], [0.05585608706154782], [0.09666642765343758]]","[[-0.5306888030841782], [0.9836867860727633], [-0.5210724844556158]]","[[-1.3945903938201092], [-20.955325681134862], [-0.006290206577436286]]","[[0.4592029067122593], [0.8361548751710617]]","[[0.008695037687966867], [-0.001052097237830285]]",[[0.09515584960832316]],[[0.06904516844701522]]
11,"[[-0.5310317674589082], [1.1489823220496567], [-0.5221379654486291]]","[[-0.08506483260922633], [0.05152633734294837], [0.09881583015302947]]","[[-0.5316728895073577], [0.9834755730766098], [-0.5209245970944615]]","[[-1.417113706083805], [-21.03083093791863], [-0.15268272694027707]]","[[0.4600707451244165], [0.8360541017801824]]","[[0.008659461023374782], [-0.000968785718513665]]",[[0.09581258914211992]],[[0.06527733488902893]]
12,"[[-0.5319073050192551], [1.1494766522488689], [-0.5211367184795516]]","[[-0.08646258010498226], [0.04740607375160197], [0.10073496341758764]]","[[-0.5326503122786719], [0.9832566742090618], [-0.5207442167398951]]","[[-1.4382360054239163], [-21.1033644927347], [-0.2949563343653212]]","[[0.4609346759674143], [0.8359614201814834]]","[[0.008617509401998014], [-0.0008900179020665533]]",[[0.09643262875006048]],[[0.06167845706420739]]
13,"[[-0.5327957288606018], [1.149930827193567], [-0.5201174688900065]]","[[-0.087681315048559], [0.043487461977995495], [0.10243529804784085]]","[[-0.5336204223270883], [0.9830309046865904], [-0.5205332874306889]]","[[-1.4580156586758442], [-21.17302053097986], [-0.43317961199026]]","[[0.46179408370300573], [0.8358763862490574]]","[[0.00856958817858633], [-0.0008155972712642345]]",[[0.0970176294429571]],[[0.05824144497613867]]
14,"[[-0.53369529370303], [1.1503468229724392], [-0.5190823469700362]]","[[-0.08873126756547021], [0.039762851108162495], [0.1039279392895329]]","[[-0.5345826239292639], [0.9827990338837466], [-0.5202936805439401]]","[[-1.476509156197011], [-21.239891005961347], [-0.567423575492294]]","[[0.46264839256996776], [0.8357985752675323]]","[[0.008516088534882282], [-0.0007453321709594007]]",[[0.09756918229937218]],[[0.054959522833363944]]
15,"[[-0.5346043548682715], [1.150726540183665], [-0.518033373758405]]","[[-0.0896221939950289], [0.03622477828384438], [0.10522362858711004]]","[[-0.5355363719848726], [0.9825617867826709], [-0.5200271965957538]]","[[-1.4937711728947036], [-21.304065725076775], [-0.6977614094159609]]","[[0.46349706517453015], [0.8357275814293272]]","[[0.008457387637705871], [-0.0006790360900787995]]",[[0.09808881155698924]],[[0.05182621287820291]]
16,"[[-0.535521363610495], [1.1510718058337057], [-0.5169724646766791]]","[[-0.09036339790072206], [0.03286597221346696], [0.10633274595112521]]","[[-0.536481169377888], [0.9823198454777247], [-0.5197355670055965]]","[[-1.509854624041135], [-21.36563242251209], [-0.8242682097697167]]","[[0.4643396010974224], [0.83566301730705]]","[[0.008393848811139026], [-0.0006165278833236698]]",[[0.09857797754653212]],[[0.048835320265008725]]
17,"[[-0.5364448626546785], [1.1513843752658377], [-0.5159014331346891]]","[[-0.09096375020253401], [0.02967935570608618], [0.10726531313542567]]","[[-0.5374165644630597], [0.9820738507160558], [-0.519420455827646]]","[[-1.5248107188526483], [-21.424676821441974], [-0.9470207331958492]]","[[0.4651755355189634], [0.8356045133066698]]","[[0.008325821722909854], [-0.0005576319397015972]]",[[0.09903807947646842]],[[0.04598091863897777]]
18,"[[-0.5373734819315509], [1.1516659341088993], [-0.5148219941001242]]","[[-0.0914317081339032], [0.026658047276630736], [0.10803099750177964]]","[[-0.5383421486338684], [0.9818244034599081], [-0.5190834614516546]]","[[-1.5386890092935777], [-21.4812826870629], [-1.0660971545479292]]","[[0.4660044378635501], [0.8355517171065178]]","[[0.008253642584049592], [-0.0005021783028191784]]",[[0.09947045807722475]],[[0.043257336644507226]]
19,"[[-0.5383059344993301], [1.1519181002376795], [-0.5137357676255746]]","[[-0.09177533333012099], [0.023795361939721205], [0.1086391165270931]]","[[-0.5392575539984664], [0.9815720664594559], [-0.5187261182773216]]","[[-1.5515374366247592], [-21.53553187235961], [-1.1815768327201934]]","[[0.466825910464843], [0.8355042930866046]]","[[0.008177634361200559], [-0.000450002748875189]]",[[0.09987639811277524]],[[0.040659145137832]]
20,"[[-0.5392410126422856], [1.152142425737242], [-0.5126442823272622]]","[[-0.09200230890286665], [0.021084811284223792], [0.10909864285296594]]","[[-0.5401624511340888], [0.981317365826451], [-0.5183498983647262]]","[[-1.5634023745425574], [-21.587504357017522], [-1.2935400857414843]]","[[0.4676395872528676], [0.8354619217522713]]","[[0.008098107000775734], [-0.00040094682648428304]]",[[0.10025713076769356]],[[0.03818114523204568]]
21,"[[-0.5401775841380521], [1.15234039886439], [-0.5115489788099833]]","[[-0.09211995580272919], [0.018520102883874207], [0.10941820984306053]]","[[-0.5410565469494913], [0.9810607926007889], [-0.5179562130636055]]","[[-1.5743286708737834], [-21.637278281372144], [-1.4020679761110129]]","[[0.46844513246418557], [0.8354242991556844]]","[[0.008015357664420408], [-0.0003548578636158872]]",[[0.10061383591635269]],[[0.035818356925344214]]
22,"[[-0.5411145886855648], [1.152513446000191], [-0.5104512130336056]]","[[-0.09213524834163232], [0.01609513912074423], [0.10960611764798711]]","[[-0.5419395826271528], [0.9808028043028314], [-0.5175464146228225]]","[[-1.58435968673122], [-21.684929975398514], [-1.5072421058619614]]","[[0.4692422393762008], [0.8353911363182921]]","[[0.007929670974665681], [-0.0003115889452232068]]",[[0.10094764428101935]],[[0.033566008425960345]]
23,"[[-0.5420510344858164], [1.152662933588167], [-0.5093522596169955]]","[[-0.09205482900890946], [0.013804015556500793], [0.10967033954464686]]","[[-0.5428113316524461], [0.9805438264660218], [-0.5171217977818517]]","[[-1.593537333911442], [-21.730533983927653], [-1.6091444230414502]]","[[0.4700306290665684], [0.8353621586569564]]","[[0.007841319269824565], [-0.00027099886504844406]]",[[0.10125963948535409]],[[0.03141952608996078]]
24,"[[-0.5429859949683761], [1.1527901700533738], [-0.5082533150757736]]","[[-0.09188502257784711], [0.01164101878591306], [0.109618528719199]]","[[-0.5436715979282499], [0.9802842541446357], [-0.5166836013451701]]","[[-1.6019021108902576], [-21.77416308878325], [-1.7078570380261255]]","[[0.470810049198595], [0.8353371054161112]]","[[0.007750562867470112], [-0.00023295205592299695]]",[[0.10155086000922443]],[[0.02937452492726498]]
25,"[[-0.5439186056571165], [1.1528964076982962], [-0.5071555009907768]]","[[-0.09163184959062672], [0.009600623936539682], [0.10945802530142873]]","[[-0.5445202139707057], [0.9800244533920759], [-0.5162330097400536]]","[[-1.6094931373060297], [-21.815888328481968], [-1.8034620511266506]]","[[0.4715802728334161], [0.83531572910797]]","[[0.007657650335263222], [-0.00019731850116055938]]",[[0.10182230105040213]],[[0.027426799647341647]]
26,"[[-0.5448480611685474], [1.1529828445719106], [-0.5060598671046969]]","[[-0.09130103920226752], [0.007677491837305567], [0.10919586360961384]]","[[-0.5453570391795034], [0.9797647627061259], [-0.5157711545581485]]","[[-1.6163481873337737], [-21.855779015586528], [-1.8960413906831035]]","[[0.47234109726964535], [0.8352977949625126]]","[[0.0075628187683973724], [-0.0001639736297742722]]",[[0.10207491629866738]],[[0.025572316245790566]]
27,"[[-0.5457736123371884], [1.1530506263089062], [-0.5049673943446376]]","[[-0.09089804151722423], [0.005866465906103069], [0.10883877963653013]]","[[-0.5461819581911583], [0.9795054944380126], [-0.5152991160809036]]","[[-1.6225037222164633], [-21.893902752910865], [-1.9856766623441335]]","[[0.47309234291109886], [0.8352830803886913]]","[[0.007466294072561164], [-0.00013279819850442465]]",[[0.1023096196270812]],[[0.02380720402654768]]
28,"[[-0.5466945634623006], [1.153100847936393], [-0.5038789977689104]]","[[-0.09042803933595489], [0.004162568769603331], [0.10839321867068744]]","[[-0.546994879301409], [0.9792469361626414], [-0.5148179247884369]]","[[-1.6279949216972711], [-21.930325448555266], [-2.072449008048085]]","[[0.4738338521631045], [0.8352713744480674]]","[[0.00736829125173033], [-0.00010367816295486776]]",[[0.10252728670518275]],[[0.02212774810661329]]
29,"[[-0.5476102696707151], [1.1531345556459136], [-0.5027955294366424]]","[[-0.08989595941573295], [0.002560998693766109], [0.10786534306209845]]","[[-0.5477957329607203], [0.9789893520079455], [-0.5143285628516193]]","[[-1.632855714707636], [-21.96511133039136], [-2.1564389758378812]]","[[0.47456548835781537], [0.8352624773418572]]","[[0.007269014699667897], [-7.65045397255193e-05]]",[[0.1027287565385542]],[[0.020530382336715603]]
30,"[[-0.5485201343908301], [1.1531527485289412], [-0.5017177811992366]]","[[-0.08930648325708106], [0.0010571258591530741], [0.1072610400194412]]","[[-0.5485844703388012], [0.978732983941635], [-0.5138319656068164]]","[[-1.6371188096035325], [-21.9983229599134], [-2.237726399872459]]","[[0.4752871347088601], [0.8352561999121747]]","[[0.0071686584943830844], [-5.117326158377011e-05]]",[[0.1029148329388742]],[[0.01901168262037458]]
31,"[[-0.5494236069331138], [1.1531563802743292], [-0.5006464874128942]]","[[-0.08866405743923901], [-0.00035351151431137207], [0.10658592955609805]]","[[-0.5493610619562632], [0.9784780530141832], [-0.5133290230126591]]","[[-1.6408157235810876], [-22.03002124646426], [-2.316390289362642]]","[[0.47599869329557803], [0.8352523631580782]]","[[0.007067406694727385], [-2.7585027195797807e-05]]",[[0.1030862859283221]],[[0.017568360603686325]]
32,"[[-0.5503201801726277], [1.153146360826538], [-0.49958232757188636]]","[[-0.08797290351423356], [-0.0016752111479576837], [0.10584537238724692]]","[[-0.5501254963800175], [0.9782247605571577], [-0.5128205810881753]]","[[-1.6439768117373315], [-22.060265461283937], [-2.39250872770491]]","[[0.47670008407700937], [0.8352507977668701]]","[[0.0069654336383284665], [-5.645147160837638e-06]]",[[0.10324385308202225]],[[0.016197257722778316]]
33,"[[-0.5512093883295496], [1.153123558003716], [-0.4985259288623581]]","[[-0.08723702752593472], [-0.002912110759771658], [0.10504447784396526]]","[[-0.5508777789838026], [0.9779732893363204], [-0.5123074433315401]]","[[-1.6466312958204292], [-22.089113252032345], [-2.466158780409682]]","[[0.47739124393573096], [0.8352513436609609]]","[[0.006862904240156897], [1.4736612463650545e-05]]",[[0.10338824081180764]],[[0.01489533955825883]]
34,"[[-0.5520908048434745], [1.1530887990749417], [-0.4974778686367771]]","[[-0.08646022910216122], [-0.004068192180485819], [0.10418811181635511]]","[[-0.5516179307637357], [0.9777238046593216], [-0.5117903721186454]]","[[-1.6488072920797552], [-22.116620658057933], [-2.5374164116324343]]","[[0.47807212575155345], [0.8352538495604909]]","[[0.00675997429082642], [3.3646188235536556e-05]]",[[0.10352012559468793]],[[0.013659690532569402]]
35,"[[-0.5529640403378082], [1.1530428722961137], [-0.4964386768093872]]","[[-0.08564611020666578], [-0.0051472855205104695], [0.10328090459144797]]","[[-0.5523459872167026], [0.9774764554379947], [-0.5112700900808735]]","[[-1.6505318394514492], [-22.142842125930052], [-2.6063564090731246]]","[[0.4787426975050338], [0.8352581725617848]]","[[0.0066567907542336435], [5.116537749039196e-05]]",[[0.10364015514891972]],[[0.012487508864271748]]
36,"[[-0.5538287406707583], [1.1529865284042586], [-0.4954088381730792]]","[[-0.0847980835602956], [-0.006153073323006741], [0.10232725867825142]]","[[-0.5530619972726799], [0.9772313752054034], [-0.5107472814611324]]","[[-1.6518309269794187], [-22.167830525959257], [-2.6730523171824663]]","[[0.47940294141068507], [0.8352641777316333]]","[[0.0065534920637155825], [6.737199630402202e-05]]",[[0.10374894956042381]],[[0.011376101796087851]]
37,"[[-0.5546845850693638], [1.1529204820701118], [-0.49438879463848245]]","[[-0.0839193806874257], [-0.007089094764105408], [0.10133135654219597]]","[[-0.5537660222801365], [0.9769886830883512], [-0.5102225934475383]]","[[-1.6527295208616386], [-22.191637169717072], [-2.737576377418897]]","[[0.4800528530797097], [0.8352717377173032]]","[[0.006450208416192149], [8.23400359006854e-05]]",[[0.10384710236226491]],[[0.010322881088387515]]
38,"[[-0.5555312843433223], [1.1528454133089676], [-0.4933789473960321]]","[[-0.08301305967133725], [-0.007958749824712424], [0.10029716823155495]]","[[-0.5544581350442541], [0.9767484847356964], [-0.5096966374840064]]","[[-1.653251591567638], [-22.21431182798563], [-2.799999476108714]]","[[0.4806924407120254], [0.835280732372116]]","[[0.006347062063782882], [9.613981722944587e-05]]",[[0.10393518156961148]],[[0.00932535873550524]]
39,"[[-0.5563685791755296], [1.1527619688500144], [-0.49237965900201697]]","[[-0.08208201261160622], [-0.00876530343044768], [0.09922845894364347]]","[[-0.5551384189140608], [0.9765108732033828], [-0.5091699905570739]]","[[-1.6534201403790165], [-22.23590274993482], [-2.860391098857007]]","[[0.48132172431729825], [0.8352910483963726]]","[[0.006244167602359463], [0.00010883814319795349]]",[[0.10401373067247048]],[[0.008381142906144364]]
40,"[[-0.5571962384862893], [1.1526707634643714], [-0.49139125538971196]]","[[-0.08112897277857994], [-0.009511889573326049], [0.09812879644454507]]","[[-0.5558069669173056], [0.9762759297971462], [-0.5086431964583652]]","[[-1.6532572257383331], [-22.256456683069345], [-2.9188192916973144]]","[[0.481940734964654], [0.8353025789933514]]","[[0.006141632256551066], [0.00012049844793082798]]",[[0.10408326958836911]],[[0.007487934092639117]]
41,"[[-0.5580140578683656], [1.1525723812522426], [-0.4904140278068886]]","[[-0.08015652149942576], [-0.010201515380684395], [0.09700155833005221]]","[[-0.5564638809413102], [0.9760437248737953], [-0.5081167670221102]]","[[-1.6527839894729537], [-22.276018893878728], [-2.9753506283659235]]","[[0.4825495140606914], [0.835315223540059]]","[[0.006039556160886139], [0.0001311809425086352]]",[[0.10414429557698839]],[[0.006643521449942102]]
42,"[[-0.5588218580901396], [1.1524673768896097], [-0.4894482346808408]]","[[-0.07916709476419118], [-0.010837065160401005], [0.09584993924184042]]","[[-0.5571092709574704], [0.9758143186021788], [-0.5075911833371856]]","[[-1.6520206823355208], [-22.294633189954247], [-3.0300501826813395]]","[[0.4831481126553834], [0.835328887272392]]","[[0.005938032636571], [0.00014094275734288786]]",[[0.10419728411863062]],[[0.005845779319525639]]
43,"[[-0.5596194836642651], [1.1523562768350424], [-0.4884941034124983]]","[[-0.0781629896060851], [-0.011421304347971256], [0.09467695786560279]]","[[-0.5577432542881865], [0.9755877616850016], [-0.5070668969332411]]","[[-1.6509866897577048], [-22.312341942218975], [-3.0829815070371485]]","[[0.48373659077541536], [0.8353434809843222]]","[[0.005837148463611053], [0.00014983808047652758]]",[[0.10424268975828155]],[[0.0050926639149624815]]
44,"[[-0.5604068014792556], [1.1522395804971677], [-0.4875518321009667]]","[[-0.07714637020489991], [-0.011956883429546011], [0.0934854638099131]]","[[-0.5583659549134019], [0.9753640960427574], [-0.5065443309405017]]","[[-1.6497005569708607], [-22.32918610839613], [-3.1342066155421318]]","[[0.4843150167844772], [0.835358920740712]]","[[0.00573698414799706], [0.00015791829185429762]]",[[0.10428094691694471]],[[0.004382210175467173]]
45,"[[-0.5611836994916563], [1.1521177613635403], [-0.4866215912001065]]","[[-0.07611927378931947], [-0.012446341755342732], [0.09227814430648137]]","[[-0.5589775028164582], [0.975143355460952], [-0.5060238812228968]]","[[-1.6481800139346012], [-22.34520525719178], [-3.1837859717516936]]","[[0.48488346676999705], [0.8353751276033377]]","[[0.005637614183651163], [0.0001652320934075746]]",[[0.10431247067177674]],[[0.0037125287595418405]]
46,"[[-0.5619500854763998], [1.1519912680914943], [-0.485703525108601]]","[[-0.07508361627390056], [-0.012892111337959034], [0.0910575307994362]]","[[-0.5595780333663233], [0.9749255662019886], [-0.5055059174842481]]","[[-1.6464419999768622], [-22.36043759301374], [-3.2317784812456596]]","[[0.48544202395578084], [0.8353920273696875]]","[[0.005539107308838442], [0.00017182563462059264]]",[[0.10433765750649387]],[[0.0030818031852992717]]
47,"[[-0.56270588583322], [1.151860525561874], [-0.4847977536952625]]","[[-0.07404119772195294], [-0.013296520513209925], [0.08982600532801246]]","[[-0.5601676867356191], [0.974710747582864], [-0.5049907843472531]]","[[-1.644502688074685], [-22.374919981553283], [-3.2782414876730943]]","[[0.48599077813999664], [0.8354095503241045]]","[[0.005441526757005155], [0.00017774263386671763]]",[[0.10435688603339124]],[[0.002488287093988309]]
48,"[[-0.5634510444468613], [1.151725935896268], [-0.48390437376111944]]","[[-0.07299370756925631], [-0.01366179756377131], [0.0885858067743944]]","[[-0.5607466073516966], [0.9744989125201782], [-0.504478802405146]]","[[-1.6423775087608121], [-22.3886879758834], [-3.323230772707232]]","[[0.4865298251579264], [0.8354276310008182]]","[[0.005344930501682832], [0.00018302449522611397]]",[[0.10437051768828777]],[[0.0019303016425054522]]
49,"[[-0.5641855215991579], [1.1515878794386667], [-0.4830234604399718]]","[[-0.07194272966439787], [-0.01399007424578988], [0.08733903691408593]]","[[-0.5613149433814318], [0.9742900680436543], [-0.5039702692458958]]","[[-1.6400811738437135], [-22.401775843020925], [-3.3668005598243367]]","[[0.4870592663688907], [0.835446207958427]]","[[0.0052493714953527615], [0.0001877104207181901]]",[[0.1043788973995353]],[[0.001406233002759513]]
50,"[[-0.5649092929308508], [1.1514467157023], [-0.4821550685391391]]","[[-0.07088974711705773], [-0.014283389211678044], [0.08608766630985819]]","[[-0.5618728462444282], [0.9740842157794555], [-0.5034654604488561]]","[[-1.6376276996334946], [-22.414216590888927], [-3.4090035210305967]]","[[0.4875792081667385], [0.8354652235653858]]","[[0.005154897902270861], [0.00019183751845952557]]",[[0.10438235423230857]],[[0.0009145299788451064]]
51,"[[-0.5656223484510512], [1.151302784282493], [-0.48129923382205414]]","[[-0.06983614688599861], [-0.014543691421807864], [0.08483354006177324]]","[[-0.5624204701576258], [0.9738813524047693], [-0.5029646305539686]]","[[-1.6350304300331202], [-22.426041996245964], [-3.449890786131146]]","[[0.4880897615132822], [0.835484623796053]]","[[0.00506155332509195], [0.00019544090580358997]]",[[0.10438120200938747]],[[0.00045370175282801427]]
52,"[[-0.5663246915929343], [1.1511564057364798], [-0.4804559742344213]]","[[-0.0687832243366802], [-0.014772843340290581], [0.08357838334120174]]","[[-0.5629579717106703], [0.9736814700721675], [-0.5024680140033437]]","[[-1.6323020597750557], [-22.437282632220303], [-3.4895119554316185]]","[[0.48859104149406085], [0.8355043580368614]]","[[0.00496937702508804], [0.00019855380893885055]]",[[0.10437573990912538]],[[2.231566536966753e-05]]
53,"[[-0.5670163383142431], [1.1510078824310266], [-0.4796252910755372]]","[[-0.06773218756831081], [-0.014972624186374545], [0.08232380682078727]]","[[-0.5634855094625533], [0.9734845568185095], [-0.5019758260559227]]","[[-1.6294546545315145], [-22.447967896183204], [-3.5279151141417726]]","[[0.4890831668957919], [0.8355243789021627]]","[[0.004878404136160475], [0.00020120765719111589]]",[[0.1043662530412462]],[[-0.0003810049338980777]]
54,"[[-0.5676973162403142], [1.150857499358624], [-0.47880717011654383]]","[[-0.06668416156269028], [-0.015144732998465471], [0.08107131186418712]]","[[-0.5640032435651078], [0.9732905969281727], [-0.5014882636733557]]","[[-1.626499673560618], [-22.458126039097344], [-3.5651468499054095]]","[[0.48956625980486845], [0.8355446420593717]]","[[0.004788665872285103], [0.00020343217447260642]]",[[0.10435301300176542]],[[-0.0007575826958299194]]
55,"[[-0.5683676638471818], [1.1507055249229199], [-0.4780015826673171]]","[[-0.06564019202227074], [-0.015290791689144684], [0.07982229559522622]]","[[-0.5645113354029855], [0.9730995712906776], [-0.501005506381282]]","[[-1.6234479906233106], [-22.467784193291664], [-3.6012522711214814]]","[[0.49004044522625395], [0.8355651060630078]]","[[0.004700189728462645], [0.00020525546620131507]]",[[0.10433627840842255]],[[-0.0011086881139118696]]
56,"[[-0.5690274296844013], [1.1505522116945683], [-0.4772084865935878]]","[[-0.06460124929896599], [-0.015412347954421785], [0.07857805579432268]]","[[-0.5650099472750423], [0.9729114577351436], [-0.5005277170900096]]","[[-1.6203099154111194], [-22.47696840027034], [-3.6362750263406367]]","[[0.4905058507221601], [0.8355857321971877]]","[[0.00461299967579043], [0.0002067041017683735]]",[[0.10431629541657858]],[[-0.0014355414602037798]]
57,"[[-0.5696766716355912], [1.1503977971384007], [-0.4764278272861028]]","[[-0.06356823201922075], [-0.015510878100313569], [0.07733979558707764]]","[[-0.5654992420853766], [0.9727262313348919], [-0.5000550429239259]]","[[-1.61709521403254], [-22.485703639934272], [-3.6702573298940377]]","[[0.49096260606985215], [0.8356064843261644]]","[[0.0045271163495563815], [0.00020780319305302442]]",[[0.10429329821670624]],[[-0.0017393145324566938]]
58,"[[-0.5703154562152408], [1.1502425043127762], [-0.4756595385834032]]","[[-0.06254197062278764], [-0.015587789802720076], [0.07610862804190369]]","[[-0.5659793830624484], [0.9725438646835015], [-0.4995876160096525]]","[[-1.6138131296415525], [-22.49401386098079], [-3.7032399866651557]]","[[0.4914108429379243], [0.8356273287525383]]","[[0.004442557230999178], [0.00020857646951810693]]",[[0.10426750951413072]],[[-0.0020211323870200897]]
59,"[[-0.5709438579005544], [1.150086542541779], [-0.4749035436497486]]","[[-0.06152323079114405], [-0.015644424759334113], [0.07488558053205134]]","[[-0.5664505334894491], [0.9723643281719605], [-0.499125554196161]]","[[-1.6104724012157858], [-22.501922007944625], [-3.7352624122015996]]","[[0.4918506945804483], [0.8356482340828129]]","[[0.004359336823367421], [0.00020904635028573537]]",[[0.10423914099147692]],[[-0.0022820750172881186]]
60,"[[-0.5715619584966478], [1.1499301080610116], [-0.4741597558096844]]","[[-0.06051271665041037], [-0.01568206133090852], [0.07367159905680942]]","[[-0.5669128564572469], [0.9721875902360942], [-0.4986689617978864]]","[[-1.6070812827695973], [-22.5094500500638], [-3.7663626608342593]]","[[0.49228229554837905], [0.8356691710999412]]","[[0.004277466821556164], [0.00020923401209405057]]",[[0.10420839375467719]],[[-0.0025231789290641148]]
61,"[[-0.5721698465339136], [1.1497733846380005], [-0.4734280793409996]]","[[-0.05951107392621599], [-0.01570191700542045], [0.07246755224134299]]","[[-0.5673665146371079], [0.9720136175881017], [-0.4982179302992578]]","[[-1.6036475623739332], [-22.51661900941543], [-3.7965774533686987]]","[[0.4927057814175826], [0.8356901126425098]]","[[0.00419695627544292], [0.00020915945413424453]]",[[0.10417545876308888]],[[-0.002745438688016086]]
62,"[[-0.5727676166962778], [1.1496165441679937], [-0.4727084102274384]]","[[-0.058518892928529784], [-0.01570515085544169], [0.07127423538514904]]","[[-0.5678116700693079], [0.9718423754324739], [-0.4977725390351128]]","[[-1.6001785802604942], [-22.523448989356293], [-3.8259422046277365]]","[[0.4931212885328772], [0.8357110334902209]]","[[0.004117811747211819], [0.00020884155946809813]]",[[0.10414051724427585]],[[-0.002949808401099825]]
63,"[[-0.5733553692789417], [1.1494597472459362], [-0.47200063687287913]]","[[-0.05753671143502001], [-0.015692865839515957], [0.07009237413832176]]","[[-0.5682484839654723], [0.9716738276640308], [-0.49733285584301307]]","[[-1.5966812466122615], [-22.529959202507094], [-3.8544910522067823]]","[[0.49352895376748507], [0.8357319102553684]]","[[0.004040037462715862], [0.00020829815365885906]]",[[0.10410374109411487]],[[-0.0031372031362142012]]
64,"[[-0.5739332096745383], [1.149303143715342], [-0.47130464077818146]]","[[-0.05656501742984184], [-0.015666111135075433], [0.06892262825432938]]","[[-0.5686771165303174], [0.971507937052855], [-0.4968989376941498]]","[[-1.5931620590024975], [-22.536167998634557], [-3.882256885380551]]","[[0.49392891429730496], [0.8357527212800119]]","[[0.003963635457043813], [0.00020754606022688193]]",[[0.10406529326262391]],[[-0.0033085003105878565]]
