step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.5301709669484779], [1.1484457831582051], [-0.5231189666014056]]","[[-0.08347734626535634], [0.05585608705802109], [0.09666642765489297]]","[[-0.5306888030841669], [0.983686786072768], [-0.5210724844556167]]","[[-1.3945903938024682], [-20.955325681157117], [-0.0062902065798887685]]","[[0.5123210971417295], [0.8361548751710622]]","[[0.008695037687966867], [-0.0010520972378524895]]",[[0.09515584960832238]],[[0.06904516844755763]]
11,"[[-0.5310317674589099], [1.1489823220496531], [-0.5221379654486265]]","[[-0.08506483261093889], [0.05152633734423176], [0.09881583015506262]]","[[-0.5316728895074055], [0.9834755730765992], [-0.5209245970944588]]","[[-1.4171137061072023], [-21.03083093789761], [-0.15268272690083085]]","[[0.5131889355538868], [0.8360541017801828]]","[[0.00865946102336368], [-0.000968785718513665]]",[[0.0958125891421167]],[[0.06527733488835558]]
12,"[[-0.5319073050192555], [1.1494766522488666], [-0.5211367184795533]]","[[-0.08646258010392043], [0.04740607375090286], [0.10073496341657018]]","[[-0.5326503122786236], [0.9832566742090605], [-0.520744216739892]]","[[-1.438236005400765], [-21.103364492763546], [-0.29495633433973]]","[[0.5140528663968849], [0.835961420181484]]","[[0.008617509401998014], [-0.0008900179020776555]]",[[0.09643262875005852]],[[0.061678457064691244]]
13,"[[-0.5327957288606039], [1.1499308271935673], [-0.5201174688900084]]","[[-0.08768131504973779], [0.04348746197967754], [0.10243529804714324]]","[[-0.5336204223271124], [0.983030904686585], [-0.5205332874306875]]","[[-1.4580156586656252], [-21.17302053099794], [-0.43317961198288246]]","[[0.5149122741324764], [0.8358763862490579]]","[[0.008569588178575227], [-0.0008155972712642345]]",[[0.09701762944295508]],[[0.058241444975944294]]
14,"[[-0.5336952937030297], [1.150346822972436], [-0.5190823469700357]]","[[-0.08873126756539162], [0.03976285110753994], [0.10392793929227845]]","[[-0.5345826239292567], [0.9827990338837453], [-0.5202936805439387]]","[[-1.4765091562049557], [-21.239891005955535], [-0.5674235754449528]]","[[0.5157665829994384], [0.8357985752675329]]","[[0.008516088534882282], [-0.0007453321709482985]]",[[0.09756918229937078]],[[0.05495952283328806]]
15,"[[-0.5346043548682714], [1.1507265401836637], [-0.5180333737584051]]","[[-0.08962219399461455], [0.03622477828314791], [0.10522362858983098]]","[[-0.5355363719848608], [0.9825617867826741], [-0.5200271965957538]]","[[-1.4937711728877403], [-21.30406572508727], [-0.6977614093984235]]","[[0.516615255604001], [0.835727581429328]]","[[0.008457387637705871], [-0.000679036090056595]]",[[0.09808881155698837]],[[0.05182621287836432]]
16,"[[-0.5355213636104955], [1.1510718058337037], [-0.5169724646766778]]","[[-0.09036339790072662], [0.0328659722134958], [0.10633274595111114]]","[[-0.5364811693779012], [0.9823198454777304], [-0.5197355670055988]]","[[-1.5098546240218398], [-21.36563242254131], [-0.8242682097454994]]","[[0.5174577915268932], [0.8356630173070505]]","[[0.008393848811127924], [-0.0006165278833236698]]",[[0.09857797754653062]],[[0.048835320265019175]]
17,"[[-0.536444862654679], [1.1513843752658344], [-0.5159014331346882]]","[[-0.0909637502025844], [0.029679355705550442], [0.10726531313814563]]","[[-0.5374165644630673], [0.982073850716057], [-0.5194204558276462]]","[[-1.5248107188494289], [-21.424676821448358], [-0.9470207331685373]]","[[0.5182937259484344], [0.8356045133066703]]","[[0.008325821722909854], [-0.0005576319397015972]]",[[0.09903807947646617]],[[0.04598091863883436]]
18,"[[-0.5373734819315511], [1.1516659341088962], [-0.5148219941001209]]","[[-0.09143170813286663], [0.026658047274865926], [0.1080309975061696]]","[[-0.5383421486338555], [0.9818244034599095], [-0.5190834614516543]]","[[-1.538689009305536], [-21.481282687050687], [-1.0660971545274314]]","[[0.5191226282930211], [0.8355517171065178]]","[[0.00825364258404404], [-0.0005021783028302806]]",[[0.09947045807722288]],[[0.04325733664475284]]
19,"[[-0.5383059344993313], [1.1519181002376788], [-0.5137357676255749]]","[[-0.09177533333174528], [0.023795361942165], [0.10863911652364902]]","[[-0.5392575539984834], [0.9815720664594515], [-0.5187261182773196]]","[[-1.55153743663955], [-21.535531872336808], [-1.1815768327548233]]","[[0.5199441008943142], [0.8355042930866048]]","[[0.00817763436120611], [-0.00045000274886408675]]",[[0.09987639811277346]],[[0.04065914513748482]]
20,"[[-0.5392410126422876], [1.1521424257372441], [-0.5126442823272651]]","[[-0.09200230890446559], [0.021084811287688465], [0.10909864284774923]]","[[-0.5401624511340618], [0.9813173658264543], [-0.5183498983647259]]","[[-1.5634023745302903], [-21.58750435702835], [-1.293540085761103]]","[[0.5207577776823387], [0.8354619217522715]]","[[0.008098107000775734], [-0.0004009468264620786]]",[[0.10025713076769255]],[[0.03818114523211077]]
21,"[[-0.5401775841380491], [1.1523403988643866], [-0.5115489788099844]]","[[-0.09211995580027028], [0.01852010288039721], [0.10941820984450787]]","[[-0.5410565469494872], [0.9810607926007993], [-0.5179562130636087]]","[[-1.5743286708874025], [-21.63727828135856], [-1.4020679760909458]]","[[0.5215633228936566], [0.8354242991556846]]","[[0.00801535766442596], [-0.0003548578636380917]]",[[0.10061383591635356]],[[0.03581835692577344]]
22,"[[-0.5411145886855654], [1.1525134460001893], [-0.5104512130336047]]","[[-0.09213524834156214], [0.01609513912028876], [0.10960611764702141]]","[[-0.541939582627192], [0.9808028043028254], [-0.5175464146228216]]","[[-1.584359686746803], [-21.684929975382374], [-1.5072421058695367]]","[[0.5223604298056717], [0.8353911363182923]]","[[0.007929670974671232], [-0.0003115889452232068]]",[[0.10094764428101852]],[[0.033566008425748056]]
23,"[[-0.5420510344858191], [1.1526629335881668], [-0.5093522596169939]]","[[-0.09205482900946005], [0.01380401555709651], [0.10967033954563024]]","[[-0.5428113316524439], [0.9805438264660167], [-0.5171217977818506]]","[[-1.5935373339158183], [-21.730533983922882], [-1.6091444230313272]]","[[0.5231488194960391], [0.8353621586569565]]","[[0.007841319269819014], [-0.00027099886503734183]]",[[0.10125963948535209]],[[0.03141952608985065]]
24,"[[-0.5429859949683776], [1.1527901700533731], [-0.5082533150757732]]","[[-0.09188502257716548], [0.011641018785348428], [0.10961852871817279]]","[[-0.5436715979282393], [0.9802842541446384], [-0.5166836013451709]]","[[-1.6019021108844491], [-21.77416308878857], [-1.7078570380360898]]","[[0.5239282396280657], [0.8353371054161112]]","[[0.007750562867470112], [-0.00023295205592299695]]",[[0.1015508600092232]],[[0.029374524927494414]]
25,"[[-0.5439186056571178], [1.1528964076982944], [-0.5071555009907747]]","[[-0.09163184958945471], [0.009600623934227087], [0.10945802530488669]]","[[-0.5445202139707249], [0.9800244533920753], [-0.5162330097400538]]","[[-1.6094931373071595], [-21.815888328482167], [-1.8034620511267543]]","[[0.5246984632628868], [0.8353157291079701]]","[[0.007657650335257671], [-0.0001973185011716616]]",[[0.10182230105040074]],[[0.0274267996473817]]
26,"[[-0.5448480611685519], [1.152982844571911], [-0.5060598671046945]]","[[-0.09130103920265316], [0.007677491837243949], [0.1091958636133385]]","[[-0.5453570391795161], [0.9797647627061202], [-0.5157711545581468]]","[[-1.61634818734021], [-21.855779015581465], [-1.896041390672935]]","[[0.5254592876991161], [0.8352977949625126]]","[[0.007562818768391821], [-0.0001639736297742722]]",[[0.10207491629866478]],[[0.025572316245651934]]
27,"[[-0.5457736123371921], [1.1530506263089053], [-0.5049673943446334]]","[[-0.0908980415167358], [0.005866465904846879], [0.10883877964194555]]","[[-0.5461819581911513], [0.9795054944380113], [-0.515299116080903]]","[[-1.6225037222142187], [-21.893902752916937], [-1.9856766623166722]]","[[0.5262105333405696], [0.8352830803886914]]","[[0.007466294072566715], [-0.00013279819850442465]]",[[0.10230961962707887]],[[0.023807204026640633]]
28,"[[-0.5466945634623033], [1.1531008479363913], [-0.5038789977689075]]","[[-0.09042803933376882], [0.004162568766016117], [0.10839321867585192]]","[[-0.5469948793014145], [0.9792469361626404], [-0.5148179247884364]]","[[-1.62799492166087], [-21.930325448615363], [-2.0724490079616897]]","[[0.5269520425925752], [0.8352713744480674]]","[[0.007368291251741432], [-0.00010367816296596999]]",[[0.10252728670518087]],[[0.022127748106960513]]
29,"[[-0.5476102696707195], [1.153134555645912], [-0.502795529436641]]","[[-0.08989595941598894], [0.0025609986939398866], [0.10786534305843647]]","[[-0.5477957329607582], [0.9789893520079364], [-0.5143285628516179]]","[[-1.6328557147303153], [-21.965111330357402], [-2.1564389758904445]]","[[0.5276836787872863], [0.8352624773418572]]","[[0.007269014699673448], [-7.650453973662152e-05]]",[[0.10272875653855051]],[[0.020530382336387445]]
30,"[[-0.5485201343908354], [1.1531527485289401], [-0.5017177811992342]]","[[-0.08930648325640252], [0.0010571258585659882], [0.10726104001842422]]","[[-0.5485844703387841], [0.9787329839416291], [-0.5138319656068147]]","[[-1.6371188096192835], [-21.99832295988325], [-2.2377263999342007]]","[[0.5284053251383307], [0.8352561999121749]]","[[0.0071686584943830844], [-5.117326158377011e-05]]",[[0.10291483293887006]],[[0.01901168262058775]]
31,"[[-0.549423606933121], [1.1531563802743305], [-0.5006464874128917]]","[[-0.08866405744150087], [-0.00035351151145623927], [0.10658592955737739]]","[[-0.5493610619562774], [0.9784780530141791], [-0.5133290230126589]]","[[-1.6408157235670207], [-22.030021246482786], [-2.3163902893558337]]","[[0.5291168837250485], [0.8352523631580785]]","[[0.007067406694716283], [-2.7585027162491116e-05]]",[[0.10308628592831734]],[[0.017568360603281645]]
32,"[[-0.5503201801726313], [1.1531463608265375], [-0.4995823275718862]]","[[-0.08797290351403184], [-0.0016752111473760378], [0.10584537238447495]]","[[-0.5501254963799855], [0.9782247605571697], [-0.5128205810881792]]","[[-1.6439768117357954], [-22.06026546128176], [-2.3925087277052617]]","[[0.5298182745064799], [0.8352507977668703]]","[[0.006965433638317364], [-5.645147160837638e-06]]",[[0.10324385308201971]],[[0.016197257723067106]]
33,"[[-0.5512093883295546], [1.1531235580037176], [-0.49852592886235525]]","[[-0.08723702752805723], [-0.002912110756883357], [0.10504447784519745]]","[[-0.5508777789838146], [0.9779732893363271], [-0.512307443331543]]","[[-1.6466312958236582], [-22.089113252025243], [-2.4661587804373317]]","[[0.5305094343652014], [0.8352513436609614]]","[[0.006862904240145795], [1.4736612485855005e-05]]",[[0.10338824081180524]],[[0.014895339557979524]]
34,"[[-0.5520908048434771], [1.1530887990749432], [-0.4974778686367812]]","[[-0.08646022910196861], [-0.00406819217993426], [0.10418811181360658]]","[[-0.5516179307637163], [0.9777238046593347], [-0.5117903721186486]]","[[-1.6488072920805152], [-22.116620658055556], [-2.5374164116322397]]","[[0.5311903161810239], [0.8352538495604911]]","[[0.00675997429082642], [3.3646188224434326e-05]]",[[0.10352012559468739]],[[0.01365969053284239]]
35,"[[-0.5529640403378101], [1.153042872296114], [-0.4964386768093883]]","[[-0.0856461102063865], [-0.005147285520384404], [0.10328090458770606]]","[[-0.5523459872167201], [0.9774764554379992], [-0.511270090080875]]","[[-1.650531839446196], [-22.142842125942337], [-2.6063564090559854]]","[[0.5318608879345043], [0.8352581725617851]]","[[0.006656790754244746], [5.116537749039196e-05]]",[[0.10364015514891921]],[[0.012487508864351165]]
36,"[[-0.5538287406707634], [1.1529865284042613], [-0.49540883817307485]]","[[-0.08479808356413555], [-0.006153073317615054], [0.10232725867603187]]","[[-0.5530619972726969], [0.9772313752054042], [-0.510747281461133]]","[[-1.6518309270027018], [-22.167830525918262], [-2.6730523172618392]]","[[0.5325211318401555], [0.8352641777316335]]","[[0.006553492063721134], [6.737199632622648e-05]]",[[0.10374894956042174]],[[0.011376101795419884]]
37,"[[-0.5546845850693628], [1.1529204820701118], [-0.4943887946384814]]","[[-0.08391938068632783], [-0.007089094764627185], [0.10133135654105475]]","[[-0.553766022280077], [0.9769886830883664], [-0.5102225934475414]]","[[-1.6527295208683044], [-22.191637169696634], [-2.7375763774627355]]","[[0.53317104350918], [0.835271737717303]]","[[0.006450208416186598], [8.23400359006854e-05]]",[[0.1038471023622661]],[[0.010322881088961062]]
38,"[[-0.555531284343321], [1.1528454133089687], [-0.49337894739603433]]","[[-0.08301305967049372], [-0.007958749825731387], [0.10029716822953681]]","[[-0.5544581350442831], [0.9767484847357026], [-0.5096966374840077]]","[[-1.653251591561223], [-22.214311827990926], [-2.7999994761559446]]","[[0.5338106311414957], [0.8352807323721154]]","[[0.006347062063782882], [9.613981720724141e-05]]",[[0.10393518156961337]],[[0.009325358735589033]]
39,"[[-0.556368579175531], [1.1527619688500157], [-0.4923796590020154]]","[[-0.08208201261092661], [-0.008765303432187288], [0.09922845894807664]]","[[-0.5551384189140821], [0.9765108732033777], [-0.5091699905570711]]","[[-1.6534201403488875], [-22.235902749985016], [-2.8603910987875594]]","[[0.5344399147467686], [0.835291048396372]]","[[0.006244167602365014], [0.00010883814319795349]]",[[0.10401373067247083]],[[0.008381142906101459]]
40,"[[-0.5571962384862915], [1.1526707634643722], [-0.49139125538971157]]","[[-0.08112897277945533], [-0.009511889572663634], [0.09812879644555615]]","[[-0.5558069669173131], [0.9762759297971417], [-0.5086431964583631]]","[[-1.6532572257684046], [-22.256456683029683], [-2.9188192917012685]]","[[0.5350589253941241], [0.8353025789933508]]","[[0.006141632256551066], [0.00012049844791972575]]",[[0.10408326958836878]],[[0.007487934092298507]]
41,"[[-0.5580140578683667], [1.1525723812522453], [-0.4904140278068885]]","[[-0.08015652149899519], [-0.010201515380745096], [0.09700155832999832]]","[[-0.5564638809412764], [0.9760437248737951], [-0.5081167670221084]]","[[-1.6527839894779697], [-22.276018893872834], [-2.9753506283550504]]","[[0.5356677044901613], [0.8353152235400586]]","[[0.006039556160886139], [0.0001311809425086352]]",[[0.1041442955769899]],[[0.006643521450258075]]
42,"[[-0.5588218580901406], [1.152467376889613], [-0.4894482346808398]]","[[-0.07916709476315896], [-0.010837065162282722], [0.09584993924628302]]","[[-0.5571092709574877], [0.9758143186021777], [-0.507591183337185]]","[[-1.652020682326346], [-22.294633189971865], [-3.0300501826738953]]","[[0.5362663030848536], [0.8353288872723914]]","[[0.005938032636576551], [0.00014094275733178563]]",[[0.10419728411863237]],[[0.005845779319702649]]
43,"[[-0.5596194836642678], [1.1523562768350453], [-0.4884941034124978]]","[[-0.07816298960478804], [-0.01142130435040234], [0.0946769578690903]]","[[-0.5577432542882151], [0.9755877616849942], [-0.5070668969332395]]","[[-1.6509866897397107], [-22.31234194224983], [-3.08298150701283]]","[[0.5368547812048856], [0.8353434809843215]]","[[0.0058371484636055015], [0.00014983808046542535]]",[[0.10424268975828159]],[[0.005092663915038627]]
44,"[[-0.5604068014792603], [1.1522395804971697], [-0.48755183210096664]]","[[-0.07714637020606069], [-0.011956883428331816], [0.09348546380827032]]","[[-0.5583659549134268], [0.9753640960427479], [-0.5065443309404992]]","[[-1.6497005569904946], [-22.329186108368198], [-3.134206615566976]]","[[0.5374332072139475], [0.8353589207407115]]","[[0.00573698414799706], [0.00015791829185429762]]",[[0.10428094691694259]],[[0.004382210175016561]]
45,"[[-0.5611836994916588], [1.1521177613635394], [-0.4866215912001054]]","[[-0.07611927378935142], [-0.012446341754723644], [0.0922781443037353]]","[[-0.558977502816424], [0.9751433554609525], [-0.5060238812228963]]","[[-1.648180013933878], [-22.34520525717878], [-3.183785971806401]]","[[0.5380016571994675], [0.8353751276033372]]","[[0.005637614183651163], [0.0001652320934075746]]",[[0.10431247067177511]],[[0.003712528759660362]]
46,"[[-0.5619500854764009], [1.1519912680914939], [-0.48570352510859716]]","[[-0.07508361627530943], [-0.012892111335533835], [0.09105753079596732]]","[[-0.5595780333663167], [0.9749255662019908], [-0.505505917484249]]","[[-1.6464420000005378], [-22.36043759297101], [-3.2317784813251906]]","[[0.5385602143852513], [0.8353920273696873]]","[[0.005539107308838442], [0.00017182563463169487]]",[[0.10433765750649404]],[[0.0030818031851241132]]
47,"[[-0.5627058858332203], [1.1518605255618752], [-0.484797753695265]]","[[-0.07404119772432644], [-0.013296520509767873], [0.08982600532659785]]","[[-0.5601676867355984], [0.9747107475828705], [-0.5049907843472544]]","[[-1.6445026880748852], [-22.37491998155288], [-3.2782414876358965]]","[[0.539108968569467], [0.8354095503241048]]","[[0.0054415267570218084], [0.00017774263388892209]]",[[0.10435688603339294]],[[0.002488287093642294]]
48,"[[-0.563451044446856], [1.1517259358962653], [-0.48390437376111844]]","[[-0.07299370756758364], [-0.013661797565515527], [0.08858580677501457]]","[[-0.5607466073516512], [0.9744989125201946], [-0.5044788024051505]]","[[-1.6423775087421166], [-22.388687975911342], [-3.3232307726454513]]","[[0.5396480155873965], [0.8354276310008183]]","[[0.00534493050167173], [0.0001830244952039095]]",[[0.10437051768829245]],[[0.00193030164305418]]
49,"[[-0.564185521599156], [1.1515878794386687], [-0.4830234604399754]]","[[-0.07194272966948827], [-0.013990074238615452], [0.08733903690754924]]","[[-0.5613149433814634], [0.974290068043652], [-0.5039702692458947]]","[[-1.6400811738790508], [-22.401775842968657], [-3.3668005598832442]]","[[0.5401774567983606], [0.8354462079584273]]","[[0.005249371495341659], [0.0001877104207514968]]",[[0.1043788973995392]],[[0.0014062330017227866]]
50,"[[-0.5649092929308412], [1.151446715702298], [-0.4821550685391396]]","[[-0.07088974711391077], [-0.01428338921457506], [0.08608766630840788]]","[[-0.5618728462443411], [0.9740842157794745], [-0.5034654604488588]]","[[-1.6376276995998014], [-22.414216590920443], [-3.4090035210527754]]","[[0.5406973985962085], [0.8354652235653858]]","[[0.005154897902281963], [0.0001918375184373211]]",[[0.10438235423231675]],[[0.000914529979922047]]
51,"[[-0.5656223484510446], [1.1513027842824937], [-0.4812992338220557]]","[[-0.06983614688819781], [-0.014543691419250215], [0.08483354005839554]]","[[-0.5624204701576911], [0.9738813524047637], [-0.5029646305539666]]","[[-1.635030430051706], [-22.426041996224452], [-3.4498907861657466]]","[[0.5412079519427521], [0.8354846237960531]]","[[0.0050615533250808475], [0.00019544090580358997]]",[[0.10438120200939449]],[[0.0004537017520862465]]
52,"[[-0.5663246915929258], [1.1511564057364774], [-0.48045597423442005]]","[[-0.06878322433252344], [-0.014772843346145731], [0.08357838334598892]]","[[-0.5629579717106289], [0.9736814700721673], [-0.5024680140033406]]","[[-1.6323020597427842], [-22.43728263226867], [-3.4895119553615492]]","[[0.5417092319235306], [0.8355043580368613]]","[[0.00496937702508804], [0.0001985538089166461]]",[[0.10437573990913243]],[[2.2315666181115662e-05]]
53,"[[-0.5670163383142418], [1.151007882431029], [-0.47962529107553964]]","[[-0.0677321875681834], [-0.014972624186932848], [0.08232380681986548]]","[[-0.5634855094626172], [0.9734845568184927], [-0.5019758260559165]]","[[-1.6294546545187014], [-22.447967896209633], [-3.5279151141443137]]","[[0.5422013573252618], [0.8355243789021627]]","[[0.004878404136166026], [0.00020120765719111589]]",[[0.10436625304124966]],[[-0.00038100493411212]]
54,"[[-0.5676973162403159], [1.1508574993586247], [-0.4788071701165414]]","[[-0.06668416156273922], [-0.015144732999094662], [0.0810713118669491]]","[[-0.5640032435651238], [0.9732905969281601], [-0.501488263673351]]","[[-1.6264996735541746], [-22.458126039104968], [-3.565146849915376]]","[[0.5426844502343384], [0.8355446420593716]]","[[0.004788665872279552], [0.00020343217447260642]]",[[0.10435301300176618]],[[-0.0007575826960234955]]
55,"[[-0.5683676638471835], [1.1507055249229197], [-0.47800158266731185]]","[[-0.0656401920217697], [-0.015290791690447975], [0.07982229560065494]]","[[-0.5645113354029755], [0.9730995712906713], [-0.5010055063812793]]","[[-1.623447990622468], [-22.467784193292005], [-3.601252271121303]]","[[0.5431586356557239], [0.8355651060630077]]","[[0.004700189728457094], [0.0002052554662124173]]",[[0.10433627840842298]],[[-0.0011086881138401665]]
56,"[[-0.5690274296844013], [1.1505522116945661], [-0.4772084865935853]]","[[-0.06460124929656622], [-0.015412347957927508], [0.07857805579576094]]","[[-0.565009947275048], [0.9729114577351414], [-0.5005277170900089]]","[[-1.6203099154066358], [-22.476968400275823], [-3.63627502635103]]","[[0.5436240411516301], [0.8355857321971875]]","[[0.00461299967579043], [0.00020670410174616904]]",[[0.1043162954165792]],[[-0.0014355414598714589]]
57,"[[-0.5696766716355944], [1.1503977971383987], [-0.47642782728609595]]","[[-0.0635682320193054], [-0.015510878101523295], [0.07733979559256868]]","[[-0.5654992420854127], [0.9727262313348785], [-0.5000550429239219]]","[[-1.6170952140622705], [-22.485703639894083], [-3.6702573299358434]]","[[0.544080796499322], [0.8356064843261642]]","[[0.00452711634955083], [0.00020780319304192219]]",[[0.10429329821670441]],[[-0.0017393145328147962]]
58,"[[-0.5703154562152443], [1.1502425043127749], [-0.4756595385834025]]","[[-0.06254197062392178], [-0.01558778980026626], [0.07610862803476302]]","[[-0.5659793830624286], [0.9725438646834926], [-0.4995876160096483]]","[[-1.6138131296687666], [-22.494013860933514], [-3.703239986734043]]","[[0.5445290333673941], [0.8356273287525386]]","[[0.004442557230999178], [0.00020857646952920916]]",[[0.10426750951412848]],[[-0.002021132387147585]]
59,"[[-0.5709438579005541], [1.150086542541775], [-0.4749035436497447]]","[[-0.061523230789218036], [-0.015644424761645875], [0.07488558053172288]]","[[-0.5664505334894273], [0.9723643281719625], [-0.49912555419616084]]","[[-1.6104724012150942], [-22.50192200794364], [-3.735262412201867]]","[[0.5449688850099184], [0.8356482340828131]]","[[0.0043593368233785235], [0.0002090463502635309]]",[[0.10423914099147655]],[[-0.002282075016863625]]
60,"[[-0.5715619584966496], [1.1499301080610085], [-0.47415975580968395]]","[[-0.060512716651213425], [-0.015682061329573865], [0.07367159905141973]]","[[-0.5669128564572761], [0.9721875902360843], [-0.4986689617978835]]","[[-1.60708128276371], [-22.509450050071457], [-3.766362660844977]]","[[0.5454004859778493], [0.8356691710999414]]","[[0.004277466821567266], [0.00020923401209405057]]",[[0.10420839375467518]],[[-0.00252317892936757]]
61,"[[-0.5721698465339146], [1.1497733846379967], [-0.47342807934099257]]","[[-0.059511073925800836], [-0.015701917006671562], [0.07246755224675686]]","[[-0.5673665146370909], [0.9720136175880977], [-0.4982179302992565]]","[[-1.60364756238484], [-22.51661900939758], [-3.796577453375897]]","[[0.5458239718470528], [0.8356901126425101]]","[[0.004196956275448471], [0.00020915945413424453]]",[[0.10417545876308722]],[[-0.002745438687992938]]
62,"[[-0.5727676166962804], [1.1496165441679935], [-0.4727084102274392]]","[[-0.0585188929302666], [-0.015705150852590388], [0.0712742353827368]]","[[-0.5678116700692992], [0.9718423754324711], [-0.49777253903511187]]","[[-1.6001785802522552], [-22.52344898936818], [-3.8259422046106595]]","[[0.5462394789623475], [0.8357110334902214]]","[[0.00411781174721737], [0.00020884155947920036]]",[[0.10414051724427432]],[[-0.0029498084012589357]]
63,"[[-0.5733553692789412], [1.1494597472459347], [-0.47200063687287735]]","[[-0.0575367114346369], [-0.015692865839593007], [0.07009237413828757]]","[[-0.568248483965452], [0.9716738276640359], [-0.4973328558430148]]","[[-1.5966812466053844], [-22.529959202517514], [-3.85449105218981]]","[[0.5466471441969553], [0.8357319102553691]]","[[0.004040037462726964], [0.0002082981536699613]]",[[0.1041037410941154]],[[-0.003137203135942297]]
64,"[[-0.5739332096745393], [1.1493031437153416], [-0.4713046407781786]]","[[-0.05656501743323075], [-0.0156661111303171], [0.0689226282511975]]","[[-0.5686771165303366], [0.971507937052857], [-0.49689893769415144]]","[[-1.5931620590117126], [-22.536167998616357], [-3.8822568854259405]]","[[0.547047104726775], [0.8357527212800122]]","[[0.0039636354570382615], [0.00020754606023798416]]",[[0.10406529326262365]],[[-0.003308500311211585]]
