step,q,dq,qr,tau,r_pos,r_vel,th,dth
22,"[[-0.5628572739063178], [1.2745104508280498], [-0.5412530984879724]]","[[-0.26137962116106955], [0.7869602355326281], [-0.19947374145082092]]","[[-0.5738247649934394], [1.144060245939489], [-0.5727040262181492]]","[[-2.0034867547658526], [-22.900981890256343], [-2.1129026026788322]]","[[0.09038300624189285], [0.807976438609525]]","[[0.01197369507830448], [-0.018406726183228805]]",[[0.17040007843376026]],[[0.32610687291846036]]
23,"[[-0.565606938335998], [1.2824248254196233], [-0.543237810629162]]","[[-0.2720165436947328], [0.7904017300863824], [-0.19780819278204648]]","[[-0.5774259448889735], [1.1507673602470565], [-0.5755641173201458]]","[[-2.0614883474305357], [-23.103544394465548], [-2.260768793198948]]","[[0.09158256744257698], [0.8061211162851388]]","[[0.012012894783480776], [-0.018588708024414036]]",[[0.17358007645446508]],[[0.32057699361188047]]
24,"[[-0.5684633737657726], [1.290373482297403], [-0.5452057267506438]]","[[-0.28243750189517103], [0.7938004616792593], [-0.19617192723755972]]","[[-0.5811119668441816], [1.157511073691066], [-0.5784194409718701]]","[[-2.1186224301295207], [-23.30544241109479], [-2.4101589943221837]]","[[0.09278586673841632], [0.8042475800846176]]","[[0.012048526406828464], [-0.018770722981387156]]",[[0.17670438178098571]],[[0.31519103254652897]]
25,"[[-0.5714242872150714], [1.2983560402016467], [-0.5471571996624326]]","[[-0.29262948444864517], [0.7971665687480659], [-0.19457486419514158]]","[[-0.5848792033074796], [1.1642924531703616], [-0.5812685267415776]]","[[-2.174794019029785], [-23.506558922427647], [-2.560701223364129]]","[[0.09399253699974584], [0.8023558133549292]]","[[0.012080418886387112], [-0.018953027577994774]]",[[0.1797745533241416]],[[0.3099622201020018]]
26,"[[-0.5744872128181877], [1.3063722006281293], [-0.5490926778482559]]","[[-0.3025737445410588], [0.8005071503819368], [-0.19302605026178588]]","[[-0.5887237058296607], [1.1711121720576443], [-0.5841101968402787]]","[[-2.229946840054838], [-23.706817175322016], [-2.712061018561916]]","[[0.09520219553334484], [0.800445777133454]]","[[0.012108431332405467], [-0.019135821668381237]]",[[0.182792309961683]],[[0.3049073555745375]]
27,"[[-0.5776494911852531], [1.3144217238417426], [-0.5510126932655095]]","[[-0.3122511436450528], [0.8038272236621864], [-0.19153318225268706]]","[[-0.5926414839691437], [1.1779705998796453], [-0.5869436465755401]]","[[-2.284052644734461], [-23.906173323516256], [-2.86396055146088]]","[[0.0964144471763589], [0.7985174150727328]]","[[0.012132452878359234], [-0.019319259591277227]]",[[0.18575953939097845]],[[0.30004289776216925]]
28,"[[-0.5809082971204506], [1.3225044127242482], [-0.5529178442410577]]","[[-0.3216466399877314], [0.8071303828304427], [-0.19010210519160026]]","[[-0.5966288422555519], [1.184867796519077], [-0.589768324911394]]","[[-2.337112820044157], [-24.104621724683117], [-3.0161681952331443]]","[[0.09762888742807743], [0.7965706575571053]]","[[0.01215240353331648], [-0.01950345602377279]]",[[0.18867827136273693]],[[0.29538163764997244]]
29,"[[-0.5842591264022505], [1.3306200439203795], [-0.5548090757368759]]","[[-0.33052881825961156], [0.8104170713667614], [-0.1887827986432662]]","[[-0.6006596756758424], [1.1918164857984308], [-0.5925897987485619]]","[[-2.3880744022352514], [-24.30020295823033], [-3.168908923346931]]","[[0.09884507737375854], [0.7946054103771064]]","[[0.01216780073036855], [-0.019688848139265414]]",[[0.1915518417812532]],[[0.29110545446274533]]
30,"[[-0.5876961135383865], [1.3387683742856156], [-0.556687620190507]]","[[-0.3388072146642027], [0.8136793166453336], [-0.18759103104119274]]","[[-0.6047256453353802], [1.1988043755136903], [-0.5954074386500603]]","[[-2.437492741685309], [-24.49465554985483], [-3.321724810182152]]","[[0.10006254923956204], [0.7926215585999775]]","[[0.01217847195103261], [-0.01987541782747515]]",[[0.19438464055672117]],[[0.287281070939938]]
31,"[[-0.5911851438726012], [1.3469474261473544], [-0.5585597925622072]]","[[-0.34251908896925587], [0.8167564110098409], [-0.1872910225398039]]","[[-0.608430494386294], [1.2059782941248263], [-0.5983503074252073]]","[[-2.468740045518036], [-24.66384658516419], [-3.485891686437223]]","[[0.10128032812599112], [0.7906188853748238]]","[[0.012176705021400835], [-0.020066592054246435]]",[[0.19720248971254595]],[[0.28694629949964257]]
32,"[[-0.5947020463747458], [1.3551567160617144], [-0.5604307709342252]]","[[-0.3448235393017935], [0.8197952548852192], [-0.18730161271634088]]","[[-0.6121220058491732], [1.2130631310436273], [-0.6012732931531594]]","[[-2.508985311626694], [-24.850674636587748], [-3.643855309832168]]","[[0.10249751728531561], [0.7885969945280332]]","[[0.01216789185023992], [-0.020260127558713314]]",[[0.20002389875274215]],[[0.28767010286480743]]
33,"[[-0.5982595415595423], [1.3633975042336655], [-0.5622988892121572]]","[[-0.3495509235456866], [0.8229546036757256], [-0.18689533324378935]]","[[-0.6161113421866803], [1.2200173619908965], [-0.6041292472550591]]","[[-2.565256706212152], [-25.063203604385244], [-3.7959125167678343]]","[[0.10371385383457445], [0.7865557504530428]]","[[0.012158776126384996], [-0.020452727395925407]]",[[0.20283907346196559]],[[0.2865083468839725]]
34,"[[-0.6018828156188111], [1.3716709863696375], [-0.5641597534978254]]","[[-0.3567760633114262], [0.8262202683104635], [-0.18604618924341748]]","[[-0.6203562020605625], [1.2269818912998272], [-0.6069710787456615]]","[[-2.625263792483064], [-25.28023807658729], [-3.95131143518367]]","[[0.10492931316027879], [0.7844952715937475]]","[[0.012149333487385117], [-0.02064381139108562]]",[[0.20562841725300135]],[[0.28339801575448115]]
35,"[[-0.6055906885340393], [1.3799777761814027], [-0.566009977803054]]","[[-0.36556470014870723], [0.8295361783283889], [-0.18492020431358513]]","[[-0.6247828391043231], [1.2340047457773093], [-0.6098090168005266]]","[[-2.6840419999578553], [-25.49408821903902], [-4.110557591840513]]","[[0.10614375568230211], [0.7824157079544077]]","[[0.012137845362487909], [-0.02083367948669812]]",[[0.2083771098443087]],[[0.27905127386723555]]
36,"[[-0.6093917397407219], [1.3883177109726152], [-0.5678479061294502]]","[[-0.37487947244570125], [0.8328158920988555], [-0.18368804140562905]]","[[-0.6293188967087903], [1.2410845813355358], [-0.6126367709920668]]","[[-2.739723729418542], [-25.70410017035736], [-4.271260454956211]]","[[0.10735687375641711], [0.7803172142926638]]","[[0.012122730697872175], [-0.021022103131196346]]",[[0.21107806510244204]],[[0.2742483782463864]]
37,"[[-0.6132833306573691], [1.3966879336776925], [-0.5696726709870522]]","[[-0.3835927381271882], [0.8356585429965215], [-0.18235036457093312]]","[[-0.6338854198006936], [1.2480797259000487], [-0.6153875013858852]]","[[-2.792012082569673], [-25.927418339646234], [-4.423343761019363]]","[[0.10856832548321521], [0.7782004064922486]]","[[0.012104665733907172], [-0.021201205370402487]]",[[0.21373193203327123]],[[0.2697154402995389]]
38,"[[-0.6172603223369741], [1.405083578892141], [-0.5714827175595469]]","[[-0.3918456826111216], [0.8379762808622445], [-0.18082190900820397]]","[[-0.6385040542465956], [1.255027244706937], [-0.6180789369403693]]","[[-2.8439941934220596], [-26.156707155744876], [-4.57054942526975]]","[[0.1097778837076743], [0.7760663670666028]]","[[0.012084829049566204], [-0.021368329950666176]]",[[0.21634053899561909]],[[0.2653086892406421]]
39,"[[-0.6213207890940694], [1.4134998013390174], [-0.5732757880374962]]","[[-0.40002973265308195], [0.839830347325434], [-0.17905292786592847]]","[[-0.6432026895025019], [1.2619689426391485], [-0.6207295796855666]]","[[-2.8963371970840126], [-26.38547267119748], [-4.716535663804133]]","[[0.11098541044000186], [0.773916256529357]]","[[0.012063811073077801], [-0.02152403036720374]]",[[0.2189032242074506]],[[0.2607476868075625]]
40,"[[-0.6254648249497083], [1.4219323554918106], [-0.5750495312750589]]","[[-0.40825809293134646], [0.8412877106648468], [-0.17705762178310708]]","[[-0.6479837496287312], [1.268924470596044], [-0.6233461972265181]]","[[-2.9481482048079783], [-26.610780154721578], [-4.862570945866202]]","[[0.11219078572543273], [0.7717511453819058]]","[[0.012041543772606245], [-0.02166956367453121]]",[[0.22141799926704087]],[[0.2559719959469771]]
41,"[[-0.6296925216162906], [1.4303775889093338], [-0.5768019396141187]]","[[-0.4164805212882565], [0.8424068650279917], [-0.17488074558357428]]","[[-0.6528400154786761], [1.2759028707305717], [-0.6259308170106331]]","[[-2.998756784944309], [-26.83130961890474], [-5.00883546810926]]","[[0.11339386399545807], [0.7695719737482979]]","[[0.012017671470698765], [-0.021806325684370353]]",[[0.2238831276789242]],[[0.25104559815616134]]
42,"[[-0.6340031869319733], [1.4388323973484287], [-0.5785314928069214]]","[[-0.42460815643180894], [0.8432411715475134], [-0.17257243848859408]]","[[-0.6577631003485959], [1.2829076776548982], [-0.6284836942944343]]","[[-3.04786532445962], [-27.046601648281285], [-5.155102554535624]]","[[0.11459446098964633], [0.7673795439556967]]","[[0.011991798188844272], [-0.02193569418581509]]",[[0.22629771760953254]],[[0.24606057662255562]]
43,"[[-0.638395509138073], [1.4472942260029078], [-0.5802371223933849]]","[[-0.4325923373794262], [0.8438455723329238], [-0.17017491495933906]]","[[-0.6627484855843231], [1.2899408600209057], [-0.6310046991285663]]","[[-3.095479317557634], [-27.256526855378535], [-5.301091868794393]]","[[0.1157923575971221], [0.7651745197959015]]","[[0.011963605105637376], [-0.022059044593458754]]",[[0.22866159447145093]],[[0.24107831999643617]]
44,"[[-0.6428678720847425], [1.455761057165047], [-0.5819181341759566]]","[[-0.44041133517437103], [0.844271934650714], [-0.16772252210608218]]","[[-0.667793379101116], [1.2970030298693849], [-0.6334934778671454]]","[[-3.141635451125403], [-27.461210732452482], [-5.446510344105408]]","[[0.1169873075609226], [0.7629574323517164]]","[[0.011932852472780475], [-0.02217765483918388]]",[[0.23097505090434767]],[[0.23613807736798317]]
45,"[[-0.6474185963662136], [1.4642313719576208], [-0.5835741308508595]]","[[-0.44806569629712484], [0.844567798953382], [-0.16524195898811506]]","[[-0.6728966221594718], [1.3040943097092805], [-0.6359496374126821]]","[[-3.186401753195878], [-27.660883470970717], [-5.591089979585205]]","[[0.11817904524185704], [0.7607286913167318]]","[[0.011899377189586446], [-0.022292678646362862]]",[[0.23323864474054926]],[[0.23126014367155848]]
46,"[[-0.6520460628381198], [1.472704091783915], [-0.5852049480940078]]","[[-0.4555636638353512], [0.8447741128868456], [-0.16275411408323281]]","[[-0.678057540375602], [1.3112143436445594], [-0.6383727374972898]]","[[-3.229827982506372], [-27.855847675494708], [-5.734578756747306]]","[[0.11936729226487372], [0.7584885996418788]]","[[0.011863078022680829], [-0.022405111297763014]]",[[0.23545308085178746]],[[0.22645633496826184]]
47,"[[-0.6567487427152765], [1.481178507752149], [-0.5868106040842813]]","[[-0.46291436724542373], [0.844924632956126], [-0.16027522553979331]]","[[-0.6832755574618168], [1.3183624833733811], [-0.6407623823702464]]","[[-3.2719539499802184], [-28.046433290176655], [-5.876750384099988]]","[[0.12055176304660929], [0.7562373699423692]]","[[0.011823905463212436], [-0.02251578242328245]]",[[0.2376191609525916]],[[0.22173504017090923]]
48,"[[-0.6615251968746696], [1.489654211293985], [-0.5883912567470874]]","[[-0.4701264542217463], [0.8450464334987576], [-0.15781751130168867]]","[[-0.6885501543586211], [1.3255379541287902], [-0.6431182620111819]]","[[-3.312819232457776], [-28.23296695885756], [-6.017410573273328]]","[[0.12173216958388818], [0.7539751404971173]]","[[0.011781855127127039], [-0.022625366922657264]]",[[0.23973775767222955]],[[0.21710246797873897]]
49,"[[-0.6663740605365599], [1.4981310286901302], [-0.5899471668652729]]","[[-0.47720662444025824], [0.8451602123046331], [-0.15538970976931069]]","[[-0.6938807501800063], [1.3327397455282304], [-0.6454401301946411]]","[[-3.352462125003935], [-28.41578199432857], [-6.156393843035393]]","[[0.12290822563316862], [0.751701990422973]]","[[0.0117369621436339], [-0.022734391205159188]]",[[0.24180980128829782]],[[0.21256387809620292]]
50,"[[-0.6712940151879984], [1.5066089614614668], [-0.5914786679506027]]","[[-0.4841584658585514], [0.8452810848215825], [-0.15299786127238252]]","[[-0.6992665761966166], [1.339966834410887], [-0.6477279099059824]]","[[-3.3909165640996495], [-28.595183599188147], [-6.293576377311035]]","[[0.12407965012487882], [0.7494179535125919]]","[[0.011689291911477773], [-0.02284325194238379]]",[[0.24383627832286475]],[[0.2081247576917874]]
51,"[[-0.6762837887467256], [1.5150881401650755], [-0.5929861381682112]]","[[-0.49098695327987885], [0.8454201589414447], [-0.15064527117917223]]","[[-0.704707082100453], [1.3472183069701682], [-0.6499816532705007]]","[[-3.4282306071794757], [-28.77143903009558], [-6.428874318152541]]","[[0.1252461701051954], [0.747123029488807]]","[[0.011638937245517234], [-0.022952245226093293]]",[[0.2458182132501389]],[[0.20378793448353238]]
52,"[[-0.6813421588151984], [1.523568789676724], [-0.5944699788750368]]","[[-0.49769691151787204], [0.8455855364570113], [-0.14833350910435375]]","[[-0.7102017393195009], [1.3544934909093997], [-0.6522017055030068]]","[[-3.4644493598900157], [-28.94476266522392], [-6.562262208588291]]","[[0.1264075226996254], [0.7448171926006251]]","[[0.011586004866634414], [-0.023061593186146645]]",[[0.24775665198648997]],[[0.19955511583706265]]
53,"[[-0.6864679600637446], [1.53205120480389], [-0.5959305988247656]]","[[-0.5042942732993343], [0.8457832825510151], [-0.14606273705586614]]","[[-0.7157501779264925], [1.3617918860773968], [-0.6543885747805286]]","[[-3.499623030505914], [-29.11533263995986], [-6.693752218888276]]","[[0.12756345618020137], [0.7425003978015563]]","[[0.01153060921565141], [-0.023171465252469492]]",[[0.2496526459153775]],[[0.1954262721935371]]
54,"[[-0.6916600891071237], [1.5405357322379147], [-0.5973684029790212]]","[[-0.5107851745844061], [0.846017866203882], [-0.14383219631944846]]","[[-0.72135208656951], [1.3691131136857388], [-0.656542859023487]]","[[-3.5337993340437865], [-29.283300498305024], [-6.823380010436762]]","[[0.12871373038689904], [0.7401725853604596]]","[[0.011472866415615512], [-0.023281990233992023]]",[[0.25150724015176856]],[[0.19140049529774986]]
55,"[[-0.6969174898611845], [1.5490227556343197], [-0.5987837879842584]]","[[-0.5171735931516744], [0.8462924228027808], [-0.1416409504322802]]","[[-0.7270070193675595], [1.376456897110425], [-0.658665369116624]]","[[-3.567019545757348], [-29.44879450256814], [-6.951216665186189]]","[[0.12985811632586455], [0.7378336844006048]]","[[0.011412884799955059], [-0.023393266516524847]]",[[0.2533214777888766]],[[0.187477879217687]]
56,"[[-0.7022391392841425], [1.5575126839270503], [-0.6001771398593235]]","[[-0.5234624386005456], [0.8466090206478918], [-0.13948782199735693]]","[[-0.7327145128153089], [1.3838229122363992], [-0.6607569700921339]]","[[-3.599328644406783], [-29.611943211546063], [-7.07734537289548]]","[[0.13099639537611316], [0.7354836157004246]]","[[0.011350764377399125], [-0.02350536607816922]]",[[0.2550964047835848]],[[0.18365876005226636]]
57,"[[-0.707624012069334], [1.5660059368097226], [-0.6015488351634856]]","[[-0.5296501021175539], [0.846968093428299], [-0.1373718861332061]]","[[-0.7384737497886574], [1.3912105836712998], [-0.6628186101887737]]","[[-3.6307625799957544], [-29.77289871076967], [-7.201860855080496]]","[[0.13212835815028504], [0.7331222949634912]]","[[0.011286592419601504], [-0.023618324659568923]]",[[0.2568330895769022]],[[0.17994610517526155]]
58,"[[-0.7130709963503027], [1.5745029193031241], [-0.6028992475139457]]","[[-0.5357250490551871], [0.8473670154316264], [-0.13529293725335384]]","[[-0.744283093149665], [1.3986186050382619], [-0.664851312479902]]","[[-3.6613436463959683], [-29.93189130229683], [-7.324862270505017]]","[[0.13325380298639716], [0.7307496382604572]]","[[0.011220441016812632], [-0.023732111675078826]]",[[0.2585326754388748]],[[0.17634902912422387]]
59,"[[-0.7185789650638504], [1.5830040216800252], [-0.6042287336220165]]","[[-0.5416901676804475], [0.8478047807901186], [-0.13324865321731685]]","[[-0.7501422390444141], [1.4060466331690369], [-0.6668561074056278]]","[[-3.6911627675929317], [-30.089018075858434], [-7.446472837422646]]","[[0.1343725357661653], [0.7283655637082801]]","[[0.011152383846463332], [-0.02384670979498349]]",[[0.2601963229941589]],[[0.17286595989349274]]
60,"[[-0.7241468894168919], [1.5915096393568269], [-0.6055376214769412]]","[[-0.5475580557987253], [0.84828275852097], [-0.13123615158020482]]","[[-0.7560516144074392], [1.4134950763568424], [-0.668834396330817]]","[[-3.720307838955158], [-30.244286812778984], [-7.566882436569927]]","[[0.13548436885415557], [0.7259699884973567]]","[[0.011082475370402523], [-0.023962145264544432]]",[[0.2618251284629942]],[[0.1694885511431787]]
61,"[[-0.7297738370524037], [1.6000201810839842], [-0.6068262183072244]]","[[-0.5533368027444012], [0.8488023413200246], [-0.12925387496869378]]","[[-0.7620112163088285], [1.4209640630141422], [-0.6707875659699635]]","[[-3.7488273262927816], [-30.39775085604527], [-7.6862693107636355]]","[[0.13658911827291295], [0.7235628268500515]]","[[0.011010738763833627], [-0.024078451417997027]]",[[0.2634201257243555]],[[0.1662116636080687]]
62,"[[-0.7354588356167231], [1.608536049404982], [-0.6080948335872314]]","[[-0.5590172040673188], [0.8493618417017798], [-0.12730276638704535]]","[[-0.7680196091001433], [1.428452675160032], [-0.6727169275926758]]","[[-3.77672740729158], [-30.549591155693708], [-7.804775178024117]]","[[0.13768660023353824], [0.7211439930810496]]","[[0.010937163911403647], [-0.024195606432475536]]",[[0.26498238020102677]],[[0.16304187124627728]]
63,"[[-0.741200805397308], [1.617057622592655], [-0.6093437872295053]]","[[-0.5645881126484024], [0.849958337503979], [-0.1253838154985737]]","[[-0.7740753296557381], [1.4359599155319334], [-0.6746236815325808]]","[[-3.804051198257918], [-30.699983979339933], [-7.922522084479463]]","[[0.13877662917208922], [0.7187134057158192]]","[[0.01086172765688842], [-0.024313553440735713]]",[[0.2665130299658417]],[[0.15998640935472547]]
64,"[[-0.7469987630686249], [1.6255852855791753], [-0.610573383739232]]","[[-0.5700680098749746], [0.8505944061750353], [-0.12349470393554501]]","[[-0.780179596466073], [1.4434866550350085], [-0.67650947754411]]","[[-3.83094790310417], [-30.848876641978364], [-8.039734424218894]]","[[0.13985901738991022], [0.7162709832057187]]","[[0.010784400985847098], [-0.02443232788381655]]",[[0.26801313877131855]],[[0.15703169236337686]]
