step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.5301709669484905], [1.1484457831582078], [-0.5231189666013989]]","[[-0.08347734626804361], [0.05585608706145623], [0.09666642765351785]]","[[-0.5306888030841915], [0.9836867860727476], [-0.5210724844556103]]","[[-1.3945903938137811], [-20.955325681141975], [-0.006290206588606684]]","[[0.06568487617984092], [0.8361548751710622]]","[[0.008695037687964091], [-0.0010520972378413873]]",[[0.09515584960831852]],[[0.06904516844693051]]
11,"[[-0.5310317674589191], [1.1489823220496542], [-0.5221379654486193]]","[[-0.08506483261193817], [0.05152633734573994], [0.09881583015804479]]","[[-0.5316728895073572], [0.9834755730765982], [-0.5209245970944572]]","[[-1.4171137061147367], [-21.03083093788409], [-0.15268272688172113]]","[[0.06655271459199838], [0.8360541017801832]]","[[0.008659461023365067], [-0.0009687857185025628]]",[[0.09581258914211496]],[[0.06527733488843054]]
12,"[[-0.5319073050192602], [1.1494766522488649], [-0.5211367184795453]]","[[-0.0864625801047663], [0.04740607375198355], [0.1007349634185532]]","[[-0.5326503122786097], [0.9832566742090671], [-0.520744216739894]]","[[-1.4382360054188916], [-21.103364492737718], [-0.2949563343385433]]","[[0.06741664543499637], [0.8359614201814846]]","[[0.008617509401995238], [-0.0008900179020554511]]",[[0.09643262875005926]],[[0.06167845706463168]]
13,"[[-0.5327957288606042], [1.1499308271935622], [-0.520117468889999]]","[[-0.08768131504799254], [0.043487461977413266], [0.10243529804686044]]","[[-0.5336204223271024], [0.9830309046865944], [-0.5205332874306896]]","[[-1.458015658651477], [-21.173020531014426], [-0.433179611976957]]","[[0.06827605317058792], [0.8358763862490585]]","[[0.00856958817858633], [-0.0008155972712642345]]",[[0.09701762944295764]],[[0.058241444976281184]]
14,"[[-0.5336952937030334], [1.1503468229724338], [-0.5190823469700294]]","[[-0.08873126756445888], [0.03976285110642161], [0.10392793929031599]]","[[-0.5345826239292868], [0.9827990338837433], [-0.5202936805439381]]","[[-1.4765091561894612], [-21.239891005979622], [-0.5674235754487296]]","[[0.06913036203755019], [0.8357985752675335]]","[[0.008516088534887833], [-0.0007453321709594007]]",[[0.09756918229937185]],[[0.054959522833417346]]
15,"[[-0.5346043548682791], [1.1507265401836633], [-0.5180333737583965]]","[[-0.0896221939960351], [0.03622477828494369], [0.10522362858911735]]","[[-0.5355363719848916], [0.9825617867826641], [-0.5200271965957504]]","[[-1.4937711728766363], [-21.304065725100905], [-0.6977614094194641]]","[[0.06997903464211275], [0.8357275814293283]]","[[0.008457387637707259], [-0.0006790360900676973]]",[[0.09808881155698716]],[[0.05182621287802592]]
16,"[[-0.5355213636105005], [1.1510718058337006], [-0.5169724646766691]]","[[-0.09036339789992343], [0.03286597221229942], [0.10633274595282943]]","[[-0.5364811693778821], [0.982319845477724], [-0.5197355670055943]]","[[-1.5098546240133288], [-21.365632422547577], [-0.8242682097558927]]","[[0.07082157056500504], [0.835663017307051]]","[[0.0083938488111307], [-0.000616527883334772]]",[[0.09857797754653033]],[[0.04883532026520546]]
17,"[[-0.5364448626546859], [1.1513843752658348], [-0.5159014331346845]]","[[-0.09096375020405492], [0.029679355708473798], [0.1072653131320021]]","[[-0.5374165644630764], [0.9820738507160489], [-0.5194204558276418]]","[[-1.524810718852134], [-21.424676821443022], [-0.9470207331965612]]","[[0.07165750498654612], [0.8356045133066707]]","[[0.008325821722907079], [-0.0005576319397126994]]",[[0.0990380794764659]],[[0.04598091863869844]]
18,"[[-0.5373734819315568], [1.151665934108896], [-0.5148219941001175]]","[[-0.09143170813383891], [0.02665804727783158], [0.10803099749628886]]","[[-0.5383421486338472], [0.9818244034599042], [-0.5190834614516503]]","[[-1.5386890092974368], [-21.481282687050264], [-1.0660971546027973]]","[[0.0724864073311329], [0.8355517171065185]]","[[0.008253642584052368], [-0.0005021783028191784]]",[[0.09947045807722354]],[[0.04325733664483626]]
19,"[[-0.5383059344993362], [1.151918100237677], [-0.5137357676255672]]","[[-0.09177533333149293], [0.023795361941508747], [0.10863911652637989]]","[[-0.5392575539984923], [0.9815720664594503], [-0.5187261182773186]]","[[-1.5515374366334584], [-21.53553187234837], [-1.1815768327384286]]","[[0.07330787993242588], [0.8355042930866053]]","[[0.008177634361200559], [-0.000450002748875189]]",[[0.09987639811277425]],[[0.04065914513753436]]
20,"[[-0.539241012642292], [1.152142425737241], [-0.5126442823272563]]","[[-0.09200230890462353], [0.021084811287737953], [0.10909864284775656]]","[[-0.5401624511340725], [0.9813173658264485], [-0.518349898364723]]","[[-1.5634023745373515], [-21.58750435701715], [-1.2935400857793504]]","[[0.07412155672045047], [0.8354619217522722]]","[[0.008098107000772958], [-0.0004009468264620786]]",[[0.10025713076769294]],[[0.038181145232009744]]
21,"[[-0.5401775841380543], [1.152340398864385], [-0.5115489788099762]]","[[-0.09211995580200183], [0.018520102882723793], [0.10941820984476835]]","[[-0.541056546949484], [0.9810607926007943], [-0.5179562130636055]]","[[-1.5743286708849569], [-21.63727828135928], [-1.4020679760917456]]","[[0.0749271019317685], [0.8354242991556851]]","[[0.008015357664421796], [-0.00035485786362698946]]",[[0.10061383591635394]],[[0.03581835692549043]]
22,"[[-0.5411145886855689], [1.1525134460001893], [-0.510451213033601]]","[[-0.09213524834385838], [0.016095139124352287], [0.10960611764282108]]","[[-0.5419395826271641], [0.9808028043028281], [-0.5175464146228198]]","[[-1.5843596867437693], [-21.684929975381692], [-1.5072421058701118]]","[[0.07572420884378371], [0.8353911363182929]]","[[0.007929670974665681], [-0.00031158894521210456]]",[[0.10094764428102061]],[[0.03356600842559245]]
23,"[[-0.5420510344858178], [1.1526629335881646], [-0.5093522596169899]]","[[-0.0920548290100882], [0.013804015558905508], [0.10967033954114441]]","[[-0.5428113316524174], [0.9805438264660252], [-0.5171217977818506]]","[[-1.5935373339141936], [-21.730533983921568], [-1.6091444230319494]]","[[0.07651259853415139], [0.8353621586569571]]","[[0.00784131926982734], [-0.00027099886501513737]]",[[0.10125963948535707]],[[0.031419526089961694]]
24,"[[-0.5429859949683755], [1.1527901700533718], [-0.5082533150757694]]","[[-0.0918850225773574], [0.011641018786015811], [0.10961852871543867]]","[[-0.5436715979282423], [0.980284254144646], [-0.5166836013451718]]","[[-1.6019021108715807], [-21.77416308880577], [-1.7078570380296332]]","[[0.07729201866617796], [0.8353371054161115]]","[[0.007750562867470112], [-0.00023295205592299695]]",[[0.10155086000922917]],[[0.029374524927513117]]
25,"[[-0.5439186056571147], [1.1528964076982917], [-0.5071555009907712]]","[[-0.09163184958731059], [0.009600623931403929], [0.10945802530362445]]","[[-0.5445202139707307], [0.980024453392077], [-0.5162330097400522]]","[[-1.6094931372994319], [-21.815888328500655], [-1.803462051082525]]","[[0.07806224230099917], [0.8353157291079701]]","[[0.007657650335271549], [-0.00019731850119386607]]",[[0.10182230105040675]],[[0.027426799647717798]]
26,"[[-0.5448480611685533], [1.152982844571911], [-0.5060598671046903]]","[[-0.09130103920324424], [0.007677491837931483], [0.10919586361067307]]","[[-0.5453570391795544], [0.9797647627061078], [-0.5157711545581414]]","[[-1.6163481873239052], [-21.85577901560155], [-1.896041390703595]]","[[0.07882306673722846], [0.8352977949625127]]","[[0.0075628187683904335], [-0.00016397362976316998]]",[[0.1020749162986685]],[[0.025572316245360396]]
27,"[[-0.5457736123371947], [1.1530506263089053], [-0.5049673943446265]]","[[-0.09089804151532044], [0.005866465903061724], [0.10883877964265845]]","[[-0.5461819581911461], [0.9795054944380056], [-0.5152991160808992]]","[[-1.6225037221806171], [-21.893902752965438], [-1.9856766622852502]]","[[0.07957431237868193], [0.8352830803886914]]","[[0.007466294072558388], [-0.00013279819851552688]]",[[0.10230961962708174]],[[0.02380720402698369]]
28,"[[-0.5466945634623069], [1.1531008479363896], [-0.5038789977689004]]","[[-0.09042803933220486], [0.004162568763115854], [0.108393218678357]]","[[-0.5469948793014513], [0.9792469361626284], [-0.5148179247884318]]","[[-1.6279949216773253], [-21.930325448599234], [-2.072449007969525]]","[[0.08031582163068765], [0.8352713744480674]]","[[0.007368291251738657], [-0.00010367816297707222]]",[[0.10252728670518209]],[[0.022127748106990613]]
29,"[[-0.5476102696707292], [1.1531345556459145], [-0.5027955294366364]]","[[-0.0898959594172192], [0.002560998695583544], [0.10786534305778174]]","[[-0.5477957329607831], [0.9789893520079214], [-0.514328562851612]]","[[-1.632855714710642], [-21.96511133038915], [-2.1564389758665676]]","[[0.08104745782539867], [0.8352624773418572]]","[[0.007269014699673448], [-7.65045397255193e-05]]",[[0.10272875653854904]],[[0.020530382336146086]]
30,"[[-0.5485201343908441], [1.1531527485289415], [-0.5017177811992275]]","[[-0.08930648325606963], [0.001057125858437813], [0.10726104001843616]]","[[-0.5485844703387772], [0.9787329839416257], [-0.5138319656068122]]","[[-1.6371188095912172], [-21.998322959924952], [-2.2377263998932877]]","[[0.08176910417644333], [0.8352561999121749]]","[[0.007168658494384472], [-5.117326158377011e-05]]",[[0.10291483293886877]],[[0.019011682620804347]]
31,"[[-0.5494236069331294], [1.1531563802743314], [-0.5006464874128892]]","[[-0.08866405744206032], [-0.00035351151025717065], [0.1065859295520171]]","[[-0.549361061956301], [0.9784780530141762], [-0.5133290230126574]]","[[-1.6408157235796355], [-22.030021246471648], [-2.316390289337103]]","[[0.08248066276316135], [0.8352523631580786]]","[[0.007067406694723222], [-2.7585027173593346e-05]]",[[0.10308628592831566]],[[0.017568360603115722]]
32,"[[-0.5503201801726374], [1.1531463608265338], [-0.4995823275718793]]","[[-0.08797290351101467], [-0.001675211151469319], [0.10584537238493691]]","[[-0.5501254963799815], [0.9782247605571667], [-0.5128205810881773]]","[[-1.6439768117209814], [-22.060265461305633], [-2.392508727671586]]","[[0.08318205354459265], [0.8352507977668704]]","[[0.006965433638331242], [-5.645147171939868e-06]]",[[0.10324385308201811]],[[0.01619725772359163]]
33,"[[-0.551209388329566], [1.153123558003718], [-0.49852592886235303]]","[[-0.08723702752944579], [-0.002912110755086822], [0.10504447784087727]]","[[-0.5508777789838689], [0.9779732893363146], [-0.51230744333154]]","[[-1.6466312958232816], [-22.089113252033698], [-2.466158780411489]]","[[0.08387321340331408], [0.8352513436609614]]","[[0.006862904240152734], [1.4736612474752775e-05]]",[[0.10338824081180081]],[[0.014895339557483372]]
34,"[[-0.5520908048434879], [1.153088799074942], [-0.4974778686367696]]","[[-0.08646022910254961], [-0.004068192179486174], [0.10418811181829353]]","[[-0.5516179307636923], [0.9777238046593292], [-0.5117903721186466]]","[[-1.6488072920828987], [-22.116620658049854], [-2.5374164116229947]]","[[0.08455409521913648], [0.8352538495604914]]","[[0.006759974290815318], [3.3646188235536556e-05]]",[[0.10352012559468328]],[[0.013659690532841709]]
35,"[[-0.552964040337819], [1.1530428722961137], [-0.4964386768093777]]","[[-0.08564611020904803], [-0.005147285516950345], [0.10328090458995369]]","[[-0.5523459872167099], [0.9774764554380017], [-0.5112700900808754]]","[[-1.6505318394719928], [-22.142842125899698], [-2.60635640909887]]","[[0.08522466697261673], [0.8352581725617855]]","[[0.00665679075422948], [5.116537751259642e-05]]",[[0.10364015514891713]],[[0.012487508863955296]]
36,"[[-0.5538287406707664], [1.1529865284042584], [-0.4954088381730688]]","[[-0.08479808356241234], [-0.006153073319414254], [0.10232725867668412]]","[[-0.553061997272654], [0.9772313752054169], [-0.5107472814611352]]","[[-1.651830926979781], [-22.167830525945448], [-2.673052317238003]]","[[0.08588491087826786], [0.8352641777316336]]","[[0.006553492063710031], [6.737199631512425e-05]]",[[0.10374894956042323]],[[0.011376101795996187]]
37,"[[-0.5546845850693675], [1.152920482070111], [-0.49438879463847624]]","[[-0.08391938068729683], [-0.0070890947633832635], [0.10133135653935892]]","[[-0.5537660222801154], [0.9769886830883654], [-0.5102225934475401]]","[[-1.6527295208648718], [-22.1916371697031], [-2.7375763774737494]]","[[0.08653482254729247], [0.8352717377173033]]","[[0.006450208416189374], [8.23400359006854e-05]]",[[0.10384710236226723]],[[0.010322881088678843]]
38,"[[-0.5555312843433253], [1.1528454133089672], [-0.4933789473960238]]","[[-0.0830130596698291], [-0.007958749827598532], [0.10029716823765973]]","[[-0.5544581350442762], [0.9767484847357012], [-0.5096966374840056]]","[[-1.6532515915567327], [-22.21431182800357], [-2.7999994761016085]]","[[0.08717441017960817], [0.8352807323721155]]","[[0.00634706206378427], [9.613981720724141e-05]]",[[0.10393518156961452]],[[0.009325358735677308]]
39,"[[-0.5563685791755356], [1.1527619688500153], [-0.49237965900200775]]","[[-0.08208201261009856], [-0.008765303433380056], [0.09922845894977303]]","[[-0.5551384189140905], [0.9765108732033748], [-0.5091699905570684]]","[[-1.6534201403513658], [-22.235902749985218], [-2.860391098787864]]","[[0.08780369378488104], [0.8352910483963721]]","[[0.006244167602362238], [0.00010883814318685125]]",[[0.10401373067247198]],[[0.0083811429062944]]
40,"[[-0.5571962384862991], [1.1526707634643751], [-0.491391255389706]]","[[-0.08112897277998342], [-0.00951188957216792], [0.09812879644659632]]","[[-0.5558069669173406], [0.9762759297971331], [-0.5086431964583588]]","[[-1.6532572257576268], [-22.25645668304864], [-2.918819291694602]]","[[0.08842270443223679], [0.8353025789933508]]","[[0.006141632256546903], [0.00012049844791972575]]",[[0.1040832695883688]],[[0.007487934092167614]]
41,"[[-0.5580140578683724], [1.1525723812522437], [-0.4904140278068831]]","[[-0.0801565214979465], [-0.01020151538248229], [0.09700155833074824]]","[[-0.5564638809412814], [0.9760437248737903], [-0.5081167670221048]]","[[-1.65278398947052], [-22.276018893879197], [-2.9753506283656774]]","[[0.08903148352827424], [0.8353152235400585]]","[[0.006039556160887527], [0.00013118094249753298]]",[[0.1041442955769892]],[[0.0066435214503194305]]
42,"[[-0.5588218580901481], [1.152467376889613], [-0.4894482346808359]]","[[-0.07916709476426187], [-0.010837065160446163], [0.09584993924188126]]","[[-0.5571092709574984], [0.9758143186021712], [-0.507591183337181]]","[[-1.6520206823183459], [-22.294633189979074], [-3.0300501826847412]]","[[0.0896300821229663], [0.8353288872723917]]","[[0.0059380326365682246], [0.00014094275734288786]]",[[0.10419728411863084]],[[0.005845779319450604]]
43,"[[-0.5596194836642736], [1.1523562768350424], [-0.488494103412488]]","[[-0.07816298960524785], [-0.011421304349764738], [0.09467695787003177]]","[[-0.557743254288198], [0.9755877616849966], [-0.5070668969332377]]","[[-1.6509866897657195], [-22.312341942207617], [-3.082981507054895]]","[[0.09021856024299837], [0.835343480984322]]","[[0.005837148463609665], [0.00014983808047652758]]",[[0.10424268975828055]],[[0.005092663915019164]]
44,"[[-0.5604068014792662], [1.1522395804971697], [-0.48755183210096076]]","[[-0.0771463702075758], [-0.011956883426022191], [0.09348546380850847]]","[[-0.5583659549134176], [0.9753640960427523], [-0.5065443309404984]]","[[-1.6497005569937924], [-22.32918610836835], [-3.134206615529904]]","[[0.09079698625206017], [0.8353589207407118]]","[[0.005736984147995672], [0.00015791829185429762]]",[[0.10428094691694252]],[[0.004382210174910556]]
45,"[[-0.5611836994916626], [1.1521177613635407], [-0.4866215912001019]]","[[-0.07611927379107207], [-0.012446341751794071], [0.0922781443012666]]","[[-0.5589775028164092], [0.975143355460958], [-0.5060238812228948]]","[[-1.6481800139563525], [-22.34520525715541], [-3.1837859717661736]]","[[0.09136543623757999], [0.8353751276033375]]","[[0.005637614183644224], [0.00016523209342977907]]",[[0.10431247067177736]],[[0.0037125287595391587]]
46,"[[-0.5619500854764015], [1.1519912680914937], [-0.4857035251085945]]","[[-0.07508361627437074], [-0.012892111336725326], [0.09105753079764412]]","[[-0.5595780333663023], [0.974925566202002], [-0.5055059174842494]]","[[-1.6464419999973048], [-22.36043759298208], [-3.231778481270528]]","[[0.09192399342336371], [0.8353920273696874]]","[[0.005539107308834279], [0.00017182563462059264]]",[[0.10433765750649791]],[[0.0030818031854093347]]
47,"[[-0.5627058858332202], [1.1518605255618732], [-0.4847977536952554]]","[[-0.07404119772252886], [-0.013296520512569188], [0.08982600532897592]]","[[-0.5601676867356213], [0.9747107475828706], [-0.5049907843472519]]","[[-1.6445026880801077], [-22.3749199815473], [-3.278241487663421]]","[[0.09247274760757938], [0.8354095503241045]]","[[0.005441526757007931], [0.00017774263386671763]]",[[0.10435688603339678]],[[0.0024882870938778903]]
48,"[[-0.5634510444468628], [1.1517259358962695], [-0.4839043737611136]]","[[-0.07299370757083971], [-0.013661797561440314], [0.08858580677463335]]","[[-0.5607466073516888], [0.974498912520181], [-0.5044788024051429]]","[[-1.6423775087564796], [-22.388687975896488], [-3.323230772652578]]","[[0.0930117946255089], [0.8354276310008181]]","[[0.00534493050167173], [0.0001830244952372162]]",[[0.10437051768829354]],[[0.001930301642353303]]
49,"[[-0.5641855215991557], [1.1515878794386663], [-0.48302346043996686]]","[[-0.0719427296636012], [-0.01399007424693785], [0.08733903691576086]]","[[-0.5613149433814172], [0.97429006804366], [-0.5039702692458932]]","[[-1.6400811738290666], [-22.40177584303824], [-3.3668005598170727]]","[[0.0935412358364731], [0.8354462079584266]]","[[0.005249371495345823], [0.00018771042070708788]]",[[0.10437889739954292]],[[0.0014062330029444205]]
50,"[[-0.5649092929308516], [1.1514467157023045], [-0.4821550685391385]]","[[-0.07088974711530233], [-0.014283389212830983], [0.08608766630412193]]","[[-0.5618728462444432], [0.9740842157794526], [-0.5034654604488505]]","[[-1.6376276995821226], [-22.414216590959825], [-3.4090035210392884]]","[[0.09406117763432084], [0.8354652235653856]]","[[0.005154897902276412], [0.00019183751844842334]]",[[0.10438235423231579]],[[0.0009145299794046987]]
51,"[[-0.5656223484510554], [1.1513027842824948], [-0.48129923382204765]]","[[-0.06983614688762946], [-0.014543691420472155], [0.08483354006015732]]","[[-0.5624204701576992], [0.9738813524047546], [-0.5029646305539618]]","[[-1.6350304300559464], [-22.42604199621999], [-3.449890786156442]]","[[0.09457173098086477], [0.8354846237960526]]","[[0.005061553325090562], [0.00019544090579248774]]",[[0.10438120200939084]],[[0.00045370175205565987]]
52,"[[-0.5663246915929373], [1.1511564057364794], [-0.48045597423441505]]","[[-0.0687832243333519], [-0.014772843344411118], [0.08357838334159247]]","[[-0.5629579717106303], [0.9736814700721607], [-0.5024680140033367]]","[[-1.6323020597636284], [-22.437282632239288], [-3.4895119553866976]]","[[0.09507301096164342], [0.8355043580368611]]","[[0.004969377025094979], [0.00019855380892774832]]",[[0.10437573990912867]],[[2.2315666106798374e-05]]
53,"[[-0.5670163383142488], [1.151007882431025], [-0.47962529107553115]]","[[-0.06773218756778139], [-0.014972624188060668], [0.08232380682160578]]","[[-0.5634855094626142], [0.9734845568184944], [-0.5019758260559164]]","[[-1.6294546545633324], [-22.44796789614357], [-3.527915114184039]]","[[0.09556513636337467], [0.8355243789021622]]","[[0.004878404136168801], [0.00020120765718001365]]",[[0.10436625304124693]],[[-0.0003810049342362516]]
54,"[[-0.5676973162403233], [1.150857499358625], [-0.478807170116535]]","[[-0.066684161562218], [-0.015144732999850363], [0.0810713118696717]]","[[-0.5640032435651068], [0.9732905969281599], [-0.5014882636733491]]","[[-1.6264996735560153], [-22.458126039111036], [-3.565146849851155]]","[[0.0960482292724513], [0.8355446420593716]]","[[0.004788665872280939], [0.00020343217448370865]]",[[0.10435301300176493]],[[-0.0007575826958127092]]
55,"[[-0.5683676638471905], [1.1507055249229188], [-0.47800158266730636]]","[[-0.06564019202128688], [-0.01529079169104064], [0.07982229559967932]]","[[-0.564511335402994], [0.9730995712906725], [-0.5010055063812789]]","[[-1.6234479906026846], [-22.46778419332146], [-3.601252271098236]]","[[0.09652241469383673], [0.8355651060630077]]","[[0.004700189728459869], [0.00020525546619021284]]",[[0.10433627840842177]],[[-0.0011086881137868654]]
56,"[[-0.5690274296844113], [1.1505522116945675], [-0.4772084865935794]]","[[-0.06460124929924034], [-0.01541234795382962], [0.07857805579164108]]","[[-0.5650099472750628], [0.9729114577351349], [-0.5005277170900054]]","[[-1.620309915400209], [-22.476968400282686], [-3.636275026362113]]","[[0.09698782018974277], [0.8355857321971878]]","[[0.004612999675789042], [0.0002067041017683735]]",[[0.10431629541657682]],[[-0.0014355414602902437]]
57,"[[-0.5696766716355991], [1.150397797138396], [-0.4764278272860926]]","[[-0.06356823201682628], [-0.015510878103819431], [0.0773397955885137]]","[[-0.5654992420853814], [0.9727262313348862], [-0.5000550429239224]]","[[-1.617095214040468], [-22.48570363992209], [-3.6702573299122156]]","[[0.0974445755374348], [0.8356064843261647]]","[[0.004527116349557769], [0.00020780319303081995]]",[[0.10429329821670431]],[[-0.001739314532131971]]
58,"[[-0.5703154562152527], [1.1502425043127749], [-0.4756595385833987]]","[[-0.06254197062292188], [-0.015587789802062518], [0.07610862803554831]]","[[-0.5659793830624849], [0.9725438646834863], [-0.49958761600964663]]","[[-1.6138131296373863], [-22.494013860988357], [-3.7032399866764694]]","[[0.09789281240550693], [0.8356273287525389]]","[[0.00444255723099779], [0.00020857646951810693]]",[[0.10426750951412674]],[[-0.0020211323871587115]]
59,"[[-0.5709438579005692], [1.1500865425417786], [-0.47490354364973913]]","[[-0.06152323079359061], [-0.01564442475589406], [0.07488558053065408]]","[[-0.5664505334894582], [0.9723643281719514], [-0.49912555419615745]]","[[-1.610472401186053], [-22.501922007981335], [-3.73526241218886]]","[[0.09833266404803115], [0.8356482340828133]]","[[0.004359336823370197], [0.0002090463502968376]]",[[0.1042391409914712]],[[-0.002282075017691917]]
60,"[[-0.5715619584966568], [1.1499301080610076], [-0.47415975580967756]]","[[-0.060512716650540824], [-0.015682061329652802], [0.0736715990513264]]","[[-0.5669128564572115], [0.972187590236099], [-0.49866896179788617]]","[[-1.6070812827751253], [-22.509450050043988], [-3.7663626608797918]]","[[0.09876426501596203], [0.8356691710999417]]","[[0.004277466821564491], [0.00020923401209405057]]",[[0.10420839375467399]],[[-0.0025231789288672132]]
61,"[[-0.5721698465339194], [1.1497733846379952], [-0.47342807934098774]]","[[-0.05951107392536972], [-0.015701917007184096], [0.07246755224574229]]","[[-0.5673665146371106], [0.9720136175881045], [-0.4982179302992577]]","[[-1.6036475623988826], [-22.51661900938545], [-3.7965774533564804]]","[[0.09918775088516542], [0.8356901126425103]]","[[0.004196956275448471], [0.00020915945413424453]]",[[0.10417545876308769]],[[-0.0027454386879502395]]
62,"[[-0.5727676166962866], [1.1496165441679937], [-0.47270841022743354]]","[[-0.05851889293062644], [-0.015705150851886285], [0.07127423538000788]]","[[-0.5678116700693164], [0.9718423754324719], [-0.49777253903511065]]","[[-1.6001785802743282], [-22.52344898933882], [-3.8259422046356013]]","[[0.09960325800045997], [0.8357110334902214]]","[[0.004117811747211819], [0.00020884155947920036]]",[[0.10414051724427427]],[[-0.0029498084013661434]]
63,"[[-0.5733553692789479], [1.1494597472459354], [-0.4720006368728718]]","[[-0.05753671143600317], [-0.01569286583778412], [0.07009237413756657]]","[[-0.5682484839654527], [0.9716738276640365], [-0.497332855843013]]","[[-1.5966812466241862], [-22.529959202488154], [-3.8544910522145033]]","[[0.10001092323506777], [0.835731910255369]]","[[0.004040037462715862], [0.0002082981536699613]]",[[0.10410374109411517]],[[-0.0031372031362207585]]
64,"[[-0.5739332096745431], [1.149303143715341], [-0.471304640778172]]","[[-0.05656501743082376], [-0.015666111133284116], [0.06892262825353675]]","[[-0.5686771165303098], [0.9715079370528622], [-0.49689893769415017]]","[[-1.5931620589987698], [-22.536167998632937], [-3.882256885418692]]","[[0.10041088376488748], [0.8357527212800122]]","[[0.003963635457042425], [0.00020754606023798416]]",[[0.10406529326262547]],[[-0.003308500310571111]]
