step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.5417856009449394], [1.1910552936199486], [-0.5215304324180804]]","[[-0.10912925676935686], [0.7267985278738429], [-0.21349170998756836]]","[[-0.5404607453090832], [1.074362816910424], [-0.5444147030263825]]","[[-1.263040060205651], [-20.361136551520534], [-0.6920296757488764]]","[[0.6151706890473033], [0.8269882915918886]]","[[0.011334874334079093], [-0.015987397888461707]]",[[0.12773926025693]],[[0.40417756111919484]]
11,"[[-0.5430282780394284], [1.1984039941425029], [-0.5236748540945044]]","[[-0.12588174285304662], [0.7368736654531127], [-0.21470915874219218]]","[[-0.5430530547700873], [1.0805275332326896], [-0.5470643470382928]]","[[-1.3291122887001805], [-20.62654115584761], [-0.7549899258929578]]","[[0.6163056584666159], [0.825367994005895]]","[[0.011364862018681254], [-0.016295076460448588]]",[[0.13170086200856895]],[[0.396282763857874]]
12,"[[-0.5444277034533894], [1.2058430548977828], [-0.5258273048581816]]","[[-0.14067427409477457], [0.7451191427232043], [-0.21521097662106042]]","[[-0.5456663361564343], [1.0867681251132946], [-0.5497863967813714]]","[[-1.3952673741556074], [-20.875476875214805], [-0.8348759062923341]]","[[0.6174439529890365], [0.8237189118724396]]","[[0.011400663207250528], [-0.016567695466529475]]",[[0.13558804658621085]],[[0.38923389200736935]]
13,"[[-0.5459709352788746], [1.2133572532995933], [-0.527981127636479]]","[[-0.15450187791570935], [0.7520522046802185], [-0.21510776841467819]]","[[-0.5483605099534701], [1.093064133758636], [-0.5525621810837854]]","[[-1.462411115855428], [-21.114036498923042], [-0.9287315296902412]]","[[0.6185860924067634], [0.8220440077476693]]","[[0.01144094687645092], [-0.016814558494104848]]",[[0.1394051903842358]],[[0.38244255834527646]]
14,"[[-0.5476508558402701], [1.220935535906133], [-0.5301310136605545]]","[[-0.16774807049794938], [0.7580303447972324], [-0.21453922667769515]]","[[-0.5511464259849261], [1.0994187841007834], [-0.55538027904135]]","[[-1.5291592976324857], [-21.343738485653734], [-1.0342573087519635]]","[[0.6197324392373199], [0.8203454638181116]]","[[0.011484100083736237], [-0.01704253379619658]]",[[0.14315366640530772]],[[0.3757430476215876]]
15,"[[-0.549462726447012], [1.228569712881825], [-0.5322729184242277]]","[[-0.18058017140332064], [0.7632915531753144], [-0.21361678883485752]]","[[-0.554028254537666], [1.1058236967187633], [-0.5582232077969235]]","[[-1.5950823999486012], [-21.567076287240766], [-1.1483023102776129]]","[[0.6208832102317406], [0.8186249026484507]]","[[0.011528838118934903], [-0.01725631523642468]]",[[0.1468340680105849]],[[0.3690945929382753]]
16,"[[-0.5514030531537487], [1.2362537811882104], [-0.534403888569737]]","[[-0.1931001926421404], [0.7680407996223011], [-0.21244632363205604]]","[[-0.5570095464999285], [1.1122825847125397], [-0.5610945722132152]]","[[-1.6601814444919096], [-21.784658531856874], [-1.2707986763025592]]","[[0.6220384917748037], [0.816883507418192]]","[[0.01157385737533545], [-0.01746007542353656]]",[[0.15044683946472417]],[[0.36249428335038214]]
17,"[[-0.5534687194127959], [1.2439833706920205], [-0.5365219120970611]]","[[-0.20531661542869703], [0.7724124211359903], [-0.21111059244172656]]","[[-0.5600869905064143], [1.118787924712998], [-0.563986349471544]]","[[-1.724290493271304], [-21.99835188285162], [-1.4000026887142938]]","[[0.62319825163009], [0.8151221217485002]]","[[0.011618087739706517], [-0.017656647315733576]]",[[0.15399273918216191]],[[0.3559852132655667]]
18,"[[-0.5556566303932554], [1.251755234812123], [-0.5386256854068227]]","[[-0.2172289113136303], [0.7765021504255673], [-0.2096709681571559]]","[[-0.56325782601705], [1.125335004826099], [-0.5668934717478091]]","[[-1.7874451052401612], [-22.20936227600388], [-1.5347248112403304]]","[[0.6243623626151543], [0.8133413506306597]]","[[0.011660676825153704], [-0.017848074629300825]]",[[0.15747291901204374]],[[0.3496022709536424]]
19,"[[-0.5579638093469125], [1.2595669845271371], [-0.5407144298460322]]","[[-0.22885409651774824], [0.7803873183842869], [-0.2081735337480383]]","[[-0.5665204484606308], [1.1319239420854732], [-0.5698112256746852]]","[[-1.849672119540561], [-22.4180992005303], [-1.673907839989401]]","[[0.6255306230285801], [0.8115416164924295]]","[[0.011700959342653139], [-0.0180360040941574]]",[[0.16088874533419237]],[[0.3433596881150843]]
20,"[[-0.5603873154427317], [1.26741686448755], [-0.5427877703616866]]","[[-0.24018981442275905], [0.7841211966634485], [-0.2066537013112938]]","[[-0.5698716878203641], [1.1385524839217824], [-0.5727359384536062]]","[[-1.9109354180730076], [-22.62518481857052], [-1.8166971746681013]]","[[0.6267027713883159], [0.8097232045765678]]","[[0.011738395905946941], [-0.018221602188273067]]",[[0.16424177868313172]],[[0.33727768092939586]]
21,"[[-0.5629242019824577], [1.275303569789465], [-0.5448456316616265]]","[[-0.25123634007377976], [0.7877423975764821], [-0.20513729152002552]]","[[-0.5733089015661555], [1.1452190751690223], [-0.5756649197265697]]","[[-1.971260859070723], [-22.831051060028457], [-1.9624374623543255]]","[[0.6278784986260432], [0.8078863011888672]]","[[0.011772560053691095], [-0.018405719451919378]]",[[0.16753373614537984]],[[0.33136876597926074]]
22,"[[-0.5655717569915221], [1.283226140218263], [-0.5468881197411734]]","[[-0.26202688386460565], [0.7912809653004071], [-0.20363745921350207]]","[[-0.5768323450247845], [1.1519226321635], [-0.5785938586685663]]","[[-2.0307590628549828], [-23.036022326732194], [-2.110327234380455]]","[[0.6290574626842321], [0.8060310201268202]]","[[0.01180318812563641], [-0.018588968958843655]]",[[0.17076626348556806]],[[0.3256166222234381]]
23,"[[-0.5683275283916347], [1.29118386942843], [-0.5489154565908709]]","[[-0.27258359826991563], [0.7947589510949765], [-0.20216438529139616]]","[[-0.5804409394232195], [1.1586636478829038], [-0.5815200855403759]]","[[-2.0893941442149035], [-23.240141050049505], [-2.2598291710893017]]","[[0.6302392983726133], [0.8041574227783532]]","[[0.011830076819263624], [-0.01877180855300864]]",[[0.17394088444592612]],[[0.320010967535942]]
24,"[[-0.5711891586943965], [1.2991762314921007], [-0.5509279664616207]]","[[-0.2829100931268586], [0.7981918889082658], [-0.20072784005548414]]","[[-0.5841322103867822], [1.1654429765128596], [-0.5844416869656557]]","[[-2.147087817699993], [-23.44335556450702], [-2.4105098220484757]]","[[0.6314236216353201], [0.8022655313769488]]","[[0.01185305430174699], [-0.018954584885344516]]",[[0.17705910633608335]],[[0.3145539557236458]]
25,"[[-0.574154219514185], [1.3072028266671654], [-0.5529260747026788]]","[[-0.29299472442064345], [0.8015906883378082], [-0.1993377235393203]]","[[-0.5879025706937352], [1.172261558024427], [-0.5873573187234454]]","[[-2.203757843560864], [-23.645572455881283], [-2.56200521134647]]","[[0.6326100322177333], [0.8003553380463658]]","[[0.01187197130988471], [-0.019137569634863905]]",[[0.1801225324503013]],[[0.3092582403755671]]
26,"[[-0.5772201067511339], [1.3152633437073753], [-0.5549103046812652]]","[[-0.30281774047807297], [0.8049629485326979], [-0.19800344182973115]]","[[-0.5917478613589608], [1.17912002813471], [-0.5902660625538624]]","[[-2.259345250966972], [-23.846723279641378], [-2.7140052120470832]]","[[0.633798116104937], [0.7984268112514477]]","[[0.011886702685104389], [-0.019320975743242208]]",[[0.18313293227497712]],[[0.30414176622261646]]
27,"[[-0.580384031226678], [1.323357535418716], [-0.5568812632047545]]","[[-0.312361645278701], [0.8083141414565915], [-0.1967324841952781]]","[[-0.5956641714173669], [1.1860185511706711], [-0.5931672085960765]]","[[-2.313837113095363], [-24.04679818316289], [-2.866236697135471]]","[[0.6349874486509305], [0.7964799010321053]]","[[0.011897157217810594], [-0.019504964774386124]]",[[0.18609224098728322]],[[0.2992200119826123]]
28,"[[-0.5836430563200344], [1.3314852016638958], [-0.5588396210282891]]","[[-0.32161327172712484], [0.811648278887985], [-0.19553044025424593]]","[[-0.5996478753391742], [1.1929570938405287], [-0.5960603833351714]]","[[-2.3672427795173396], [-24.245808839327005], [-3.018486307834002]]","[[0.6361775977581171], [0.7945145435112363]]","[[0.011903272983293522], [-0.01968965712783044]]",[[0.189002524315573]],[[0.29450456690661453]]
29,"[[-0.5869925253143903], [1.3396461124939143], [-0.5607864026660098]]","[[-0.3303346318729895], [0.814965151167924], [-0.19444844452995477]]","[[-0.6036722044233884], [1.199948259430669], [-0.5989518007246356]]","[[-2.4184938902552333], [-24.441806324594296], [-3.171053345607671]]","[[0.6373680974887966], [0.7925306500297784]]","[[0.011904566251674797], [-0.019875491761578434]]",[[0.19186718451351348]],[[0.29018207476611824]]
30,"[[-0.5904242287671622], [1.3478398669207823], [-0.56272330415724]]","[[-0.33812770477716736], [0.818241472463576], [-0.19355980840427972]]","[[-0.6076983858500776], [1.2069899741226209], [-0.6018500772033002]]","[[-2.4668591582597776], [-24.634806764775952], [-3.3242592836411333]]","[[0.638558416090924], [0.7905281067175186]]","[[0.011900299511724555], [-0.02006265402045848]]",[[0.19469233399638017]],[[0.28655395928212907]]
31,"[[-0.5938949011898191], [1.3560639862117532], [-0.564658402451342]]","[[-0.3402025809458869], [0.8212874575507507], [-0.19379532695991794]]","[[-0.6112515722968094], [1.2142514086860214], [-0.6049112375588482]]","[[-2.493276567968267], [-24.796919875719105], [-3.491573963542254]]","[[0.6397473839214128], [0.7885066473102851]]","[[0.011881051039142054], [-0.020255521969370083]]",[[0.19751068257059234]],[[0.2872895496449458]]
32,"[[-0.5973870247177995], [1.3643186587260507], [-0.5665959460418238]]","[[-0.3423195660409282], [0.8243598277757794], [-0.19407694800500663]]","[[-0.6149433825188294], [1.2213180153329994], [-0.6079009666967177]]","[[-2.539038220613136], [-24.993304360398113], [-3.6467456224738504]]","[[0.6409341603410839], [0.7864658377261771]]","[[0.011856980955504692], [-0.020449564105429197]]",[[0.20033568796642706]],[[0.2879633137287059]]
33,"[[-0.6009228817342346], [1.3726054932508975], [-0.5685324767674951]]","[[-0.3475728142043948], [0.8275850836335897], [-0.19381169131423273]]","[[-0.618974490559904], [1.2282820552632887], [-0.6108271617953177]]","[[-2.59918029770459], [-25.211571906577326], [-3.7976230178938204]]","[[0.6421186243162872], [0.7844056482465084]]","[[0.011833560392371378], [-0.020641957665989974]]",[[0.203150134749165]],[[0.28620057811268484]]
34,"[[-0.6045299951885801], [1.3809256947421888], [-0.5704631420252468]]","[[-0.35534005596043783], [0.8309153951148287], [-0.1931030950498913]]","[[-0.6232538473893248], [1.2352843056653373], [-0.6137480072733236]]","[[-2.6606957062425276], [-25.430217327672153], [-3.953026979561299]]","[[0.6433007679456231], [0.7823262559044317]]","[[0.011809553405750517], [-0.020832600930054124]]",[[0.20593255752836245]],[[0.2824722441056382]]
35,"[[-0.6082257233733406], [1.3892797678667137], [-0.5723848461933859]]","[[-0.3644569696916268], [0.834285789790741], [-0.19216180364104227]]","[[-0.6276976023265168], [1.2423581839337958], [-0.6166678667424539]]","[[-2.719788296187277], [-25.643647005740092], [-4.112050343630803]]","[[0.6444804008313971], [0.7802278256233985]]","[[0.011782871314980348], [-0.021022035838258457]]",[[0.2086691982999877]],[[0.27766701646034925]]
36,"[[-0.6120170444767535], [1.3976677154209687], [-0.5742964245735946]]","[[-0.3739675133360271], [0.8376548490242528], [-0.19116876693914972]]","[[-0.6322429287121951], [1.2495079589673734], [-0.6195861661659856]]","[[-2.7755694269890374], [-25.850805905981378], [-4.272975197755725]]","[[0.6456571457253234], [0.7781104538206332]]","[[0.01175180290327038], [-0.021211023925171713]]",[[0.2113542463706225]],[[0.2725185687502149]]
37,"[[-0.6159027274555386], [1.4060885576405284], [-0.5761978888164725]]","[[-0.38313216149469353], [0.8408774389173388], [-0.19019559992695595]]","[[-0.6368403745928665], [1.2566758313650765], [-0.6224748688706216]]","[[-2.8282208335388566], [-26.058890130411996], [-4.430795001825077]]","[[0.646830530447018], [0.7759743275753902]]","[[0.011715960455505048], [-0.021397336392192656]]",[[0.2139879413685161]],[[0.2675496774945512]]
38,"[[-0.6198756648028103], [1.4145389718358063], [-0.5780890970441271]]","[[-0.39144671748841564], [0.843646470353212], [-0.18916455138343263]]","[[-0.6414557504503448], [1.2637601107835452], [-0.6252874208454026]]","[[-2.8787523789901837], [-26.27978842823162], [-4.5791877207342955]]","[[0.6480001489115774], [0.7738201132324999]]","[[0.011676769339985515], [-0.021574161479764875]]",[[0.21657420998887003]],[[0.2630352014813636]]
39,"[[-0.6239302756629743], [1.4230142867290698], [-0.5799687375708061]]","[[-0.3993473172197964], [0.8459279618837168], [-0.18795783548896988]]","[[-0.646127100608453], [1.2708042861743714], [-0.6280442966624736]]","[[-2.929717301459716], [-26.50577409192688], [-4.722615170784705]]","[[0.649165753960437], [0.7716488610603787]]","[[0.011635682749522314], [-0.021739597476289063]]",[[0.21911527349528925]],[[0.25862280917495073]]
40,"[[-0.6280650978098261], [1.4315100115780908], [-0.581834686689463]]","[[-0.40722394534948647], [0.8477795406860046], [-0.18652297155750236]]","[[-0.6508785097079748], [1.277845164529331], [-0.6307612442663826]]","[[-2.981042422761378], [-26.731149694201584], [-4.864336361911014]]","[[0.6503271977654178], [0.7694616767956987]]","[[0.011593334940973588], [-0.021894124012244998]]",[[0.22161022707880026]],[[0.25403262377787694]]
41,"[[-0.6322804948299577], [1.4400221912651527], [-0.5836847256458924]]","[[-0.41516317918654144], [0.8492605114100871], [-0.18487499757007747]]","[[-0.6557103955486886], [1.2849020992960303], [-0.6334453514742814]]","[[-3.0317493507190925], [-26.952993911410932], [-5.005640682826257]]","[[0.6514843526739713], [0.7672595864788725]]","[[0.01154966978175187], [-0.02203888198734072]]",[[0.224056970789303]],[[0.24922233465460664]]
42,"[[-0.6365765938082526], [1.4485473893790202], [-0.5855169840012279]]","[[-0.423093453650003], [0.8504220282311068], [-0.18305886383374415]]","[[-0.6606141722037036], [1.2919835467491878], [-0.6360989078132756]]","[[-3.081171715445036], [-27.17003376593445], [-5.146724522621131]]","[[0.6526370669221059], [0.7650434973882838]]","[[0.011504348632562778], [-0.022175149776515468]]",[[0.2264538115695398]],[[0.24426971074735976]]
43,"[[-0.6409526660045314], [1.457082668142152], [-0.5873300646238627]]","[[-0.43092511633020675], [0.8513137044798391], [-0.18112265462868038]]","[[-0.6655817129416103], [1.2990930327794852], [-0.6387224867861602]]","[[-3.1290725312656167], [-27.381796629995236], [-5.287410071873736]]","[[0.6537851529340287], [0.7628141876168242]]","[[0.011457008072091046], [-0.022304236114967235]]",[[0.22879993751375893]],[[0.2392659335220906]]
44,"[[-0.6454073571600202], [1.4656256041678581], [-0.5891230026022843]]","[[-0.43860900626210264], [0.8519871709202793], [-0.17910672901481367]]","[[-0.6706084691147707], [1.306232366072996], [-0.6413162200285283]]","[[-3.1754644460448467], [-27.588163157066745], [-5.427459222104238]]","[[0.6549283912673435], [0.7605723032409406]]","[[0.011407356759463028], [-0.022427454511531053]]",[[0.2310952444055545]],[[0.2342714356445015]]
45,"[[-0.6499390530625542], [1.4741742908548066], [-0.5908951853990373]]","[[-0.4461298778846776], [0.8524930160397113], [-0.17704324806287194]]","[[-0.675692248965125], [1.313402400035755], [-0.6438800880581588]]","[[-3.220412596331099], [-27.789224906530713], [-5.56663863410698]]","[[0.656066538073672], [0.7583183617043509]]","[[0.011355180067440518], [-0.022546055987093805]]",[[0.23334005239321412]],[[0.22931989008988427]]
46,"[[-0.6545460962216272], [1.4827273037862458], [-0.592646283048846]]","[[-0.4534882499641603], [0.8528770219845438], [-0.17495787201777424]]","[[-0.6808318296893394], [1.3206032271227273], [-0.6464138795964026]]","[[-3.2639702707006393], [-27.98521300150229], [-5.7047083178253155]]","[[0.6571993318904091], [0.7560527620357391]]","[[0.01130032841493156], [-0.022661164744086637]]",[[0.23553492451577138]],[[0.22443090000033203]]
47,"[[-0.6592268712605865], [1.4912836412973585], [-0.594376192339349]]","[[-0.46068980937024084], [0.8531784754105247], [-0.1728711012749955]]","[[-0.6860263379714717], [1.3278344487296185], [-0.6489174115172147]]","[[-3.3061816105781796], [-28.176431003295328], [-5.841449875028078]]","[[0.6583264993751418], [0.7537757992888978]]","[[0.011242705969671807], [-0.022773750847548957]]",[[0.23768057769742518]],[[0.21961756476642713]]
48,"[[-0.6639798493795743], [1.49984265914009], [-0.5960849865278476]]","[[-0.4677442686822218], [0.8534301397498104], [-0.17079850752278827]]","[[-0.6912753124515012], [1.3350953418510074], [-0.6513904629731724]]","[[-3.3470994963960807], [-28.363219307129725], [-5.976661542493198]]","[[0.6594477605889527], [0.7514876801724515]]","[[0.011182268994269773], [-0.02288462704843619]]",[[0.2397778232326667]],[[0.21488736354480048]]
49,"[[-0.6688035512626295], [1.5084039960436113], [-0.5977728780240902]]","[[-0.47465434733746986], [0.8536570001255466], [-0.16875248087291744]]","[[-0.6965777010242686], [1.3423847659465815], [-0.6538328547429831]]","[[-3.3867461971652815], [-28.54594615584215], [-6.1101589892955035]]","[[0.6605628332446621], [0.749188539933224]]","[[0.011119011791427269], [-0.022994432781575647]]",[[0.24182756675689016]],[[0.2102501719140212]]
50,"[[-0.6736965434217933], [1.5169675106552971], [-0.5994401806840198]]","[[-0.481425310894287], [0.8538785900685375], [-0.16674151134169857]]","[[-0.7019328375398898], [1.3497016575281693], [-0.656244528578514]]","[[-3.425173724980295], [-28.72494541239187], [-6.241799350881127]]","[[0.6616714368329359], [0.7468784574057461]]","[[0.011052969664138157], [-0.023103671665192227]]",[[0.24383078654948454]],[[0.20571176783255174]]
51,"[[-0.6786574510718749], [1.525533231752288], [-0.6010872766866958]]","[[-0.4880631288642482], [0.8541098923569564], [-0.16477118376817337]]","[[-0.7073401490426418], [1.3570450959182205], [-0.658625653932447]]","[[-3.462431902112688], [-28.900508803884634], [-6.371493095855134]]","[[0.662773296005469], [0.7445574673047862]]","[[0.010984206513908745], [-0.02321273522215561]]",[[0.24578850399371655]],[[0.201275579723396]]
52,"[[-0.6836849640392335], [1.5341013187038777], [-0.602714591540624]]","[[-0.4945742965076983], [0.854362408545449], [-0.16284490097183238]]","[[-0.7127991672671254], [1.3644143619555107], [-0.6609766294200923]]","[[-3.4985716455647315], [-29.072881846713027], [-6.499200741195903]]","[[0.6638681428612849], [0.7422255700017455]]","[[0.010912804576446167], [-0.023321928547770376]]",[[0.24770176312402045]],[[0.19694321106477963]]
53,"[[-0.6887778519646753], [1.542672032682973], [-0.6043225736917641]]","[[-0.5009672253673645], [0.8546451855895476], [-0.1609641984812343]]","[[-0.7183096541050804], [1.371808946932551], [-0.6632979565595293]]","[[-3.5336483567772987], [-29.24226859273869], [-6.624913631929435]]","[[0.664955718512433], [0.739882738883263]]","[[0.01083885916078886], [-0.02343149272064915]]",[[0.24957160702653303]],[[0.19271376173980992]]
54,"[[-0.6939349488466141], [1.5512457108930928], [-0.6059116832642037]]","[[-0.5072473071093923], [0.8549647585003024], [-0.15912988384005097]]","[[-0.7238711569079544], [1.3792283708273767], [-0.6655903485747583]]","[[-3.567704041970149], [-29.408855060434277], [-6.74866092366399]]","[[0.666035773612601], [0.7375289265054419]]","[[0.01076246616673604], [-0.02354161105191377]]",[[0.2513990787822766]],[[0.1885875675519978]]
55,"[[-0.6991551301952434], [1.5598227450175783], [-0.6074823854742183]]","[[-0.5134180289877892], [0.855325760571776], [-0.1573421886304115]]","[[-0.7294831499833346], [1.3866721980054388], [-0.6678546535325475]]","[[-3.6007831684102154], [-29.57280951878344], [-6.870497119176572]]","[[0.6671080682288033], [0.7351640696605625]]","[[0.010683718479032045], [-0.023652421487874165]]",[[0.25318522934811594]],[[0.18456554295129812]]
56,"[[-0.7044372706480594], [1.5684035583120812], [-0.6090351481136909]]","[[-0.5194777294798166], [0.8557303479675265], [-0.15560120687548873]]","[[-0.7351447112310862], [1.3941396797962846], [-0.6700917599441609]]","[[-3.632920913249235], [-29.734327783211636], [-6.990483836159927]]","[[0.6681723712948752], [0.7327880945954072]]","[[0.010602702621242965], [-0.023764005844761904]]",[[0.25493113955033037]],[[0.1806514116122207]]
57,"[[-0.7097801684219763], [1.5769885752326398], [-0.6105704428045258]]","[[-0.5254163357377656], [0.8561773305423599], [-0.15390720271413152]]","[[-0.7408542451064857], [1.4016294553501203], [-0.6723026560641243]]","[[-3.664145116155356], [-29.893665213028527], [-7.108695309736474]]","[[0.6692284597776609], [0.7304009238006438]]","[[0.0105194963402222], [-0.023876370386433088]]",[[0.25663796400613725]],[[0.17685379208818516]]
58,"[[-0.7151826099368427], [1.5855782163120733], [-0.6120887293479554]]","[[-0.5312365694003935], [0.8566665502590352], [-0.15225833251305346]]","[[-0.7466113328980035], [1.4091410864087506], [-0.674488409361669]]","[[-3.6945432180245596], [-30.050945924673336], [-7.2252399988461]]","[[0.6702761188242502], [0.7280024788679479]]","[[0.01043418066413171], [-0.023989521996758967]]",[[0.2583068770272751]],[[0.1731716483444491]]
59,"[[-0.7206434908143611], [1.5941729161911213], [-0.613590440843059]]","[[-0.5369526367507279], [0.8572002478827443], [-0.15065177031371843]]","[[-0.7524164612582662], [1.416675011549918], [-0.6766504242291516]]","[[-3.7242079366563923], [-30.206187161126422], [-7.340291687006912]]","[[0.6713151411154861], [0.7255926781428833]]","[[0.01034682248284291], [-0.024103508693817943]]",[[0.25993898453370123]],[[0.16959584081715906]]
60,"[[-0.7261618205867478], [1.6027731315432978], [-0.6150759897833555]]","[[-0.5425743918964363], [0.8577806736585896], [-0.14908595699550697]]","[[-0.7582696952842213], [1.4242314623123884], [-0.6787901606049651]]","[[-3.7531891057253404], [-30.359441878766944], [-7.454023808280611]]","[[0.6723453242785393], [0.7231714348017141]]","[[0.010257458123263952], [-0.0242183858720324]]",[[0.2615353211731952]],[[0.16612032476892358]]
61,"[[-0.7317366078275022], [1.6113793253729016], [-0.6165457880765811]]","[[-0.5480973807562097], [0.8584076087546952], [-0.14756146715783183]]","[[-0.7641699402508881], [1.431809875552854], [-0.6809089546817007]]","[[-3.7815009647000863], [-30.510860415927084], [-7.566570060975814]]","[[0.6733664676310415], [0.720738659115224]]","[[0.010166093043728619], [-0.02433416667296795]]",[[0.2630969294688179]],[[0.16274876083951523]]
62,"[[-0.737366911458227], [1.619991977956492], [-0.6180002443572933]]","[[-0.5535306400018898], [0.8590838727454647], [-0.14607781215659618]]","[[-0.7701174588546081], [1.4394110908577498], [-0.6830083191651953]]","[[-3.8092307668260634], [-30.66041209025128], [-7.678101172148186]]","[[0.6743783704323473], [0.7182942566696222]]","[[0.010072717674669551], [-0.024450919424467976]]",[[0.26462482214097155]],[[0.15947542058584027]]
63,"[[-0.7430519942902382], [1.628611624940569], [-0.619439753297627]]","[[-0.5588989835431308], [0.8598165802049117], [-0.14463361242438919]]","[[-0.7761138741274459], [1.4470368386188277], [-0.6850899374110624]]","[[-3.8364839223614844], [-30.807982406420017], [-7.788824931659534]]","[[0.6753808300115445], [0.7158381209342428]]","[[0.009977299663710415], [-0.024568800238844446]]",[[0.2661198773527047]],[[0.15628398423853068]]
64,"[[-0.7487910428988584], [1.6372388173699954], [-0.6208647402972925]]","[[-0.5641808041341727], [0.8606042658950701], [-0.14323357564080424]]","[[-0.7821566165651014], [1.4546853278039291], [-0.687155067866928]]","[[-3.863184871413514], [-30.953910285101543], [-7.898821230055261]]","[[0.6763736369407418], [0.7133701390915098]]","[[0.009879757139874545], [-0.024687814386503693]]",[[0.26758303417384305]],[[0.15318988611895426]]
