step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.545288332037231], [1.1914873511212571], [-0.5174800839754689]]","[[-0.12121627605097961], [0.7260467870079126], [-0.19851287390782796]]","[[-0.5445584377825041], [1.073854209301054], [-0.5415790866680039]]","[[-1.2969159363639835], [-20.520645862669998], [-1.021961512045653]]","[[1.3489407376095313], [0.8268838154731278]]","[[0.012226270933646255], [-0.0160102991793587]]",[[0.12871893510855728]],[[0.4063176370491053]]
11,"[[-0.5466552889231129], [1.1988285533499654], [-0.5194742425987495]]","[[-0.13820651663978], [0.736108136624741], [-0.1997147434162621]]","[[-0.5472716778561888], [1.080017163648239], [-0.5440854207390391]]","[[-1.3621499377257669], [-20.785988619799575], [-1.086101723288612]]","[[1.3501644034849398], [0.8252611258563874]]","[[0.012247755890348877], [-0.016319676181142384]]",[[0.132699021828102]],[[0.3981868765686985]]
12,"[[-0.5481814482742206], [1.206259979006679], [-0.5214761918406254]]","[[-0.15324230933293456], [0.744339081779979], [-0.20018737706563436]]","[[-0.5500065793936362], [1.086261542211995], [-0.546658729511831]]","[[-1.427106997316931], [-21.03399798880406], [-1.1665290853366461]]","[[1.3513905982239707], [0.8236094820854054]]","[[0.012276029171021108], [-0.01659397809988805]]",[[0.13660233889183318]],[[0.39090939538140995]]
13,"[[-0.5498537611407304], [1.213766375649919], [-0.5234791538050044]]","[[-0.16729601008717102], [0.7512541752021862], [-0.20004357844157072]]","[[-0.5528222654492551], [1.0925644230054183], [-0.5492803581646124]]","[[-1.492833877757045], [-21.27110879977245], [-1.2602809865015803]]","[[1.3526199386911835], [0.821931848425302]]","[[0.01230976121235905], [-0.016842517124115997]]",[[0.14043346070418558]],[[0.38391458667344436]]
14,"[[-0.5516649151545905], [1.2213366633232319], [-0.5254777105028507]]","[[-0.18074851615369075], [0.7572126861548646], [-0.19942380850129646]]","[[-0.5557294866592104], [1.0989291613416843], [-0.5519392695817358]]","[[-1.5579953725395497], [-21.498832255184908], [-1.3651239663633505]]","[[1.3538528860590602], [0.8202304046190807]]","[[0.012347360244358008], [-0.017072219697122915]]",[[0.14419403766579098]],[[0.3770403614998777]]
15,"[[-0.5536098129812562], [1.22896262780549], [-0.5274677364705175]]","[[-0.19374490133274494], [0.7624522669112634], [-0.1984433220502845]]","[[-0.5587302472373288], [1.1053469985654756], [-0.5546193598041497]]","[[-1.622104319989796], [-21.719712673002316], [-1.4780898339130928]]","[[1.3550897553995658], [0.8185067666772746]]","[[0.012387524415991003], [-0.01728781653939082]]",[[0.14788507835371703]],[[0.370264043528234]]
16,"[[-0.5556846498242868], [1.2366382415602488], [-0.5294461817001853]]","[[-0.20640392448428624], [0.7671768149462034], [-0.1972033186723303]]","[[-0.5618299374989747], [1.1118191749553819], [-0.5573232185863705]]","[[-1.6853348367860925], [-21.934719797826446], [-1.599013695750174]]","[[1.356330734799563], [0.8167621111246126]]","[[0.012429012477666035], [-0.017493437887416974]]",[[0.1515074100357772]],[[0.36356957178958665]]
17,"[[-0.5578861902147375], [1.2443591109874892], [-0.5314108929142495]]","[[-0.21875378538386564], [0.7715214254416303], [-0.19578239498708838]]","[[-0.5650266617413364], [1.118338188684208], [-0.5600431501786405]]","[[-1.7475579946389272], [-22.14572082987045], [-1.7262639038239203]]","[[1.3575758997405452], [0.8149972772725653]]","[[0.01247081098452174], [-0.0176919054155511]]",[[0.15506202785850134]],[[0.3569852450695377]]
18,"[[-0.5602112697921038], [1.252121966627573], [-0.5333604101797782]]","[[-0.2307921530308582], [0.7755820333454202], [-0.19424191111918518]]","[[-0.5683170421164769], [1.124900058357014], [-0.5627745601812367]]","[[-1.8087381218185534], [-22.35381058458772], [-1.8587479857327895]]","[[1.358825233847219], [0.8132128662167352]]","[[0.012512084021443215], [-0.017885272635831395]]",[[0.15855028665569237]],[[0.3505479691976545]]
19,"[[-0.5626568702975074], [1.2599243984956603], [-0.5352937890644334]]","[[-0.24254083947064664], [0.7794359314566578], [-0.19262648159290255]]","[[-0.5717000041776321], [1.1315042199436596], [-0.5655127776937772]]","[[-1.8689447809114932], [-22.559498991913777], [-1.995453572041203]]","[[1.3600786485245195], [0.8114092961903225]]","[[0.012552192339376766], [-0.018075181298637943]]",[[0.16197373913372004]],[[0.3442686103931084]]
20,"[[-0.5652200735001311], [1.2677646297503045], [-0.537210470710484]]","[[-0.25400444046169], [0.783136216865204], [-0.19096954247964337]]","[[-0.5751729972460726], [1.1381480281770284], [-0.5682540756655785]]","[[-1.9281652838190155], [-22.763463713297792], [-2.1355646961220756]]","[[1.3613359982522224], [0.8095868491038436]]","[[0.012590626088293533], [-0.01826278534299286]]",[[0.16533408553968776]],[[0.3381622339227326]]
21,"[[-0.567898027302904], [1.2756413344651583], [-0.5391101769440322]]","[[-0.26519035176264516], [0.7867216788586038], [-0.18929509435593003]]","[[-0.578733984914221], [1.144829942339926], [-0.5709956378724299]]","[[-1.9864339153951998], [-22.9661341385001], [-2.2784557136701844]]","[[1.3625970928307847], [0.8077457087157183]]","[[0.01262698718471622], [-0.018448930658676588]]",[[0.16863313021822396]],[[0.3322362327423057]]
22,"[[-0.5706881269450177], [1.2835535281266137], [-0.540992802263115]]","[[-0.27613042781328534], [0.7902219437239744], [-0.18761595298227737]]","[[-0.5823831225797899], [1.151548870220755], [-0.5737334465256562]]","[[-2.0438427329153077], [-23.16782934286637], [-2.4234050203137207]]","[[1.3638617107407829], [0.8058859867815023]]","[[0.012661021785032034], [-0.01863422832791839]]",[[0.17187259891848175]],[[0.32647556293068897]]
23,"[[-0.5735879943953612], [1.2915004758167459], [-0.542858358191663]]","[[-0.2868427067327253], [0.7936587273319724], [-0.1859426536533283]]","[[-0.5861190888958779], [1.1583052440477084], [-0.5764650915993746]]","[[-2.100350379780894], [-23.368594275315253], [-2.5699427552530656]]","[[1.3651296076761852], [0.8040077425484836]]","[[0.012692525878810201], [-0.018819140699100068]]",[[0.17505412322972094]],[[0.32087336694478025]]
24,"[[-0.5765953174651556], [1.2994816205341304], [-0.5447069601889797]]","[[-0.2973285317937106], [0.7970473181502842], [-0.18428502702639674]]","[[-0.5899393528341513], [1.1650996744309683], [-0.5791886927634583]]","[[-2.155888697078687], [-23.568408076482047], [-2.7176709671107537]]","[[1.3664005204542986], [0.8021109957183247]]","[[0.012721327488995904], [-0.01900401727539247]]",[[0.17817934287999565]],[[0.3154337593301772]]
25,"[[-0.5797077004916718], [1.3074965296103378], [-0.5465388239011493]]","[[-0.30757546611523007], [0.8003984311393926], [-0.1826527987770104]]","[[-0.593840371851643], [1.1719328343892883], [-0.5819029647961422]]","[[-2.210387827395214], [-23.76721188680404], [-2.866267567184137]]","[[1.367674169669512], [0.8001957356900125]]","[[0.012747276564839538], [-0.01918913042592285]]",[[0.1812500052175179]],[[0.31017016624829064]]
26,"[[-0.5829225778875446], [1.3155448580710822], [-0.5483542592581349]]","[[-0.31756491901122685], [0.8037195965166313], [-0.1810549041353777]]","[[-0.5978181905348514], [1.1788050969177757], [-0.5846070313060063]]","[[-2.2638049462769136], [-23.964972294809122], [-3.0154652241909057]]","[[1.368950262105472], [0.7982619281496647]]","[[0.012770247005056135], [-0.019374692711016106]]",[[0.1842680209254036]],[[0.3050997733711654]]
27,"[[-0.5862372032524847], [1.3236263238456798], [-0.550153656458501]]","[[-0.3272794796975793], [0.8070161664851604], [-0.1794986061491779]]","[[-0.6018689729987161], [1.1857164583842843], [-0.5873002949279242]]","[[-2.3161328346340766], [-24.161699512526273], [-3.165042564495855]]","[[1.3702284934873643], [0.796309520385795]]","[[0.012790140926455251], [-0.01956086589283146]]",[[0.18723546413469488]],[[0.30023808063726454]]
28,"[[-0.5896486857105673], [1.3317406907637521], [-0.5519374671901014]]","[[-0.3367063612764875], [0.8102920279713136], [-0.1779892445929836]]","[[-0.6059892157405049], [1.1926666770939984], [-0.5899824413295659]]","[[-2.367390747833347], [-24.357431187733184], [-3.314830433601439]]","[[1.3715085512721796], [0.7943384457760072]]","[[0.012806886911964632], [-0.01974776997084593]]",[[0.19015453786308217]],[[0.2955964221007038]]
29,"[[-0.5931523485410286], [1.339887691248526], [-0.5537065094753335]]","[[-0.3455978869896434], [0.8135469652241433], [-0.176580000599199]]","[[-0.6101512856488094], [1.1996685047954485], [-0.5926601107096741]]","[[-2.4164772964440346], [-24.55019110291016], [-3.4652040812816116]]","[[1.3727900865316192], [0.7923486130439208]]","[[0.012819965750954232], [-0.019935846012120173]]",[[0.1930288332321635]],[[0.2913690776353009]]
30,"[[-0.5967299811030353], [1.3480663131547959], [-0.5554640877488516]]","[[-0.352144865571118], [0.8167057346389756], [-0.17561898412164795]]","[[-0.6141766445756827], [1.2067737031064787], [-0.5953874189724159]]","[[-2.4566201414407285], [-24.731237559712767], [-3.6205044603941876]]","[[1.374072504004228], [0.7903398686182884]]","[[0.012825879036681975], [-0.020126513794127554]]",[[0.19587224430290856]],[[0.2889418849484869]]
31,"[[-0.6003356122789163], [1.3562742891708643], [-0.5572188458054593]]","[[-0.3532123920545274], [0.8196575126190984], [-0.1757318284347361]]","[[-0.6177705163198628], [1.2140270941026479], [-0.5982583003597568]]","[[-2.480947629885204], [-24.89227055180078], [-3.787493757901001]]","[[1.3753546576205364], [0.7883118660744204]]","[[0.012818018937021947], [-0.020322710925047005]]",[[0.19871983108648772]],[[0.29071329212869645]]
32,"[[-0.6039674688816232], [1.3645127691395065], [-0.5589720564194027]]","[[-0.3564525236119911], [0.8227242275306481], [-0.17546640011351103]]","[[-0.6217000350340544], [1.2210156086290649], [-0.6009936129880743]]","[[-2.533098199697732], [-25.09905898293291], [-3.9373081885780605]]","[[1.3766360672414562], [0.7862642224863844]]","[[0.012810240965177577], [-0.020518528212842835]]",[[0.20157324383847958]],[[0.29080530380400754]]
33,"[[-0.6076565646255807], [1.3727833287009215], [-0.5607181673084619]]","[[-0.3631272635328835], [0.8259283788860738], [-0.17456104763820438]]","[[-0.6259699969034686], [1.2279608076776705], [-0.6036843670938892]]","[[-2.594151311710751], [-25.31866842982218], [-4.087691016083972]]","[[1.3779168940991824], [0.7841970436606699]]","[[0.012804791514109404], [-0.020712152146362683]]",[[0.204408596766878]],[[0.28824006771384747]]
34,"[[-0.6114284508374219], [1.3810867680679995], [-0.5624523169549526]]","[[-0.3719046344839313], [0.8292015058916489], [-0.1732605246569501]]","[[-0.6304542183317293], [1.2349743217357365], [-0.6063785918638169]]","[[-2.653605803987861], [-25.533709467540646], [-4.244440492906567]]","[[1.3791972109644028], [0.7821105343654896]]","[[0.012799086227488488], [-0.02090423125813423]]",[[0.207206000275624]],[[0.2840363467496286]]
35,"[[-0.6152960173928749], [1.389423252740353], [-0.5641719850439672]]","[[-0.38157965005464917], [0.832484999385146], [-0.17178868230397557]]","[[-0.6350744124942755], [1.2420631729221587], [-0.6090706216490448]]","[[-2.7098263935157747], [-25.742581744042635], [-4.404855484416317]]","[[1.3804768527708438], [0.7800048320744163]]","[[0.012790925628314298], [-0.021095465213438747]]",[[0.20995525030350978]],[[0.27911666702652116]]
36,"[[-0.6192614250178454], [1.3977918592047114], [-0.5658763061983165]]","[[-0.39116576681212467], [0.8356290940640182], [-0.17026772498061987]]","[[-0.6397648772161171], [1.2491774926568733], [-0.6117345885024392]]","[[-2.762513194290074], [-25.951246404368078], [-4.563892431971693]]","[[1.3817555070931118], [0.7778801518513304]]","[[0.012779380061589407], [-0.02128391464147894]]",[[0.21265412798854924]],[[0.27419560227241235]]
37,"[[-0.6233187986222495], [1.4061891749274165], [-0.5675646436522164]]","[[-0.39996225188408063], [0.8383038771755369], [-0.16864916977946662]]","[[-0.6444790220846082], [1.2562068111313265], [-0.6143196649650976]]","[[-2.8126080432187424], [-26.17269193943361], [-4.714356056532713]]","[[1.3830328889994148], [0.7757371859840039]]","[[0.012765604014042253], [-0.021462573755970382]]",[[0.21530573265295275]],[[0.2696924555131284]]
38,"[[-0.6274626681903076], [1.4146103313318428], [-0.5692353769136087]]","[[-0.4083341732856255], [0.8404709241860586], [-0.16682886867819474]]","[[-0.6492519429401499], [1.2631948463132483], [-0.6168469755803088]]","[[-2.8629645770740106], [-26.39907629602421], [-4.8607111268987655]]","[[1.3843088529294671], [0.7735770126556079]]","[[0.012750887203538674], [-0.021629610242979158]]",[[0.2179122862279268]],[[0.2653078822211]]
39,"[[-0.6316913691025796], [1.423050638642068], [-0.570886148198276]]","[[-0.41665856217303376], [0.8421892329411887], [-0.16475866497008307]]","[[-0.6541076163888244], [1.2701771585744726], [-0.6193314474288142]]","[[-2.913676119586327], [-26.624873007842936], [-5.0060813038399115]]","[[1.3855833416537666], [0.7714007564001542]]","[[0.012735781294370696], [-0.021785590598877302]]",[[0.22047312134121155]],[[0.2607720057969332]]
40,"[[-0.6360051011818433], [1.4315059794319924], [-0.5725145234495935]]","[[-0.4250328790707748], [0.8435225773398202], [-0.16245432921023972]]","[[-0.6590475021094345], [1.2771727514043332], [-0.621779794229498]]","[[-2.963846421799594], [-26.847233734972132], [-5.1517233774724]]","[[1.3868563120592834], [0.7692094526290477]]","[[0.012720179402858633], [-0.021931746794279228]]",[[0.222986354800555]],[[0.2560353690576671]]
41,"[[-0.6404039264555308], [1.4399727981243384], [-0.5741184247502223]]","[[-0.4333945572044276], [0.8445262049445849], [-0.1599616142338842]]","[[-0.6640636098684258], [1.2841899736878033], [-0.6241941713894916]]","[[-3.012818522442139], [-27.064925917256645], [-5.297836836250474]]","[[1.3881276918071188], [0.7670040100076972]]","[[0.012703691159887676], [-0.022069428666482427]]",[[0.2254504469185872]],[[0.2511700335096893]]
42,"[[-0.6448871672340116], [1.4484480824258854], [-0.5756962516166814]]","[[-0.44166637297271866], [0.8452542970165731], [-0.15732887720400146]]","[[-0.669148828211724], [1.2912326066767041], [-0.6265749996894359]]","[[-3.060378928401124], [-27.277473684200494], [-5.444248669017013]]","[[1.3893973678470508], [0.7647852004814055]]","[[0.012685904895581857], [-0.02220002136810173]]",[[0.22786466357519197]],[[0.24625904683871458]]
43,"[[-0.6494535388490364], [1.4569293583440641], [-0.5772468487611528]]","[[-0.44979636221450314], [0.8457596882421647], [-0.15459808812850492]]","[[-0.6742982695401993], [1.2983020633522522], [-0.6289220974353559]]","[[-3.106501892625072], [-27.48482438980242], [-5.590686548332783]]","[[1.3906651897316575], [0.7625536596124664]]","[[0.01266647269069221], [-0.0223248620532579]]",[[0.23022897073387366]],[[0.24136523789801817]]
44,"[[-0.6541014772349484], [1.4654146774014094], [-0.5787694255569572]]","[[-0.45776780000149225], [0.8460935728866786], [-0.15180237424955623]]","[[-0.6795097183322232], [1.305398981556012], [-0.6312351824903045]]","[[-3.151257543443907], [-27.68710325393755], [-5.7368944193892]]","[[1.391930977374647], [0.7603098927350925]]","[[0.012645130734134646], [-0.022445211247534846]]",[[0.23254377460950418]],[[0.23652339863676844]]
45,"[[-0.6588293820948935], [1.473902580056135], [-0.5802634792184118]]","[[-0.46558287110219154], [0.8463023737869282], [-0.1489676900848469]]","[[-0.6847821897686022], [1.3125233629400315], [-0.6335138597105532]]","[[-3.1947117208788685], [-27.88455725022881], [-5.8826273746108555]]","[[1.39319452856212], [0.7580542858958087]]","[[0.012621686638425444], [-0.022562200062303805]]",[[0.23480971874283094]],[[0.23175181260216735]]
46,"[[-0.6636357048103942], [1.482392033085506], [-0.5817287364900942]]","[[-0.4732478900226392], [0.8464255502583277], [-0.1461147737123335]]","[[-0.6901149069171341], [1.3196747178867856], [-0.6357577347740885]]","[[-3.2369070084106966], [-28.077501887468387], [-6.027658385450127]]","[[1.394455625022024], [0.7557871209729502]]","[[0.012596003865561478], [-0.022676796967857626]]",[[0.23702759178501998]],[[0.22706288652677112]]
47,"[[-0.6685189875849432], [1.490882360606219], [-0.5831651022423426]]","[[-0.48077290027530784], [0.8464957334463459], [-0.14325930131644365]]","[[-0.6955074856656209], [1.3268522629185144], [-0.6379663277161548]]","[[-3.2778943722222174], [-28.266281790092926], [-6.171770915241487]]","[[1.3957140380046373], [0.7535085919941704]]","[[0.012568001447088584], [-0.02278980727938862]]",[[0.23919827077893163]],[[0.22246353185573298]]
48,"[[-0.673477838598609], [1.4993731702456925], [-0.5845726196749467]]","[[-0.48816279870273693], [0.8465380407992577], [-0.14041350949607304]]","[[-0.700959143279972], [1.3340548806684893], [-0.640139316237965]]","[[-3.317702934440036], [-28.451259228544505], [-6.314786002480311]]","[[1.3969695328673435], [0.7512188220144602]]","[[0.012537639035614667], [-0.0229018668212011]]",[[0.24132271197213695]],[[0.2179617325981704]]
49,"[[-0.6785109115093324], [1.5078642862754748], [-0.5859514340730396]]","[[-0.495421848475608], [0.8465714259475987], [-0.13758601620805572]]","[[-0.706469175646513], [1.3412813650877213], [-0.6422764162063616]]","[[-3.356375053159362], [-28.632779941880077], [-6.456550937505236]]","[[1.3982218732229321], [0.7489178787561812]]","[[0.012504917147282413], [-0.023013463995735783]]",[[0.24340194069310409]],[[0.21356356126393503]]
50,"[[-0.6836169025973189], [1.5163556947467651], [-0.5873017601362817]]","[[-0.5025541878527308], [0.8466098754740101], [-0.13478246731909257]]","[[-0.7120369323136515], [1.348530603818224], [-0.6443775497237848]]","[[-3.3939563991655186], [-28.811149422065284], [-6.596963466388211]]","[[1.3994708245156149], [0.7466057878711446]]","[[0.012469867834985493], [-0.023124966147991532]]",[[0.24543703201316588]],[[0.20927322030446435]]
51,"[[-0.6887945663484298], [1.524847503714597], [-0.588623854634751]]","[[-0.5095662121913243], [0.8466640935353346], [-0.1320060538799635]]","[[-0.7176620247579528], [1.3558018034809511], [-0.6464429156115442]]","[[-3.430501998164444], [-28.986609628860524], [-6.735981423338516]]","[[1.4007161566586772], [0.7442825429374965]]","[[0.012432544706819648], [-0.023236656284419954]]",[[0.2474290827314166]],[[0.2050918274640469]]
52,"[[-0.6940427261326939], [1.5333399128767842], [-0.5899179961411506]]","[[-0.516464835675871], [0.8467419933537029], [-0.12925822261274428]]","[[-0.7233441473126884], [1.3630942637588042], [-0.6484728290527513]]","[[-3.466063453577437], [-29.159374098707172], [-6.873594551537049]]","[[1.4019576456968899], [0.7419481131438327]]","[[0.012393014526468349], [-0.023348747093077105]]",[[0.24937919060293895]],[[0.2010189350628104]]
53,"[[-0.6993602668770712], [1.5418331889861538], [-0.5911844726249821]]","[[-0.5232557078374557], [0.8468493454272921], [-0.1265395071572597]]","[[-0.7290829333497916], [1.3704074934084178], [-0.6504678033060214]]","[[-3.5006861373800335], [-29.32961316716031], [-7.009830511173907]]","[[1.403195074509904], [0.739602449318992]]","[[0.012351346797112583], [-0.023461399476643052]]",[[0.25128844948409884]],[[0.19705413042916042]]
54,"[[-0.7047461218045666], [1.5503276469008334], [-0.5924235741751744]]","[[-0.5299431591518569], [0.8469902258857622], [-0.12384985032681728]]","[[-0.734877980568163], [1.3777410380152837], [-0.6524285032403323]]","[[-3.5344161479039737], [-29.497481730824727], [-7.1447454897611635]]","[[1.4044282327856175], [0.7372454885314167]]","[[0.012307608427275518], [-0.023574732979647628]]",[[0.25315795092109483]],[[0.1931972164082268]]
55,"[[-0.710199255350847], [1.5588236331842773], [-0.5936355884558217]]","[[-0.5365296847468007], [0.8471671359429749], [-0.12118882015192783]]","[[-0.7407287854968376], [1.3850943851008062], [-0.6543556504324226]]","[[-3.567297932554675], [-29.66313249783296], [-7.278408374912438]]","[[1.4056569166005317], [0.7348771580822849]]","[[0.012261861051432454], [-0.02368882862926469]]",[[0.25498878937760794]],[[0.18944863104083062]]
56,"[[-0.7157185841154434], [1.567321499210828], [-0.5948208045855856]]","[[-0.543007410772143], [0.8473792984069701], [-0.11855661482147961]]","[[-0.7466339708005248], [1.3924663536856086], [-0.6562500385588991]]","[[-3.5993516050967314], [-29.82678780938093], [-7.410892541654987]]","[[1.4068809273854124], [0.7324973813447597]]","[[0.01221415457490771], [-0.02380369690926365]]",[[0.25678211050979943]],[[0.18581527281220864]]
57,"[[-0.7213029458442408], [1.575821578653137], [-0.5959795091396323]]","[[-0.5493686316974489], [0.847624187908836], [-0.11595259607748123]]","[[-0.7525922682342343], [1.3998556673146614], [-0.658112475323251]]","[[-3.6306277971398906], [-29.988663756230963], [-7.542281596672249]]","[[1.4081000714875103], [0.7301060835086504]]","[[0.012164537400560782], [-0.02391929767306955]]",[[0.25853912366926385]],[[0.1823029601327672]]
58,"[[-0.726951236905186], [1.5843242019926458], [-0.5971119655809888]]","[[-0.5556250025027665], [0.8479026172599233], [-0.11337390079410514]]","[[-0.7586040995614716], [1.4072626196366687], [-0.659944117583719]]","[[-3.6612373435462393], [-30.14877015713346], [-7.672737478149251]]","[[1.4093141602136818], [0.727703190478405]]","[[0.012113054098472631], [-0.024035642666242474]]",[[0.2602609995064705]],[[0.1789037139596357]]
59,"[[-0.7326624729822969], [1.5928297126429967], [-0.5982184123486632]]","[[-0.5617882581533278], [0.8482162010534372], [-0.11081838212079448]]","[[-0.7646697485298009], [1.4146874154827938], [-0.6617462648120866]]","[[-3.691244456333389], [-30.307141253438843], [-7.802441339846008]]","[[1.4105230078314688], [0.7252886258615703]]","[[0.012059721778867605], [-0.02415276294401858]]",[[0.26194882731203467]],[[0.17560956077817674]]
60,"[[-0.7384357070447081], [1.6013384597498062], [-0.5992990803020294]]","[[-0.5678585015999985], [0.8485650069039888], [-0.10828595231712207]]","[[-0.7707885355302752], [1.4221296838150972], [-0.6635201774380345]]","[[-3.7206742177212497], [-30.463884694974148], [-7.931549422731373]]","[[1.4117264283107005], [0.7228623117141746]]","[[0.012004524536313177], [-0.024270665487602372]]",[[0.26360367240307014]],[[0.1724205529880076]]
61,"[[-0.7442698502198213], [1.6098507637908785], [-0.6003542169294186]]","[[-0.5738156175696145], [0.8489444856824384], [-0.10577879459614897]]","[[-0.7769580916703693], [1.4295876559836773], [-0.6652668367906721]]","[[-3.7495165351607422], [-30.61927007297154], [-8.060150404454502]]","[[1.412924232422664], [0.7204241751294265]]","[[0.011947423587654882], [-0.024389262475221773]]",[[0.26522669664163867]],[[0.16935007351553652]]
62,"[[-0.7501638319230558], [1.618366933527364], [-0.6013840624645664]]","[[-0.5796710139337676], [0.8493552048343601], [-0.10329513588308031]]","[[-0.783179081048312], [1.4370617356421236], [-0.6669876806019]]","[[-3.777920782444718], [-30.773284295001112], [-8.188440603385827]]","[[1.4141162277321526], [0.7179741469608463]]","[[0.011888382849534196], [-0.024508544930801346]]",[[0.2668190391397383]],[[0.1663890550129578]]
63,"[[-0.7561166530953228], [1.6268872818510443], [-0.6023888502536471]]","[[-0.5854297806112505], [0.8497975940869048], [-0.10083493218670753]]","[[-0.7894512343917724], [1.4445518750708657], [-0.6686841811313429]]","[[-3.805933542632162], [-30.925983749503477], [-8.31660742997501]]","[[1.4153022161403428], [0.7155121588619905]]","[[0.011827330799452085], [-0.02462850720289511]]",[[0.2683817785020724]],[[0.16353288128894672]]
64,"[[-0.762127415716928], [1.6354121406881295], [-0.6033688120199152]]","[[-0.5911039587986819], [0.8502744685571432], [-0.09839825935310859]]","[[-0.795775048741925], [1.4520587971264443], [-0.6703579268455837]]","[[-3.8336374525562125], [-31.077334149816714], [-8.444854554382974]]","[[1.416481990926713], [0.7130381400911671]]","[[0.011764167154737493], [-0.02474919340570425]]",[[0.2699159129512868]],[[0.16077225040649132]]
