step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.5301709669484845], [1.1484457831582109], [-0.523118966601406]]","[[-0.08347734626649035], [0.05585608705972281], [0.09666642765416994]]","[[-0.5306888030841603], [0.9836867860727653], [-0.5210724844556165]]","[[-1.3945903938277953], [-20.955325681121817], [-0.006290206594850134]]","[[0.22563094169886436], [0.8361548751710614]]","[[0.008695037687964091], [-0.0010520972378524895]]",[[0.09515584960831917]],[[0.06904516844740238]]
11,"[[-0.5310317674589138], [1.1489823220496576], [-0.5221379654486288]]","[[-0.08506483261008833], [0.05152633734355777], [0.09881583015407142]]","[[-0.5316728895073861], [0.9834755730766038], [-0.5209245970944605]]","[[-1.4171137060893735], [-21.030830937914157], [-0.15268272693067642]]","[[0.22649878011102184], [0.836054101780182]]","[[0.00865946102336923], [-0.000968785718513665]]",[[0.0958125891421147]],[[0.06527733488867961]]
12,"[[-0.5319073050192596], [1.1494766522488702], [-0.5211367184795553]]","[[-0.08646258010396216], [0.04740607375026529], [0.10073496341934962]]","[[-0.5326503122786482], [0.9832566742090632], [-0.5207442167398952]]","[[-1.4382360054137966], [-21.103364492751567], [-0.2949563343203251]]","[[0.2273627109540198], [0.8359614201814832]]","[[0.00861750940200079], [-0.0008900179020776555]]",[[0.0964326287500562]],[[0.061678457064514164]]
13,"[[-0.5327957288606066], [1.149930827193569], [-0.5201174688900092]]","[[-0.08768131504934326], [0.04348746197913783], [0.10243529804616436]]","[[-0.5336204223271058], [0.9830309046865894], [-0.5205332874306902]]","[[-1.4580156586689497], [-21.17302053099208], [-0.4331796119734068]]","[[0.2282221186896114], [0.8358763862490571]]","[[0.00856958817858633], [-0.0008155972712642345]]",[[0.09701762944295288]],[[0.058241444975958886]]
14,"[[-0.5336952937030331], [1.1503468229724392], [-0.5190823469700381]]","[[-0.08873126756628082], [0.03976285110936437], [0.10392793928782687]]","[[-0.5345826239292538], [0.9827990338837496], [-0.5202936805439419]]","[[-1.4765091561973067], [-21.2398910059617], [-0.5674235754554635]]","[[0.22907642755657354], [0.8357985752675322]]","[[0.008516088534885058], [-0.0007453321709482985]]",[[0.09756918229936852]],[[0.05495952283318788]]
15,"[[-0.5346043548682742], [1.1507265401836677], [-0.5180333737584045]]","[[-0.08962219399484075], [0.03622477828367507], [0.10522362859078774]]","[[-0.5355363719848479], [0.98256178678268], [-0.5200271965957572]]","[[-1.4937711728820569], [-21.304065725092336], [-0.6977614094085874]]","[[0.22992510016113596], [0.8357275814293275]]","[[0.008457387637703095], [-0.000679036090056595]]",[[0.09808881155698748]],[[0.051826212878483366]]
16,"[[-0.535521363610497], [1.151071805833706], [-0.5169724646766798]]","[[-0.09036339790081031], [0.03286597221351584], [0.10633274595112113]]","[[-0.5364811693779076], [0.9823198454777348], [-0.5197355670056018]]","[[-1.509854624015699], [-21.365632422547023], [-0.8242682097557296]]","[[0.2307676360840283], [0.8356630173070498]]","[[0.0083938488111307], [-0.0006165278833236698]]",[[0.09857797754652983]],[[0.04883532026496534]]
17,"[[-0.5364448626546818], [1.1513843752658395], [-0.5159014331346915]]","[[-0.09096375020439466], [0.02967935570845298], [0.10726531313568982]]","[[-0.5374165644630645], [0.982073850716061], [-0.5194204558276491]]","[[-1.5248107188622975], [-21.424676821430296], [-0.9470207331761017]]","[[0.23160357050556943], [0.8356045133066696]]","[[0.008325821722907079], [-0.0005576319397015972]]",[[0.09903807947646567]],[[0.045980918638609466]]
18,"[[-0.5373734819315501], [1.1516659341088988], [-0.5148219941001237]]","[[-0.09143170813281157], [0.02665804727546439], [0.10803099750342032]]","[[-0.5383421486338296], [0.981824403459918], [-0.5190834614516576]]","[[-1.5386890092919525], [-21.481282687061437], [-1.0660971545474505]]","[[0.23243247285015617], [0.8355517171065173]]","[[0.008253642584049592], [-0.0005021783028302806]]",[[0.09947045807722447]],[[0.043257336644934447]]
19,"[[-0.538305934499329], [1.1519181002376795], [-0.5137357676255735]]","[[-0.0917753333296146], [0.023795361938633436], [0.10863911652880431]]","[[-0.5392575539984891], [0.9815720664594566], [-0.5187261182773227]]","[[-1.5515374366209644], [-21.53553187236618], [-1.1815768327301908]]","[[0.23325394545144912], [0.8355042930866042]]","[[0.008177634361203334], [-0.000450002748875189]]",[[0.09987639811277568]],[[0.0406591451378232]]
20,"[[-0.539241012642289], [1.1521424257372472], [-0.5126442823272642]]","[[-0.09200230890447016], [0.021084811286494365], [0.10909864285323398]]","[[-0.5401624511341002], [0.9813173658264488], [-0.518349898364726]]","[[-1.5634023745383856], [-21.587504357023953], [-1.2935400857512054]]","[[0.23406762223947358], [0.835461921752271]]","[[0.008098107000767407], [-0.0004009468264620786]]",[[0.1002571307676927]],[[0.038181145231842135]]
21,"[[-0.5401775841380517], [1.15234039886439], [-0.5115489788099858]]","[[-0.09211995580077957], [0.018520102880934447], [0.10941820984551925]]","[[-0.5410565469494811], [0.9810607926007966], [-0.5179562130636084]]","[[-1.574328670870105], [-21.63727828138353], [-1.4020679760562662]]","[[0.23487316745079165], [0.8354242991556838]]","[[0.008015357664423184], [-0.0003548578636491939]]",[[0.10061383591635276]],[[0.0358183569256741]]
22,"[[-0.5411145886855675], [1.1525134460001936], [-0.5104512130336076]]","[[-0.09213524834258552], [0.01609513912196095], [0.10960611764630226]]","[[-0.541939582627178], [0.9808028043028245], [-0.5175464146228217]]","[[-1.5843596867360734], [-21.68492997540093], [-1.5072421058247816]]","[[0.23567027436280685], [0.8353911363182919]]","[[0.007929670974665681], [-0.00031158894521210456]]",[[0.1009476442810185]],[[0.03356600842567778]]
23,"[[-0.5420510344858195], [1.15266293358817], [-0.5093522596169977]]","[[-0.09205482901150792], [0.01380401556064878], [0.10967033954045688]]","[[-0.5428113316524326], [0.9805438264660225], [-0.5171217977818531]]","[[-1.5935373339228565], [-21.73053398390423], [-1.6091444230762115]]","[[0.2364586640531745], [0.8353621586569563]]","[[0.007841319269824565], [-0.00027099886501513737]]",[[0.10125963948535291]],[[0.03141952608959772]]
24,"[[-0.5429859949683741], [1.1527901700533747], [-0.5082533150757765]]","[[-0.09188502257547905], [0.011641018782922258], [0.10961852872160013]]","[[-0.5436715979282087], [0.9802842541446525], [-0.5166836013451761]]","[[-1.601902110880329], [-21.774163088798627], [-1.7078570379812914]]","[[0.23723808418520104], [0.8353371054161108]]","[[0.007750562867470112], [-0.0002329520559452014]]",[[0.10155086000922642]],[[0.02937452492790469]]
25,"[[-0.5439186056571164], [1.1528964076982988], [-0.5071555009907813]]","[[-0.09163184958930841], [0.009600623934869296], [0.1094580252984867]]","[[-0.5445202139707491], [0.9800244533920753], [-0.5162330097400553]]","[[-1.6094931372844345], [-21.815888328518596], [-1.8034620511123272]]","[[0.2380083078200222], [0.8353157291079697]]","[[0.007657650335274324], [-0.0001973185011716616]]",[[0.10182230105040331]],[[0.0274267996474636]]
26,"[[-0.5448480611685519], [1.152982844571914], [-0.5060598671046971]]","[[-0.09130103920337744], [0.007677491838569778], [0.10919586360793207]]","[[-0.5453570391795393], [0.979764762706118], [-0.5157711545581484]]","[[-1.6163481873358387], [-21.855779015582772], [-1.8960413907108993]]","[[0.23876913225625146], [0.835297794962512]]","[[0.007562818768389046], [-0.00016397362976316998]]",[[0.10207491629866554]],[[0.02557231624540176]]
27,"[[-0.5457736123371925], [1.1530506263089082], [-0.5049673943446371]]","[[-0.09089804151574749], [0.005866465904327711], [0.10883877963722288]]","[[-0.5461819581911405], [0.9795054944380143], [-0.5152991160809053]]","[[-1.6225037221948497], [-21.89390275294071], [-1.985676662319575]]","[[0.23952037789770497], [0.8352830803886907]]","[[0.007466294072561164], [-0.00013279819851552688]]",[[0.10230961962707918]],[[0.023807204026941798]]
28,"[[-0.5466945634623054], [1.1531008479363942], [-0.5038789977689072]]","[[-0.09042803933478444], [0.0041625687672832146], [0.10839321867414778]]","[[-0.5469948793014413], [0.9792469361626371], [-0.5148179247884378]]","[[-1.627994921699995], [-21.93032544855643], [-2.0724490080484887]]","[[0.24026188714971047], [0.8352713744480667]]","[[0.007368291251733106], [-0.00010367816295486776]]",[[0.10252728670518017]],[[0.022127748106646573]]
29,"[[-0.54761026967072], [1.1531345556459145], [-0.5027955294366443]]","[[-0.08989595941430487], [0.0025609986922117134], [0.10786534305544888]]","[[-0.5477957329607411], [0.9789893520079399], [-0.5143285628516202]]","[[-1.6328557147178837], [-21.965111330368536], [-2.1564389759106515]]","[[0.2409935233444216], [0.8352624773418563]]","[[0.007269014699676224], [-7.650453974772375e-05]]",[[0.10272875653855064]],[[0.0205303823367718]]
30,"[[-0.54852013439084], [1.153152748528947], [-0.5017177811992414]]","[[-0.08930648325674942], [0.0010571258596994981], [0.10726104001305808]]","[[-0.5485844703388143], [0.9787329839416262], [-0.5138319656068161]]","[[-1.6371188095947096], [-21.998322959926007], [-2.237726399892801]]","[[0.2417151696954663], [0.8352561999121741]]","[[0.0071686584943886356], [-5.117326158377011e-05]]",[[0.10291483293886856]],[[0.01901168262056286]]
31,"[[-0.5494236069331245], [1.1531563802743332], [-0.5006464874128941]]","[[-0.08866405743876529], [-0.0003535115149353729], [0.10658592955514655]]","[[-0.5493610619562926], [0.978478053014179], [-0.5133290230126616]]","[[-1.640815723586], [-22.03002124645848], [-2.3163902893907995]]","[[0.24242672828218423], [0.8352523631580776]]","[[0.007067406694727385], [-2.7585027195797807e-05]]",[[0.10308628592831492]],[[0.01756836060372337]]
32,"[[-0.5503201801726388], [1.1531463608265402], [-0.49958232757188764]]","[[-0.08797290351472259], [-0.0016752111473324616], [0.10584537238459225]]","[[-0.5501254963800373], [0.9782247605571556], [-0.5128205810881786]]","[[-1.6439768117335465], [-22.06026546129118], [-2.39250872767884]]","[[0.24312811906361567], [0.8352507977668695]]","[[0.006965433638325691], [-5.645147160837638e-06]]",[[0.10324385308201389]],[[0.016197257722537252]]
33,"[[-0.5512093883295617], [1.1531235580037205], [-0.49852592886235797]]","[[-0.08723702752627435], [-0.0029121107580815653], [0.10504447783948583]]","[[-0.5508777789837856], [0.9779732893363248], [-0.5123074433315447]]","[[-1.6466312957975844], [-22.089113252054347], [-2.4661587804506233]]","[[0.24381927892233712], [0.8352513436609609]]","[[0.006862904240159673], [1.4736612474752775e-05]]",[[0.1033882408117997]],[[0.014895339558546007]]
34,"[[-0.5520908048434853], [1.1530887990749445], [-0.4974778686367788]]","[[-0.0864602291017711], [-0.004068192180464392], [0.10418811181265304]]","[[-0.5516179307637595], [0.9777238046593287], [-0.511790372118652]]","[[-1.6488072920771835], [-22.116620658062722], [-2.537416411643647]]","[[0.24450016073815972], [0.8352538495604905]]","[[0.006759974290823645], [3.3646188224434326e-05]]",[[0.10352012559468021]],[[0.013659690532694875]]
35,"[[-0.5529640403378193], [1.1530428722961152], [-0.4964386768093844]]","[[-0.08564611020686765], [-0.005147285520446798], [0.10328090459144766]]","[[-0.5523459872167262], [0.9774764554379964], [-0.5112700900808781]]","[[-1.6505318394591022], [-22.142842125918513], [-2.606356409091444]]","[[0.24517073249163998], [0.8352581725617847]]","[[0.006656790754230868], [5.116537749039196e-05]]",[[0.10364015514891117]],[[0.012487508864133162]]
36,"[[-0.5538287406707707], [1.1529865284042617], [-0.49540883817307824]]","[[-0.08479808356206261], [-0.0061530733200541865], [0.10232725867576598]]","[[-0.553061997272676], [0.9772313752054075], [-0.5107472814611369]]","[[-1.651830926981142], [-22.167830525946584], [-2.6730523172376905]]","[[0.24583097639729112], [0.8352641777316332]]","[[0.006553492063712807], [6.737199631512425e-05]]",[[0.10374894956041474]],[[0.01137610179592656]]
37,"[[-0.5546845850693739], [1.1529204820701155], [-0.494388794638485]]","[[-0.08391938068838774], [-0.007089094761770026], [0.10133135653868984]]","[[-0.5537660222801167], [0.9769886830883637], [-0.5102225934475447]]","[[-1.6527295208767971], [-22.19163716969119], [-2.7375763774535615]]","[[0.24648088806631574], [0.8352717377173031]]","[[0.006450208416186598], [8.234003591178762e-05]]",[[0.10384710236225783]],[[0.010322881088532044]]
38,"[[-0.5555312843433299], [1.1528454133089703], [-0.49337894739603355]]","[[-0.08301305967176996], [-0.007958749824108324], [0.10029716823250995]]","[[-0.5544581350442588], [0.9767484847357105], [-0.5096966374840135]]","[[-1.6532515915738257], [-22.214311827978513], [-2.7999994760989706]]","[[0.24712047569863146], [0.8352807323721155]]","[[0.006347062063785658], [9.613981721834364e-05]]",[[0.10393518156960607]],[[0.009325358735492947]]
39,"[[-0.5563685791755353], [1.1527619688500155], [-0.4923796590020155]]","[[-0.08208201261278257], [-0.008765303429166954], [0.09922845894557324]]","[[-0.5551384189140587], [0.9765108732033924], [-0.5091699905570782]]","[[-1.653420140379475], [-22.23590274993582], [-2.8603910988197194]]","[[0.2477497593039044], [0.8352910483963722]]","[[0.006244167602359463], [0.00010883814322015795]]",[[0.10401373067246593]],[[0.008381142905901102]]
40,"[[-0.5571962384862924], [1.1526707634643738], [-0.4913912553897143]]","[[-0.08112897277897425], [-0.00951188957266802], [0.09812879644546187]]","[[-0.5558069669172799], [0.9762759297971622], [-0.508643196458371]]","[[-1.6532572257603113], [-22.256456683038902], [-2.918819291683927]]","[[0.24836876995126], [0.8353025789933508]]","[[0.006141632256545515], [0.00012049844793082798]]",[[0.104083269588367]],[[0.007487934092680856]]
41,"[[-0.558014057868366], [1.1525723812522455], [-0.490414027806892]]","[[-0.08015652149822554], [-0.010201515381712684], [0.0970015583279648]]","[[-0.5564638809412991], [0.9760437248738082], [-0.5081167670221146]]","[[-1.6527839894754468], [-22.27601889387175], [-2.9753506283926496]]","[[0.24897754904729727], [0.8353152235400585]]","[[0.006039556160886139], [0.0001311809425086352]]",[[0.10414429557698869]],[[0.0066435214503039845]]
42,"[[-0.558821858090144], [1.1524673768896156], [-0.4894482346808417]]","[[-0.07916709476513678], [-0.010837065159822912], [0.09584993924652395]]","[[-0.5571092709575031], [0.9758143186021832], [-0.5075911833371884]]","[[-1.6520206823445074], [-22.29463318994938], [-3.030050182670726]]","[[0.24957614764198915], [0.8353288872723911]]","[[0.005938032636559898], [0.00014094275734288786]]",[[0.10419728411862944]],[[0.0058457793192868476]]
43,"[[-0.5596194836642678], [1.1523562768350468], [-0.48849410341249727]]","[[-0.07816298960507874], [-0.011421304349695766], [0.09467695786995609]]","[[-0.5577432542881794], [0.9755877616850065], [-0.5070668969332428]]","[[-1.650986689743626], [-22.31234194223748], [-3.0829815070292383]]","[[0.25016462576202114], [0.835343480984321]]","[[0.005837148463611053], [0.00014983808046542535]]",[[0.10424268975828073]],[[0.005092663915181662]]
44,"[[-0.560406801479261], [1.1522395804971761], [-0.48755183210097214]]","[[-0.077146370207518], [-0.011956883426002901], [0.09348546380848649]]","[[-0.5583659549134209], [0.9753640960427569], [-0.5065443309405018]]","[[-1.649700556981958], [-22.32918610838663], [-3.134206615521345]]","[[0.25074305177108297], [0.8353589207407108]]","[[0.005736984148002611], [0.00015791829185429762]]",[[0.10428094691694302]],[[0.004382210174965555]]
45,"[[-0.5611836994916567], [1.1521177613635452], [-0.486621591200111]]","[[-0.0761192737898134], [-0.012446341754099699], [0.09227814430469002]]","[[-0.5589775028164147], [0.9751433554609622], [-0.5060238812228992]]","[[-1.6481800139587672], [-22.345205257149445], [-3.1837859717923296]]","[[0.25131150175660283], [0.8353751276033361]]","[[0.005637614183645612], [0.0001652320934075746]]",[[0.10431247067177743]],[[0.003712528759638248]]
46,"[[-0.5619500854763978], [1.1519912680914999], [-0.48570352510860415]]","[[-0.07508361627449192], [-0.012892111336696155], [0.09105753079765137]]","[[-0.5595780333663108], [0.9749255662019993], [-0.5055059174842512]]","[[-1.6464419999978595], [-22.36043759298367], [-3.2317784812693935]]","[[0.2518700589423867], [0.8353920273696862]]","[[0.005539107308838442], [0.00017182563462059264]]",[[0.10433765750649694]],[[0.0030818031853246212]]
47,"[[-0.5627058858332175], [1.15186052556188], [-0.48479775369526495]]","[[-0.07404119772285178], [-0.013296520512662086], [0.08982600533270726]]","[[-0.5601676867356167], [0.9747107475828725], [-0.5049907843472552]]","[[-1.6445026880713929], [-22.374919981559767], [-3.2782414876451087]]","[[0.25241881312660236], [0.8354095503241032]]","[[0.005441526757005155], [0.00017774263386671763]]",[[0.10435688603339517]],[[0.0024882870937773197]]
48,"[[-0.5634510444468569], [1.1517259358962746], [-0.4839043737611251]]","[[-0.07299370756690773], [-0.013661797566777045], [0.0885858067767836]]","[[-0.5607466073516736], [0.9744989125201876], [-0.5044788024051475]]","[[-1.6423775087576826], [-22.388687975901505], [-3.3232307726240595]]","[[0.2529578601445319], [0.8354276310008167]]","[[0.005344930501682832], [0.0001830244952039095]]",[[0.10437051768829347]],[[0.001930301643098804]]
49,"[[-0.5641855215991571], [1.1515878794386742], [-0.4830234604399762]]","[[-0.07194272966613618], [-0.013990074243969614], [0.08733903691343302]]","[[-0.5613149433814825], [0.9742900680436484], [-0.5039702692458945]]","[[-1.6400811738339773], [-22.40177584303511], [-3.366800559844345]]","[[0.25348730135549613], [0.8354462079584256]]","[[0.005249371495341659], [0.00018771042072929234]]",[[0.10437889739953854]],[[0.0014062330021885616]]
50,"[[-0.5649092929308489], [1.1514467157023058], [-0.48215506853914625]]","[[-0.07088974711663594], [-0.014283389211622394], [0.08608766630613379]]","[[-0.5618728462443988], [0.9740842157794609], [-0.5034654604488563]]","[[-1.6376276996261274], [-22.414216590888227], [-3.409003521067297]]","[[0.254007243153344], [0.8354652235653841]]","[[0.005154897902270861], [0.00019183751845952557]]",[[0.10438235423231182]],[[0.0009145299790141604]]
51,"[[-0.5656223484510505], [1.1513027842825014], [-0.4812992338220598]]","[[-0.06983614688801765], [-0.014543691418880317], [0.08483354005936922]]","[[-0.5624204701576302], [0.9738813524047746], [-0.5029646305539702]]","[[-1.635030430041929], [-22.426041996227788], [-3.449890786175488]]","[[0.25451779649988787], [0.8354846237960515]]","[[0.005061553325086399], [0.0001954409058146922]]",[[0.10438120200939104]],[[0.0004537017524713204]]
52,"[[-0.5663246915929295], [1.1511564057364854], [-0.4804559742344236]]","[[-0.06878322433364832], [-0.014772843344478315], [0.08357838334530361]]","[[-0.5629579717106388], [0.9736814700721808], [-0.502468014003347]]","[[-1.6323020597741378], [-22.43728263222471], [-3.4895119554036613]]","[[0.25501907648066646], [0.83550435803686]]","[[0.00496937702508804], [0.00019855380893885055]]",[[0.10437573990913117]],[[2.231566603824904e-05]]
53,"[[-0.5670163383142444], [1.1510078824310357], [-0.479625291075544]]","[[-0.06773218757015662], [-0.01497262418399073], [0.0823238068174452]]","[[-0.5634855094626099], [0.9734845568185103], [-0.501975826055924]]","[[-1.6294546545574482], [-22.44796789615449], [-3.527915114166248]]","[[0.2555112018823977], [0.835524378902161]]","[[0.004878404136160475], [0.00020120765718001365]]",[[0.1043662530412489]],[[-0.00038100493442480565]]
54,"[[-0.5676973162403135], [1.1508574993586296], [-0.47880717011654694]]","[[-0.06668416156053733], [-0.015144733001478256], [0.08107131186661676]]","[[-0.5640032435650835], [0.9732905969281765], [-0.5014882636733559]]","[[-1.6264996735478703], [-22.458126039108066], [-3.5651468499250267]]","[[0.2559942947914744], [0.8355446420593703]]","[[0.004788665872285103], [0.0002034321744615042]]",[[0.10435301300176858]],[[-0.0007575826953988129]]
55,"[[-0.5683676638471841], [1.1507055249229265], [-0.4780015826673176]]","[[-0.06564019202210608], [-0.015290791690442784], [0.07982229560072487]]","[[-0.5645113354030207], [0.9730995712906741], [-0.5010055063812816]]","[[-1.6234479906123311], [-22.467784193310457], [-3.601252271114398]]","[[0.2564684802128599], [0.8355651060630067]]","[[0.004700189728457094], [0.00020525546620131507]]",[[0.1043362784084239]],[[-0.0011086881141013291]]
56,"[[-0.5690274296844041], [1.1505522116945743], [-0.4772084865935923]]","[[-0.06460124929853778], [-0.015412347955038902], [0.07857805579337684]]","[[-0.5650099472750444], [0.9729114577351431], [-0.5005277170900095]]","[[-1.6203099153884595], [-22.476968400300862], [-3.6362750263164374]]","[[0.25693388570876613], [0.8355857321971865]]","[[0.004612999675795981], [0.00020670410175727127]]",[[0.10431629541657875]],[[-0.001435541460199849]]
57,"[[-0.5696766716355921], [1.1503977971384025], [-0.4764278272861064]]","[[-0.06356823201777348], [-0.015510878102592107], [0.07733979558683592]]","[[-0.5654992420853783], [0.9727262313348916], [-0.5000550429239262]]","[[-1.6170952140440153], [-22.48570363991699], [-3.670257329901132]]","[[0.2573906410564582], [0.8356064843261631]]","[[0.0045271163495563815], [0.00020780319303081995]]",[[0.10429329821670594]],[[-0.0017393145323910553]]
58,"[[-0.5703154562152438], [1.15024250431278], [-0.4756595385834062]]","[[-0.06254197062255452], [-0.01558778980266598], [0.07610862803821758]]","[[-0.5659793830624534], [0.9725438646834962], [-0.49958761600965124]]","[[-1.6138131296590388], [-22.49401386095119], [-3.703239986726797]]","[[0.25783887792453025], [0.8356273287525375]]","[[0.004442557230993627], [0.00020857646951810693]]",[[0.10426750951412989]],[[-0.0020211323870028795]]
59,"[[-0.5709438579005589], [1.1500865425417834], [-0.4749035436497503]]","[[-0.06152323079031824], [-0.015644424760619863], [0.07488558053379984]]","[[-0.566450533489457], [0.9723643281719586], [-0.4991255541961614]]","[[-1.6104724011960987], [-22.50192200797456], [-3.735262412177394]]","[[0.2582787295670545], [0.8356482340828121]]","[[0.004359336823372972], [0.00020904635027463314]]",[[0.10423914099147524]],[[-0.0022820750171382072]]
60,"[[-0.571561958496653], [1.149930108061015], [-0.4741597558096876]]","[[-0.060512716650222995], [-0.015682061330865665], [0.07367159905313969]]","[[-0.5669128564572663], [0.9721875902360901], [-0.49866896179788656]]","[[-1.6070812827449648], [-22.50945005009396], [-3.7663626608479097]]","[[0.2587103305349854], [0.8356691710999404]]","[[0.004277466821572817], [0.00020923401209405057]]",[[0.10420839375467421]],[[-0.002523178929087662]]
61,"[[-0.5721698465339203], [1.1497733846380043], [-0.4734280793409978]]","[[-0.05951107392590878], [-0.015701917006116256], [0.07246755224407206]]","[[-0.5673665146371165], [0.9720136175881006], [-0.4982179302992597]]","[[-1.6036475623615334], [-22.516619009433278], [-3.7965774533620973]]","[[0.2591338164041889], [0.8356901126425091]]","[[0.004196956275448471], [0.00020915945413424453]]",[[0.10417545876308494]],[[-0.002745438687952949]]
62,"[[-0.5727676166962847], [1.149616544167997], [-0.4727084102274411]]","[[-0.05851889292877682], [-0.015705150854846334], [0.07127423538246784]]","[[-0.5678116700693195], [0.9718423754324739], [-0.4977725390351152]]","[[-1.6001785802608302], [-22.523448989356524], [-3.8259422046283063]]","[[0.25954932351948373], [0.8357110334902201]]","[[0.00411781174721737], [0.00020884155946809813]]",[[0.10414051724427112]],[[-0.00294980840115535]]
63,"[[-0.5733553692789484], [1.1494597472459398], [-0.47200063687288313]]","[[-0.05753671143378933], [-0.015692865840740783], [0.07009237413634278]]","[[-0.5682484839654723], [0.971673827664034], [-0.4973328558430167]]","[[-1.596681246592195], [-22.52995920253614], [-3.8544910521830396]]","[[0.2599569887540916], [0.835731910255368]]","[[0.004040037462715862], [0.00020829815365885906]]",[[0.10410374109411054]],[[-0.003137203135909943]]
64,"[[-0.573933209674547], [1.1493031437153445], [-0.4713046407781795]]","[[-0.05656501743141476], [-0.0156661111332638], [0.0689226282536503]]","[[-0.5686771165303504], [0.9715079370528551], [-0.4968989376941537]]","[[-1.5931620590200144], [-22.53616799860465], [-3.882256885443371]]","[[0.26035694928391157], [0.8357527212800112]]","[[0.003963635457043813], [0.00020754606022688193]]",[[0.10406529326261793]],[[-0.003308500311028289]]
