step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.551958124999728], [1.1136628739528691], [-0.5130893652749307]]","[[-0.2572322274894059], [-0.26898623941810357], [0.28100118255998796]]","[[-0.5624627000725042], [0.9397019484125079], [-0.49479515943059654]]","[[-1.0055703264858555], [-19.18006771024982], [0.6010435253108544]]","[[1.519854809691385], [0.8435397200581489]]","[[0.007308524716664877], [0.0058017980361646515]]",[[0.04861538367821069]],[[-0.24521728434866033]]
11,"[[-0.554494106300142], [1.1110457173541766], [-0.5103317476132758]]","[[-0.24647635395629536], [-0.25545964937147503], [0.2704462461860735]]","[[-0.5638294154867668], [0.938662891334588], [-0.4933403994822766]]","[[-0.9565520213004164], [-19.09314340831355], [0.5091855016373164]]","[[1.5205806945010367], [0.8441027092989174]]","[[0.007207656045715716], [0.005479984388712111]]",[[0.04621986344076046]],[[-0.23148975714055836]]
12,"[[-0.5569300894353825], [1.1085669787137227], [-0.5076799134841314]]","[[-0.23702577179558668], [-0.24144491331859108], [0.25988586494477633]]","[[-0.5652187533409252], [0.9375143213904964], [-0.4918552278092468]]","[[-0.9124112829024591], [-19.048526714962733], [0.43831253083762856]]","[[1.5212964714376969], [0.8446331744899989]]","[[0.007106711295046253], [0.005153784121336713]]",[[0.043956975794209104]],[[-0.21858482017167885]]
13,"[[-0.5592766128025923], [1.1062276292235278], [-0.5051321387452216]]","[[-0.22849517224621357], [-0.22761941477617947], [0.24963800362562955]]","[[-0.5666063303674673], [0.9363164097886815], [-0.4903681588518204]]","[[-0.8718277208968694], [-19.030292492381047], [0.3805524291713007]]","[[1.5220022573323109], [0.8451314312996181]]","[[0.007007938738512465], [0.004836264283003544]]",[[0.04181887767571546]],[[-0.20647658339562477]]
14,"[[-0.5615411868699811], [1.104023563310218], [-0.5026843488203498]]","[[-0.22062463796152176], [-0.21436377099581605], [0.23987187337840044]]","[[-0.5679760964190349], [0.9351122229199568], [-0.4888993153901485]]","[[-0.8339166269660634], [-19.027374258805832], [0.3304675512606393]]","[[1.5226983373570702], [0.8455987599053468]]","[[0.006912564079430972], [0.004534496004471311]]",[[0.0397980276198876]],[[-0.19511653558007627]]
15,"[[-0.5637293361232536], [1.1019479976878774], [-0.500331314204152]]","[[-0.21324698403126185], [-0.2018619142202153], [0.23066025449016947]]","[[-0.5693184682714828], [0.9339302054201366], [-0.48746181786124543]]","[[-0.7981229586653453], [-19.032533622631696], [0.2844968791507012]]","[[1.5233850826093662], [0.8460369232846757]]","[[0.006821148292646129], [0.0042516331670405805]]",[[0.037887347360472556]],[[-0.18444864376130765]]
16,"[[-0.5658453424337628], [1.0999930131783267], [-0.4980674022951862]]","[[-0.20625968908669767], [-0.19017563920679095], [0.2220175961033165]]","[[-0.570628473458192], [0.9327874624067203], [-0.48606343038806166]]","[[-0.7641137446159343], [-19.041335965849125], [0.2404331380228487]]","[[1.5240628979792554], [0.8464478622920999]]","[[0.0067338468371813676], [0.0039884380764521055]]",[[0.036080268449375924]],[[-0.17441773219017212]]
17,"[[-0.5678927431004762], [1.0981504778754214], [-0.4958870159398758]]","[[-0.19960239450019035], [-0.17929672736529886], [0.2139260093271539]]","[[-0.5719041776002477], [0.9316929492025204], [-0.48470809484610733]]","[[-0.7316942507661126], [-19.051273410694744], [0.19699098689990846]]","[[1.5247321913148049], [0.8468335165663305]]","[[0.006650585830403344], [0.0037443337995046733]]",[[0.0343707188350698]],[[-0.16497311253719654]]
18,"[[-0.5698746442763872], [1.0964125508760731], [-0.49378482376497257]]","[[-0.19324060290267964], [-0.1691811699406057], [0.20635198715526087]]","[[-0.5731455190195104], [0.930650150329994], [-0.4833971923705908]]","[[-0.7007511856386508], [-19.061083620193084], [0.15347883410264918]]","[[1.5253933567265048], [0.8471957296570669]]","[[0.006571175399527895], [0.00351808623906269]]",[[0.03275308283471187]],[[-0.1560697856903017]]
19,"[[-0.5717939058417072], [1.0947719189581229], [-0.4917558604511291]]","[[-0.18715461775827744], [-0.15977021973213598], [0.19925645908114747]]","[[-0.5743534980198931], [0.9296591300712048], [-0.4821304966440704]]","[[-0.6712156613365601], [-19.07025783053129], [0.10956550257980635]]","[[1.5260467667464708], [0.847536207074998]]","[[0.0064953781248711095], [0.0033082177924415035]]",[[0.031222152665286322]],[[-0.14766837841040467]]
20,"[[-0.5736532418896447], [1.0932218746802045], [-0.48979555156658716]]","[[-0.18133244829580575], [-0.15100236976067558], [0.19260033807493954]]","[[-0.5755296432277085], [0.9287179937898797], [-0.48090684770593156]]","[[-0.6430402930754582], [-19.07870711109476], [0.06512395552581351]]","[[1.526692769661603], [0.8478565052822264]]","[[0.006422947192286088], [0.003113238442842281]]",[[0.029773081223972108]],[[-0.13973447998154181]]
21,"[[-0.5754552691076494], [1.0917563084476285], [-0.4878996988436921]]","[[-0.1757655511631811], [-0.1428194539252027], [0.18634720811726369]]","[[-0.5766756829313876], [0.9278238647256958], [-0.4797246002053863]]","[[-0.6161861327335527], [-19.08654945535387], [0.02013265312658785]]","[[1.52733168960703], [0.8481580371004569]]","[[0.006353645371581784], [0.002931760027458097]]",[[0.02840134049628859]],[[-0.13223779696656537]]
22,"[[-0.5772025253487697], [1.0903696600996888], [-0.4860644479709764]]","[[-0.17044648564894277], [-0.13516918524218557], [0.18046432202082852]]","[[-0.577793358509447], [0.9269734953495626], [-0.47858190419877145]]","[[-0.5906159554292911], [-19.093982900845717], [-0.025382839746693975]]","[[1.5279638279359866], [0.8484420845296556]]","[[0.00628725266644814], [0.0027625406330722413]]",[[0.027102686779942365]],[[-0.12515134887143844]]
23,"[[-0.5788974728318761], [1.0890568566239305], [-0.48428625147473997]]","[[-0.16536777280514164], [-0.12800570562030172], [0.17492268583860876]]","[[-0.5788843293516421], [0.9261636217904508], [-0.4774768691224206]]","[[-0.5662913083890173], [-19.101216125843155], [-0.07138172318594216]]","[[1.528589465019254], [0.8487098137908787]]","[[0.006223567824736875], [0.00260449062917667]]",[[0.025873132317314095]],[[-0.11845079258683469]]
24,"[[-0.5805424946895535], [1.0878132501208306], [-0.4825618331325268]]","[[-0.1605214591226265], [-0.12128914949978487], [0.16969671371541062]]","[[-0.5799501329972073], [0.9253911487806962], [-0.4764076512921079]]","[[-0.5431716344734154], [-19.108435092253796], [-0.11782343754764801]]","[[1.5292088620373128], [0.8489622898935009]]","[[0.006162406930743103], [0.0024566601619868678]]",[[0.024708922298747854]],[[-0.11211389490927816]]
25,"[[-0.5821398897222544], [1.0866345624460276], [-0.4808881566571615]]","[[-0.15589905729554865], [-0.11498481675093436], [0.16476373331706903]]","[[-0.5809921761859871], [0.9246532296159197], [-0.47537249422298195]]","[[-0.5212144267593937], [-19.115790777302188], [-0.16467368384648173]]","[[1.5298222625756888], [0.8492004895420003]]","[[0.006103600944795673], [0.0023182197388171843]]",[[0.023606516066612713]],[[-0.10612014072827526]]
26,"[[-0.5836918677649295], [1.0855168385604903], [-0.4792623993294446]]","[[-0.15149166074495107], [-0.10906227873263302], [0.16010348900383337]]","[[-0.5820117412961983], [0.9239472859025908], [-0.4743697419505676]]","[[-0.500375797246885], [-19.123398148199833], [-0.21190548723533853]]","[[1.530429893971388], [0.8494253120509385]]","[[0.006046993164599002], [0.0021884401219529614]]",[[0.022562571466118352]],[[-0.10045045047033468]]
27,"[[-0.5852005466145234], [1.0844564083580583], [-0.4776819302418173]]","[[-0.14729011512849882], [-0.10349457140158566], [0.1556977080440939]]","[[-0.5830099989571914], [0.9232709961399246], [-0.4733978383449895]]","[[-0.4806111316954005], [-19.131340324789143], [-0.25949802649363196]]","[[1.5310319684260152], [0.8496375883672419]]","[[0.00599243704166863], [0.002066674415146519]]",[[0.021573931501716624]],[[-0.09508697848712931]]
28,"[[-0.5866679506905804], [1.0834498557671168], [-0.4761442924109195]]","[[-0.14328518864419876], [-0.09825753128448259], [0.15152975020582107]]","[[-0.5839880220445387], [0.9226222707117584], [-0.47245532003645935]]","[[-0.46187568798945633], [-19.139674482546333], [-0.3074347269245682]]","[[1.5316286839282702], [0.8498380884771988]]","[[0.005939794488951655], [0.0019523433178680882]]",[[0.020637612665616516]],[[-0.0900129697228603]]
29,"[[-0.588096011228676], [1.0824939936659361], [-0.47464718794653044]]","[[-0.1394677140521333], [-0.09332927839331065], [0.1475843373458749]]","[[-0.5849467985858069], [0.9219992232071678], [-0.4715408075087804]]","[[-0.4441250753309105], [-19.148437713278263], [-0.355701408912267]]","[[1.5322202250333727], [0.8500275275158591]]","[[0.0058889346561397105], [0.0018449235323347857]]",[[0.0197507944907294]],[[-0.08521265509843039]]
30,"[[-0.5894865676605482], [1.0815858432505328], [-0.4731884655543824]]","[[-0.13582869395971492], [-0.08868982608848455], [0.1438473493445281]]","[[-0.5858872425303061], [0.9214001432627027], [-0.47065299649526343]]","[[-0.4273156027344738], [-19.15765203743691], [-0.40428479937359796]]","[[1.5328067635411395], [0.8502065708694273]]","[[0.005839733084989085], [0.0017439388712015003]]",[[0.018910810035602146]],[[-0.08067117070139407]]
31,"[[-0.5908413698443135], [1.080722616734502], [-0.47176610978990613]]","[[-0.13235937458453484], [-0.08432079130520706], [0.14030567193259796]]","[[-0.5868102026304921], [0.9208234728032416], [-0.46979065050979796]]","[[-0.41140453442657376], [-19.1673283834464], [-0.45317147483764353]]","[[1.5333884591055231], [0.8503758385086185]]","[[0.005792071151411449], [0.0016489534934827077]]",[[0.018115137100283507]],[[-0.07637449395714399]]
32,"[[-0.5921620808561918], [1.0799017025228517], [-0.4703782316240067]]","[[-0.12905129246665076], [-0.08020517938148619], [0.13694708221930565]]","[[-0.5877164694761051], [0.9202677862227566], [-0.4689525947604675]]","[[-0.3963502571419115], [-19.17746958005447], [-0.5023472002911662]]","[[1.533965459799189], [0.8505359087357409]]","[[0.005745835703652169], [0.0015595667343881736]]",[[0.017361390042652053]],[[-0.07230938962996994]]
33,"[[-0.5934502801129827], [1.0791206522360504], [-0.4690230600068658]]","[[-0.12589630046412026], [-0.07632722188616259], [0.13376016066422436]]","[[-0.5886067810348486], [0.9197317742406507], [-0.46813771133849874]]","[[-0.3821123840046212], [-19.188072527083804], [-0.5517965797507471]]","[[1.5345379026487602], [0.8506873214796654]]","[[0.00570091882523549], [0.001475409083551149]]",[[0.016647312116199787]],[[-0.06846336168833593]]
34,"[[-0.5947074666649474], [1.0783771691477388], [-0.46769893421048886]]","[[-0.12288658021131943], [-0.07267225107581313], [0.13073422136405405]]","[[-0.5894818271895644], [0.9192142307586607], [-0.4673449353988045]]","[[-0.36865182085591863], [-19.19912974803483], [-0.601502928072379]]","[[1.535105914150477], [0.8508305812343262]]","[[0.005657217673271653], [0.0013961389738192942]]",[[0.015970768272304085]],[[-0.06482460992193977]]
35,"[[-0.5959350625470461], [1.0776690977365495], [-0.4664042968006181]]","[[-0.12001464471023889], [-0.0692265992341034], [0.1278592546413319]]","[[-0.5903422534352092], [0.9187140421387442], [-0.4665732521062654]]","[[-0.3559307982444526], [-19.210630487176495], [-0.6514482892384448]]","[[1.5356696107717818], [0.8509661597081365]]","[[0.005614634355666226], [0.0013214401395011954]]",[[0.015329738388884755]],[[-0.06138198930301038]]
36,"[[-0.5971344161164206], [1.0769944141489272], [-0.4651376871365164]]","[[-0.1172733350723007], [-0.06597751493694251], [0.12512587805150802]]","[[-0.5911886640440361], [0.9182301783004917], [-0.46582169410915303]]","[[-0.3439128854511928], [-19.22256149417612], [-0.701613541467104]]","[[1.5362290994415722], [0.8510944982317463]]","[[0.005573075826448282], [0.0012510193769132982]]",[[0.014722310895989958]],[[-0.05812497195887381]]
37,"[[-0.5983068053326164], [1.076351217433901], [-0.4638977353282584]]","[[-0.11465581373348585], [-0.06291309092264655], [0.12252529330091166]]","[[-0.5920216248328871], [0.9177616851927511], [-0.4650893393722381]]","[[-0.33256299047943205], [-19.23490759571129], [-0.751978548375684]]","[[1.5367844780301585], [0.8512160099581401]]","[[0.0055324537852952105], [0.0011846045976149355]]",[[0.014146676773026164]],[[-0.055043611355220776]]
38,"[[-0.599453440954717], [1.0757377214519033], [-0.4626831566015419]]","[[-0.11215555558886361], [-0.060022200370345835], [0.12004924746750367]]","[[-0.592841665641633], [0.9173076782999291], [-0.46437530924794057]]","[[-0.32184735013278276], [-19.247652125562368], [-0.802522328495894]]","[[1.5373358358190297], [0.8513310818802563]]","[[0.005492684575059137], [0.0011219431023445914]]",[[0.013601123895643486]],[[-0.052128508492844436]]
39,"[[-0.6005754696414952], [1.0751522473854873], [-0.4614927460322626]]","[[-0.10976633806115647], [-0.0572944395431495], [0.11768999754840029]]","[[-0.5936492825988148], [0.9168673369376816], [-0.46367876670318914]]","[[-0.31173351360526524], [-19.26077726021115], [-0.8532232263155082]]","[[1.537883253960011], [0.8514400766855957]]","[[0.005453689073786627], [0.0010628000293055884]]",[[0.01308403171172954]],[[-0.04937078005590569]]
40,"[[-0.6016739769481227], [1.0745932167958798], [-0.46032537362082665]]","[[-0.10748223075742368], [-0.054720075449258276], [0.1154402777554891]]","[[-0.5944449402198196], [0.9164398991662774], [-0.4629989146502012]]","[[-0.3021903213039434], [-19.27426429038531], [-0.9040590759119256]]","[[1.538426805923252], [0.8515433344636011]]","[[0.005415392580609968], [0.00100695694763564]]",[[0.012593866226931639]],[[-0.046762028448915534]]
41,"[[-0.6027499902168912], [1.0740591451787953], [-0.4591799796807916]]","[[-0.10529758496665266], [-0.0522899978412765], [0.11329326917493523]]","[[-0.595229073365211], [0.9160246572035616], [-0.4623349943503436]]","[[-0.2931878799883303], [-19.288093847665596], [-0.9550073517254598]]","[[1.5389665579334297], [0.8516411742791532]]","[[0.00537772469575426], [0.0009542105751325636]]",[[0.012129175281113702]],[[-0.044294313630716474]]
42,"[[-0.603804481361858], [1.0735486359793527], [-0.45805557051947304]]","[[-0.10320702319097094], [-0.04999567503238145], [0.11124257155385844]]","[[-0.5960020890783936], [0.9156209532550346], [-0.46168628387375343]]","[[-0.28469753500382877], [-19.30224609801278], [-1.0060453053400011]]","[[1.5395025693936395], [0.8517338956238467]]","[[0.005340619195370877], [0.0009043716062362428]]",[[0.011688584098022826]],[[-0.04196012666721653]]
43,"[[-0.6048383695485696], [1.0730603750301257], [-0.45695121439023995]]","[[-0.10120542884984696], [-0.04782911311423291], [0.10928217703669074]]","[[-0.5967643683148153], [0.915228175702828], [-0.46105209660591534]]","[[-0.27669184064465924], [-19.31670090886929], [-1.0571500876703255]]","[[1.5400348932965378], [0.8518217797554726]]","[[0.005304013902796001], [0.000857263639397754]]",[[0.011270791091317614]],[[-0.03975236492625046]]
44,"[[-0.6058525237705452], [1.0725931253794903], [-0.4558660376978364]]","[[-0.09928793615237261], [-0.04578281834319475], [0.10740644568769483]]","[[-0.5975162675700275], [0.9148457556111362], [-0.4604317797972807]]","[[-0.26914452880322637], [-19.331437994519625], [-1.1082988579371018]]","[[1.5405635766224008], [0.8519050909351356]]","[[0.005267850556767151], [0.0008127221945875007]]",[[0.010874563911110517]],[[-0.037664308805595056]]
45,"[[-0.6068477653245478], [1.0721457224800772], [-0.45479922143942186]]","[[-0.09744992017470655], [-0.04384976244697786], [0.10561008271225283]]","[[-0.5982581204140329], [0.9144731635150035], [-0.45982471315447887]]","[[-0.26203047645970345], [-19.34643704271362], [-1.1594688797248902]]","[[1.5410886607238796], [0.851984077570594]]","[[0.005232074677685716], [0.0007705938130597723]]",[[0.010498735716108303]],[[-0.03568959990829282]]
46,"[[-0.6078248701869007], [1.071717069709583], [-0.4537499978653129]]","[[-0.09568698716768223], [-0.04202335059307252], [0.10388811719328345]]","[[-0.5989902389370658], [0.9141099064657496], [-0.4592303074728809]]","[[-0.2553256719556445], [-19.36167782515441], [-1.2106376056565575]]","[[1.5416101816973038], [0.8520589732736695]]","[[0.00519663543316895], [0.0007307352322460936]]",[[0.010142201657368061]],[[-0.033822220569748665]]
47,"[[-0.608784571293072], [1.071306134198137], [-0.45271764734446157]]","[[-0.09399496509534058], [-0.04029739183996833], [0.10223588228203817]]","[[-0.5997129151118321], [0.9137555253103328], [-0.45864800331070205]]","[[-0.24900718125014487], [-19.37714029229994], [-1.2617827521622846]]","[[1.5421281707404835], [0.8521299978388794]]","[[0.005161485503002439], [0.000693012629360279]]",[[0.00980391556060537]],[[-0.03205647465327075]]
48,"[[-0.6097275607229833], [1.0709119429387401], [-0.45170149542089266]]","[[-0.0923698944132261], [-0.038666071847248906], [0.10064899674238534]]","[[-0.6004264220762452], [0.9134095921847967], [-0.4580772697048365]]","[[-0.2430531133983016], [-19.392804655342125], [-1.3128823651447667]]","[[1.5426426544970036], [0.8521973581498269]]","[[0.005126580944470049], [0.0006573009274979391]]",[[0.00948288679486391]],[[-0.030386969518089703]]
49,"[[-0.6106544917943892], [1.0705335791589456], [-0.45070091004837]]","[[-0.09080801907693763], [-0.03712392769509976], [0.09912334768124811]]","[[-0.6011310153418772], [0.913071708203727], [-0.45751760292841565]]","[[-0.23744258616251557], [-19.408651455923884], [-1.3639148769297145]]","[[1.5431536553870742], [0.852261249019303]]","[[0.00509188105863867], [0.0006234831588014522]]",[[0.009178177316187322]],[[-0.028808599088511952]]
50,"[[-0.6115659810669017], [1.0701701789339169], [-0.44971529899135176]]","[[-0.0893057777933599], [-0.035665824631273324], [0.09765507447887636]]","[[-0.6018269339318945], [0.9127415013294634], [-0.4569685252899136]]","[[-0.23215569128450175], [-19.42466162552008], [-1.414859156242765]]","[[1.5436611919250414], [0.8523218539685224]]","[[0.005057348257642147], [0.0005914498792503053]]",[[0.008888898875662651]],[[-0.02731652794575684]]
51,"[[-0.6124626102592545], [1.0698209280226634], [-0.4487441073814835]]","[[-0.08785979558916912], [-0.03428693448065798], [0.09624055368281159]]","[[-0.6025144014526833], [0.9124186244060457], [-0.4564295839733579]]","[[-0.22717346069476152], [-19.440816534312216], [-1.4656945514558994]]","[[1.544165279023693], [0.8523793459504359]]","[[0.005022947933563948], [0.0005610986313908661]]",[[0.008614210381924422]],[[-0.025906176388154192]]
52,"[[-0.6133449280822715], [1.0694850589106242], [-0.44778681541940385]]","[[-0.0864668755371361], [-0.032982715791872036], [0.09487638496942521]]","[[-0.6031936271017286], [0.9121027533447705], [-0.4559003499192404]]","[[-0.22247783229122042], [-19.457098032432217], [-1.516400927499509]]","[[1.5446659282855497], [0.8524338880216085]]","[[0.004988648329384837], [0.0005323334493101406]]",[[0.008353315408948429]],[[-0.02457320635958294]]
53,"[[-0.61421345199034], [1.0691618480434368], [-0.44684293621265625]]","[[-0.08512399082515279], [-0.03174889535688338], [0.09355937794939531]]","[[-0.6038648066180424], [0.9117935854480358], [-0.4553804167452051]]","[[-0.21805161668098672], [-19.47348848316261], [-1.5669586975336018]]","[[1.5451631482813273], [0.8524856339667622]]","[[0.004954420411884541], [0.0005050644032555951]]",[[0.008105459840440431]],[[-0.023313508233779597]]
54,"[[-0.6150686698539684], [1.0688506132377795], [-0.4459120137410231]]","[[-0.08382827706294282], [-0.030581451099522983], [0.09228653979575172]]","[[-0.6045281231756404], [0.9114908378607752], [-0.4548693997059056]]","[[-0.2138784643399494], [-19.48997078946362], [-1.6173488494608417]]","[[1.5456569448158075], [0.852534728879711]]","[[0.004920237746897094], [0.00047920718000415974]]",[[0.007869929642787876]],[[-0.022123188367852813]]
55,"[[-0.6159110415560936], [1.0685507112564931], [-0.4449936209413415]]","[[-0.08257702483903737], [-0.029476596218060314], [0.09105506367498556]]","[[-0.6051837482246611], [0.9111942461388743], [-0.45436693469113815]]","[[-0.20994283347377474], [-19.506528414542245], [-1.6675529681384267]]","[[1.5461473211813646], [0.8525813097040866]]","[[0.0048860763772529126], [0.00045468269552761953]]",[[0.007646048759058205]],[[-0.020998557380973476]]
56,"[[-0.6167410005148385], [1.068261535536232], [-0.4440873579044142]]","[[-0.0813676725506118], [-0.02843076444779069], [0.08986231787962945]]","[[-0.6058318422832731], [0.9109035629248871], [-0.4538726772612949]]","[[-0.2062299581813476], [-19.523145397863694], [-1.7175532528445792]]","[[1.5466342783994027], [0.8526255057369612]]","[[0.004851914703363214], [0.00043141673754520937]]",[[0.007433177116980456]],[[-0.019936119117634328]]
57,"[[-0.6175589551353542], [1.0679825140567902], [-0.4431928501771357]]","[[-0.08019779951715983], [-0.027440596328936445], [0.08870583559065806]]","[[-0.6064725556826948], [0.9106185567225678], [-0.4533863017192626]]","[[-0.2027258180734708], [-19.539806365541967], [-1.7673325320058217]]","[[1.5471178154499903], [0.8526674390981991]]","[[0.00481773336633573], [0.0004093396353987977]]",[[0.007230708744301556]],[[-0.018932560253160945]]
58,"[[-0.6183652901933141], [1.067713107342188], [-0.4423097471634914]]","[[-0.07906511929046679], [-0.026502926511407954], [0.08758330531802283]]","[[-0.6071060292675673], [0.9103390107624387], [-0.4529075002178329]]","[[-0.19941710793952216], [-19.556496537770364], [-1.8168742735688728]]","[[1.5475979294899782], [0.8527072251681254]]","[[0.004783515134709759], [0.0003883859543862833]]",[[0.00703806998538277]],[[-0.01798474048271321]]
59,"[[-0.6191603681527478], [1.0674528065844475], [-0.4414377206185101]]","[[-0.07796747329945768], [-0.025614771831676625], [0.08649256184086426]]","[[-0.6077323950556666], [0.9100647219507639], [-0.452435981901577]]","[[-0.19629120871789318], [-19.57320173220336], [-1.8661625927565557]]","[[1.5480746160599024], [0.8527449729958859]]","[[0.004749244793500473], [0.0003684942132986535]]",[[0.00685471781319011]],[[-0.017089683289131317]]
60,"[[-0.6199445304206407], [1.0672011318815797], [-0.44057646322963206]]","[[-0.07690282466750224], [-0.02477332029311588], [0.08543157774525617]]","[[-0.6083517768570039], [0.9097954998959645], [-0.4519714720823637]]","[[-0.19333615890044964], [-19.589908364688032], [-1.9151822569672683]]","[[1.548547869279974], [0.8527807856806701]]","[[0.004714909036684922], [0.0003496066224517591]]",[[0.0066801382313069]],[[-0.01624456721536197]]
61,"[[-0.6207180985408377], [1.0669576305820614], [-0.43972568728038375]]","[[-0.07586925231769145], [-0.023975920745689022], [0.0843984554157047]]","[[-0.6089642908570285], [0.9095311660058593], [-0.4515137114474126]]","[[-0.19054062719680198], [-19.606603446938546], [-1.9639186883183282]]","[[1.5490176820354775], [0.852814760727784]]","[[0.004680496362885478], [0.00033166884099156135]]",[[0.006513844760842034]],[[-0.015446717645398395]]
62,"[[-0.6214813753297206], [1.066721875728711], [-0.4388851233915339]]","[[-0.07486494531943799], [-0.023220073239537842], [0.08339141952085166]]","[[-0.6095700461638174], [0.9092715526506812], [-0.4510624552990284]]","[[-0.18789388560179798], [-19.62327458247369], [-2.0123579634417763]]","[[1.5494840461518875], [0.8528469903814079]]","[[0.00464599697409529], [0.0003146297518963337]]",[[0.006355377007455045]],[[-0.014693599041540238]]
63,"[[-0.6222346459559099], [1.0664934645952704], [-0.43805451933530787]]","[[-0.073888197420842], [-0.0225034200719553], [0.08240880988325659]]","[[-0.6101691453221927], [0.9090165023867717], [-0.45061747282506315]]","[[-0.18538578356901247], [-19.63990996021667], [-2.060486811764138]]","[[1.5499469525600293], [0.8528775619357123]]","[[0.004611402677712206], [0.0002984412527995417]]",[[0.0062042993040536286]],[[-0.013982807608402007]]
64,"[[-0.6229781789664481], [1.0662720173097031], [-0.43723363891836625]]","[[-0.07293740187019836], [-0.02182373735759424], [0.08144907484631393]]","[[-0.6107616847972114], [0.908765867236046], [-0.45017854639907573]]","[[-0.18300672297127374], [-19.656498346598912], [-2.1082926115927467]]","[[1.5504063914516029], [0.8529065580258796]]","[[0.004576706791703522], [0.00028305806201167627]]",[[0.0060601994248892215]],[[-0.013312064380339987]]
