step,q,dq,qr,tau,r_pos,r_vel,th,dth
11,"[[-0.5874493042840312], [1.1002422310025626], [-0.46036565409887675]]","[[-0.33074380135054493], [-0.2597124645855973], [0.3598486601544906]]","[[-0.601931474056526], [0.9135104430318388], [-0.472639178481398]]","[[-1.567112240353545], [-21.5283140197657], [-4.7656468810730255]]","[[0.1098439356005617], [0.8462831592546495]]","[[0.013185888483743802], [0.004948743347121809]]",[[0.05242727261965487]],[[-0.23060760578165174]]
12,"[[-0.5907218154053119], [1.097717884534629], [-0.45683716099694366]]","[[-0.31855343730882035], [-0.24621625835106975], [0.3457894746015608]]","[[-0.6038932649223436], [0.9120739038634693], [-0.47095243087448785]]","[[-1.5241327552222224], [-21.521331851544126], [-4.903202057135382]]","[[0.11114306920984972], [0.8467608154820372]]","[[0.012818697915563393], [0.00462972720803867]]",[[0.05015890813237356]],[[-0.21898022105719075]]
13,"[[-0.5938762327845593], [1.0953271743012138], [-0.45344755731669584]]","[[-0.3071793778380521], [-0.23299602094554567], [0.3320865233619624]]","[[-0.6058079191106063], [0.9106304223912697], [-0.4692539920983864]]","[[-1.4826225226992602], [-21.532347711647017], [-5.021417927474794]]","[[0.11240560360118834], [0.847207180626714]]","[[0.012454196068595325], [0.004322806227174958]]",[[0.04800338419995582]],[[-0.20808887542391283]]
14,"[[-0.5969192588092579], [1.093065495808566], [-0.45019247413761293]]","[[-0.2963936050616802], [-0.22036943706023565], [0.31888342523921]]","[[-0.6076635095921812], [0.9092171789821814], [-0.46756401650969664]]","[[-1.4421213071289298], [-21.551745191586818], [-5.125516466353083]]","[[0.11363190628154028], [0.8476237932154677]]","[[0.012094150163248496], [0.00403358929734754]]",[[0.045953762861694405]],[[-0.19787961688156727]]
15,"[[-0.599855886779602], [1.0909260752591095], [-0.44706658183327835]]","[[-0.2860550393227266], [-0.2084785859289881], [0.3062384390695093]]","[[-0.6094537525184829], [0.9078573423649478], [-0.4658958324899597]]","[[-1.4023911944145848], [-21.573509620377564], [-5.218951309374629]]","[[0.11482248013779336], [0.8480125562104724]]","[[0.011739582022562978], [0.0037642625750788916]]",[[0.04400360664622734]],[[-0.18829518618334407]]
16,"[[-0.6026900869368035], [1.0889013241422758], [-0.44406424539656597]]","[[-0.2760814238198386], [-0.19736029781794756], [0.2941600016878112]]","[[-0.6111762398874019], [0.9065636357459687], [-0.4642576970330117]]","[[-1.3633321895364592], [-21.59417337137911], [-5.303936744051988]]","[[0.11597790489990398], [0.8483754750821986]]","[[0.011391056077098005], [0.0035149986589710913]]",[[0.04214699180890801]],[[-0.1792817199488361]]
17,"[[-0.6054252514501599], [1.08698361938065], [-0.4411798923056486]]","[[-0.2664275002934623], [-0.18699373108702927], [0.28263013020372557]]","[[-0.6128309904024521], [0.90534156008462], [-0.4626543335604981]]","[[-1.3249181785443438], [-21.61195734571875], [-5.381865155313519]]","[[0.1170988020459973], [0.8487145102664253]]","[[0.01104887127666293], [0.0032848972797761]]",[[0.04037847562484312]],[[-0.17079110117335003]]
18,"[[-0.6080644633798722], [1.0851657069485987], [-0.438408196062233]]","[[-0.25706968479208286], [-0.17733052329268445], [0.27161891889244427]]","[[-0.6144194263205569], [0.9041919682753494], [-0.4610881415998063]]","[[-1.2871584173674004], [-21.626131365640298], [-5.4536121884959625]]","[[0.11818581495597694], [0.8490315036582584]]","[[0.010713182051838577], [0.0030725738869419317]]",[[0.03869304750649507]],[[-0.16278128919118431]]
19,"[[-0.6106106474280322], [1.0834408745273976], [-0.4357441489579061]]","[[-0.24799609533033118], [-0.16831259626461167], [0.2610928982000041]]","[[-0.6159437026175542], [0.903112952391222], [-0.459560077036447]]","[[-1.2500757660161128], [-21.636570031448517], [-5.51974604789064]]","[[0.11923959842567636], [0.8493281499187256]]","[[0.010384069963181863], [0.0028765021868881746]]",[[0.03708607814145861]],[[-0.15521579339493863]]
20,"[[-0.6130666462770222], [1.0818029929742028], [-0.43318307348877266]]","[[-0.23920043138808603], [-0.1598817809351517], [0.25101940065859074]]","[[-0.6174062890901917], [0.9021011349370018], [-0.4580702529445206]]","[[-1.2136950140922043], [-21.643463081589577], [-5.580662711631097]]","[[0.12026081354839638], [0.8496059928142919]]","[[0.010061582940390501], [0.0026951956097698293]]",[[0.03555327320840872]],[[-0.14806281166464702]]
21,"[[-0.6154352530228513], [1.0802464907543867], [-0.43072060362781883]]","[[-0.23067847634533659], [-0.15198435752721978], [0.2413684976927035]]","[[-0.618809727806572], [0.9011524963557294], [-0.4566183261879183]]","[[-1.1780374562456788], [-21.647138338212912], [-5.636668121646396]]","[[0.12125012541411076], [0.8498664340223216]]","[[0.0097457545619975], [0.0025272898522499254]]",[[0.03409063410371732]],[[-0.14129433617871412]]
22,"[[-0.6177192198511593], [1.0787662999164227], [-0.4283526543100782]]","[[-0.22242629371580913], [-0.1445726564920086], [0.2321135719013098]]","[[-0.620156505674891], [0.900262868886651], [-0.4552037314210848]]","[[-1.1431190503617958], [-21.647961380793983], [-5.688024800712741]]","[[0.12220820210541487], [0.8501107469379936]]","[[0.00943661192969042], [0.0023715689968728526]]",[[0.03269442575518489]],[[-0.13488537830536929]]
23,"[[-0.619921255447274], [1.077357794999585], [-0.4260753890119503]]","[[-0.21443944080512709], [-0.13760511569127085], [0.22323120065671692]]","[[-0.6214489969636625], [0.8994282060149604], [-0.45382581311720427]]","[[-1.108950353129786], [-21.646284278017866], [-5.734976032815845]]","[[0.12313571415377358], [0.8503400914055961]]","[[0.009134177619091188], [0.0022269625228776846]]",[[0.03136115054035777]],[[-0.12881335584309694]]
24,"[[-0.6220440183029955], [1.0760167354337786], [-0.42388519008431214]]","[[-0.2067127435132036], [-0.1310456419445418], [0.21470075144040873]]","[[-0.622689445094821], [0.8986447104467077], [-0.4524838935327275]]","[[-1.0755371947122423], [-21.642423642249856], [-5.777756800987983]]","[[0.12403333404569358], [0.8505555274067969]]","[[0.0088384689911708], [0.0020925296176144137]]",[[0.030087527046471458]],[[-0.12305763401847537]]
25,"[[-0.6240901096384089], [1.0747392156384847], [-0.42177863351015105]]","[[-0.19924034656401662], [-0.12486275326719501], [0.20650390719451167]]","[[-0.6238799643982236], [0.8979088789503747], [-0.4511773030260052]]","[[-1.0428815526171444], [-21.636654854372704], [-5.816597515543649]]","[[0.12490173561532257], [0.8507580269608246]]","[[0.00854949667925542], [0.0019674398805236137]]",[[0.02887047248992327]],[[-0.11759919263556123]]
26,"[[-0.6260620675958819], [1.0735216236200635], [-0.4197524682031367]]","[[-0.1920158743704229], [-0.11902874204898672], [0.19862422700142857]]","[[-0.6250225505850117], [0.8972175024178248], [-0.44990538985535183]]","[[-1.0109823813013454], [-21.62921424926615], [-5.851724230613207]]","[[0.12574159329062579], [0.8509484841374149]]","[[0.008267263149325244], [0.0018509549236767064]]",[[0.02770708782104565]],[[-0.11242038941798109]]
27,"[[-0.6279623632005366], [1.072360607267661], [-0.41780359927726957]]","[[-0.18503261135874555], [-0.11351895976751375], [0.1910467814980263]]","[[-0.6261190934633888], [0.8965676449266922], [-0.4486675201482268]]","[[-0.9798362889029679], [-21.620304465631506], [-5.883357489070987]]","[[0.12655358121974228], [0.8511277233793433]]","[[0.007991761685544052], [0.0017424126892984226]]",[[0.026594644789855224]],[[-0.10750478962709428]]
28,"[[-0.6297933980162977], [1.0712530469820745], [-0.4159290745094299]]","[[-0.17828366276069163], [-0.10831124781767851], [0.1837578689551617]]","[[-0.6271713891440522], [0.8959566153486341], [-0.44746307398471846]]","[[-0.9494380681568786], [-21.610100421533325], [-5.911710892802905]]","[[0.12733837232396744], [0.851296506429942]]","[[0.007722975874285831], [0.0016412148631572698]]",[[0.0255305744563461]],[[-0.1028370416232084]]
29,"[[-0.6315575031928908], [1.0701960332348726], [-0.4141260732458709]]","[[-0.1717620803330952], [-0.10338550312324132], [0.17674480195165918]]","[[-0.6281811503992005], [0.8953819386029832], [-0.446291440749783]]","[[-0.9197810895415404], [-21.598754726930665], [-5.936989901939181]]","[[0.12809663732354606], [0.8514555381601276]]","[[0.007460879523379926], [0.0015468170961541183]]",[[0.024512456796110145]],[[-0.09840278150240002]]
30,"[[-0.6332569395540575], [1.0691868478509994], [-0.41239189712886193]]","[[-0.16546095390910615], [-0.09872335319527839], [0.16999575006024506]]","[[-0.6291500151123203], [0.8948413297611196], [-0.4451520151427642]]","[[-0.8908575979495255], [-21.586402112777797], [-5.959391024501765]]","[[0.12882904377387627], [0.8516054715460208]]","[[0.007205436911233987], [0.001458721500191551]]",[[0.02353801116807918]],[[-0.0941885570475556]]
31,"[[-0.6348938984066396], [1.0682229480699026], [-0.4107239621666799]]","[[-0.15937347259271875], [-0.0943079140727778], [0.16349962371300752]]","[[-0.6300795528663733], [0.8943326719859122], [-0.4440441943156041]]","[[-0.8626589296626239], [-21.573162852439122], [-5.979101394286607]]","[[0.12953625513895428], [0.8517469119939133]]","[[0.006956603256569327], [0.0013764708726715646]]",[[0.022605087496582806]],[[-0.09018176295362772]]
32,"[[-0.6364705028178922], [1.0673019526893857], [-0.40911979180137925]]","[[-0.15349296365140871], [-0.09012360772749739], [0.15724598744730933]]","[[-0.6309712701583718], [0.8938539982322241], [-0.44296737611813986]]","[[-0.8351756815966449], [-21.55914531917537], [-5.996298663859595]]","[[0.1302189299191665], [0.8518804211586801]]","[[0.006714325319989722], [0.0012996441771107037]]",[[0.021711658070115717]],[[-0.08637058392818076]]
33,"[[-0.637988809177778], [1.066421629800216], [-0.4075770107329484]]","[[-0.14781291539753832], [-0.08615602084663668], [0.1512249931643126]]","[[-0.631826614554854], [0.8934034761780152], [-0.4419209582287097]]","[[-0.8083978447083537], [-21.544447868317565], [-6.011151124350607]]","[[0.13087772084288074], [0.8520065203606022]]","[[0.006478542070728621], [0.0012278529160969498]]",[[0.020855809889488847]],[[-0.08274394307872374]]
34,"[[-0.639450808916699], [1.0655798857725207], [-0.40609333933610114]]","[[-0.14232698887131767], [-0.08239179183750103], [0.14542732684629273]]","[[-0.6326469780490186], [0.8929793957694993], [-0.44090433795839756]]","[[-0.7823149100735303], [-21.52916022243788], [-6.023817975982585]]","[[0.13151327412571584], [0.8521256936747843]]","[[0.006249185371520749], [0.0011607381318223808]]",[[0.02003573751971944]],[[-0.07929145386366471]]
35,"[[-0.6408584303036859], [1.064774755263191], [-0.4046665885574342]]","[[-0.1370290239600101], [-0.07881851708406065], [0.13984416470494473]]","[[-0.6334337000677419], [0.8925801586385476], [-0.43991691262654437]]","[[-0.7569159706178761], [-21.51336452870714], [-6.034449708574708]]","[[0.13212622879772778], [0.8522383907454292]]","[[0.00602618065285998], [0.001097967850294257]]",[[0.01924973640207091]],[[-0.07600337633798748]]
36,"[[-0.642213540261113], [1.0640043920833895], [-0.40329465521840246]]","[[-0.13191303886411077], [-0.07542467085539334], [0.13446713537239124]]","[[-0.6341880697712765], [0.8922042692253747], [-0.43895807985126234]]","[[-0.7321897818232799], [-21.497136147707515], [-6.043188470828598]]","[[0.13271721609650738], [0.8523450293630314]]","[[0.00580944756077284], [0.0010392348567478393]]",[[0.018496196603873975]],[[-0.07287057434825156]]
37,"[[-0.6435179461704236], [1.063267060814559], [-0.4019755176700206]]","[[-0.12697322905148634], [-0.072199534563646], [0.12928828680184293]]","[[-0.6349113283913099], [0.8918503269343526], [-0.4380272382834662]]","[[-0.7081248394418767], [-21.480544301719682], [-6.050168502075367]]","[[0.13328685892310987], [0.8524459978322303]]","[[0.005598900569289689], [0.000984254709435195]]",[[0.017773596974112224]],[[-0.06988447681556681]]
38,"[[-0.6447733976541766], [1.0625611290903014], [-0.40070723175964357]]","[[-0.1222039643240964], [-0.06913313341641658], [0.12430005662402657]]","[[-0.635604671268926], [0.8915170191870416], [-0.4371237882739081]]","[[-0.6847094353533572], [-21.463652612239713], [-6.0555165416079975]]","[[0.13383577135703806], [0.8525416571519124]]","[[0.0053944495536834], [0.0009327639508893704]]",[[0.017080499676481203]],[[-0.0670370411176251]]
39,"[[-0.6459815883242338], [1.0618850604782375], [-0.39948792707853314]]","[[-0.11759978529680522], [-0.06621617906705998], [0.1194952453611646]]","[[-0.6362692497795467], [0.8912031151569906], [-0.4362471325423946]]","[[-0.6619317096877926], [-21.446519563202227], [-6.059352225203038]]","[[0.13436455822640517], [0.8526323430253168]]","[[0.0051960003252249365], [0.0008845184816363982]]",[[0.016415545075469225]],[[-0.06432071900270064]]
40,"[[-0.647144157479216], [1.0612374079093754], [-0.3983158034678208]]","[[-0.11315539770324665], [-0.06344001690774503], [0.11486699145572218]]","[[-0.6369061729439925], [0.8909074602156796], [-0.4353966769054981]]","[[-0.6397796854071958], [-21.429198891513845], [-6.061788470482688]]","[[0.13487381472917098], [0.8527183677149587]]","[[0.005003455123442357], [0.000839292069854114]]",[[0.015777446962339424]],[[-0.061728423155269496]]
41,"[[-0.6482626917688865], [1.060616807609032], [-0.39718912775698084]]","[[-0.10886567033594155], [-0.06079657798900631], [0.11040874927325717]]","[[-0.6375165093630534], [0.8906289706170522], [-0.43457183079755596]]","[[-0.6182413243541678], [-21.411739970369354], [-6.062931824924519]]","[[0.13536412610210197], [0.8528000217552113]]","[[0.004816713080368906], [0.0007968749856313018]]",[[0.015164988083167023]],[[-0.059253499051690695]]
42,"[[-0.6493387268120775], [1.0600219734865364], [-0.3961062307168656]]","[[-0.10472562926428815], [-0.05827833484814329], [0.10611426824327558]]","[[-0.638101288619803], [0.8903666287931697], [-0.43377200789923726]]","[[-0.5973045452443486], [-21.3941881289012], [-6.06288281033943]]","[[0.1358360673338804], [0.8528775755346185]]","[[0.00463567064497572], [0.0007570727494909946]]",[[0.01457701595759406]],[[-0.05688969586801712]]
43,"[[-0.6503737487653729], [1.0594516919474553], [-0.3950655042106392]]","[[-0.10073045344617956], [-0.055878260809688135], [0.1019775739122955]]","[[-0.6386615028112689], [0.8901194789673929], [-0.4329966266509691]]","[[-0.5769572574800654], [-21.37658495284232], [-6.061736238363428]]","[[0.1362902029190525], [0.8529512807583143]]","[[0.004460221978505596], [0.0007197049784690712]]",[[0.014012438971443032]],[[-0.05463114034243352]]
44,"[[-0.651369195850381], [1.0589048170944442], [-0.39406539852506156]]","[[-0.09687547083528494], [-0.05358979256967786], [0.09799295063330093]]","[[-0.6391981080209914], [0.8898866230715637], [-0.43224511071115734]]","[[-0.5571873889387002], [-21.358968562988604], [-6.059581507958823]]","[[0.13672708664995836], [0.85302137180009]]","[[0.004290259321848566], [0.0006846043252073386]]",[[0.013470222719002367]],[[-0.05247231277052317]]
45,"[[-0.6523264598365668], [1.0583802662850106], [-0.3931044198677904]]","[[-0.09315615376363377], [-0.05140679587796565], [0.09415492558108854]]","[[-0.6397120256429218], [0.8896672169970481], [-0.4315168893939783]]","[[-0.5379829043325417], [-21.341373867181744], [-6.056502887263584]]","[[0.13714726144384115], [0.8530880669530243]]","[[0.004125673335197977], [0.000651615502211822]]",[[0.012949386580653957]],[[-0.05040802405823346]]
46,"[[-0.6532468874789666], [1.057877016017664], [-0.39218112801755606]]","[[-0.08956811459555736], [-0.04932353389318633], [0.09045825405953059]]","[[-0.6402041436713685], [0.8894604671161156], [-0.4308113980633713]]","[[-0.5193318247488858], [-21.323832792318264], [-6.052579779038364]]","[[0.13755125920253064], [0.8531515695867063]]","[[0.003966353412745982], [0.0006205943829384886]]",[[0.012449000521141658]],[[-0.048433394430351835]]
47,"[[-0.654131781914147], [1.0573940981200283], [-0.3912941341142758]]","[[-0.08610710176991274], [-0.047334638093169346], [0.08689790603742045]]","[[-0.6406753179590762], [0.889265627035725], [-0.4301280784770629]]","[[-0.5012222455008377], [-21.306374500742635], [-6.047886970577976]]","[[0.13793960070235084], [0.8532120692184221]]","[[0.0038121879749247745], [0.0005914071741663918]]",[[0.011968182091607077]],[[-0.046543833825661636]]
48,"[[-0.6549824040132805], [1.05693059621446], [-0.39044209857806444]]","[[-0.08276899542571885], [-0.045435081617928336], [0.08346905377897093]]","[[-0.6411263733700271], [0.8890819946058827], [-0.42946637910983576]]","[[-0.48364234814328766], [-21.289025586626924], [-6.042494870292779]]","[[0.13831279551199716], [0.8532697425051143]]","[[0.0036630647383517623], [0.0005639296530635107]]",[[0.011506093623115514]],[[-0.044735023263537683]]
49,"[[-0.6557999736931657], [1.0564856424392561], [-0.3896237291470233]]","[[-0.07954980341809409], [-0.04362015456315227], [0.08016706037376786]]","[[-0.6415581049069344], [0.888908909131854], [-0.42882575544063595]]","[[-0.466580413694202], [-21.271810257619226], [-6.036469732147842]]","[[0.13867134193628713], [0.8533247541622889]]","[[0.0035188709655881167], [0.0005380464641047134]]",[[0.011061939599068227]],[[-0.04300289760633982]]
50,"[[-0.6565856711865118], [1.0560584144050824], [-0.3888377790242796]]","[[-0.07644565727831813], [-0.04188544139944764], [0.0769874692482006]]","[[-0.6419712787836654], [0.8887457487830503], [-0.42820567021069933]]","[[-0.45002483255794434], [-21.254750503566033], [-6.029873867392273]]","[[0.13901572698383852], [0.8533772578155214]]","[[0.0033794936961678568], [0.0005136504695246735]]",[[0.010634964194292332]],[[-0.04134362942842648]]
51,"[[-0.657340638272459], [1.0556481323681322], [-0.38808304512585784]]","[[-0.07345280838842211], [-0.040226800020305126], [0.07392599443451253]]","[[-0.6423666334513605], [0.8885919281820498], [-0.4276055936545588]]","[[-0.43396411416979985], [-21.237866250877815], [-6.022765845864204]]","[[0.1393464263568451], [0.8534273967897553]]","[[0.0032448199596191163], [0.0004906421503414471]]",[[0.01022444896981655]],[[-0.039753613973076043]]
52,"[[-0.6580659794681558], [1.0552540566030255], [-0.38735836642162885]]","[[-0.07056762414874457], [-0.038640342523450694], [0.0709785116113171]]","[[-0.6427448805785416], [0.8884468961604769], [-0.42702500370607915]]","[[-0.4183868941398843], [-21.221175506653804], [-6.015200686421654]]","[[0.13966390446123456], [0.8534753048411545]]","[[0.0031147369720069262], [0.00046892905256612494]]",[[0.009829710713239759]],[[-0.03822945506087818]]
53,"[[-0.6587627631824999], [1.054875484959957], [-0.3866626223623416]]","[[-0.0677865843130234], [-0.03712241742535893], [0.06814104979275806]]","[[-0.6431067059926626], [0.8883101336674651], [-0.4264633861808324]]","[[-0.403281941126338], [-21.20469449146198], [-6.007230037742061]]","[[0.1399686144356007], [0.8535211068358621]]","[[0.002989132316758014], [0.00044842527554544986]]",[[0.009450099415116799]],[[-0.036767951944485594]]
54,"[[-0.6594320228331139], [1.054511750591833], [-0.38599473138625745]]","[[-0.0651062773973014], [-0.0356695932793728], [0.06540978366273828]]","[[-0.6434527705821532], [0.8881811518195033], [-0.42592023493659553]]","[[-0.3886381625585744], [-21.18843776248832], [-5.998902350337885]]","[[0.14026099819740745], [0.8535649193796653]]","[[0.002867894110944458], [0.00042905099847390105]]",[[0.009084996372461495]],[[-0.03536608701279726]]
55,"[[-0.6600747579277273], [1.0541622198385072], [-0.38535364949970036]]","[[-0.06252339722745648], [-0.0342786435008863], [0.06278102642593036]]","[[-0.643783711162597], [0.8880594900804916], [-0.4253950520132338]]","[[-0.37444460936481594], [-21.172418328228346], [-5.9902630393304115]]","[[0.14054148650504686], [0.8536068514022405]]","[[0.0027509111577644907], [0.00041073204242181305]]",[[0.008733812411080111]],[[-0.034021014301273765]]
56,"[[-0.6606919351109853], [1.053826290256073], [-0.38473836892605556]]","[[-0.06003473956981442], [-0.03294653237794887], [0.060251223202395565]]","[[-0.6441001413086239], [0.8879447145622766], [-0.42488734775334297]]","[[-0.36069048025234496], [-21.156647754655285], [-5.9813546397553905]]","[[0.1408104990344305], [0.8536470046993532]]","[[0.0026380730861919055], [0.00039339946470429155]]",[[0.00839598621903044]],[[-0.03273004874536777]]
57,"[[-0.6612844891779017], [1.0535033887803904], [-0.38414791681852667]]","[[-0.05763719888914076], [-0.03167040210786373], [0.057816944861576125]]","[[-0.6444026521539025], [0.8878364164364256], [-0.4243966409047923]]","[[-0.3473651249619527], [-21.14113626462342], [-5.972216953667526]]","[[0.14106844446886904], [0.8536854744361192]]","[[0.0025292704785656595], [0.00037698918320394625]]",[[0.00807098278396337]],[[-0.03149065613428967]]
58,"[[-0.6618533240550106], [1.0531929700147404], [-0.38358135403209387]]","[[-0.055327765215039765], [-0.030447560802624285], [0.05547488229704109]]","[[-0.6446918131606221], [0.8877342104491169], [-0.42392245870635087]]","[[-0.33445804740262375], [-21.125892829896372], [-5.962887190481751]]","[[0.14131572060107447], [0.8537223496141846]]","[[0.002424394986805245], [0.00036144162814943925]]",[[0.0077582919276391995]],[[-0.030300443716068173]]
59,"[[-0.6623993137503317], [1.0528945146324151], [-0.3830377739507571]]","[[-0.05310352110278074], [-0.029275471399451802], [0.053221841092905814]]","[[-0.6449681728601809], [0.8876377335314642], [-0.42346433695738683]]","[[-0.32195890794113646], [-21.11092525744871], [-5.953400100170918]]","[[0.1415527144461938], [0.8537577135054666]]","[[0.002323339438045635], [0.0003467014193292428]]",[[0.007457426931326064]],[[-0.029157151408188024]]
60,"[[-0.6629233032732598], [1.0526075278857996], [-0.3825163013663295]]","[[-0.05096163871224582], [-0.028151741364461497], [0.05105473650066844]]","[[-0.6452322595667926], [0.887546643498364], [-0.4230218200726515]]","[[-0.3098575254602953], [-21.096240269851865], [-5.94378810017544]]","[[0.14177980236484744], [0.8537916440548812]]","[[0.0022259979303468347], [0.0003327170666977963]]",[[0.007167923246209146]],[[-0.028058643577177547]]
61,"[[-0.6634261095254088], [1.0523315382140892], [-0.38201609140535353]]","[[-0.048899376998148975], [-0.027074113148651435], [0.04897058879394661]]","[[-0.6454845820652605], [0.8874606178295086], [-0.42259446112304333]]","[[-0.2981438789791473], [-21.081843580440925], [-5.934081396115155]]","[[0.14199735019521265], [0.8538242142543093]]","[[0.0021322659189637605], [0.00031944069273093234]]",[[0.0068893372833268495]],[[-0.02700290135285377]]
62,"[[-0.6639085221634515], [1.0520660959425192], [-0.38153632850113955]]","[[-0.04691407896844728], [-0.026040455364964105], [0.04696651890539902]]","[[-0.6457256302737289], [0.8873793525268727], [-0.4221818218633137]]","[[-0.2868081087515808], [-21.06773996385571], [-5.924308096794086]]","[[0.14220571339325036], [0.853855492489871]]","[[0.0020420402940146687], [0.0003068277745876813]]",[[0.0066212452779289424]],[[-0.02598801542687367]]
63,"[[-0.6643713044349545], [1.0518107720664338], [-0.38107622540803243]]","[[-0.04500316908091072], [-0.025048754564753695], [0.04503974431593605]]","[[-0.6459558758839559], [0.8873025610429538], [-0.42178347274731764]]","[[-0.2758405176720382], [-21.05393332140159], [-5.914494323790537]]","[[0.14240523718023262], [0.8538855428644264]]","[[0.001955219449822909], [0.0002948369049016186]]",[[0.00636324222344884]],[[-0.025012179329728327]]
64,"[[-0.6648151939882088], [1.0515651571141815], [-0.3806350222553401]]","[[-0.04316415069777886], [-0.024097107631608883], [0.04318757520353397]]","[[-0.6461757729782421], [0.8872299732753157], [-0.4213989929318085]]","[[-0.2652315714280111], [-21.04042674340934], [-5.904664315668414]]","[[0.14259625669677942], [0.8539144254970861]]","[[0.001871703346675857], [0.0002834295696252376]]",[[0.006114940870633368]],[[-0.024073683124715077]]
