step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.4846958401219126], [1.1876215673934691], [-0.5831882916886607]]","[[0.03673608280155008], [0.727711523854527], [-0.3771078918620425]]","[[-0.47812987674239005], [1.0821917105618843], [-0.5879564216733202]]","[[-0.9601037051832926], [-18.294742467289424], [3.638353004793303]]","[[0.9073148411917431], [0.8264430924062625]]","[[0.0017415718169822014], [-0.016192981510010362]]",[[0.11973743558289586]],[[0.3873397147940345]]
11,"[[-0.48444136455890735], [1.1949785057298556], [-0.5869769220759832]]","[[0.02257520793531914], [0.7379253159284085], [-0.37902884032487366]]","[[-0.47941932335482623], [1.0879260752156579], [-0.59275770690475]]","[[-1.0590234299676948], [-18.61778988496859], [3.5060792521727144]]","[[0.9074934056831938], [0.8248027374281695]]","[[0.0018288461972271186], [-0.01649378558145065]]",[[0.12356021909496533]],[[0.3814716835388539]]
12,"[[-0.4843230353377493], [1.2024273289131375], [-0.5907809264159934]]","[[0.009558885755580684], [0.7463080656513177], [-0.38030278603700574]]","[[-0.48077519531743274], [1.0937192429036882], [-0.597639252623906]]","[[-1.1601150514603622], [-18.92715031155398], [3.3575083550847133]]","[[0.9076800807570592], [0.8231343395706606]]","[[0.0019045911531900828], [-0.01675825230834649]]",[[0.127323367159396]],[[0.37556416537103116]]
13,"[[-0.4843283000610435], [1.2099522075750504], [-0.5945956191335529]]","[[-0.002184050242657165], [0.7533110716047501], [-0.3812395990467249]]","[[-0.4821508296970738], [1.0995833936419483], [-0.6026445428168224]]","[[-1.2587235178274145], [-19.223229232800584], [3.1883874446648854]]","[[0.9078735301865312], [0.821440983059616]]","[[0.001965618765487065], [-0.016996254241585795]]",[[0.131028288380453]],[[0.36988742231536803]]
14,"[[-0.4844478775024049], [1.2175416795410126], [-0.5984183724580315]]","[[-0.01317060521978028], [0.759330838084821], [-0.38198075380272173]]","[[-0.48358729442664466], [1.1054964875974003], [-0.6077406116292238]]","[[-1.3574495008417984], [-19.511655853417956], [3.004777833374675]]","[[0.9080722078432754], [0.8197248889688881]]","[[0.00201047815063804], [-0.017215168173412287]]",[[0.13467542958057527]],[[0.36417947906118026]]
15,"[[-0.4846768521955358], [1.225187586271428], [-0.6022477267028276]]","[[-0.023791548384772918], [0.7646495441568357], [-0.38262236860419924]]","[[-0.4851065130278888], [1.1114540866766713], [-0.6129032240044344]]","[[-1.456336091044008], [-19.794760310680612], [2.8110884242323717]]","[[0.9082744482941748], [0.8179876663184231]]","[[0.0020382010722852506], [-0.01742017562504916]]",[[0.13826300737306466]],[[0.3582356271690026]]
16,"[[-0.4850123426678707], [1.2328840266027539], [-0.6060832223432413]]","[[-0.03416411297905646], [0.769459718827985], [-0.383261548202601]]","[[-0.4867089994450279], [1.1174613619731588], [-0.6181203757864321]]","[[-1.554574968274111], [-20.072840378231138], [2.6100206945629685]]","[[0.9084784857928964], [0.8162304852738307]]","[[0.002047834055363129], [-0.017615155041517117]]",[[0.1417884615916428]],[[0.352034057648605]]
17,"[[-0.48545176950774244], [1.2406267499081052], [-0.6099253809894378]]","[[-0.04428009829599912], [0.7739101727901219], [-0.38399415273135323]]","[[-0.48838849475726304], [1.1235261285627516], [-0.6233870989866145]]","[[-1.6515988195374829], [-20.345578754252273], [2.4033507955157516]]","[[0.9086824599319702], [0.8144541645862698]]","[[0.0020384753237845388], [-0.017803384410375322]]",[[0.14524959941092672]],[[0.3456359217616308]]
18,"[[-0.48599186751656953], [1.2484125226185847], [-0.6137755246247502]]","[[-0.05404765005271478], [0.7780707944153327], [-0.38488582668681237]]","[[-0.49013541230114965], [1.1296350218798301], [-0.6286936346906064]]","[[-1.7472913641368306], [-20.61523848231507], [2.1934204466551783]]","[[0.9088844319215661], [0.8126592845617275]]","[[0.0020094612580567883], [-0.017986601587316464]]",[[0.14864513047726702]],[[0.33913731767808264]]
19,"[[-0.48662917894365243], [1.256238991251078], [-0.6176355868313569]]","[[-0.06347872974132322], [0.7820387298541776], [-0.38599649446369694]]","[[-0.49194732331376156], [1.1358000636286991], [-0.6340423103240279]]","[[-1.8416737977451736], [-20.88059624084666], [1.9807609502347299]]","[[0.9090824061300754], [0.8108462240378888]]","[[0.001960270056633462], [-0.018166983080991628]]",[[0.15197422547606831]],[[0.3325635056502963]]
20,"[[-0.487359766121033], [1.2641044833916262], [-0.6215080482836465]]","[[-0.07250133166286438], [0.7858638344809488], [-0.38737464264756094]]","[[-0.4938142704941119], [1.1420174512117889], [-0.6394276479693237]]","[[-1.9344743063902552], [-21.14248262584166], [1.7670594507157131]]","[[0.9092743393896401], [0.8090151938204999]]","[[0.001890490954303825], [-0.018345864361701825]]",[[0.15523666898694513]],[[0.32598786016938486]]
21,"[[-0.4881796818857793], [1.272007785975061], [-0.6253956975233034]]","[[-0.08114533168840964], [0.7895847523750779], [-0.3890398141974314]]","[[-0.4957364358907952], [1.1482828816365391], [-0.6448427128018951]]","[[-2.026001274565857], [-21.40174660002141], [1.5539878927760464]]","[[0.9094581679725748], [0.8071662970387804]]","[[0.0018000489914848927], [-0.018524080872883708]]",[[0.15843240656597768]],[[0.3193996064880978]]
22,"[[-0.48908533187046915], [1.2799480442155906], [-0.6293014864666863]]","[[-0.08944741535864689], [0.7932346118546735], [-0.39100611472621105]]","[[-0.4977128064150614], [1.1545986091271367], [-0.650285403900963]]","[[-2.116227850505016], [-21.65823809839092], [1.3424476054707515]]","[[0.9096318262413191], [0.8052995604717125]]","[[0.0016889663105978947], [-0.01870233463807658]]",[[0.16156122587843672]],[[0.31278108177095404]]
23,"[[-0.49007337665863], [1.2879246860307902], [-0.633228498750797]]","[[-0.09742765794545216], [0.7968385106550998], [-0.39328564588353476]]","[[-0.4997410280510503], [1.1609670401099965], [-0.655754000471487]]","[[-2.205045162627463], [-21.911746648049956], [1.133281152108139]]","[[0.9097932538017504], [0.8034149485223291]]","[[0.001557324023948592], [-0.01888119358324225]]",[[0.16462281062136025]],[[0.3061252068238353]]
24,"[[-0.4911406068532368], [1.2959373516880683], [-0.637179927035878]]","[[-0.1050957473325944], [0.8004150961205414], [-0.3958881452308694]]","[[-0.5018181804110802], [1.1673904354610052], [-0.6612467567268149]]","[[-2.2923462756487534], [-22.162050459298047], [0.9273279764473003]]","[[0.9099404018329068], [0.8015123754603863]]","[[0.001405268530485504], [-0.01906111056866333]]",[[0.16761681779895268]],[[0.29943120355593905]]
25,"[[-0.4922838276222739], [1.3039858334171097], [-0.6411590549543176]]","[[-0.11244964366270116], [0.8039774287214674], [-0.398821905938282]]","[[-0.5039405379772576], [1.1738708655890626], [-0.6667625870643841]]","[[-2.378017898102331], [-22.40892265269062], [0.7253272286138406]]","[[0.9100712387565182], [0.7995917156951052]]","[[0.001232996953393073], [-0.01924244650268747]]",[[0.17054295084051985]],[[0.2927058791216229]]
26,"[[-0.4934998602630411], [1.3120700366094427], [-0.64516922760014]]","[[-0.11949253781883365], [0.8075352688934725], [-0.4020915266238892]]","[[-0.5061050469771002], [1.1804099203349658], [-0.6723000288597798]]","[[-2.462000194927527], [-22.652192396462397], [0.5280485173161111]]","[[0.9101837570778931], [0.7976528122792124]]","[[0.0010407834319270393], [-0.019425476006385]]",[[0.1734009487462594]],[[0.2859512044496109]]
27,"[[-0.49478544844886985], [1.3201899425897492], [-0.6492138437731682]]","[[-0.12621223597481376], [0.8110952726203172], [-0.4057025388932883]]","[[-0.5083070869593488], [1.1870101638017487], [-0.6778589405105819]]","[[-2.544155502082454], [-22.891521080464788], [0.3360775674832175]]","[[0.9102759777689076], [0.7956954824777852]]","[[0.0008289266244854154], [-0.01961045013345597]]",[[0.17619065036770987]],[[0.27918049775221504]]
28,"[[-0.4961372564607992], [1.328345586811408], [-0.6532963385678574]]","[[-0.13260288743881438], [0.8146616945027388], [-0.409657210203662]]","[[-0.5105429125201754], [1.193672720644251], [-0.683438561595298]]","[[-2.62443512011472], [-23.12677206639537], [0.1500688023728547]]","[[0.9103459554016626], [0.7937195222553087]]","[[0.0005977907125309656], [-0.019797550358180427]]",[[0.17891199178275008]],[[0.27240159685912396]]
29,"[[-0.4975517103526232], [1.3365370678028772], [-0.6574202171502564]]","[[-0.13863352776039078], [0.8182436019057053], [-0.41396544573215976]]","[[-0.5128053632982488], [1.200404742328166], [-0.6890398170282246]]","[[-2.7025511838352907], [-23.356951629228604], [-0.029498390228383742]]","[[0.9103917794363735], [0.791724698474239]]","[[0.0003477226821146928], [-0.019987161882306648]]",[[0.18156514029999724]],[[0.26564462841087766]]
30,"[[-0.4990251427863484], [1.3447644881991652], [-0.6615889828254093]]","[[-0.1443046417886612], [0.8218335889147556], [-0.4186200185241823]]","[[-0.5150922752991577], [1.207199037045242], [-0.6946587248730134]]","[[-2.778690233368416], [-23.583081082581096], [-0.20155841223832982]]","[[0.9104115845933247], [0.7897107669919691]]","[[7.924826841421151e-05], [-0.020179172521339606]]",[[0.1841503625874074]],[[0.2589089286007733]]
31,"[[-0.5005539472779006], [1.3530279350249572], [-0.6658060751190408]]","[[-0.14962437613452448], [0.8254341897705197], [-0.4236153576750109]]","[[-0.5173980322418267], [1.214066604049974], [-0.7002864020596588]]","[[-2.852426726792493], [-23.803523348960535], [-0.3643195926056817]]","[[0.9104035677811713], [0.7876774821235589]]","[[-0.00020693451420195075], [-0.02037369274101586]]",[[0.18666791262801583]],[[0.2521944559621233]]
32,"[[-0.5021159182152989], [1.3613255757839282], [-0.6700777213067619]]","[[-0.1519906677807697], [0.8288300094568891], [-0.4293757512130198]]","[[-0.5194563288801154], [1.2211149532037602], [-0.7059740422636955]]","[[-2.911925606738368], [-23.999628136858675], [-0.5205690658932951]]","[[0.9103657128465026], [0.7856245008678789]]","[[-0.0005142641571476148], [-0.02057344385382187]]",[[0.18913193626186586]],[[0.24746359046196112]]
33,"[[-0.5036736747367749], [1.369654533741298], [-0.6744128000825688]]","[[-0.15038664409940328], [0.8319408782647153], [-0.43607803982353216]]","[[-0.5211936150904833], [1.2282628062224077], [-0.7117477352116794]]","[[-2.9623032094804467], [-24.182339538960832], [-0.6710000895001895]]","[[0.910295799143504], [0.783551245511697]]","[[-0.0008441327813635269], [-0.02077993585340998]]",[[0.1915680589219538]],[[0.2454761943417797]]
34,"[[-0.5052078731169413], [1.3780140572016828], [-0.6788176642167282]]","[[-0.14776101061745742], [0.8350181757486759], [-0.44324756367320467]]","[[-0.5228931946711871], [1.235335373971046], [-0.7175608907626478]]","[[-3.02103827050352], [-24.380338372683383], [-0.8120044186963546]]","[[0.9101918848442081], [0.7814571230741141]]","[[-0.0011918198177807149], [-0.020990685322364033]]",[[0.19398851986801519]],[[0.24400960146029094]]
35,"[[-0.5067249384216378], [1.3864055459158635], [-0.6832944612693233]]","[[-0.1464635035776753], [0.8382602884424799], [-0.4505003707698281]]","[[-0.5247252055332078], [1.242355741184839], [-0.723404438897338]]","[[-3.089113608670234], [-24.592338508314825], [-0.945752784481322]]","[[0.9100524437049139], [0.7793417834419889]]","[[-0.0015535396924670763], [-0.02120342626995564]]",[[0.196386146224903]],[[0.24129641409611519]]
36,"[[-0.5082532319312077], [1.3948321992875743], [-0.6878416348731123]]","[[-0.14856220142716736], [0.8418325158410828], [-0.45747801324353543]]","[[-0.5268564031513323], [1.2493571543619393], [-0.7292193738372471]]","[[-3.1666968506381803], [-24.815504131193713], [-1.0671854430133896]]","[[0.9098763453250577], [0.7772051185675927]]","[[-0.0019251995571956115], [-0.021415640087840693]]",[[0.19873733248325381]],[[0.23579230117151873]]
37,"[[-0.5098210762679343], [1.4032967364459987], [-0.6924572340261594]]","[[-0.15317931424333855], [0.8456536230395385], [-0.46430995262088265]]","[[-0.5291896966216391], [1.256467985550909], [-0.7350442637211233]]","[[-3.242672791444307], [-25.03012227085804], [-1.1813727146077653]]","[[0.9096625493008134], [0.7750471635299913]]","[[-0.002307460584505261], [-0.021627841676530313]]",[[0.20101842615190724]],[[0.22816435617759498]]
38,"[[-0.5114358318253317], [1.4117995442062328], [-0.6971423894274732]]","[[-0.15776347956985343], [0.8494609562715817], [-0.471389680740125]]","[[-0.5315164087429638], [1.2637274520296669], [-0.7409353465308627]]","[[-3.309366800998378], [-25.227742935154453], [-1.2928243170469598]]","[[0.9094097489533416], [0.7728678884315908]]","[[-0.0027039293358677163], [-0.02184149709271166]]",[[0.20322132295342804]],[[0.22030779596274214]]
39,"[[-0.5130922215508389], [1.4203401365069421], [-0.7019004381954211]]","[[-0.1616260403538236], [0.8532264465860483], [-0.478848833942088]]","[[-0.5338092277807219], [1.2710990482605191], [-0.7468801775936484]]","[[-3.370948544218656], [-25.413442488058056], [-1.397739346214293]]","[[0.9091164654093058], [0.7706670691107589]]","[[-0.0031153852176890595], [-0.022058275525982385]]",[[0.20534747676068327]],[[0.21275157229013653]]
40,"[[-0.5147827020041009], [1.4289180724505908], [-0.7067352177801819]]","[[-0.16474121619072785], [0.8569515613786665], [-0.48669115526021967]]","[[-0.5360720578168576], [1.2785475338948067], [-0.7528616544317902]]","[[-3.4295852696784284], [-25.5924783263195], [-1.492861288910398]]","[[0.9087812276799855], [0.7684443787905647]]","[[-0.0035412785649557854], [-0.022278471811032485]]",[[0.20740015266630538]],[[0.20551918992544138]]
41,"[[-0.516501197431633], [1.4375331087818068], [-0.7116503325064738]]","[[-0.16732418838554886], [0.8606584489182808], [-0.49487949452014124]]","[[-0.5383196215781954], [1.2860638209572883], [-0.7588761992444323]]","[[-3.486303360284448], [-25.766389381548414], [-1.5774576268709273]]","[[0.9084026481259351], [0.7661994709900889]]","[[-0.003980637720180091], [-0.02250211304406502]]",[[0.20938157884370057]],[[0.19845476601145187]]
42,"[[-0.5182436064128172], [1.4461851971733104], [-0.7166490350437474]]","[[-0.1695595728524481], [0.8643647248689591], [-0.5033801794784678]]","[[-0.5405614356231779], [1.2936486492952965], [-0.7649249788435184]]","[[-3.5412644826318354], [-25.93522274859563], [-1.6515502830790492]]","[[0.9079794340108166], [0.7639319984647951]]","[[-0.004432530867226614], [-0.022729194955017906]]",[[0.21129255571674757]],[[0.19142497254032048]]
43,"[[-0.5200070118822712], [1.4548744230242965], [-0.7217343599378642]]","[[-0.1715347630222938], [0.8680841103505774], [-0.5121783786638937]]","[[-0.5427991644308774], [1.301309069421962], [-0.7710120164573283]]","[[-3.5942211680369844], [-26.098053740451057], [-1.7154459207685828]]","[[0.9075103740935576], [0.7616416033916402]]","[[-0.00489620852330841], [-0.022959938456112994]]",[[0.21313305120416226]],[[0.18437096866552832]]
44,"[[-0.5217889018465713], [1.4636008976694723], [-0.7269092279899553]]","[[-0.17326976829660357], [0.8718134761962728], [-0.5212636699707476]]","[[-0.5450312950008355], [1.3090432309010818], [-0.777137829817616]]","[[-3.6450723223335624], [-26.25514556763875], [-1.7688867821404146]]","[[0.9069943280740668], [0.7593279194295659]]","[[-0.005370973000817791], [-0.023194346754962236]]",[[0.2149027678329465]],[[0.17728003793005992]]
45,"[[-0.5235868930844494], [1.4723646985777086], [-0.7321764694050062]]","[[-0.17477416027884363], [0.8755496478543313], [-0.5306277964610089]]","[[-0.5472559494252522], [1.3168523235410554], [-0.7833040943758361]]","[[-3.6937682029553525], [-26.40629113557032], [-1.8117824031205065]]","[[0.906430224547798], [0.7569905779853204]]","[[-0.00585613935882856], [-0.023432460800731914]]",[[0.21660133608825277]],[[0.17014769111561742]]
46,"[[-0.5253986473641515], [1.4811658722419858], [-0.7375388430091835]]","[[-0.17605022007353038], [0.8792899039478131], [-0.5402642837414944]]","[[-0.5494707600573622], [1.32473762629188], [-0.7895124794868811]]","[[-3.7402538770859266], [-26.551270450789904], [-1.8440343137047746]]","[[0.9058170600690163], [0.7546292041502151]]","[[-0.006351029948314935], [-0.023674363517189878]]",[[0.21822838186865215]],[[0.162975400133927]]
47,"[[-0.5272218266640498], [1.490004445467359], [-0.7429990522635093]]","[[-0.17709703343861286], [0.8830330078987461], [-0.5501682128021796]]","[[-0.5516731643728287], [1.3327006262199623], [-0.7957649320578726]]","[[-3.7844796593002243], [-26.689844228331676], [-1.8655786703872168]]","[[0.9051538985649721], [0.752243411560085]]","[[-0.006854972962733186], [-0.02392019511082699]]",[[0.21978356653979936]],[[0.15576776165681525]]
48,"[[-0.5290540719283628], [1.4988804327151513], [-0.7485597537632184]]","[[-0.17791209283944764], [0.8867778241900681], [-0.5603350003117734]]","[[-0.5538605685281458], [1.340742064822808], [-0.8020630763084513]]","[[-3.826412081447827], [-26.8218863404233], [-1.8763058954678609]]","[[0.9044398713999853], [0.749832799059091]]","[[-0.007367291311066726], [-0.024170110107823994]]",[[0.22126660702357034]],[[0.14853073103998563]]
49,"[[-0.5308916834466524], [1.507793231848452], [-0.7542234758062927]]","[[-0.17831203913119165], [0.8904255606232273], [-0.570739519979147]]","[[-0.5560173225591679], [1.3488253593187052], [-0.8083911876601713]]","[[-3.865995539626156], [-26.951883879824223], [-1.873692741620514]]","[[0.903674183002203], [0.7473970699051411]]","[[-0.007887148175211856], [-0.024422207744956292]]",[[0.22267807259550734]],[[0.14137400151175034]]
50,"[[-0.5327298980866318], [1.5167406754678348], [-0.7599919382890583]]","[[-0.1782280395253355], [0.8937715287615403], [-0.5812604493366029]]","[[-0.5581409319709721], [1.3568788591110175], [-0.8147032080964589]]","[[-3.9042765306071034], [-27.08834889985917], [-1.8516848035499984]]","[[0.9028561814826752], [0.7449363115893285]]","[[-0.008412670812096845], [-0.024671116692476236]]",[[0.22401883909214407]],[[0.13428303990187962]]
51,"[[-0.5345661478294926], [1.525719676999759], [-0.7658656965485546]]","[[-0.177990855072033], [0.8967909597629221], [-0.5917980476084385]]","[[-0.5602530484942255], [1.3649432552388938], [-0.8210205004122848]]","[[-3.9417198702226597], [-27.224357894427893], [-1.8144360265135249]]","[[0.9019854017127562], [0.7424509475225316]]","[[-0.008942138812795264], [-0.02491489691299753]]",[[0.22528783262171]],[[0.12700205708131193]]
52,"[[-0.5363996172601161], [1.5347269761576707], [-0.7718447083911759]]","[[-0.1777058548630329], [0.8994813267475934], [-0.6023178101556941]]","[[-0.5623543985507612], [1.373043299734402], [-0.8273561030275838]]","[[-3.9774178278293375], [-27.35565271599588], [-1.7642954555231787]]","[[0.9010615103308487], [0.7399415184430922]]","[[-0.009474483406590739], [-0.025153040478020916]]",[[0.22648265050637925]],[[0.1194576617311439]]
53,"[[-0.5382294931832056], [1.5437592933424156], [-0.7779288316100352]]","[[-0.177329452545139], [0.9018479004339833], [-0.6128243349858932]]","[[-0.5644368192803949], [1.3811934268100818], [-0.8337179560280105]]","[[-4.010638794598323], [-27.479616795348182], [-1.7024561312189836]]","[[0.9000842566330113], [0.7374085742703161]]","[[-0.010009017474021942], [-0.025385827685175943]]",[[0.22760096854917328]],[[0.11169411289953489]]
54,"[[-0.5400545471407806], [1.5528135317286478], [-0.7841180480934471]]","[[-0.1768217075303285], [0.9039189434706216], [-0.6233359993739247]]","[[-0.5664944321634987], [1.3894049079683617], [-0.8401121840072859]]","[[-4.041073890581962], [-27.59436345617865], [-1.6296709925452744]]","[[0.8990534520215202], [0.7348525995541685]]","[[-0.010545170051268205], [-0.0256142001892945]]",[[0.22864093649441955]],[[0.10376123656636813]]
55,"[[-0.5418733660423085], [1.5618869948849936], [-0.7904125488638409]]","[[-0.17617313999427092], [0.9057421260796823], [-0.6338764821968159]]","[[-0.5685241752820303], [1.3976870451669656], [-0.8465436802611419]]","[[-4.068572188505017], [-27.698558514424413], [-1.5464188863205004]]","[[0.8979689636884788], [0.7322739575687891]]","[[-0.011082401862139157], [-0.02583956876637261]]",[[0.229601079978845]],[[0.0956925038874569]]
56,"[[-0.5436842550800501], [1.5709774440246502], [-0.796812793848319]]","[[-0.17534855327726412], [0.9073629707871829], [-0.6444741848422775]]","[[-0.570520831962974], [1.40604400521367], [-0.8530153081990535]]","[[-4.092938921495538], [-27.79169812117732], [-1.4527826328977782]]","[[0.8968307100285977], [0.7296728664331523]]","[[-0.011620211308782658], [-0.02606342280757623]]",[[0.2304803950962805]],[[0.08754023266764101]]
57,"[[-0.545485277428727], [1.580083106456642], [-0.8033195092054284]]","[[-0.17432883202164093], [0.908828207261047], [-0.6551546585828085]]","[[-0.5724809579823908], [1.4144782347126084], [-0.8595292662606825]]","[[-4.1141370433733035], [-27.873618694888187], [-1.3487294219280963]]","[[0.8956386618799265], [0.7270493943769806]]","[[-0.012158059591771408], [-0.026287260969937165]]",[[0.23127831982248723]],[[0.07934471665887474]]
58,"[[-0.5472744003140055], [1.58920267103511], [-0.8099336514380509]]","[[-0.1731084952520206], [0.9101828630424323], [-0.6659392876754047]]","[[-0.5744022133735347], [1.422990985722228], [-0.8660873171037721]]","[[-4.132174431516359], [-27.944390105280366], [-1.234166337032924]]","[[0.8943928467858885], [0.7244034632893913]]","[[-0.012695361083059353], [-0.026512512137721878]]",[[0.231994619283053]],[[0.07113508011386871]]
59,"[[-0.5490495834671202], [1.5983352541902378], [-0.8166563659053058]]","[[-0.17168873714220825], [0.9114675463247817], [-0.6768451518713492]]","[[-0.5762828146138113], [1.4315825875316395], [-0.8726909064585077]]","[[-4.147076298694944], [-28.004242545550824], [-1.1089664748031776]]","[[0.8930933534915916], [0.721734859029549]]","[[-0.013231484857523235], [-0.02674047840838245]]",[[0.23262930481781202]],[[0.06293365731122429]]
60,"[[-0.5508088295588094], [1.6074803498477443], [-0.8234889436443659]]","[[-0.1700750105686744], [0.9127175017200324], [-0.6878849576198889]]","[[-0.5781213938399354], [1.4402528211632852], [-0.8793413053035362]]","[[-4.158882224463861], [-28.05349260629542], [-0.9729977800220453]]","[[0.891740336391682], [0.7190432455333602]]","[[-0.013765755701267146], [-0.026972310641548702]]",[[0.23318257664456923]],[[0.05475753353374629]]
61,"[[-0.5525502160222074], [1.6166377739875168], [-0.8304327788231611]]","[[-0.16827543783284837], [0.9139623616917977], [-0.6990672211856004]]","[[-0.5799168816127103], [1.4490011431888805], [-0.8860396924123437]]","[[-4.167639966038634], [-28.092498614345853], [-0.8261402819440133]]","[[0.8903340197744698], [0.7163281804037333]]","[[-0.014297457131939861], [-0.02720900089758782]]",[[0.2336547791421463]],[[0.04661970267221041]]
62,"[[-0.5542719147240845], [1.6258076101542587], [-0.8374893293558441]]","[[-0.1662997738515974], [0.9152264870962477], [-0.7103967003126898]]","[[-0.581668414850745], [1.4578269434060018], [-0.8927872424637726]]","[[-4.173399242168065], [-28.121616897595757], [-0.6683012253807916]]","[[0.8888747016669835], [0.7135891303784045]]","[[-0.014825836257958969], [-0.027451390337540627]]",[[0.2340463660743303]],[[0.03853001293196054]]
63,"[[-0.5559721974330541], [1.634990157336387], [-0.8446600821127196]]","[[-0.16415787162936066], [0.9165291553903303], [-0.7218748510982875]]","[[-0.58337522027016], [1.4667295058729226], [-0.8995850993634135]]","[[-4.176208544748745], [-28.141201935638808], [-0.4994117539789974]]","[[0.8873627571629803], [0.7108254861194944]]","[[-0.015350108936451612], [-0.027700175304845587]]",[[0.23435787779061254]],[[0.03049643266495997]]
64,"[[-0.5576494378598951], [1.6441858829403915], [-0.8519465219419007]]","[[-0.16185982788029535], [0.917885239480961], [-0.733500202371139]]","[[-0.5850366271540953], [1.4757081391393125], [-0.9064344131765987]]","[[-4.176115881270227], [-28.1515863648313], [-0.3194334527734516]]","[[0.885798641332783], [0.7080365759078395]]","[[-0.01586946374303455], [-0.02795592152698978]]",[[0.2345899231385962]],[[0.02252520922952632]]
