step,q,dq,qr,tau,r_pos,r_vel,th,dth
41,"[[-0.558014057868372], [1.1525723812522493], [-0.49041402780688564]]","[[-0.0801565214979101], [-0.010201515383031268], [0.09700155833345193]]","[[-0.5564638809413088], [0.9760437248737973], [-0.5081167670221104]]","[[-1.652783989467455], [-22.27601889388529], [-2.9753506283757876]]","[[1.5588441237664559], [0.8353152235400574]]","[[0.006039556160875037], [0.00013118094249753298]]",[[0.10414429557698904]],[[0.00664352145023326]]
42,"[[-0.5588218580901495], [1.1524673768896196], [-0.48944823468084003]]","[[-0.07916709476400961], [-0.010837065161075937], [0.09584993924458987]]","[[-0.557109270957504], [0.9758143186021757], [-0.5075911833371844]]","[[-1.6520206823395314], [-22.29463318995556], [-3.0300501826812773]]","[[1.5594427223611482], [0.8353288872723902]]","[[0.005938032636554347], [0.00014094275733178563]]",[[0.10419728411862991]],[[0.005845779319504325]]
43,"[[-0.5596194836642754], [1.1523562768350504], [-0.48849410341249266]]","[[-0.07816298960502513], [-0.011421304350440226], [0.09467695787277293]]","[[-0.5577432542882064], [0.9755877616849982], [-0.5070668969332396]]","[[-1.6509866897652814], [-22.312341942214378], [-3.082981507027144]]","[[1.5600312004811798], [0.8353434809843205]]","[[0.0058371484636055015], [0.00014983808046542535]]",[[0.10424268975827987]],[[0.005092663915030132]]
44,"[[-0.5604068014792694], [1.1522395804971788], [-0.4875518321009694]]","[[-0.07714637020762784], [-0.011956883425507936], [0.0934854638058365]]","[[-0.5583659549134224], [0.9753640960427534], [-0.5065443309405]]","[[-1.6497005569758794], [-22.329186108392094], [-3.134206615532513]]","[[1.5606096264902418], [0.8353589207407106]]","[[0.005736984148008162], [0.00015791829186539985]]",[[0.1042809469169414]],[[0.004382210174978061]]
45,"[[-0.5611836994916655], [1.1521177613635474], [-0.4866215912001078]]","[[-0.07611927379045692], [-0.01244634175301404], [0.09227814430302544]]","[[-0.5589775028164217], [0.9751433554609642], [-0.5060238812228994]]","[[-1.6481800139354532], [-22.34520525718508], [-3.183785971741983]]","[[1.5611780764757617], [0.8353751276033361]]","[[0.005637614183640061], [0.00016523209341867684]]",[[0.10431247067177526]],[[0.0037125287595545144]]
46,"[[-0.5619500854764069], [1.1519912680915025], [-0.4857035251085987]]","[[-0.07508361627466431], [-0.012892111336261503], [0.09105753079865742]]","[[-0.5595780333663092], [0.9749255662020054], [-0.5055059174842524]]","[[-1.6464419999817788], [-22.36043759299897], [-3.2317784813006574]]","[[1.5617366336615452], [0.8353920273696862]]","[[0.005539107308849545], [0.00017182563462059264]]",[[0.10433765750649507]],[[0.003081803185454342]]
47,"[[-0.5627058858332252], [1.15186052556188], [-0.48479775369526246]]","[[-0.07404119772200435], [-0.01329652051318958], [0.0898260053280148]]","[[-0.5601676867356313], [0.9747107475828758], [-0.504990784347256]]","[[-1.6445026880795495], [-22.374919981553354], [-3.2782414876361567]]","[[1.562285387845761], [0.8354095503241032]]","[[0.005441526756988502], [0.00017774263386671763]]",[[0.10435688603339363]],[[0.0024882870939595316]]
48,"[[-0.5634510444468666], [1.1517259358962733], [-0.483904373761118]]","[[-0.07299370756876979], [-0.013661797564274353], [0.08858580677336891]]","[[-0.560746607351704], [0.9744989125201865], [-0.5044788024051471]]","[[-1.6423775087732755], [-22.388687975872145], [-3.3232307726872374]]","[[1.5628244348636902], [0.8354276310008169]]","[[0.005344930501682832], [0.00018302449522611397]]",[[0.10437051768829003]],[[0.0019303016426021943]]
49,"[[-0.5641855215991651], [1.1515878794386751], [-0.483023460439973]]","[[-0.07194272966596314], [-0.013990074243391909], [0.08733903691067618]]","[[-0.5613149433814494], [0.9742900680436583], [-0.503970269245896]]","[[-1.6400811738530972], [-22.401775843003307], [-3.3668005598691932]]","[[1.5633538760746541], [0.8354462079584256]]","[[0.0052493714953527615], [0.00018771042072929234]]",[[0.10437889739953722]],[[0.0014062330024598394]]
50,"[[-0.5649092929308561], [1.1514467157023074], [-0.4821550685391388]]","[[-0.07088974711487644], [-0.014283389214049425], [0.08608766630952241]]","[[-0.5618728462444116], [0.9740842157794668], [-0.503465460448858]]","[[-1.6376276995960544], [-22.414216590934796], [-3.4090035210365626]]","[[1.5638738178725022], [0.8354652235653843]]","[[0.005154897902270861], [0.00019183751844842334]]",[[0.10438235423231157]],[[0.0009145299794578315]]
51,"[[-0.5656223484510599], [1.1513027842825012], [-0.4812992338220536]]","[[-0.06983614688883595], [-0.014543691418098637], [0.08483354005668986]]","[[-0.5624204701576863], [0.9738813524047678], [-0.502964630553968]]","[[-1.6350304300507754], [-22.426041996218252], [-3.4498907861938717]]","[[1.5643843712190462], [0.8354846237960516]]","[[0.005061553325069745], [0.0001954409058146922]]",[[0.10438120200938811]],[[0.0004537017520325568]]
52,"[[-0.5663246915929385], [1.151156405736482], [-0.4804559742344136]]","[[-0.06878322433357678], [-0.01477284334496512], [0.08357838334795736]]","[[-0.5629579717106249], [0.973681470072179], [-0.5024680140033444]]","[[-1.632302059760857], [-22.437282632238187], [-3.4895119553868246]]","[[1.564885651199825], [0.8355043580368599]]","[[0.004969377025099142], [0.00019855380892774832]]",[[0.10437573990912727]],[[2.2315665999408582e-05]]
53,"[[-0.5670163383142518], [1.1510078824310348], [-0.47962529107553437]]","[[-0.06773218756898862], [-0.01497262418579004], [0.08232380682180618]]","[[-0.5634855094625965], [0.9734845568185085], [-0.501975826055921]]","[[-1.6294546545413826], [-22.44796789617908], [-3.5279151141318]]","[[1.565377776601556], [0.835524378902161]]","[[0.004878404136166026], [0.00020120765719111589]]",[[0.1043662530412472]],[[-0.00038100493411110693]]
54,"[[-0.5676973162403232], [1.1508574993586316], [-0.4788071701165409]]","[[-0.06668416156324584], [-0.015144732997908361], [0.0810713118651974]]","[[-0.564003243565113], [0.9732905969281742], [-0.5014882636733542]]","[[-1.626499673547265], [-22.45812603910963], [-3.565146849925878]]","[[1.5658608695106324], [0.83554464205937]]","[[0.004788665872279552], [0.00020343217447260642]]",[[0.1043530130017662]],[[-0.0007575826959567641]]
55,"[[-0.5683676638471923], [1.1507055249229308], [-0.4780015826673147]]","[[-0.06564019202495616], [-0.015290791685176802], [0.07982229559479541]]","[[-0.5645113354029797], [0.9730995712906827], [-0.5010055063812816]]","[[-1.6234479906303723], [-22.467784193279595], [-3.6012522711388897]]","[[1.5663350549320179], [0.8355651060630063]]","[[0.0047001897284459915], [0.00020525546622351953]]",[[0.10433627840842388]],[[-0.0011086881141988952]]
56,"[[-0.569027429684405], [1.1505522116945737], [-0.47720848659358706]]","[[-0.06460124929757015], [-0.01541234795617799], [0.07857805579500804]]","[[-0.565009947275018], [0.9729114577351604], [-0.5005277170900125]]","[[-1.6203099154149259], [-22.47696840026282], [-3.6362750263307655]]","[[1.5668004604279242], [0.8355857321971859]]","[[0.004612999675801532], [0.00020670410175727127]]",[[0.10431629541658266]],[[-0.0014355414598787482]]
57,"[[-0.5696766716355935], [1.1503977971384045], [-0.4764278272861012]]","[[-0.0635682320170904], [-0.015510878103729725], [0.07733979558852239]]","[[-0.5654992420853989], [0.9727262313348974], [-0.500055042923926]]","[[-1.617095214035343], [-22.48570363992818], [-3.670257329921659]]","[[1.5672572157756162], [0.8356064843261627]]","[[0.004527116349573035], [0.00020780319301971772]]",[[0.10429329821671048]],[[-0.0017393145322977185]]
58,"[[-0.5703154562152497], [1.1502425043127862], [-0.4756595385834061]]","[[-0.06254197062392963], [-0.015587789800334761], [0.07610862803481015]]","[[-0.565979383062476], [0.9725438646834927], [-0.49958761600964813]]","[[-1.6138131296402447], [-22.49401386098236], [-3.703239986702635]]","[[1.5677054526436882], [0.835627328752537]]","[[0.004442557230976973], [0.00020857646951810693]]",[[0.10426750951413259]],[[-0.002021132387176855]]
59,"[[-0.5709438579005605], [1.1500865425417826], [-0.4749035436497437]]","[[-0.06152323078998266], [-0.015644424761663694], [0.07488558053550134]]","[[-0.5664505334894555], [0.9723643281719593], [-0.4991255541961589]]","[[-1.6104724012193505], [-22.501922007940085], [-3.735262412191836]]","[[1.5681453042862128], [0.8356482340828112]]","[[0.004359336823367421], [0.00020904635027463314]]",[[0.10423914099147845]],[[-0.00228207501728361]]
60,"[[-0.5715619584966565], [1.1499301080610187], [-0.47415975580968533]]","[[-0.060512716652743964], [-0.01568206132733907], [0.07367159905171479]]","[[-0.5669128564572523], [0.9721875902360911], [-0.4986689617978836]]","[[-1.6070812827680403], [-22.509450050059133], [-3.7663626608619714]]","[[1.5685769052541436], [0.83566917109994]]","[[0.004277466821545062], [0.00020923401211625503]]",[[0.10420839375467769]],[[-0.0025231789295069394]]
61,"[[-0.5721698465339182], [1.1497733846380056], [-0.47342807934099623]]","[[-0.05951107392506076], [-0.015701917006662125], [0.07246755224299802]]","[[-0.5673665146370719], [0.9720136175881148], [-0.4982179302992597]]","[[-1.6036475623743363], [-22.51661900940709], [-3.796577453396073]]","[[1.569000391123347], [0.8356901126425085]]","[[0.004196956275448471], [0.00020915945413424453]]",[[0.1041754587630916]],[[-0.0027454386875862147]]
62,"[[-0.5727676166962858], [1.1496165441680033], [-0.47270841022743915]]","[[-0.05851889293234888], [-0.015705150850219035], [0.07127423538306359]]","[[-0.5678116700693374], [0.9718423754324788], [-0.49777253903511365]]","[[-1.600178580267147], [-22.523448989351273], [-3.8259422046182037]]","[[1.5694158982386412], [0.8357110334902195]]","[[0.004117811747184064], [0.00020884155947920036]]",[[0.10414051724427772]],[[-0.0029498084017816496]]
63,"[[-0.5733553692789429], [1.1494597472459416], [-0.47200063687287874]]","[[-0.05753671143192669], [-0.015692865843105697], [0.07009237413967173]]","[[-0.5682484839654217], [0.9716738276640481], [-0.4973328558430153]]","[[-1.5966812465960074], [-22.529959202528634], [-3.8544910521721]]","[[1.5698235634732491], [0.8357319102553672]]","[[0.00404003746270476], [0.00020829815365885906]]",[[0.10410374109412049]],[[-0.003137203135360667]]
64,"[[-0.5739332096745422], [1.149303143715347], [-0.4713046407781765]]","[[-0.05656501742919512], [-0.015666111136676014], [0.06892262825507019]]","[[-0.5686771165303871], [0.9715079370528567], [-0.49689893769414945]]","[[-1.59316205899571], [-22.53616799864774], [-3.882256885401719]]","[[1.570223524003069], [0.8357527212800103]]","[[0.003963635457027159], [0.00020754606020467747]]",[[0.10406529326262734]],[[-0.00330850031080091]]
