step,q,dq,qr,tau,r_pos,r_vel,th,dth
198,"[[-0.6723127653827488], [1.0521285691464428], [-0.37906242122000294]]","[[-0.010162657732695757], [-0.003013024883941201], [0.012194335375169688]]","[[-0.6497494901854198], [0.8916789288752988], [-0.4178223819857733]]","[[-0.03406626600652585], [-20.677311820954014], [-5.296775044438766]]","[[1.7642785018867881], [0.8537160159475815]]","[[0.0007100208020638377], [-1.3722417091521777e-06]]",[[0.000753382543691015]],[[-0.0009813472414672043]]
199,"[[-0.6724148519481349], [1.0520985172829374], [-0.37894109706412704]]","[[-0.01001195256310411], [-0.002983239269310961], [0.012026260305648004]]","[[-0.6498276112618467], [0.8916460169022358], [-0.41775080337145626]]","[[-0.033585993540746095], [-20.678865527149462], [-5.3025769749443]]","[[1.7643489769680114], [0.8537158908125901]]","[[0.0006999146956898628], [-1.1858459658675713e-06]]",[[0.000742568270677711]],[[-0.0009689315244896784]]
200,"[[-0.6725154232102726], [1.052068761863478], [-0.3788214452576228]]","[[-0.009863292690459685], [-0.0029538334650276443], [0.011860488644252681]]","[[-0.649904548011166], [0.8916134745910864], [-0.41768017543456537]]","[[-0.03311172141973229], [-20.68039309265843], [-5.308293398522861]]","[[1.764418448725904], [0.8537157843309375]]","[[0.0006899484219058394], [-1.0003348260845257e-06]]",[[0.000731893395581737]],[[-0.0009566375112347245]]
201,"[[-0.6726144997637112], [1.052039299105121], [-0.378703442859257]]","[[-0.00971665420532826], [-0.0029248035206536627], [0.011696992919249194]]","[[-0.6499803169723025], [0.8915812964390925], [-0.41761048581129195]]","[[-0.03264340181087855], [-20.681894969921053], [-5.313925630676826]]","[[1.7644869310561342], [0.8537156964108304]]","[[0.0006801202861783651], [-8.157542863429512e-07]]",[[0.0007213564821532062]],[[-0.000944464805594002]]
202,"[[-0.6727121019612531], [1.052010125264284], [-0.3785870672022066]]","[[-0.009572013344487165], [-0.0028961455155102345], [0.011535745837770811]]","[[-0.6500549344743384], [0.8915494770258761], [-0.4175417222630936]]","[[-0.032180986431840086], [-20.68337160261469], [-5.319474966321171]]","[[1.7645544376853846], [0.8537156269560473]]","[[0.0006704286038328178], [-6.321473788872822e-07]]",[[0.0007109561008236201]],[[-0.0009324130210879335]]
203,"[[-0.6728082499154044], [1.051981236636416], [-0.3784722958923912]]","[[-0.009429346495142113], [-0.0028678555510897596], [0.011376720269213256]]","[[-0.6501284166379103], [0.8915180110123773], [-0.4174738726765641]]","[[-0.0317244263936729], [-20.684823426000303], [-5.324942679867273]]","[[1.7646209821723595], [0.853715575866224]]","[[0.0006608717003198095], [-4.4955432709770093e-07]]",[[0.000700690828620689]],[[-0.0009204817770186811]]
204,"[[-0.672902963499826], [1.0519526295556612], [-0.3783591068067083]]","[[-0.009288630167543083], [-0.002839929787921802], [0.011219889263972022]]","[[-0.650200779376882], [0.8914868931397655], [-0.41740692506326355]]","[[-0.0312736722691036], [-20.686250867048468], [-5.330330025514198]]","[[1.76468657790883], [0.8537155430371234]]","[[0.0006514479118147065], [-2.6801282304589336e-07]]",[[0.0006905592491285063]],[[-0.0009086706892154749]]
205,"[[-0.6729962623508898], [1.051924300394588], [-0.3782474780912656]]","[[-0.009149841050695537], [-0.002812364384920607], [0.011065226052948796]]","[[-0.6502720384007167], [0.8914561182281239], [-0.41734086755945893]]","[[-0.030828674249168575], [-20.687654344455527], [-5.335638237641367]]","[[1.7647512381207098], [0.8537155283608958]]","[[0.0006421555852842431], [-8.755786096159568e-08]]",[[0.0006805599524335361]],[[-0.0008969793815286897]]
206,"[[-0.6730881658691819], [1.0518962455638712], [-0.37813738815955567]]","[[-0.009012955960071609], [-0.0027851555569498587], [0.01091270404921385]]","[[-0.6503422092152961], [0.8914256811756345], [-0.4172756884259665]]","[[-0.0303893819441452], [-20.68903426900438], [-5.340868530906109]]","[[1.7648149758691674], [0.8537155317263243]]","[[0.0006329930791082461], [9.17778186781959e-08]]",[[0.0006706915351330563]],[[-0.0008854074678076272]]
207,"[[-0.6731786932211071], [1.0518684615120393], [-0.37802881569060026]]","[[-0.00887795189105349], [-0.0027582995188784876], [0.010762296846716951]]","[[-0.6504113071257009], [0.8913955769572086], [-0.4172113760478144]]","[[-0.029955744683057173], [-20.690391043474353], [-5.346022100667359]]","[[1.7648778040517692], [0.8537155530190615]]","[[0.000623958763079635], [2.699639289893696e-07]]",[[0.0006609526003326881]],[[-0.0008739545643537492]]
208,"[[-0.6732678633404501], [1.0518409447251662], [-0.3779217396270295]]","[[-0.008744805973126976], [-0.0027317925415528688], [0.010613978239949709]]","[[-0.650479347237227], [0.8913658006236328], [-0.41714791893401043]]","[[-0.029527711350086694], [-20.691725062928356], [-5.351100123216608]]","[[1.7649397354036513], [0.8537155921218526]]","[[0.0006150510189151248], [4.4697224810263947e-07]]",[[0.0006513417576861364]],[[-0.0008626202758688205]]
209,"[[-0.6733556949300593], [1.0518136917266705], [-0.37781613917319096]]","[[-0.008613495522181894], [-0.002705630890123628], [0.01046772220338335]]","[[-0.6505463444579365], [0.8913363473002726], [-0.4170853057171564]]","[[-0.029105230569268503], [-20.693036714754772], [-5.356103756139863]]","[[1.7650007824987184], [0.8537156489147493]]","[[0.0006062682404106567], [6.22776741288078e-07]]",[[0.0006418576234220848]],[[-0.0008514042055060584]]
210,"[[-0.673442206463452], [1.0517866990770028], [-0.37771199379313386]]","[[-0.008483997994681011], [-0.002679810885992756], [0.010323502939140625]]","[[-0.6506123134998223], [0.8913072121862186], [-0.41702352515315805]]","[[-0.028688250501694323], [-20.69432637905345], [-5.3610341381912345]]","[[1.7650609577508698], [0.8537157232753138]]","[[0.0005976088337078522], [7.973533056038207e-07]]",[[0.000632498820415511]],[[-0.0008403059426718706]]
211,"[[-0.6735274161865401], [1.0517599633734551], [-0.3776092832086693]]","[[-0.008356291027818777], [-0.00265432885383296], [0.01018129481257847]]","[[-0.6506772688813166], [0.8912783905530423], [-0.41696256612078914]]","[[-0.02827671915561414], [-20.695594428448135], [-5.36589239018362]]","[[1.7651202734152527], [0.8537158150788114]]","[[0.0005890712176714885], [9.706797143849144e-07]]",[[0.0006232639782449878]],[[-0.0008293250702119601]]
212,"[[-0.673611342119323], [1.0517334812498893], [-0.3775079873972907]]","[[-0.008230352425378493], [-0.0026291811472878013], [0.010041072414081795]]","[[-0.6507412249287239], [0.8912498777438623], [-0.4169024176213204]]","[[-0.027870584236375784], [-20.696841228412797], [-5.370679614937138]]","[[1.765178741589532], [0.853715924198397]]","[[0.0005806538238450898], [1.142735628345548e-06]]",[[0.000614151733273171]],[[-0.0008184611597231821]]
213,"[[-0.6736940020576223], [1.0517072493765185], [-0.37740808659015607]]","[[-0.008106160161821016], [-0.0026043641431630904], [0.009902810536485396]]","[[-0.6508041957782209], [0.8912216691723068], [-0.4168430687780798]]","[[-0.02746979322690546], [-20.69806713742145], [-5.375396897246127]]","[[1.765236374215188], [0.8537160505052892]]","[[0.0005723550968950164], [1.3135024068411383e-06]]",[[0.0006051607287389548]],[[-0.0008077137707760765]]
214,"[[-0.6737754135748321], [1.0516812644596716], [-0.3773095612699836]]","[[-0.007983692378151136], [-0.002579874249062225], [0.009766484178268878]]","[[-0.6508661953777886], [0.8911937603214728], [-0.41678450883598905]]","[[-0.027074293428290375], [-20.699272506973532], [-5.380045304872511]]","[[1.7652931830788317], [0.8537161938689372]]","[[0.0005641734947214871], [1.482962919130415e-06]]",[[0.0005962896148559626]],[[-0.0007970824489444781]]
215,"[[-0.673855594023716], [1.0516555232415794], [-0.37721239216895724]]","[[-0.007862927401871639], [-0.002555707884451558], [0.009632068556402501]]","[[-0.6509272374892395], [0.891166146742838], [-0.416726727161051]]","[[-0.026684031975046096], [-20.70045768183861], [-5.384625888180927]]","[[1.7653491798135375], [0.8537163541571812]]","[[0.000556107488636215], [1.6511017442155662e-06]]",[[0.0005875370489067327]],[[-0.0007865667299207166]]
216,"[[-0.673934560538197], [1.0516300225001525], [-0.3771165602665961]]","[[-0.007743843737619008], [-0.0025318614875140255], [0.009499539090939604]]","[[-0.6509873356897621], [0.891138824055406], [-0.416669713239883]]","[[-0.02629895589586262], [-20.701623000069624], [-5.389139680713964]]","[[1.7654043759001958], [0.853716531236403]]","[[0.0005481555635178381], [1.8179048932864816e-06]]",[[0.000578901695358629]],[[-0.0007761661341934185]]
217,"[[-0.6740123300351569], [1.0516047590487474], [-0.3770220467876023]]","[[-0.0076264200562034395], [-0.0025083315367150916], [0.009368871428283548]]","[[-0.6510465033740649], [0.8911117879446512], [-0.416613456679158]]","[[-0.02591901199647717], [-20.70276879338098], [-5.393587699189626]]","[[1.7654587826688792], [0.8537167249716694]]","[[0.0005403162179673515], [1.9833597431073713e-06]]",[[0.0005703822259874303]],[[-0.0007658801657737142]]
218,"[[-0.6740889192163035], [1.0515797297359728], [-0.3769288331996902]]","[[-0.0075106352271454985], [-0.0024851145109848483], [0.009240041418322617]]","[[-0.6511047537565096], [0.8910850341614549], [-0.41655794720501915]]","[[-0.025544147162773534], [-20.703895386897262], [-5.397970944188322]]","[[1.765512411300225], [0.8537169352268693]]","[[0.0005325879645079468], [2.1474550360167655e-06]]",[[0.0005619773199808793]],[[-0.0007557083186689982]]
219,"[[-0.6741643445700017], [1.0515549314454542], [-0.3768369012113832]]","[[-0.007396468289884328], [-0.002462206926613003], [0.009113025149312809]]","[[-0.6511620998724836], [0.8910585585212866], [-0.4165031746625355]]","[[-0.025174308094431996], [-20.705003099640766], [-5.402290399964093]]","[[1.765565272826828], [0.8537171618648438]]","[[0.0005249693295850122], [2.3101808244163635e-06]]",[[0.0005536856640689008]],[[-0.0007456500683232347]]
220,"[[-0.6742386223731509], [1.0515303610956335], [-0.37674623276983865]]","[[-0.007283898474501074], [-0.0024396053124936534], [0.00898779890639917]]","[[-0.6512185545808292], [0.8910323569031391], [-0.41644912901506387]]","[[-0.02480944155571052], [-20.70609224438509], [-5.406547035111389]]","[[1.7656173781346507], [0.8537174047475085]]","[[0.0005174588538547908], [2.4715282376241987e-06]]",[[0.0005455059526465292]],[[-0.0007357048771795948]]
221,"[[-0.6743117686930753], [1.0515060156395581], [-0.3766568100585865]]","[[-0.007172905197849383], [-0.0024173062195974038], [0.00886433922407602]]","[[-0.6512741305654592], [0.8910064252486123], [-0.416395800343624]]","[[-0.024449494169489494], [-20.707163128106114], [-5.410741802280513]]","[[1.7656687379644376], [0.8537176637359717]]","[[0.0005100550920955627], [2.6314897261237036e-06]]",[[0.0005374368878977088]],[[-0.0007258721922320365]]
222,"[[-0.6743837993893967], [1.0514818920646474], [-0.3765686154953223]]","[[-0.007063468054702926], [-0.0023953062306085737], [0.00874262284135606]]","[[-0.6513288403373827], [0.8909807595610171], [-0.41634317884626054]]","[[-0.024094412730196524], [-20.708216051649405], [-5.414875639161216]]","[[1.7657193629131447], [0.8537179386906448]]","[[0.000502756613474098], [2.790058661883421e-06]]",[[0.0005294771799284432]],[[-0.0007161514439553759]]
223,"[[-0.6744547301159802], [1.0514579873925092], [-0.3764816317296497]]","[[-0.006955566843611136], [-0.0023736019304748945], [0.008622626720941232]]","[[-0.651382696236724], [0.8909553559043585], [-0.4162912548373394]]","[[-0.023744143989283373], [-20.709251310261745], [-5.418949468020357]]","[[1.7657692634353759], [0.8537182294713485]]","[[0.0004955620014790441], [2.94722957150384e-06]]",[[0.0005216255468802733]],[[-0.0007065420508674015]]
224,"[[-0.674524576322818], [1.051434298678693], [-0.37639584164080236]]","[[-0.006849181532978102], [-0.0023521899509852118], [0.008504328073227443]]","[[-0.6514357104342977], [0.8909302104025625], [-0.4162400187468957]]","[[-0.023398634718803546], [-20.710269193567168], [-5.422964196302268]]","[[1.765818449844823], [0.8537185359374115]]","[[0.000488469854098561], [3.1029978364571775e-06]]",[[0.0005138807150705977]],[[-0.0006970434118745809]]
225,"[[-0.6745933532579945], [1.051410823012514], [-0.37631122833541475]]","[[-0.006744292299911081], [-0.0023310669210138413], [0.008387704304352386]]","[[-0.6514878949340479], [0.8909053192383994], [-0.41618946111986904]]","[[-0.023057831859742084], [-20.71126998558117], [-5.426920716960188]]","[[1.7658669323157201], [0.8537188579477679]]","[[0.0004814787838203216], [3.257359892927525e-06]]",[[0.0005062414191063923]],[[-0.0006876549154338878]]
226,"[[-0.6746610759696017], [1.0513875575168024], [-0.37622777514518835]]","[[-0.006640879507844283], [-0.00231022949798787], [0.008272733070059088]]","[[-0.6515392615744066], [0.8908806786527763], [-0.41613957261542783]]","[[-0.022721682410816513], [-20.71225396494538], [-5.430819908431075]]","[[1.7659147208842942], [0.8537191953610436]]","[[0.0004745874177203291], [3.4103129986640113e-06]]",[[0.0004987064020134214]],[[-0.0006783759334957149]]
227,"[[-0.674727759307687], [1.0513644993477063], [-0.3761454656246515]]","[[-0.0065389237048246035], [-0.002289674369926442], [0.00815939225530514]]","[[-0.6515898220304599], [0.8908562849437721], [-0.41609034400619005]]","[[-0.022390133508217946], [-20.71322140500586], [-5.434662634996477]]","[[1.765961825450228], [0.8537195480356441]]","[[0.00046779439741850837], [3.5618552218785737e-06]]",[[0.0004912744153666883]],[[-0.0006692058217232875]]
228,"[[-0.674793417926214], [1.0513416456944684], [-0.37606428354885246]]","[[-0.006438405632519809], [-0.0022693982451721106], [0.008047659956393727]]","[[-0.6516395878160192], [0.8908321344657204], [-0.4160417661774439]]","[[-0.02206313239153168], [-20.714172573984087], [-5.438449747101623]]","[[1.7660082557781198], [0.8537199158298335]]","[[0.00046109837927854613], [3.7119853968370364e-06]]",[[0.00048394421940112486]],[[-0.0006601439224368805]]
229,"[[-0.6748580662850377], [1.051318993779213], [-0.3759842129110534]]","[[-0.006339306236751649], [-0.0022493978431566974], [0.007937514514439262]]","[[-0.6516885702853346], [0.8908082236283845], [-0.41599383012637653]]","[[-0.021740626547064767], [-20.71510773491732], [-5.442182081462355]]","[[1.766054021498951], [0.8537202986018119]]","[[0.00045449803423025514], [3.860703190472492e-06]]",[[0.00047671458312078055]],[[-0.0006511895666076826]]
230,"[[-0.6749217186518517], [1.051296540856723], [-0.3759052379204451]]","[[-0.006241606647231834], [-0.002229669913369342], [0.007828934494000295]]","[[-0.651736780634728], [0.8907845488962153], [-0.415946526961302]]","[[-0.021422563528071148], [-20.716027145992815], [-5.445860461321594]]","[[1.7660991321115524], [0.853720696209787]]","[[0.00044799204788059654], [4.008008913647387e-06]]",[[0.000469584284427318]],[[-0.0006423420677395958]]
231,"[[-0.6749843891041547], [1.0512742842142113], [-0.3758273429998265]]","[[-0.006145288188464562], [-0.002210211229192932], [0.007721898693929655]]","[[-0.6517842299049453], [0.8907611067873864], [-0.4158998479008122]]","[[-0.021108891169972832], [-20.716931060468852], [-5.449485696669032]]","[[1.7661435969840709], [0.8537211085120415]]","[[0.0004415791205580888], [4.153903532255754e-06]]",[[0.00046255211022891906]],[[-0.0006336007271438553]]
232,"[[-0.6750460915312345], [1.0512522211711042], [-0.37575051278332794]]","[[-0.006050332383520304], [-0.002191018580595977], [0.007616386129729674]]","[[-0.6518309289828164], [0.890737893873], [-0.4158537842729559]]","[[-0.020799557530500667], [-20.71781972681019], [-5.453058584572509]]","[[1.7661874253554377], [0.8537215353669988]]","[[0.0004352579671795809], [4.298388656120977e-06]]",[[0.00045561685654155594]],[[-0.0006249648343865811]]
233,"[[-0.675106839636139], [1.0512303490788162], [-0.37567473211408037]]","[[-0.0059567209418032036], [-0.0021720887909817965], [0.007512376067654911]]","[[-0.6518768886029963], [0.8907149067763225], [-0.4158083275144107]]","[[-0.020494510799275112], [-20.7186933889509], [-5.456579909217913]]","[[1.766230626336836], [0.8537219766332835]]","[[0.000429027317427888], [4.441466483484646e-06]]",[[0.00044877732859721604]],[[-0.0006164336639913285]]
234,"[[-0.6751666469376575], [1.0512086653205237], [-0.3755999860419273]]","[[-0.0058644357807886155], [-0.002153418690170411], [0.007409847992594754]]","[[-0.6519221193501112], [0.8906921421719142], [-0.4157634691696145]]","[[-0.020193699472512705], [-20.719552286206046], [-5.46005044220658]]","[[1.766273208913165], [0.8537224321697784]]","[[0.00042288591548533816], [4.583139823211013e-06]]",[[0.00044203234093669015]],[[-0.0006080064817803738]]
235,"[[-0.6752255267722721], [1.0511871673109165], [-0.37552625982112403]]","[[-0.005773458994864367], [-0.0021350051497930622], [0.00730878160850941]]","[[-0.651966631660192], [0.8906695967849484], [-0.4157192008899246]]","[[-0.019897072333816546], [-20.720396653354808], [-5.46347094289897]]","[[1.766315181944504], [0.8537229018356784]]","[[0.00041683252030022544], [4.72341190604908e-06]]",[[0.0004353807175183292]],[[-0.0005996825372867002]]
236,"[[-0.6752834922961751], [1.0511658524960104], [-0.375453538908042]]","[[-0.00568377289295692], [-0.0021168450427462016], [0.007209156861031324]]","[[-0.6520104358230402], [0.8906472673902694], [-0.4156755144326999]]","[[-0.019604578361178238], [-20.72122672097647], [-5.466842158282951]]","[[1.7663565541675719], [0.8537233854905429]]","[[0.00041086590529815226], [4.8622865844727414e-06]]",[[0.0004288212917939072]],[[-0.0005914610735331012]]
237,"[[-0.6753405564871908], [1.0511447183528568], [-0.3753818089588544]]","[[-0.005595359958987259], [-0.0020989352889270174], [0.0071109539283246564]]","[[-0.6520535419834799], [0.8906251508118107], [-0.4156324016604654]]","[[-0.019316166904998155], [-20.72204271518363], [-5.470164823717692]]","[[1.766397334197182], [0.8537238829943423]]","[[0.00040498485842643817], [4.9997680662272614e-06]]",[[0.0004223529068112158]],[[-0.0005833413184509542]]
238,"[[-0.6753967321467892], [1.0511237623893563], [-0.37531105582728164]]","[[-0.0055082028805262945], [-0.0020812728200517716], [0.007014153210987958]]","[[-0.652095960143688], [0.8906032439216611], [-0.4155898545399606]]","[[-0.01903178753076773], [-20.72284485811049], [-5.473439662422897]]","[[1.7664375305276971], [0.8537243942075037]]","[[0.00039918818224293773], [5.1358610697604945e-06]]",[[0.0004159744152840139]],[[-0.0005753224918674457]]
239,"[[-0.6754520319020427], [1.051102982144005], [-0.37524126556229015]]","[[-0.005422284543299516], [-0.0020638545836963174], [0.006918735322817379]]","[[-0.6521377001646859], [0.8905815436394258], [-0.41554786514127234]]","[[-0.018751390178501026], [-20.723633367650308], [-5.476667386455777]]","[[1.766477151534474], [0.853724918990954]]","[[0.0003934746936273825], [5.270570724302814e-06]]",[[0.000409684679671859]],[[-0.0005674038041784714]]
240,"[[-0.6755064682075742], [1.0510823751856397], [-0.37517242440580567]]","[[-0.005337588018640885], [-0.0020466775633690426], [0.00682468112602469]]","[[-0.6521787717681166], [0.8905600469314945], [-0.41550642563691587]]","[[-0.018474925053978186], [-20.724408457789544], [-5.479848696254026]]","[[1.7665162054753067], [0.8537254572061592]]","[[0.00038784322389240344], [5.403902514355963e-06]]",[[0.0004034825722583438]],[[-0.0005595844548465893]]
241,"[[-0.6755600533475316], [1.0510619391132237], [-0.3751045187904735]]","[[-0.005254096570003572], [-0.0020297387669055977], [0.006731971701497419]]","[[-0.6522191845382014], [0.8905387508102527], [-0.41546552830089417]]","[[-0.018202342760107015], [-20.725170338522883], [-5.4829842812434935]]","[[1.7665547004918625], [0.8537260087151622]]","[[0.00038229261869471287], [5.53586231299974e-06]]",[[0.00039736697521942634]],[[-0.0005518636342730452]]
242,"[[-0.6756127994375399], [1.051041671555586], [-0.37503753533736656]]","[[-0.005171793656664661], [-0.002013035222850096], [0.00664058835269804]]","[[-0.6522589479234918], [0.8905176523333803], [-0.4154251655077773]]","[[-0.01793359415719875], [-20.725919216130787], [-5.486074819800671]]","[[1.7665926446111098], [0.8537265733806182]]","[[0.00037682173792408236], [5.666456304176393e-06]]",[[0.00039133678068052093]],[[-0.0005442405256780285]]
243,"[[-0.6756647184266554], [1.0510215701711874], [-0.37497146085375616]]","[[-0.0050906629333059145], [-0.0019965639790222034], [0.006550512608771528]]","[[-0.652298071238459], [0.8904967486031702], [-0.41538532973176817]]","[[-0.017668630582510225], [-20.726655292958927], [-5.489120979684703]]","[[1.7666300457467419], [0.853727151065827]]","[[0.0003714294556589337], [5.7956910715084575e-06]]",[[0.00038539089077480005]],[[-0.0005367143046952835]]
244,"[[-0.6757158220992906], [1.0510016326478684], [-0.3749062823308696]]","[[-0.005010688232159902], [-0.001980322122985212], [0.006461726218979877]]","[[-0.6523365636652466], [0.8904760367658668], [-0.41534601354577405]]","[[-0.017407403553662437], [-20.727378767933324], [-5.492123417871031]]","[[1.7666669117005913], [0.853727741634764]]","[[0.0003661146600553167], [5.923573365151924e-06]]",[[0.00037952821770710507]],[[-0.0005292841361652489]]
245,"[[-0.6757661220771755], [1.0509818567026141], [-0.3748419869416488]]","[[-0.004931853600383729], [-0.0019643067397126235], [0.0063742111556222]]","[[-0.6523744342557459], [0.8904555140108465], [-0.4153072096204187]]","[[-0.017149865166281142], [-20.728089836140413], [-5.4950827810579]]","[[1.7667032501640376], [0.8537283449521104]]","[[0.0003608762534357268], [6.050110401556452e-06]]",[[0.00037374768378902303]],[[-0.000521949184474119]]
246,"[[-0.6758156298212457], [1.0509622400812828], [-0.3747785620385362]]","[[-0.00485414324158219], [-0.0019485149757985931], [0.006287949617798869]]","[[-0.6524116919325684], [0.8904351775701843], [-0.4152689107231638]]","[[-0.016895967663026035], [-20.728788689410777], [-5.4979997056078895]]","[[1.766739068719404], [0.8537289608832775]]","[[0.0003557131518450163], [6.175309452682853e-06]]",[[0.00036804822150106163]],[[-0.000514708598443242]]
247,"[[-0.6758643566335988], [1.0509427805583782], [-0.3747159951512651]]","[[-0.004777541577585961], [-0.001932943972820983], [0.006202924022408685]]","[[-0.6524483454918224], [0.8904150247176569], [-0.4152311097172523]]","[[-0.016645663932398413], [-20.72947551585874], [-5.500874818003781]]","[[1.76677437484135], [0.8537295892944352]]","[[0.00035062428536125623], [6.299178201274458e-06]]",[[0.00036242877351388313]],[[-0.0005075615302756759]]
248,"[[-0.6759123136593862], [1.0509234759367887], [-0.37465427398467116]]","[[-0.004702033201324229], [-0.0019175909100787591], [0.006119116990162848]]","[[-0.652484403603627], [0.8903950527684169], [-0.4151937995608468]]","[[-0.01639890702698299], [-20.73015050046971], [-5.503708734739363]]","[[1.76680917589825], [0.8537302300525322]]","[[0.0003456085977404655], [6.4217244744035895e-06]]",[[0.0003568882927320826]],[[-0.0005005071201014746]]
249,"[[-0.6759595118887081], [1.0509043240475289], [-0.37459338641649575]]","[[-0.004627602894895874], [-0.0019024529966109316], [0.006036511386955962]]","[[-0.6525198748146628], [0.89037525907813], [-0.4151569733060061]]","[[-0.01615565049610579], [-20.730813824868136], [-5.506502062533777]]","[[1.7668434791535665], [0.8537308830253195]]","[[0.000340665046438815], [6.542956276778256e-06]]",[[0.0003514257423246213]],[[-0.0004935445056895218]]
250,"[[-0.6760059621585204], [1.0508853227495014], [-0.37453332049523524]]","[[-0.004554235633317777], [-0.0018875274533020348], [0.005955090266892268]]","[[-0.6525547675494174], [0.8903556410424041], [-0.4151206240977355]]","[[-0.01591584826133907], [-20.73146566746958], [-5.509255398699061]]","[[1.7668772917672102], [0.85373154808137]]","[[0.00033579260245719667], [6.662881935071141e-06]]",[[0.0003460400957442343]],[[-0.00048667282086621057]]
251,"[[-0.6760516751544942], [1.0508664699292265], [-0.3744740644379752]]","[[-0.004481916569327546], [-0.0018728115367424858], [0.00587483691207015]]","[[-0.6525890901118224], [0.8903361960962226], [-0.4150847451730422]]","[[-0.015679454782404623], [-20.732106203378486], [-5.511969331143216]]","[[1.766910620796894], [0.8537322250900974]]","[[0.0003309902502746098], [6.7815098314660816e-06]]",[[0.00034073033675667525]],[[-0.0004798911939998922]]
252,"[[-0.676096661412891], [1.050847763500589], [-0.37441560662824536]]","[[-0.004410631037625207], [-0.0018583025314421187], [0.005795734817104922]]","[[-0.6526228506870304], [0.8903169217132411], [-0.41504932985993803]]","[[-0.015446424692110217], [-20.73273560493519], [-5.514644438465058]]","[[1.766943473199471], [0.8537329139217738]]","[[0.0003262569877149346], [6.898848570191518e-06]]",[[0.0003354954594533804]],[[-0.00047319874968505815]]
253,"[[-0.6761409313224316], [1.0508292014045906], [-0.3743579356139028]]","[[-0.004340364568484523], [-0.0018439977324376522], [0.0057177676871966315]]","[[-0.6526560573430193], [0.8902978154051945], [-0.4150143715764773]]","[[-0.01521671326796703], [-20.73335404118325], [-5.517281290267341]]","[[1.7669758558322686], [0.8537336144475449]]","[[0.00032159182588031854], [7.014906922009345e-06]]",[[0.0003303344682569747]],[[-0.00046659461258686044]]
254,"[[-0.6761844951261119], [1.0508107816090755], [-0.37430104010501886]]","[[-0.004271102850642389], [-0.0018298944862086552], [0.00564091943932743]]","[[-0.6526887180318378], [0.890278874721396], [-0.4149798638298128]]","[[-0.014990276083732379], [-20.733961678337263], [-5.5198804473343035]]","[[1.7670077754544051], [0.8537343265394451]]","[[0.0003169937889735408], [7.129693746499299e-06]]",[[0.00032524637794446084]],[[-0.00046007789866230747]]
255,"[[-0.6762273629230743], [1.0507925021084967], [-0.3742449089717925]]","[[-0.004202831778896313], [-0.0018159901346490037], [0.005565174181450486]]","[[-0.6527208405918907], [0.8902600972479556], [-0.414945800215175]]","[[-0.014767069184686399], [-20.7345586797245], [-5.522442461626933]]","[[1.7670392387281013], [0.853735050070411]]","[[0.0003124619143424212], [7.243218114183492e-06]]",[[0.0003202302136307667]],[[-0.00045364772867875595]]
256,"[[-0.6762695446703921], [1.0507743609236275], [-0.37418953124245274]]","[[-0.0041355374067992], [-0.001802282071718564], [0.005490516260964737]]","[[-0.6527524327486255], [0.8902414806074365], [-0.41491217441497097]]","[[-0.014547049051542249], [-20.735145205794502], [-5.524967876420214]]","[[1.767070252219975], [0.8537357849142932]]","[[0.00030799525205793543], [7.355489128890724e-06]]",[[0.0003152850107830741]],[[-0.00044730321641430794]]
257,"[[-0.6763110501848948], [1.0507563561013207], [-0.3741348961012156]]","[[-0.004069205976497542], [-0.0017887677007928926], [0.005416930199385467]]","[[-0.652783502116765], [0.8902230224580958], [-0.41487898019775665]]","[[-0.014330172567809107], [-20.735721414279983], [-5.527457226723616]]","[[1.7671008224023288], [0.8537365309458684]]","[[0.00030359286515846406], [7.466516060983253e-06]]",[[0.00031040981520980156]],[[-0.00044104347676629345]]
258,"[[-0.676351889144958], [1.0507384857142488], [-0.37408099288623586]]","[[-0.004003823903304782], [-0.0017754444571179417], [0.005344400739601823]]","[[-0.652814056201487], [0.8902047204934206], [-0.4148462114173046]]","[[-0.014116397116708423], [-20.736287460135383], [-5.5299110390931485]]","[[1.7671309556544228], [0.853737288040849]]","[[0.0002992538292723168], [7.576308258538944e-06]]",[[0.0003056036830534402]],[[-0.00043486762309825205]]
259,"[[-0.6763920710922782], [1.0507207478606344], [-0.37402781108757616]]","[[-0.003939377772399097], [-0.0017623098062136966], [0.005272912813988048]]","[[-0.6528441024000329], [0.890186572441551], [-0.4148138620116297]]","[[-0.013905680385447372], [-20.736843495820604], [-5.532329831999537]]","[[1.7671606582637385], [0.8537380560758923]]","[[0.0002949772326399369], [7.684875136249048e-06]]",[[0.00030086568077855493]],[[-0.0004287747669021163]]
260,"[[-0.6764316054336474], [1.0507031406639895], [-0.37397534034519503]]","[[-0.0038758543519987337], [-0.001749361231170865], [0.005202451561565374]]","[[-0.652873648003327], [0.8901685760646932], [-0.41478192600201635]]","[[-0.013697980722233272], [-20.737389670936146], [-5.534714115896821]]","[[1.7671899364272268], [0.8537388349286081]]","[[0.0002907621759362655], [7.792226242031575e-06]]",[[0.00029619488514821314]],[[-0.00042276402274291774]]
