step,q,dq,qr,tau,r_pos,r_vel,th,dth
30,"[[-0.5485201343908364], [1.1531527485289483], [-0.5017177811992408]]","[[-0.08930648325859293], [0.0010571258608953193], [0.10726104001877663]]","[[-0.5485844703388206], [0.9787329839416288], [-0.5138319656068158]]","[[-1.6371188096232374], [-21.998322959885332], [-2.2377263998968413]]","[[1.4679468083183043], [0.8352561999121731]]","[[0.007168658494371982], [-5.117326158377011e-05]]",[[0.1029148329388703]],[[0.019011682619940354]]
31,"[[-0.549423606933118], [1.1531563802743356], [-0.5006464874128987]]","[[-0.08866405743877497], [-0.0003535115144395473], [0.10658592955607614]]","[[-0.5493610619562284], [0.9784780530141886], [-0.5133290230126607]]","[[-1.640815723577941], [-22.03002124646953], [-2.316390289334719]]","[[1.468658366905022], [0.8352523631580768]]","[[0.007067406694716283], [-2.7585027184695576e-05]]",[[0.10308628592831942]],[[0.017568360604000285]]
32,"[[-0.550320180172631], [1.1531463608265435], [-0.4995823275718908]]","[[-0.08797290351427497], [-0.001675211147989658], [0.10584537238727124]]","[[-0.5501254963800344], [0.9782247605571663], [-0.5128205810881795]]","[[-1.6439768117392082], [-22.060265461283063], [-2.392508727705093]]","[[1.4693597576864532], [0.8352507977668688]]","[[0.006965433638317364], [-5.645147160837638e-06]]",[[0.10324385308201989]],[[0.016197257722729237]]
33,"[[-0.5512093883295529], [1.1531235580037202], [-0.49852592886236063]]","[[-0.08723702752365119], [-0.002912110763401393], [0.10504447784912747]]","[[-0.5508777789838057], [0.9779732893363271], [-0.5123074433315435]]","[[-1.6466312958113754], [-22.089113252042413], [-2.466158780429421]]","[[1.4700509175451746], [0.8352513436609598]]","[[0.006862904240145795], [1.4736612452548314e-05]]",[[0.10338824081180487]],[[0.014895339558658837]]
34,"[[-0.5520908048434823], [1.1530887990749492], [-0.4974778686367842]]","[[-0.08646022910255644], [-0.004068192179935287], [0.10418811181372244]]","[[-0.5516179307637804], [0.9777238046593196], [-0.511790372118647]]","[[-1.648807292083771], [-22.11662065805868], [-2.537416411632621]]","[[1.470731799360997], [0.8352538495604899]]","[[0.00675997429082642], [3.3646188224434326e-05]]",[[0.10352012559468299]],[[0.01365969053236946]]
35,"[[-0.5529640403378151], [1.1530428722961177], [-0.4964386768093887]]","[[-0.0856461102061042], [-0.005147285521699019], [0.10328090459319211]]","[[-0.5523459872167049], [0.9774764554379951], [-0.5112700900808758]]","[[-1.6505318394709108], [-22.142842125900422], [-2.6063564090976996]]","[[1.4714023711144775], [0.835258172561784]]","[[0.006656790754244746], [5.116537749039196e-05]]",[[0.10364015514891396]],[[0.012487508864250185]]
36,"[[-0.5538287406707672], [1.1529865284042649], [-0.49540883817308035]]","[[-0.08479808356257977], [-0.0061530733195304665], [0.10232725867678275]]","[[-0.553061997272677], [0.9772313752054076], [-0.510747281461136]]","[[-1.651830926981515], [-22.1678305259466], [-2.6730523172373344]]","[[1.4720626150201286], [0.8352641777316328]]","[[0.006553492063710031], [6.737199632622648e-05]]",[[0.10374894956041732]],[[0.011376101795811165]]
37,"[[-0.5546845850693689], [1.1529204820701169], [-0.49438879463848606]]","[[-0.08391938068630882], [-0.00708909476475178], [0.10133135654112203]]","[[-0.5537660222801077], [0.9769886830883681], [-0.5102225934475452]]","[[-1.6527295208667945], [-22.191637169701536], [-2.7375763774732835]]","[[1.472712526689153], [0.8352717377173026]]","[[0.006450208416186598], [8.23400359006854e-05]]",[[0.10384710236226055]],[[0.010322881088922754]]
38,"[[-0.5555312843433262], [1.1528454133089705], [-0.493378947396037]]","[[-0.08301305966999889], [-0.007958749826934286], [0.10029716823130466]]","[[-0.5544581350442946], [0.9767484847357051], [-0.509696637484012]]","[[-1.653251591570298], [-22.214311827985547], [-2.79999947610908]]","[[1.4733521143214692], [0.8352807323721149]]","[[0.0063470620637939845], [9.613981720724141e-05]]",[[0.10393518156960664]],[[0.009325358735510136]]
39,"[[-0.5563685791755373], [1.1527619688500197], [-0.4923796590020213]]","[[-0.08208201261235519], [-0.00876530342986065], [0.0992284589446715]]","[[-0.5551384189140778], [0.9765108732033823], [-0.5091699905570758]]","[[-1.6534201403678797], [-22.235902749954576], [-2.8603910988123764]]","[[1.473981397926742], [0.8352910483963718]]","[[0.006244167602353912], [0.00010883814320905572]]",[[0.1040137306724639]],[[0.008381142905871717]]
40,"[[-0.5571962384862948], [1.1526707634643751], [-0.4913912553897159]]","[[-0.08112897277850284], [-0.009511889573294158], [0.09812879644450818]]","[[-0.5558069669172859], [0.9762759297971557], [-0.5086431964583699]]","[[-1.6532572257546871], [-22.256456683045187], [-2.9188192916941373]]","[[1.4746004085740978], [0.8353025789933506]]","[[0.006141632256562168], [0.00012049844791972575]]",[[0.1040832695883634]],[[0.007487934092711179]]
41,"[[-0.5580140578683713], [1.1525723812522484], [-0.4904140278068937]]","[[-0.08015652150199902], [-0.010201515376509873], [0.0970015583258534]]","[[-0.5564638809413027], [0.9760437248738029], [-0.5081167670221147]]","[[-1.6527839894858274], [-22.276018893854864], [-2.9753506284002205]]","[[1.4752091876701352], [0.8353152235400585]]","[[0.0060395561608972415], [0.00013118094253083967]]",[[0.10414429557698358]],[[0.006643521449621907]]
42,"[[-0.5588218580901398], [1.1524673768896125], [-0.4894482346808452]]","[[-0.07916709476176884], [-0.010837065163332271], [0.09584993924417151]]","[[-0.5571092709574328], [0.9758143186021984], [-0.5075911833371931]]","[[-1.6520206823217731], [-22.294633189969463], [-3.0300501826734534]]","[[1.475807786264827], [0.8353288872723913]]","[[0.005938032636554347], [0.00014094275733178563]]",[[0.10419728411862873]],[[0.005845779320209136]]
43,"[[-0.5596194836642682], [1.1523562768350468], [-0.4884941034125009]]","[[-0.07816298960620854], [-0.011421304348483485], [0.09467695786831105]]","[[-0.5577432542882366], [0.9755877616850053], [-0.5070668969332452]]","[[-1.6509866897500776], [-22.312341942231463], [-3.082981507057165]]","[[1.476396264384859], [0.8353434809843213]]","[[0.0058371484636055015], [0.00014983808047652758]]",[[0.1042426897582784]],[[0.00509266391475776]]
44,"[[-0.5604068014792625], [1.152239580497176], [-0.48755183210097214]]","[[-0.07714637020787647], [-0.01195688342546436], [0.09348546380946375]]","[[-0.5583659549134068], [0.9753640960427604], [-0.5065443309405044]]","[[-1.6497005569728902], [-22.329186108397973], [-3.1342066155042705]]","[[1.476974690393921], [0.835358920740711]]","[[0.005736984148008162], [0.00015791829186539985]]",[[0.10428094691694015]],[[0.00438221017498425]]
45,"[[-0.5611836994916571], [1.1521177613635452], [-0.4866215912001102]]","[[-0.07611927378939226], [-0.012446341754757506], [0.09227814430737313]]","[[-0.5589775028164091], [0.9751433554609688], [-0.5060238812229026]]","[[-1.6481800139367566], [-22.345205257184524], [-3.1837859717407992]]","[[1.4775431403794408], [0.8353751276033364]]","[[0.005637614183640061], [0.0001652320934075746]]",[[0.1043124706717755]],[[0.0037125287598072845]]
46,"[[-0.5619500854763971], [1.1519912680914985], [-0.4857035251086065]]","[[-0.07508361627291359], [-0.01289211133897572], [0.09105753079738221]]","[[-0.5595780333663245], [0.9749255662020015], [-0.5055059174842529]]","[[-1.6464419999993813], [-22.360437592983345], [-3.231778481269454]]","[[1.4781016975652246], [0.8353920273696863]]","[[0.005539107308849545], [0.0001718256346094904]]",[[0.10433765750649514]],[[0.003081803185492912]]
47,"[[-0.5627058858332206], [1.1518605255618817], [-0.48479775369527045]]","[[-0.07404119772324194], [-0.013296520512060067], [0.08982600533004766]]","[[-0.5601676867356378], [0.9747107475828675], [-0.5049907843472551]]","[[-1.6445026880782518], [-22.374919981554896], [-3.278241487634963]]","[[1.4786504517494403], [0.8354095503241035]]","[[0.005441526757010706], [0.00017774263387781986]]",[[0.10435688603339147]],[[0.0024882870936069803]]
48,"[[-0.5634510444468602], [1.1517259358962737], [-0.4839043737611234]]","[[-0.07299370756934805], [-0.013661797563815165], [0.0885858067780463]]","[[-0.5607466073516675], [0.9744989125201902], [-0.5044788024051502]]","[[-1.642377508774365], [-22.388687975871957], [-3.3232307726486816]]","[[1.4791894987673697], [0.835427631000817]]","[[0.005344930501682832], [0.00018302449521501174]]",[[0.10437051768828894]],[[0.0019303016426057713]]
49,"[[-0.5641855215991545], [1.1515878794386727], [-0.48302346043998]]","[[-0.07194272966442133], [-0.013990074245757184], [0.0873390369140726]]","[[-0.5613149433814254], [0.9742900680436618], [-0.5039702692458986]]","[[-1.6400811738488668], [-22.401775843015287], [-3.3668005598132886]]","[[1.4797189399783341], [0.8354462079584257]]","[[0.0052493714953527615], [0.0001877104207181901]]",[[0.10437889739953791]],[[0.0014062330027554328]]
50,"[[-0.5649092929308464], [1.1514467157023052], [-0.4821550685391458]]","[[-0.07088974711663727], [-0.014283389212161102], [0.086087666308832]]","[[-0.5618728462444247], [0.974084215779463], [-0.5034654604488588]]","[[-1.6376276996226635], [-22.41421659089424], [-3.409003521077368]]","[[1.4802388817761818], [0.8354652235653843]]","[[0.005154897902270861], [0.0001918375184373211]]",[[0.10438235423231157]],[[0.0009145299788950248]]
51,"[[-0.5656223484510485], [1.1513027842825012], [-0.48129923382206324]]","[[-0.0698361468881167], [-0.01454369141885048], [0.08483354005937163]]","[[-0.5624204701576269], [0.9738813524047693], [-0.5029646305539686]]","[[-1.635030430060389], [-22.426041996205296], [-3.4498907861716828]]","[[1.480749435122726], [0.8354846237960518]]","[[0.00506155332509195], [0.0001954409058146922]]",[[0.10438120200939027]],[[0.0004537017524044399]]
52,"[[-0.566324691592928], [1.1511564057364854], [-0.4804559742344284]]","[[-0.06878322433510584], [-0.014772843342056752], [0.08357838334185726]]","[[-0.5629579717106286], [0.9736814700721794], [-0.5024680140033471]]","[[-1.6323020597776348], [-22.437282632219848], [-3.4895119553930387]]","[[1.4812507151035046], [0.8355043580368602]]","[[0.004969377025076938], [0.00019855380893885055]]",[[0.1043757399091301]],[[2.231566583334177e-05]]
53,"[[-0.5670163383142386], [1.151007882431034], [-0.47962529107554475]]","[[-0.06773218756697474], [-0.014972624188782868], [0.0823238068242536]]","[[-0.5634855094625817], [0.9734845568185142], [-0.5019758260559253]]","[[-1.6294546545148958], [-22.44796789621306], [-3.5279151141167775]]","[[1.4817428405052357], [0.8355243789021614]]","[[0.004878404136166026], [0.00020120765716891142]]",[[0.10436625304125025]],[[-0.00038100493378134294]]
54,"[[-0.5676973162403112], [1.1508574993586291], [-0.4788071701165501]]","[[-0.06668416156235088], [-0.015144733000242772], [0.08107131186870983]]","[[-0.5640032435651342], [0.9732905969281676], [-0.501488263673355]]","[[-1.626499673567109], [-22.458126039086956], [-3.5651468499220265]]","[[1.4822259334143126], [0.8355446420593704]]","[[0.004788665872257347], [0.0002034321744615042]]",[[0.10435301300176748]],[[-0.0007575826961611302]]
55,"[[-0.5683676638471831], [1.1507055249229297], [-0.4780015826673217]]","[[-0.0656401920241199], [-0.015290791686415783], [0.07982229559651352]]","[[-0.5645113354029646], [0.9730995712906758], [-0.5010055063812809]]","[[-1.6234479906109929], [-22.4677841933034], [-3.601252271140699]]","[[1.4827001188356983], [0.8355651060630068]]","[[0.004700189728468196], [0.00020525546622351953]]",[[0.10433627840842367]],[[-0.0011086881140221806]]
56,"[[-0.5690274296843983], [1.1505522116945746], [-0.47720848659359455]]","[[-0.06460124929936704], [-0.015412347953913441], [0.07857805579533417]]","[[-0.5650099472750248], [0.972911457735155], [-0.5005277170900138]]","[[-1.6203099154016865], [-22.476968400281223], [-3.6362750263231067]]","[[1.4831655243316046], [0.8355857321971866]]","[[0.004612999675779328], [0.0002067041017683735]]",[[0.10431629541658115]],[[-0.0014355414602236771]]
57,"[[-0.5696766716355849], [1.1503977971384032], [-0.4764278272861081]]","[[-0.06356823201812871], [-0.015510878101998887], [0.07733979558778353]]","[[-0.5654992420853651], [0.9727262313349021], [-0.5000550429239293]]","[[-1.6170952140603192], [-22.485703639891362], [-3.670257329935004]]","[[1.4836222796792968], [0.8356064843261631]]","[[0.004527116349573035], [0.00020780319304192219]]",[[0.10429329821670989]],[[-0.0017393145323440478]]
58,"[[-0.5703154562152375], [1.1502425043127826], [-0.47565953858340904]]","[[-0.06254197062420712], [-0.01558778980033143], [0.07610862803847299]]","[[-0.5659793830624508], [0.9725438646835037], [-0.49958761600965396]]","[[-1.6138131296657947], [-22.49401386094501], [-3.703239986716226]]","[[1.484070516547369], [0.8356273287525375]]","[[0.004442557230999178], [0.00020857646952920916]]",[[0.10426750951413395]],[[-0.002021132387204321]]
59,"[[-0.5709438579005486], [1.1500865425417823], [-0.47490354364975307]]","[[-0.06152323079101733], [-0.015644424759922587], [0.07488558053475938]]","[[-0.5664505334894335], [0.9723643281719683], [-0.49912555419616417]]","[[-1.6104724012052158], [-22.501922007956484], [-3.7352624121839613]]","[[1.484510368189893], [0.8356482340828121]]","[[0.004359336823367421], [0.00020904635028573537]]",[[0.1042391409914807]],[[-0.002282075017319257]]
60,"[[-0.571561958496642], [1.1499301080610163], [-0.4741597558096918]]","[[-0.06051271665073568], [-0.01568206132960162], [0.07367159905134477]]","[[-0.5669128564572344], [0.9721875902361008], [-0.4986689617978888]]","[[-1.6070812827671754], [-22.50945005005672], [-3.766362660898433]]","[[1.484941969157824], [0.8356691710999402]]","[[0.004277466821567266], [0.00020923401209405057]]",[[0.10420839375468129]],[[-0.0025231789289924776]]
61,"[[-0.5721698465339073], [1.149773384638005], [-0.47342807934100434]]","[[-0.05951107392536817], [-0.015701917007231364], [0.0724675522457817]]","[[-0.5673665146371096], [0.9720136175881061], [-0.4982179302992603]]","[[-1.6036475623667377], [-22.516619009427526], [-3.796577453350879]]","[[1.4853654550270279], [0.8356901126425088]]","[[0.004196956275448471], [0.00020915945413424453]]",[[0.10417545876309323]],[[-0.002745438687956455]]
62,"[[-0.572767616696275], [1.1496165441680017], [-0.472708410227449]]","[[-0.05851889293276909], [-0.015705150849534083], [0.07127423538036759]]","[[-0.5678116700693153], [0.9718423754324755], [-0.4977725390351146]]","[[-1.6001785802923192], [-22.523448989309895], [-3.825942204658677]]","[[1.4857809621423228], [0.8357110334902196]]","[[0.004117811747206268], [0.00020884155947920036]]",[[0.10414051724427872]],[[-0.002949808401935587]]
63,"[[-0.573355369278933], [1.149459747245942], [-0.472000636872886]]","[[-0.05753671143608921], [-0.01569286583726029], [0.07009237413851552]]","[[-0.5682484839653884], [0.9716738276640497], [-0.49733285584301823]]","[[-1.5966812466340814], [-22.529959202468895], [-3.8544910522195623]]","[[1.4861886273769307], [0.8357319102553674]]","[[0.00404003746270476], [0.00020829815368106352]]",[[0.10410374109412164]],[[-0.003137203135972679]]
64,"[[-0.5739332096745264], [1.1493031437153487], [-0.47130464077819173]]","[[-0.05656501743189207], [-0.0156661111314427], [0.068922628249149]]","[[-0.5686771165303023], [0.971507937052875], [-0.4968989376941562]]","[[-1.593162059018149], [-22.53616799860888], [-3.8822568854143213]]","[[1.4865885879067509], [0.8357527212800107]]","[[0.003963635457027159], [0.00020754606022688193]]",[[0.10406529326263357]],[[-0.003308500310769666]]
