step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.5507642497081073], [1.1084965737905839], [-0.5086648908762523]]","[[-0.26214936992748833], [-0.26943110927364256], [0.2853212831717428]]","[[-0.5616466200548598], [0.9344428420384371], [-0.4917433378900064]]","[[-1.0350089734894579], [-19.217781239270778], [0.35227647103190785]]","[[0.6639538992825614], [0.8445974477522934]]","[[0.007588314801620921], [0.005773859050894892]]",[[0.04906743320622324]],[[-0.24625919603166527]]
11,"[[-0.5533493352776758], [1.1058757075159966], [-0.5058652598636016]]","[[-0.25127569787487614], [-0.2557771851361036], [0.2745347310417088]]","[[-0.5630501405336483], [0.9333802649293397], [-0.49026903453432447]]","[[-0.9859709192155681], [-19.13547376253153], [0.2593741388341092]]","[[0.6647071166808225], [0.8451575143549414]]","[[0.00747552198629986], [0.005449910506216682]]",[[0.04666111237471825]],[[-0.23251815196927084]]
12,"[[-0.5558330673148806], [1.1033941809285799], [-0.5031735538050707]]","[[-0.24168508055846416], [-0.24169648691478435], [0.2637750160197258]]","[[-0.564472867042921], [0.9322134406635489], [-0.48876647920806]]","[[-0.941697522756545], [-19.094182160544175], [0.18712452515179456]]","[[0.6654490465306162], [0.8456849206668593]]","[[0.0073628956353211095], [0.0051229341767378145]]",[[0.04438755980862806]],[[-0.21960655145352279]]
13,"[[-0.558225796749545], [1.1010524609585142], [-0.5005877830144413]]","[[-0.23299763288859476], [-0.22784693231751596], [0.2533497516755886]]","[[-0.5658907162191956], [0.9310018931650921], [-0.4872638527306149]]","[[-0.9008876675702919], [-19.0781984991768], [0.12776913915403987]]","[[0.6661798274286163], [0.8461800920565384]]","[[0.007252638226962205], [0.004805530520779477]]",[[0.042238881194527386]],[[-0.20749481352938348]]
14,"[[-0.5605349020569286], [1.0988461129376017], [-0.49810369873028504]]","[[-0.22495891109300525], [-0.21459326088175132], [0.24342000087901344]]","[[-0.5672880085759688], [0.92978782719346], [-0.48578087593286623]]","[[-0.8626774179996843], [-19.076697431020104], [0.0759869428831913]]","[[0.666899762263652], [0.846644377542262]]","[[0.00714593937031216], [0.0045044095629553915]]",[[0.040207512150386295]],[[-0.19613217110029788]]
15,"[[-0.5627658261444081], [1.096768160712329], [-0.49571596613239255]]","[[-0.21740647027171722], [-0.2021075828667314], [0.23405267517128997]]","[[-0.5686555191862492], [0.9285988199383386], [-0.4843302850315601]]","[[-0.8265302782549688], [-19.082662855211062], [0.0283187893297987]]","[[0.6676092368688867], [0.847079578577208]]","[[0.007043335435408249], [0.004222467203496283]]",[[0.038286368435526325]],[[-0.1854613779705748]]
16,"[[-0.5649228101697804], [1.0948105895031564], [-0.4934188949092587]]","[[-0.21024149964141428], [-0.19044359787567244], [0.2252583546301609]]","[[-0.5699885817065244], [0.9274512180570242], [-0.48291952245465186]]","[[-0.7921281342381634], [-19.09184324078584], [-0.017362948844635073]]","[[0.6683086689941208], [0.8474876536232028]]","[[0.006944967956690196], [0.003960295549276793]]",[[0.03646888442411757]],[[-0.17542674288806456]]
17,"[[-0.5670093810368294], [1.092965235601219], [-0.49120686017514253]]","[[-0.20340630851466104], [-0.17958802050183986], [0.2170168518376785]]","[[-0.5712855023716634], [0.9263533741575629], [-0.4815522865060521]]","[[-0.7592871979676477], [-19.101869261406335], [-0.06228708053455789]]","[[0.668998478426108], [0.84787054673574]]","[[0.006850757744303326], [0.00371721525296298]]",[[0.0347489943892472]],[[-0.1659774771776837]]
18,"[[-0.5690286552248006], [1.0912242642047665], [-0.4890745195532232]]","[[-0.19686816473740268], [-0.16949401528100447], [0.20929348843619375]]","[[-0.5725463975159788], [0.9253083290600904], [-0.48022979043760794]]","[[-0.7279017230491773], [-19.11157602623163], [-0.10710904370996688]]","[[0.6696790710235885], [0.8482300983762517]]","[[0.006760515844672632], [0.0034919379934716943]]",[[0.03312108942674142]],[[-0.157068691583352]]
19,"[[-0.5709835159167014], [1.0895803877444379], [-0.48701690431565897]]","[[-0.19060843547078696], [-0.16010152928495414], [0.20204876425774906]]","[[-0.5737723936688994], [0.9243158423108365], [-0.47895170409083765]]","[[-0.6979077496373425], [-19.120518596952675], [-0.15214000734334032]]","[[0.6703508313788279], [0.8485680073469293]]","[[0.006674009789231494], [0.0032829635213671438]]",[[0.0315799675120794]],[[-0.1486612004957147]]
20,"[[-0.5728767077922402], [1.0880269320514677], [-0.48502943846301494]]","[[-0.18461569488332075], [-0.1513486926423683], [0.19524360477549918]]","[[-0.574965106965275], [0.923373823973013], [-0.47771681287291956]]","[[-0.6692609879121905], [-19.128646763462594], [-0.1974987490495681]]","[[0.6710141204573898], [0.8488858222190079]]","[[0.006590999984068535], [0.00308879802467521]]",[[0.03012078579621337]],[[-0.14072078275018982]]
21,"[[-0.5747108815759256], [1.086557821406343], [-0.483107920759032]]","[[-0.17888164056067835], [-0.14317749642216349], [0.1888418361023932]]","[[-0.5761263267771611], [0.9224792813452768], [-0.47652345165398374]]","[[-0.6419244125525609], [-19.13609992878479], [-0.2432064538634957]]","[[0.6716692758483619], [0.8491849481166088]]","[[0.006511257406771609], [0.0029080594365682444]]",[[0.028739019071383543]],[[-0.13321730088272615]]
22,"[[-0.5764886102455031], [1.085167526548214], [-0.48124849099619965]]","[[-0.1733988804168844], [-0.1355360477897818], [0.18281104419815775]]","[[-0.5772578388279389], [0.9216289042895698], [-0.4753697733885396]]","[[-0.6158620248761153], [-19.143086525376532], [-0.28924207215941367]]","[[0.6723166131863968], [0.8494666601930835]]","[[0.0064345704044010965], [0.0027395160308696376]]",[[0.027430425306510253]],[[-0.12612388400964708]]
23,"[[-0.5782123909382108], [1.083851001016977], [-0.47944759241961477]]","[[-0.1681598854893992], [-0.12837894686420617], [0.17712257780487176]]","[[-0.5783613374037234], [0.920819399298662], [-0.47425390381481813]]","[[-0.591036240104287], [-19.14981926750673], [-0.33557200904493145]]","[[0.672956427936949], [0.8497321188865596]]","[[0.006360745694800052], [0.002582089039582236]]",[[0.026191017659152112]],[[-0.11941625454987236]]
24,"[[-0.579884640917963], [1.0826036190205501], [-0.47770193627726093]]","[[-0.16315661352649113], [-0.12166675697388116], [0.17175116143439792]]","[[-0.5794383903397132], [0.9200476597986498], [-0.4731740223506649]]","[[-0.5674072151574556], [-19.156484966017018], [-0.3821641393697559]]","[[0.6735889971367836], [0.8499823844530413]]","[[0.006289606695597527], [0.0024348383947825347]]",[[0.02501704182532586]],[[-0.1130722090659744]]
25,"[[-0.5815076921769338], [1.0814211206123847], [-0.47600847091762793]]","[[-0.15838048399408242], [-0.11536513664881617], [0.16667438448076208]]","[[-0.5804904330188241], [0.9193108364357538], [-0.4721283981481304]]","[[-0.544933116363193], [-19.16323423900043], [-0.4289929398876613]]","[[0.6742145809200603], [0.8502184297242921]]","[[0.006220990959826533], [0.0022969426166086215]]",[[0.02390495751782143]],[[-0.10707123616441401]]
26,"[[-0.5830837868778052], [1.0802995658053647], [-0.4743643559179654]]","[[-0.15382250983714146], [-0.10944393606228214], [0.16187220269382002]]","[[-0.5815187764391955], [0.9186063508957975], [-0.471115400797064]]","[[-0.5235707433816799], [-19.17018160819316], [-0.47604005617266243]]","[[0.6748334237904108], [0.8504411508396397]]","[[0.006154747630282564], [0.0021676786248203683]]",[[0.022851423009594647]],[[-0.10139424320446483]]
27,"[[-0.5846150744574689], [1.0792352971618955], [-0.47276694079811826]]","[[-0.14947347560929058], [-0.10387639723617564], [0.15732651030581332]]","[[-0.5825246206107602], [0.9179318812273063], [-0.4701334982340829]]","[[-0.503276204556905], [-19.177410206567995], [-0.5232929012220052]]","[[0.6754457556617361], [0.8506513760946257]]","[[0.006090735299069117], [0.002046404048805517]]",[[0.021853281906307715]],[[-0.09602336253851423]]
28,"[[-0.5861036104738218], [1.07822490954743], [-0.47121374753328593]]","[[-0.14532410618997704], [-0.09863850377478156], [0.15302079762199308]]","[[-0.5835090685874329], [0.9172853354620887], [-0.46918124914795684]]","[[-0.4840055049007117], [-19.184977851943824], [-0.5707426867784677]]","[[0.6760517927134851], [0.850849873203368]]","[[0.0060288203738934065], [0.0019325428158079028]]",[[0.020907551540321596]],[[-0.09094181234276551]]
29,"[[-0.5875513569719227], [1.0772652255517463], [-0.4697024560380943]]","[[-0.14136520766075128], [-0.09370847883801386], [0.1489398893726553]]","[[-0.5844731394967265], [0.9166648224227697], [-0.4682572938181949]]","[[-0.46571502968806033], [-19.192922910381654], [-0.6183825728478252]]","[[0.6766517381092712], [0.8510373552972523]]","[[0.0059688759211140585], [0.00182557389896143]]",[[0.02001141254172951]],[[-0.08613379712610982]]
30,"[[-0.5889601839973464], [1.0763532752191363], [-0.46823089190652933]]","[[-0.1375877674132011], [-0.08906640864094989], [0.14506974778574525]]","[[-0.5854177789588382], [0.9160686247631314], [-0.4673603456521655]]","[[-0.448361869096531], [-19.20126919609359], [-0.6662062359904104]]","[[0.677245782620255], [0.8512144859483579]]","[[0.00591078087779362], [0.0017250227205445334]]",[[0.01916219931526185]],[[-0.08158442826726708]]
31,"[[-0.5903318719167162], [1.0754862789908497], [-0.46679701583978295]]","[[-0.13398302411526875], [-0.08469396338286078], [0.14139732605624175]]","[[-0.5863438677599543], [0.9154951756069574], [-0.46648918390408]]","[[-0.4319040664917], [-19.210029818229636], [-0.7142068715483247]]","[[0.6778341051852641], [0.8513818834496546]]","[[0.005854419543160905], [0.0016304546165524236]]",[[0.018357391234350866]],[[-0.07727966144074917]]
32,"[[-0.5916681142665533], [1.0746616330303496], [-0.4653989143379595]]","[[-0.13054251142902212], [-0.08057418991315624], [0.13791045801380458]]","[[-0.587252228691097], [0.9149430391746668], [-0.46564264779457215]]","[[-0.4163007778240284], [-19.21921004766152], [-0.7623765866760484]]","[[0.6784168734303782], [0.8515401245282479]]","[[0.005799681256968281], [0.0015414698323890086]]",[[0.017594604425837445]],[[-0.07320624332951245]]
33,"[[-0.5929705209046193], [1.0738768963340146], [-0.46403479135607434]]","[[-0.12725808129703775], [-0.0766913549918356], [0.1345977728547743]]","[[-0.588143631888124], [0.9144108950694608], [-0.464819631900986]]","[[-0.4015123666694438], [-19.228809380719], [-0.8107060962286001]]","[[0.6789942441627158], [0.8516897476200775]]","[[0.005746460193933878], [0.0014576996131498987]]",[[0.01687158407332044]],[[-0.06935166343296041]]
34,"[[-0.5942406213103089], [1.073129779212936], [-0.46270296071672035]]","[[-0.12412191458525682], [-0.07303082311613762], [0.13144862722341713]]","[[-0.5890187992278078], [0.9138975254883613], [-0.4640190825050584]]","[[-0.38750046648728187], [-19.238823009177633], [-0.8591846270865752]]","[[0.6795663638474494], [0.8518312557970156]]","[[0.005694655227328482], [0.001378803063323275]]",[[0.01618619718590857]],[[-0.06570411047569988]]
35,"[[-0.5954798679301309], [1.07241813286288], [-0.46140183913800004]]","[[-0.12112652259169195], [-0.0695789578764251], [0.12845304888255518]]","[[-0.5898784079379561], [0.913401804758999], [-0.46323999466466853]]","[[-0.3742280101386748], [-19.2492428605359], [-0.9077999585552103]]","[[0.6801333690730477], [0.8519651194102728]]","[[0.005644169827490053], [0.0013044645463033966]]",[[0.015536425794750069]],[[-0.062252431585561804]]
36,"[[-0.5966896395005516], [1.0717399398308345], [-0.46012993978106564]]","[[-0.11826474303029394], [-0.06632303920945049], [0.1256016883362054]]","[[-0.590723093682482], [0.9129226906319072], [-0.4624814097872144]]","[[-0.3616592417197495], [-19.260058342101665], [-0.9565385419338116]]","[[0.680695387007104], [0.852091778495186]]","[[0.0055949119745601905], [0.0012343914671308909]]",[[0.01492036054921793]],[[-0.05898609390467768]]
37,"[[-0.5978712443081565], [1.0710933052466614], [-0.4588858662506226]]","[[-0.11552973280416433], [-0.06325119173304872], [0.12288577609116838]]","[[-0.5915534532804748], [0.912459216884318], [-0.461742413537402]]","[[-0.34975971547944784], [-19.271256887865377], [-1.0053856596762294]]","[[0.6812525358435534], [0.8522116449698457]]","[[0.005546794074229311], [0.0011683123353423142]]",[[0.014336194687881693]],[[-0.05589514844718342]]
38,"[[-0.5990259233641498], [1.0704764487265337], [-0.4576683070004565]]","[[-0.11291495897059592], [-0.0603523210911566], [0.12029708404433062]]","[[-0.5923700471524586], [0.9120104869137303], [-0.4610221339655997]]","[[-0.3384962858720528], [-19.282824373043624], [-1.0543255994305363]]","[[0.6818049252412107], [0.8523251046518073]]","[[0.005499732869762575], [0.0011059750415376435]]",[[0.013782218361926621]],[[-0.05297019601969924]]
39,"[[-0.6001548534809359], [1.069887696878678], [-0.4564760301074468]]","[[-0.11041418877327512], [-0.05761605645034218], [0.11782789011169517]]","[[-0.5931734015617962], [0.9115756680898526], [-0.4603197397806809]]","[[-0.32783709090504143], [-19.29474544133998], [-1.103341827072743]]","[[0.6823526567531448], [0.8524325191118591]]","[[0.005453649348130529], [0.0010471453050886481]]",[[0.013256813290296484]],[[-0.050202355108506035]]
40,"[[-0.6012591502450984], [1.069325476356378], [-0.4553078783845]]","[[-0.1080214792767431], [-0.05503269803567376], [0.11547094563588639]]","[[-0.5939640106954125], [0.911153986703645], [-0.45963443871975]]","[[-0.3177515310834078], [-19.30700377220971], [-1.1524171509277878]]","[[0.6828958242462543], [0.8525342273803824]]","[[0.005408468639500619], [0.000991605264866191]]",[[0.012758447726778534]],[[-0.04758323167766911]]
41,"[[-0.6023398708849591], [1.0687883074122932], [-0.45416276480721807]]","[[-0.10573116696127445], [-0.05259316887499635], [0.1132194450286485]]","[[-0.594742338609565], [0.9107447234024317], [-0.4589654759869644]]","[[-0.30821024490879934], [-19.319582305631567], [-1.2015338728408183]]","[[0.683434514310417], [0.8526305475195665]]","[[0.005364119910633569], [0.0009391521944901449]]",[[0.01228567172011504]],[[-0.04510489080762225]]
42,"[[-0.6033980170328059], [1.0682747979138105], [-0.4530396682317918]]","[[-0.1035378573266218], [-0.05028897044216324], [0.1110669977062125]]","[[-0.5955088210563348], [0.9103472090344401], [-0.4583121327462732]]","[[-0.29918508144457023], [-19.33246343522967], [-1.250673924837152]]","[[0.6839688066566566], [0.8527217780731435]]","[[0.005320536252995112], [0.0008895973277245339]]",[[0.011837112649212925]],[[-0.04275983006371126]]
43,"[[-0.6044345373830475], [1.0677836377832828], [-0.4519376293838106]]","[[-0.10143641468603491], [-0.048112141704453104], [0.10900760186231323]]","[[-0.5962638672037556], [0.9099608208474289], [-0.45767372466032485]]","[[-0.29064907128123263], [-19.345629175395686], [-1.2998189920801058]]","[[0.6844987745038728], [0.8528081994041014]]","[[0.005277654567059642], [0.0008427647837594421]]",[[0.011411471016422517]],[[-0.040540954529313486]]
44,"[[-0.6054503302480814], [1.0673135938301197], [-0.45085574709918547]]","[[-0.09942195211274425], [-0.04605522139481866], [0.10703562012613396]]","[[-0.5970078612557778], [0.909584979001087], [-0.457049600472311]]","[[-0.2825763952430296], [-19.359061308003337], [-1.3489506213858042]]","[[0.6850244849537909], [0.8528900749298616]]","[[0.0052354154434053335], [0.0007984905832536526]]",[[0.011007516482852779]],[[-0.03844155338256764]]
45,"[[-0.6064462460138852], [1.0668635049441868], [-0.4497931747996544]]","[[-0.0974898216380581], [-0.044111213168901986], [0.10514575685941185]]","[[-0.597741163979959], [0.9092191433611124], [-0.45643914062955787]]","[[-0.2749423525902439], [-19.372741509554128], [-1.398050318663741]]","[[0.6855459993538842], [0.8529676522635565]]","[[0.0051937630418108505], [0.0007566217470778014]]",[[0.010624084130648128]],[[-0.03645527794640964]]
46,"[[-0.6074230894975331], [1.0664322776225637], [-0.4487491171868598]]","[[-0.09563560464460641], [-0.04227355348598427], [0.1033330370406898]]","[[-0.5984641141462013], [0.9088628105492405], [-0.4558417559487161]]","[[-0.26772332808708654], [-19.386651462138335], [-1.4470996348049374]]","[[0.6860633736481089], [0.8530411642692944]]","[[0.005152644969086406], [0.0007170154707414333]]",[[0.010260070938170426]],[[-0.03457612108990094]]
47,"[[-0.6083816222088455], [1.0660188818036653], [-0.44772282713989386]]","[[-0.09385510246400186], [-0.04053608201795578], [0.10159278657989737]]","[[-0.5991770298833171], [0.908515511226467], [-0.4552568863226515]]","[[-0.2608967582983204], [-19.40077294994155], [-1.496080241526905]]","[[0.6865766587153659], [0.8531108300386051]]","[[0.0051120121564163234], [0.0006795383674429445]]",[[0.009914432454925494]],[[-0.03279839790206032]]
48,"[[-0.6093225645186695], [1.0656223469850767], [-0.44671360280250516]]","[[-0.09214432727211308], [-0.03889301426971806], [0.09992061397698113]]","[[-0.5998802099576239], [0.9081768075895268], [-0.45468399946903165]]","[[-0.25444109794846526], [-19.415087941942712], [-1.5449739984516484]]","[[0.6870859006956661], [0.8531768557946242]]","[[0.005071818736668288], [0.0006440657743023159]]",[[0.009586179663902943]],[[-0.031116727565988767]]
49,"[[-0.6102465977360748], [1.0652417586031397], [-0.44572078484712846]]","[[-0.09049949315888145], [-0.037338916376968595], [0.09831239321623766]]","[[-0.6005739349765852], [0.9078462910631693], [-0.4541225897206326]]","[[-0.24833578591339833], [-19.429578662819], [-1.5937630124822002]]","[[0.6875911413040293], [0.8532394357299926]]","[[0.005032021922091179], [0.0006104811153817558]]",[[0.009274376019934721]],[[-0.029526016321889673]]
50,"[[-0.6111543660970771], [1.0648762546543862], [-0.444743753903961]]","[[-0.08891700748663588], [-0.03586868178408864], [0.09676424779788154]]","[[-0.6012584685238704], [0.9075235801713556], [-0.4535721768568742]]","[[-0.24256121141785858], [-19.444227653267937], [-1.6424296890848302]]","[[0.6880924181321895], [0.8532987527839113]]","[[0.0049925818831897395], [0.0005786753171199699]]",[[0.008978134653348865]],[[-0.028021441473981737]]
51,"[[-0.6120464786674136], [1.0645250225404437], [-0.44378192814407397]]","[[-0.08739346252978585], [-0.03447750964128313], [0.09527253580651926]]","[[-0.6019340582281637], [0.9072083185729086], [-0.4530323049762229]]","[[-0.23709868061894745], [-19.45901782026952], [-1.690956778398793]]","[[0.6885897649382149], [0.8533549793633001]]","[[0.004953461628443012], [0.0005485462710619338]]",[[0.008696615728956416]],[[-0.026598436363411]]
52,"[[-0.612923511161883], [1.0641872961195875], [-0.44283476100658264]]","[[-0.08592562728042358], [-0.033160884929988144], [0.09383383599085998]]","[[-0.6026009367693796], [0.9069001732480236], [-0.4525025414087745]]","[[-0.23193038310633796], [-19.47393247966494], [-1.7393274137859462]]","[[0.6890832119241905], [0.8534082780125642]]","[[0.004914626886065587], [0.000519998339454375]]",[[0.008429023951123505]],[[-0.025252676218413102]]
53,"[[-0.6137860076830496], [1.0638623529497122], [-0.441901739060497]]","[[-0.08451043961193001], [-0.03191455994619541], [0.09244493468649143]]","[[-0.6032593228282294], [0.9065988328225618], [-0.4519824756681243]]","[[-0.22703935927511631], [-19.48895539069871], [-1.7875251464398003]]","[[0.689572786002125], [0.8534588020360712]]","[[0.004876045987090016], [0.000492941900276378]]",[[0.008174606206166378]],[[-0.02398006486935652]]
54,"[[-0.6146344823818678], [1.0635495117085656], [-0.44098237999270556]]","[[-0.08314499867186512], [-0.0307345371702325], [0.09110281360261224]]","[[-0.6039094219791892], [0.906304006019484], [-0.4514717184418184]]","[[-0.22240946834622788], [-19.50407078377094], [-1.8355339740739578]]","[[0.6900585110482819], [0.8535066960770734]]","[[0.004837689750747387], [0.0004672929282856231]]",[[0.007932649333994075]],[[-0.022776722236069344]]
55,"[[-0.6154694210428507], [1.063248129778354], [-0.44007623071406493]]","[[-0.08182655748458804], [-0.029617053442983626], [0.08980463839114639]]","[[-0.6045514275319098], [0.9060154202268053], [-0.4509699006194572]]","[[-0.21802535642611964], [-19.519263383114254], [-1.8833383657119531]]","[[0.6905404081461419], [0.853552096656479]]","[[0.004799531372012833], [0.0004429726079835383]]",[[0.007702478021437915]],[[-0.021638972537563965]]
56,"[[-0.6162912825965967], [1.0629576009830344], [-0.4391828655763432]]","[[-0.0805525159305705], [-0.028558565132931507], [0.08854774784713018]]","[[-0.6051855213249127], [0.9057328201720933], [-0.4504766723573338]]","[[-0.21387242607745538], [-19.53451842343386], [-1.9309232823784412]]","[[0.6910184958182294], [0.8535951326745821]]","[[0.004761546311438103], [0.00041990697728921944]]",[[0.0074834528100939076]],[[-0.020563333216371844]]
57,"[[-0.6171005005621036], [1.0626773534672656], [-0.4383018846930388]]","[[-0.0793204138697485], [-0.02755573449079568], [0.08732964389043447]]","[[-0.6058118744710306], [0.9054559666959651], [-0.44999170217896234]]","[[-0.20993680602374187], [-19.549821662630055], [-1.9782741936374284]]","[[0.6914927902470439], [0.8536359258785832]]","[[0.004723712187426621], [0.00039802659759224923]]",[[0.007274968212121122]],[[-0.01954650447466451]]
58,"[[-0.6178974844216317], [1.0624068477072435], [-0.43743291235788756]]","[[-0.07812792457698008], [-0.02660541688555082], [0.08614798203615927]]","[[-0.6064306480611372], [0.9051846356155848], [-0.4495146761101726]]","[[-0.20620532173307193], [-19.56515939065578], [-2.0253770914283002]]","[[0.6919633054853552], [0.8536745912984973]]","[[0.004686008671328512], [0.0003772662490186818]]",[[0.0070764509277245384]],[[-0.018585359427510342]]
59,"[[-0.6186826209306255], [1.06214557464412], [-0.43657559555501774]]","[[-0.07697284843500292], [-0.025704648933680407], [0.08500056254661761]]","[[-0.6070419938262305], [0.904918616671618], [-0.44904529684800776]]","[[-0.20266546706977318], [-19.580518434505194], [-2.0722185003847615]]","[[0.6924300536561256], [0.8537112376538235]]","[[0.00464841738492261], [0.0003575646486342343]]",[[0.006887358158475793]],[[-0.0176769348243431]]
60,"[[-0.6194562753652182], [1.0618930539316709], [-0.43572960255540905]]","[[-0.07585310684616503], [-0.02485063744933036], [0.08388532201064622]]","[[-0.6076460547600521], [0.9046577125521476], [-0.44858328296241007]]","[[-0.19930537644449808], [-19.595886160593352], [-2.1187854855671695]]","[[0.6928930451423327], [0.853745967733143]]","[[0.004610921800951573], [0.0003388641891421962]]",[[0.0067071760110429595]],[[-0.01681842228598784]]
61,"[[-0.6202187927097873], [1.061648832290387], [-0.43489462159442666]]","[[-0.07476673641380047], [-0.024040749128851763], [0.082800325492904]]","[[-0.6082429657059303], [0.9044017379872129], [-0.44812836812964224]]","[[-0.19611379806781626], [-19.611250474249267], [-2.165065657809648]]","[[0.6933522887669744], [0.8537788787486479]]","[[0.004573507146221623], [0.00032111069702134287]]",[[0.006535417986174657]],[[-0.016007160049748285]]
62,"[[-0.6209704987869585], [1.061412481960827], [-0.4340703596257267]]","[[-0.07371188332966172], [-0.023272500954758524], [0.08174375911433099]]","[[-0.6088328539083289], [0.9041505189088542], [-0.44768030039657203]]","[[-0.1930800677285771], [-19.62659981730444], [-2.211047176567054]]","[[0.6938077919635388], [0.8538100626674182]]","[[0.004536160307733184], [0.0003042532080832494]]",[[0.006371623548141236]],[[-0.015240625171227986]]
63,"[[-0.6217117013324607], [1.0611835992496645], [-0.4332565411471155]]","[[-0.07268679802938331], [-0.022543551190506023], [0.08071392304729892]]","[[-0.6094158395321672], [0.9039038916714067], [-0.44723884147478793]]","[[-0.1901940837260674], [-19.641923163362428], [-2.2567187509594797]]","[[0.6942595609372288], [0.853839606521139]]","[[0.004498869741631495], [0.00028824375924996204]]",[[0.006215356770088022]],[[-0.014516426172590465]]
64,"[[-0.622442691017037], [1.0609618031622297], [-0.4324529070941014]]","[[-0.07168983002323026], [-0.021851691027790776], [0.079709224959773]]","[[-0.6099920361505898], [0.9036617023277448], [-0.4468037660636628]]","[[-0.18744628234880745], [-19.657210011714128], [-2.302069638810818]]","[[0.6947076008172308], [0.8538675926957923]]","[[0.004461625385110413], [0.0002730371951087385]]",[[0.006066205051089879]],[[-0.013832296090109343]]
