step,q,dq,qr,tau,r_pos,r_vel,th,dth
14,"[[-0.5252876433634632], [1.203414726688198], [-0.555178160389254]]","[[-0.18733641260256093], [0.6847709419021246], [-0.18592122830108132]]","[[-0.5267516117317972], [1.0990622677504278], [-0.5357440700817816]]","[[-0.5037765046508436], [-17.890805360958765], [5.39239850369961]]","[[0.22165849893796227], [0.8241390619695189]]","[[0.011039499187545654], [-0.014860507740843687]]",[[0.12294892293548058]],[[0.311513300999621]]
15,"[[-0.5272951313696009], [1.2103031768714512], [-0.5569961719255401]]","[[-0.19964299185426743], [0.6878592744653201], [-0.17836574470404826]]","[[-0.5298594553297257], [1.1042509925452426], [-0.538501067250913]]","[[-0.5795119492946688], [-18.16560029817383], [5.177260759570346]]","[[0.22278957958499243], [0.8226412739401562]]","[[0.011528803821461708], [-0.014999479597199716]]",[[0.1260118735763104]],[[0.30985053790586586]]
16,"[[-0.5294245968790586], [1.2172191472686753], [-0.5587376475857909]]","[[-0.21148912652788274], [0.6903424816733894], [-0.17069361919234888]]","[[-0.5330705952344427], [1.1094090546719788], [-0.5413935999352653]]","[[-0.6582764274125963], [-18.4433925858618], [4.9289904028734055]]","[[0.22396885401268463], [0.8211301794045427]]","[[0.012004293179129766], [-0.01512805849662735]]",[[0.12905690280382626]],[[0.30815973595543544]]
17,"[[-0.5316719044654853], [1.2241576895754196], [-0.5604021352444611]]","[[-0.2229522097741755], [0.6924143923609594], [-0.1630326223120882]]","[[-0.5363859486252174], [1.114530424140194], [-0.5443985100329962]]","[[-0.7400086708045226], [-18.72634089909086], [4.6523040472086175]]","[[0.2251947807943463], [0.8196065871383665]]","[[0.012463084913544309], [-0.015250303301050927]]",[[0.13208364986547572]],[[0.3064295602781119]]
18,"[[-0.5340326972466112], [1.2311150290923503], [-0.5619901888031605]]","[[-0.23396790731471118], [0.6941396927435668], [-0.1554588785396283]]","[[-0.5397934466583264], [1.1195982603808972], [-0.5474816658130826]]","[[-0.8240840794316318], [-19.017141358987793], [4.353210268927347]]","[[0.22646556706165952], [0.8180710512110044]]","[[0.012902996132116429], [-0.015367668163324133]]",[[0.1350921430425786]],[[0.30471290688922753]]
19,"[[-0.5365051246696818], [1.2380888335994427], [-0.563502945561482]]","[[-0.2449182328256115], [0.695704965015453], [-0.1480288221391884]]","[[-0.5433251124884483], [1.1246390934111365], [-0.5506570870730263]]","[[-0.911913735514364], [-19.313228097660517], [4.030322654064603]]","[[0.2277792222348623], [0.8165238566919153]]","[[0.013322078654692815], [-0.015483572770436105]]",[[0.13808076336827874]],[[0.3027579100495146]]
20,"[[-0.5390865697128979], [1.245077246004491], [-0.5649422008604497]]","[[-0.25552802031561817], [0.6970766467296078], [-0.14079873173178065]]","[[-0.5469461798810095], [1.1296309215859408], [-0.5538818630122105]]","[[-1.0010976491243568], [-19.617419696300384], [3.690941588400098]]","[[0.22913356423167952], [0.8149651766537973]]","[[0.013718636007217788], [-0.015597663449407051]]",[[0.14104847543114207]],[[0.3007498946799316]]
21,"[[-0.5417742346647412], [1.2520784973276762], [-0.5663100254969033]]","[[-0.2658926911922751], [0.6982823773558453], [-0.13378331211374545]]","[[-0.5506658261311818], [1.134578308952578], [-0.5571521634905293]]","[[-1.0925718834077436], [-19.929001264114405], [3.336113047863833]]","[[0.23052627637791187], [0.8133951718920017]]","[[0.014091493897200325], [-0.015710272375102363]]",[[0.1439942371660315]],[[0.2986063740486859]]
22,"[[-0.5445660256571765], [1.259091029669499], [-0.5676086368637203]]","[[-0.27606987680156997], [0.6993393178087773], [-0.1269964254572013]]","[[-0.5544836731564516], [1.1394869942099755], [-0.5604567128489489]]","[[-1.1859485663397822], [-20.247039571898316], [2.968000169802334]]","[[0.23195493362842923], [0.8118139811140266]]","[[0.014439650991102115], [-0.01582154599539809]]",[[0.14691636714860254]],[[0.2962730155500064]]
23,"[[-0.5474601597399695], [1.2661135376638553], [-0.568840483047362]]","[[-0.28607790698724134], [0.7002799903332485], [-0.12046719432366287]]","[[-0.5583960039664569], [1.1443721708025065], [-0.5637907263096443]]","[[-1.2806801233406926], [-20.569347602281127], [2.587963303084453]]","[[0.23341701049647545], [0.8102217053349824]]","[[0.014762115028865708], [-0.01593204811113358]]",[[0.1498128948765228]],[[0.29373488902120537]]
24,"[[-0.5504538122202101], [1.273144746143228], [-0.5700083652233733]]","[[-0.2957615859752142], [0.7010917121331407], [-0.11423070349298192]]","[[-0.5623831636956201], [1.1492373291280802], [-0.5671364982107255]]","[[-1.3756518124397878], [-20.895092187596877], [2.199430564287668]]","[[0.2349098887349738], [0.8086184346615995]]","[[0.015058066515960533], [-0.016041616006590154]]",[[0.15268256869964505]],[[0.2910994226672217]]
25,"[[-0.5535413377409623], [1.280182708167387], [-0.5711153650190052]]","[[-0.3047910075114862], [0.7016736785244567], [-0.1083039709569737]]","[[-0.5664125493049372], [1.1540617475370916], [-0.5704727827591566]]","[[-1.4699566228501673], [-21.22613750098141], [1.8062486244899838]]","[[0.23643088384242686], [0.8070043798159747]]","[[0.015327025814160233], [-0.016148336052312917]]",[[0.15552600540741954]],[[0.28857870005485814]]
26,"[[-0.5567126206682613], [1.2872248011515088], [-0.5721651916779673]]","[[-0.3126778188356866], [0.7019908391740972], [-0.10277872504163732]]","[[-0.5704340300422164], [1.158870983004816], [-0.5738241414745118]]","[[-1.5622887801110297], [-21.557811469629986], [1.4061397046850246]]","[[0.2379772176092239], [0.8053798455744374]]","[[0.015567763160220793], [-0.01625209085718282]]",[[0.15834698880528222]],[[0.28653429529791213]]
27,"[[-0.5599630929657898], [1.2942697151546174], [-0.5731612463451795]]","[[-0.3204206003128137], [0.7022456106404261], [-0.0975713503564733]]","[[-0.5745371446753781], [1.1636860710325234], [-0.577176331575902]]","[[-1.657360976641372], [-21.888651835867115], [1.0009884635586186]]","[[0.2395461229047722], [0.8037449583606723]]","[[0.01578100010374006], [-0.016355491708308634]]",[[0.16114537584364966]],[[0.28425365997341634]]
28,"[[-0.5632971697716279], [1.301318111577434], [-0.5741062389474876]]","[[-0.328850705926526], [0.7026328242505342], [-0.09262292548831752]]","[[-0.5787802803238378], [1.1685379538209404], [-0.5805128250310584]]","[[-1.7549044427333946], [-22.216020795006784], [0.5930799190705648]]","[[0.24113490337416443], [0.8020995725014208]]","[[0.01596745495477947], [-0.016461360898611943]]",[[0.16391470285831763]],[[0.28115919283682966]]
29,"[[-0.5667197187536115], [1.3083710130561825], [-0.5750030177513874]]","[[-0.3376679783600067], [0.7031074915765423], [-0.0879731795522834]]","[[-0.5831335396993669], [1.1733960809112327], [-0.5838401386537486]]","[[-1.8522015831868548], [-22.544315253238224], [0.18223648440967055]]","[[0.2427408497567095], [0.800443481604818]]","[[0.016126648661304865], [-0.016569056544513128]]",[[0.16664827655118258]],[[0.27746633366197515]]
30,"[[-0.5702322604404376], [1.3154285800872043], [-0.5758546238299406]]","[[-0.3465317698511975], [0.7035552960810397], [-0.08362323192019028]]","[[-0.5875688425527719], [1.1782480152260373], [-0.5871191246599844]]","[[-1.9481291457592036], [-22.874334234338992], [-0.22516127361645166]]","[[0.24436124840074494], [0.7987766360520537]]","[[0.016258905698735004], [-0.016676342531507515]]",[[0.16934169581682537]],[[0.2734002943085134]]
31,"[[-0.5738332322088582], [1.3224898035645452], [-0.5766640189362694]]","[[-0.3551560108184651], [0.7038569953330582], [-0.07955846992576912]]","[[-0.5920633386485735], [1.1830849825016136], [-0.5903383253514982]]","[[-2.0422967048071428], [-23.206054068697487], [-0.6270806620910738]]","[[0.24599343520867256], [0.797099225349394]]","[[0.01636485153065359], [-0.016780708731400917]]",[[0.17199255241941594]],[[0.2691425145888242]]
32,"[[-0.5775189582325105], [1.3295526543946836], [-0.5774339613819552]]","[[-0.36336750376373106], [0.7039209036496081], [-0.07575639579494015]]","[[-0.5966015424095485], [1.1879047604140718], [-0.5934942816313568]]","[[-2.134632087540016], [-23.538564723783246], [-1.0228088693070305]]","[[0.24763481881058894], [0.7954116661507824]]","[[0.016445268939077606], [-0.01688003731884491]]",[[0.17459973478021565]],[[0.2647970040886599]]
33,"[[-0.58128500406778], [1.3366144989271147], [-0.5781669630508665]]","[[-0.3711347597438731], [0.7037058475756939], [-0.07219430894887885]]","[[-0.6011778146096933], [1.1927139100083763], [-0.5965886096941428]]","[[-2.2252568816477654], [-23.870030397198224], [-1.4124435572328153]]","[[0.24928289064118248], [0.7937145327065276]]","[[0.016500984885867154], [-0.016973118370011697]]",[[0.17716253180846894]],[[0.26037677888180344]]
34,"[[-0.5851272863427064], [1.3436725825314932], [-0.5788653376182951]]","[[-0.3785208789320051], [0.7032184422671145], [-0.06885733577171213]]","[[-0.6057927555139927], [1.1975245202250953], [-0.5996239702971433]]","[[-2.3142208071591734], [-24.198239955061556], [-1.796196987111032]]","[[0.25093522396199713], [0.792008463568488]]","[[0.016532784548312085], [-0.017059705147937088]]",[[0.17967995857049152]],[[0.2558402275645357]]
35,"[[-0.5890425844728889], [1.3507243986702673], [-0.5795313043782067]]","[[-0.3856198358021972], [0.702495840966297], [-0.06574137460088914]]","[[-0.6104490914734549], [1.2023491557866492], [-0.6026018988549129]]","[[-2.401435956658196], [-24.521260677652112], [-2.1740195834269636]]","[[0.2525894672929794], [0.7902940816483406]]","[[0.01654138526998028], [-0.017140245701741108]]",[[0.18215050981917008]],[[0.25113463056321084]]
36,"[[-0.5930284196949455], [1.3577678532765107], [-0.580167102548947]]","[[-0.39249506927494626], [0.7015830114854554], [-0.06285246805832782]]","[[-0.6151473271106698], [1.2071970149607607], [-0.6055218068426033]]","[[-2.4866532420478475], [-24.837819171479936], [-2.5454353972168082]]","[[0.25424333752686606], [0.788571949784827]]","[[0.016527452410919352], [-0.01721546406845409]]",[[0.1845723310326205]],[[0.2462354741533197]]
37,"[[-0.5970825252898503], [1.3648012432208014], [-0.5807750818789507]]","[[-0.39914862655616046], [0.7005164264716612], [-0.060203770091886905]]","[[-0.6198835730659352], [1.2120727619667233], [-0.6083817679857724]]","[[-2.569532805530742], [-25.147308289413207], [-2.909675740290423]]","[[0.2558946160567299], [0.786842562994535]]","[[0.016491633137294404], [-0.01728602391753986]]",[[0.18694363605199815]],[[0.24116402982019783]]
38,"[[-0.6012021455557034], [1.3718231340103884], [-0.5813577725104441]]","[[-0.40551041960764395], [0.6993181130006398], [-0.057814694950300484]]","[[-0.6246483694646061], [1.2169780752609136], [-0.6111805865014096]]","[[-2.6496850462811756], [-25.44946958676555], [-3.2659904884368287]]","[[0.2575411466318814], [0.7851063623915564]]","[[0.01643455569355634], [-0.01735239677389533]]",[[0.1892632159442401]],[[0.23599299844155672]]
39,"[[-0.6053840511347376], [1.378832304747833], [-0.5819178434999684]]","[[-0.41154423508085386], [0.6980078859979127], [-0.05569558604670153]]","[[-0.629436291683559], [1.221912611345193], [-0.6139171485120898]]","[[-2.727102535546884], [-25.74435461663419], [-3.61370364342992]]","[[0.2591808425710482], [0.7833637470410385]]","[[0.016356961129537773], [-0.017414952490435454]]",[[0.19153041011312683]],[[0.23076806487149593]]
40,"[[-0.6096255469495887], [1.3858277930997887], [-0.582457903318223]]","[[-0.4173415903067773], [0.6966117373158202], [-0.05383170093765881]]","[[-0.6342531036569242], [1.2268752732281771], [-0.6165863111053664]]","[[-2.8021484056397994], [-26.032228441507115], [-3.951784104457398]]","[[0.2608117097177741], [0.7816150801266263]]","[[0.016259881201502457], [-0.0174739911674604]]",[[0.1937443428319769]],[[0.22543844607252267]]
41,"[[-0.6139242218408866], [1.3928088314889704], [-0.5829805081384978]]","[[-0.4229023505693705], [0.6951469964827934], [-0.052222500162413615]]","[[-0.6390946145026758], [1.2318698490571884], [-0.619188925845933]]","[[-2.8744764755842716], [-26.3125636708687], [-4.279988217344173]]","[[0.26243184901924943], [0.7798606975783121]]","[[0.016144229162790014], [-0.017529796603765746]]",[[0.19590410150958648]],[[0.22002214575100945]]
42,"[[-0.6182774966525507], [1.3997748044786105], [-0.5834882307765338]]","[[-0.428202756736624], [0.6936280293556896], [-0.05087051371150607]]","[[-0.6439559999494501], [1.236898246461851], [-0.6217257722852959]]","[[-2.9439337073074925], [-26.585108317951132], [-4.598022883910981]]","[[0.2640394512713961], [0.778100908032189]]","[[0.01601089951415724], [-0.017582642574331953]]",[[0.19800907704952767]],[[0.2145547589075597]]
43,"[[-0.6226827914080679], [1.4067252811105837], [-0.5839836414712845]]","[[-0.4332530724880723], [0.6920752373859507], [-0.049774317014436964]]","[[-0.6488359625442758], [1.241962794455521], [-0.6241983677663534]]","[[-3.0105831359356245], [-26.849630772174176], [-4.905742900916407]]","[[0.2656327989867091], [0.7763359861021729]]","[[0.01586081771515202], [-0.017632907418052568]]",[[0.20005884823123055]],[[0.2090478478834414]]
44,"[[-0.6271375317103752], [1.4136600346199837], [-0.5844693174891669]]","[[-0.43804950192853875], [0.6905094281695223], [-0.048935781685682536]]","[[-0.6537315313508165], [1.2470661538781989], [-0.6266093439884495]]","[[-3.0743587211733296], [-27.10588571586302], [-5.203139887135324]]","[[0.26721026445499657], [0.7745661656088454]]","[[0.015694863899912148], [-0.017681026337124095]]",[[0.20205318542044326]],[[0.20352414455757842]]
45,"[[-0.6316388990374826], [1.4205789062521579], [-0.5849478128930311]]","[[-0.44255926825673403], [0.6889276624662252], [-0.04834832212324472]]","[[-0.6586374832714936], [1.2522013561271221], [-0.6289549787705697]]","[[-3.1351770240003547], [-27.354869205224254], [-5.489327017046832]]","[[0.2687703146970419], [0.7727916671400531]]","[[0.01551404624695052], [-0.017726910917370553]]",[[0.2039921943216424]],[[0.1980200720862465]]
46,"[[-0.6361843461457557], [1.4274817759292429], [-0.5854215239609204]]","[[-0.4468351580397063], [0.6873361976872109], [-0.04799183522785626]]","[[-0.6635566520264905], [1.2573680008000563], [-0.6312349695542511]]","[[-3.1933206456558976], [-27.596668411954628], [-5.764091670457016]]","[[0.27031152591673596], [0.7710127135471828]]","[[0.015319496477850247], [-0.017770557711016544]]",[[0.20587590582256646]],[[0.1925092044207872]]
47,"[[-0.6407716218075128], [1.4343685778697666], [-0.5858926913600401]]","[[-0.4508957765381455], [0.6857407762118723], [-0.047853323056426686]]","[[-0.6684876777527105], [1.262568198893292], [-0.6334511831631446]]","[[-3.24869398358768], [-27.830997726397545], [-6.027510096820486]]","[[0.2718325826662045], [0.769229524880153]]","[[0.01511226860902437], [-0.017812030551367375]]",[[0.2077042647022144]],[[0.18699167661730026]]
48,"[[-0.6453987163587354], [1.441239327769482], [-0.5863634274771407]]","[[-0.45476707047513387], [0.6841510499005353], [-0.04792042071889052]]","[[-0.6734306313847795], [1.2678039329002566], [-0.635605230913491]]","[[-3.3013261294156866], [-28.05764139492298], [-6.2796303124585]]","[[0.27333227392157283], [0.7674423088582167]]","[[0.014893396044479701], [-0.0178514952364206]]",[[0.20947718393360656]],[[0.18146355870651112]]
49,"[[-0.6500636685764902], [1.448094114505475], [-0.5868357536338866]]","[[-0.458444432196913], [0.6825734475799532], [-0.0481855728823653]]","[[-0.6783829028889384], [1.273076086081438], [-0.6376988645926889]]","[[-3.3511274719491495], [-28.276531933929725], [-6.520488431816346]]","[[0.27480948842749986], [0.7656512577869246]]","[[0.014663856587521229], [-0.017889107924096148]]",[[0.21119469229509763]],[[0.17594344249953628]]
50,"[[-0.6547644529256399], [1.454933085738983], [-0.587311616954741]]","[[-0.46192075270370037], [0.6810134955304039], [-0.048641337982110205]]","[[-0.6833421916025426], [1.2783846908474825], [-0.639733886133002]]","[[-3.3981022186617174], [-28.48772975203721], [-6.750135778950976]]","[[0.2762632117098754], [0.7638565487165349]]","[[0.014424610658686499], [-0.01792501983667316]]",[[0.21285701585860356]],[[0.17045140484687085]]
51,"[[-0.6594990553136388], [1.4617564511709067], [-0.5877928767367956]]","[[-0.4652007501261536], [0.6794775258560624], [-0.04927827352311656]]","[[-0.6883073639497053], [1.2837296101975544], [-0.6417121632967299]]","[[-3.44231819349403], [-28.69133799764723], [-6.968665691801322]]","[[0.277692525396513], [0.7620583426697943]]","[[0.014176615772232282], [-0.017959394262545558]]",[[0.21446451912047199]],[[0.16499850220679224]]
52,"[[-0.6642655816541743], [1.4685644958726929], [-0.5882812898467062]]","[[-0.4682992980251976], [0.6779736261064796], [-0.050085898896726044]]","[[-0.6932781293107206], [1.2891112498893171], [-0.6436358836079316]]","[[-3.483852458660434], [-28.887406727630605], [-7.176245963452051]]","[[0.2790966061155928], [0.7602567818628156]]","[[0.013920812163947804], [-0.017992434495284204]]",[[0.216017624371811]],[[0.15958842918341734]]
53,"[[-0.6690622824177277], [1.4753575868015087], [-0.5887785109460222]]","[[-0.4712302731841114], [0.6765100172103181], [-0.051054226201186215]]","[[-0.6982541209930327], [1.2945299362181462], [-0.6455073357865928]]","[[-3.522756773906703], [-29.07601285559344], [-7.373070620029977]]","[[0.2804747227837772], [0.7584519871266405]]","[[0.013658108270897529], [-0.01802436241649108]]",[[0.21751679343775965]],[[0.15422551782502053]]
54,"[[-0.673887512165584], [1.482136169806889], [-0.5892861018733478]]","[[-0.4740022625150352], [0.675094430055989], [-0.05217438881194819]]","[[-0.7032346429965073], [1.2999859174828472], [-0.6473289433763313]]","[[-3.559070808945685], [-29.257252823043572], [-7.559356983278797]]","[[0.28182623296996806], [0.756644056672308]]","[[0.01338937393540185], [-0.018055409074213546]]",[[0.21896255576795545]],[[0.14891777872786682]]
55,"[[-0.6787397180031424], [1.4889007598792925], [-0.5898055304988751]]","[[-0.47662455900068057], [0.6737330773561636], [-0.05343664711283794]]","[[-0.7082192642027757], [1.3054786320991942], [-0.649102590521911]]","[[-3.5928574597068064], [-29.43134190414648], [-7.735262790809625]]","[[0.2831505804463712], [0.754833067214988]]","[[0.013115463829244112], [-0.018085776534326747]]",[[0.22035551137727485]],[[0.143671871243784]]
56,"[[-0.6836174605830155], [1.4956519324149942], [-0.5903381629827614]]","[[-0.4791091178448719], [0.6724317343416696], [-0.054830644026342024]]","[[-0.7132079013025578], [1.311007769636454], [-0.6508303857920386]]","[[-3.624191089434953], [-29.598462234754397], [-7.90100121200429]]","[[0.28444729332715785], [0.7530190755141093]]","[[0.01283721066979715], [-0.01811566120589747]]",[[0.2216963088492183]],[[0.13849197247045583]]
57,"[[-0.6885193711796341], [1.5023903112406078], [-0.5908852690716523]]","[[-0.4814606391259159], [0.6711946975120003], [-0.05634708328496418]]","[[-0.7181998954587065], [1.3165728959016838], [-0.6525147142293941]]","[[-3.6531190452653504], [-29.758808051635103], [-8.056831598393135]]","[[0.2857159807456434], [0.7512021197775132]]","[[0.012555408021386327], [-0.018145242566325326]]",[[0.22298567098932015]],[[0.13338697510225875]]
58,"[[-0.6934439158659372], [1.5091165082140074], [-0.5914480443363833]]","[[-0.48365363269853695], [0.6700174455139222], [-0.05797889210764001]]","[[-0.7231923203677545], [1.3221700416137572], [-0.6541586935473825]]","[[-3.6796651064597086], [-29.91302066805567], [-8.203111348669706]]","[[0.28695632770560864], [0.7493822307440869]]","[[0.01227079494371952], [-0.018174525573033673]]",[[0.22422454801168884]],[[0.12838492071229976]]
59,"[[-0.698389427961896], [1.5158310904986527], [-0.5920275900711891]]","[[-0.48568052809744067], [0.6688950732751205], [-0.059715382632711644]]","[[-0.7281840625304643], [1.327796356355084], [-0.655765243163541]]","[[-3.7039870777560013], [-30.061559202709766], [-8.340216476691332]]","[[0.2881680928670217], [0.7475594406508596]]","[[0.011984100156559041], [-0.018203474700317912]]",[[0.22541407246556822]],[[0.12349916254496805]]
60,"[[-0.7033543436561762], [1.5225346081652291], [-0.5926248826555021]]","[[-0.4875592177347761], [0.6678275774682697], [-0.06154361815899012]]","[[-0.7331759126200604], [1.3334514350262734], [-0.657337587755575]]","[[-3.7262647762868335], [-30.20455826939439], [-8.468611870083258]]","[[0.289351106431354], [0.7457337798897459]]","[[0.011696020098289628], [-0.018232141447205308]]",[[0.22655538185354795]],[[0.11872474156994851]]
61,"[[-0.7083373674146519], [1.5292276378629568], [-0.5932407671169372]]","[[-0.4893197845357994], [0.6668192354849422], [-0.0634508872201735]]","[[-0.7381694696804235], [1.3391359499169013], [-0.6588786328301551]]","[[-3.746634738806776], [-30.34203763798258], [-8.588733416106251]]","[[0.29050526576934876], [0.7439052679666414]]","[[0.01140720190947464], [-0.018260674031944646]]",[[0.22764950333136452]],[[0.11404856372555311]]
62,"[[-0.713337429696424], [1.5359107955535432], [-0.5938759784175034]]","[[-0.4909809358129082], [0.6658739474800395], [-0.06542722884824731]]","[[-0.7431653605654632], [1.3448498472888126], [-0.6603909453938731]]","[[-3.7651591386931784], [-30.47413155604038], [-8.700955935564481]]","[[0.2916305294629787], [0.7420739089272715]]","[[0.011118231902873532], [-0.01828923496848267]]",[[0.22869738743961585]],[[0.10946578282002249]]
63,"[[-0.7183535879484748], [1.5425847354781186], [-0.5945311671053302]]","[[-0.4925523744435804], [0.6649956834911449], [-0.06746513058046116]]","[[-0.7481636328791912], [1.3505933718595544], [-0.6618769052199779]]","[[-3.781885925822251], [-30.600936155359523], [-8.805614490313102]]","[[0.2927269115866561], [0.7402396895267538]]","[[0.01082964189084712], [-0.018318007728157504]]",[[0.22969998042431344]],[[0.10497817846824203]]
64,"[[-0.7233849826653608], [1.549250152999374], [-0.5952069145844094]]","[[-0.49404155831645236], [0.6641886897968977], [-0.06955811029219933]]","[[-0.753164357932208], [1.3563665817037627], [-0.663338740612989]]","[[-3.796880296064751], [-30.72258512008279], [-8.903020851011958]]","[[0.2937944771352702], [0.7384025773855968]]","[[0.010541923112467044], [-0.018347190135603597]]",[[0.23065825574960452]],[[0.10058902118938469]]
