step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.5589355978480997], [1.1066135358320912], [-0.4974671009180363]]","[[-0.28035731872282077], [-0.2687618187655866], [0.3046459195702462]]","[[-0.5708588784486058], [0.9293436042759337], [-0.48718846793806586]]","[[-1.1667549581437964], [-19.778988081878055], [-0.8354540225076206]]","[[0.09802118006979292], [0.8450971994444822]]","[[0.008951091454272031], [0.005659524216772294]]",[[0.05021083706595529]],[[-0.2444732179170222]]
11,"[[-0.5617018166956522], [1.1039982771990267], [-0.49447780739672664]]","[[-0.26893673211768887], [-0.2553055129900832], [0.29313418874558494]]","[[-0.5723938541506003], [0.9282137975670094], [-0.4856778909193679]]","[[-1.118797199628112], [-19.707045324410387], [-0.9441887092921366]]","[[0.0989074581766035], [0.845645949268815]]","[[0.00877907683784207], [0.0053380679951531285]]",[[0.04781865310664826]],[[-0.2311080563644644]]
12,"[[-0.5643608606140683], [1.1015201770520586], [-0.4916036298512458]]","[[-0.25876528800009835], [-0.24145437051988614], [0.2816633439487032]]","[[-0.5739366352098938], [0.9269901734692397], [-0.48413665060679756]]","[[-1.074967633618924], [-19.673842058325626], [-1.030980524612663]]","[[0.09977651996187849], [0.8461623417626868]]","[[0.008607162876521357], [0.005014497146993424]]",[[0.04555568658674503]],[[-0.21855631456900398]]
13,"[[-0.5669228037092426], [1.0991795003199507], [-0.4888424884469543]]","[[-0.24947164760164792], [-0.2278461900722755], [0.27053199128559086]]","[[-0.5754643428464925], [0.925730867663976], [-0.48259291086830786]]","[[-1.0341030099664457], [-19.664052118680722], [-1.1035068654752058]]","[[0.10062850641321155], [0.846646867651305]]","[[0.008437709719619213], [0.0047009552218701955]]",[[0.043414208163752]],[[-0.20678584639060996]]
14,"[[-0.5693948259058895], [1.0969717779671624], [-0.48619011608446344]]","[[-0.24080901798532128], [-0.21483146365576247], [0.25989545746221465]]","[[-0.5769623095461291], [0.9244767169533812], [-0.48106637240984934]]","[[-0.9954453010265467], [-19.667195785357347], [-1.1670288891232825]]","[[0.10146373684112935], [0.8471009036376634]]","[[0.00827203454972364], [0.004403838315469866]]",[[0.04138683597680985]],[[-0.19574502417659148]]
15,"[[-0.571782237136464], [1.0948901124367942], [-0.48364120199015825]]","[[-0.23262111765563637], [-0.20257318094934593], [0.2498176029939114]]","[[-0.5784221054288571], [0.9232540993881081], [-0.4795698066239157]]","[[-0.9585363942325236], [-19.676542711807492], [-1.2249748062989518]]","[[0.1022826251080864], [0.8475262540964883]]","[[0.008110781583664517], [0.004125845786495663]]",[[0.0394666733101712]],[[-0.1853766956110708]]
16,"[[-0.5740891969283738], [1.0929266356303127], [-0.4811900991748982]]","[[-0.22481386766212455], [-0.19111991853212756], [0.24030796778665647]]","[[-0.5798396705130174], [0.9220783866595603], [-0.4781107664764419]]","[[-0.9231150120735943], [-19.688063185177516], [-1.279470182856842]]","[[0.10308562701654465], [0.8479248657302416]]","[[0.007954187190148398], [0.003867460826190161]]",[[0.037647339527040004]],[[-0.17562581840759567]]
17,"[[-0.5763191891104497], [1.0910733651736528], [-0.4788312288531108]]","[[-0.21733307005560118], [-0.18045611937890374], [0.2313466869119454]]","[[-0.5812137631860271], [0.9209571800893671], [-0.4766931331082541]]","[[-0.8890378284868661], [-19.699552217995915], [-1.3317662368130094]]","[[0.10387320935404093], [0.8482986633799363]]","[[0.0078022578357081485], [0.0036279554242901746]]",[[0.035922947210092815]],[[-0.16644250252255943]]
18,"[[-0.5784753151311604], [1.0893226594291416], [-0.47655928690099164]]","[[-0.2101484994687334], [-0.17053453691807136], [0.2229002289939189]]","[[-0.5825448357518608], [0.9198929627336374], [-0.4753183602084733]]","[[-0.8562279466551397], [-19.709962856712643], [-1.3825592655746533]]","[[0.10464583313233192], [0.8486494656010298]]","[[0.007654883058744177], [0.0034060305133531976]]",[[0.03428805739699243]],[[-0.15778280739174713]]
19,"[[-0.580560463263329], [1.0876674216587419], [-0.47436932898382617]]","[[-0.20324331273700041], [-0.16129579765998728], [0.21493066492879107]]","[[-0.5838342705637753], [0.9188850882763546], [-0.4739863969879855]]","[[-0.8246425620230404], [-19.718933644887848], [-1.4322137739730316]]","[[0.10540394559479146], [0.8489789494452903]]","[[0.007511902704261664], [0.003200196381181186]]",[[0.032737629411584826]],[[-0.14960844547161262]]
20,"[[-0.5825773978729595], [1.0861011584522757], [-0.47225678691799183]]","[[-0.19660738863719046], [-0.15267925560204745], [0.20740064201893704]]","[[-0.5850838883916213], [0.9179311715170856], [-0.4726963292724886]]","[[-0.7942536939335509], [-19.72647403107981], [-1.4809092642252362]]","[[0.10614797726836903], [0.8492886433682475]]","[[0.007373143761067735], [0.003008979661489608]]",[[0.03126697366132522]],[[-0.1418860022203008]]
21,"[[-0.5845288003678734], [1.08461796139254], [-0.4702174501418975]]","[[-0.190233422217655], [-0.1446283163886493], [0.20027568968095139]]","[[-0.5862956533666935], [0.9170279995709011], [-0.471446798738816]]","[[-0.7650377248551394], [-19.732767733571706], [-1.5287311523578675]]","[[0.1068783416557317], [0.8495799345960339]]","[[0.0072384382699200445], [0.0028310215329896415]]",[[0.029871710882768736]],[[-0.13458604892763024]]
22,"[[-0.586417283213138], [1.083212454368827], [-0.4682474326829578]]","[[-0.18411483759157743], [-0.13709248605874555], [0.19352498611726354]]","[[-0.5874715106652446], [0.9161720897259146], [-0.4702362605194249]]","[[-0.7369704037016356], [-19.73805832985153], [-1.5757233848084902]]","[[0.10759543611531462], [0.849854082652632]]","[[0.007107630266908749], [0.002665112351096788]]",[[0.02854773847272972]],[[-0.127682337534198]]
23,"[[-0.5882453905751835], [1.0818797306896883], [-0.4663431369208228]]","[[-0.17824482019039517], [-0.1300276445657481], [0.18712132031785184]]","[[-0.5886133076613286], [0.9153600041074242], [-0.469063130536454]]","[[-0.7100249516871853], [-19.742588633787], [-1.6219163695188221]]","[[0.10829964311846108], [0.8501122343911413]]","[[0.006980576936134464], [0.0025101924225223726]]",[[0.027291203193681668]],[[-0.12115114443943015]]
24,"[[-0.5900155935966019], [1.0806152923711285], [-0.4645012197071794]]","[[-0.17261598779339543], [-0.1233954786050295], [0.1810406962916785]]","[[-0.5897227641311744], [0.9145885070315468], [-0.46792586204016845]]","[[-0.6841717873445954], [-19.746573080907446], [-1.6673399851919497]]","[[0.10899133147839402], [0.8503554381936973]]","[[0.0068571471260048256], [0.0023653372174470277]]",[[0.02609847906734579]],[[-0.11497077010788516]]
25,"[[-0.5917302846144568], [1.079414996887101], [-0.46271856302403375]]","[[-0.1672203892745872], [-0.11716261410887477], [0.17526183077317276]]","[[-0.5908014686923182], [0.9138546276059449], [-0.4668229793081372]]","[[-0.6593789662045371], [-19.750188844368218], [-1.7120281939358186]]","[[0.1096708573851044], [0.8505846563850904]]","[[0.006737219007754702], [0.002229737451686642]]",[[0.02496614924860914]],[[-0.1091211726125666]]
26,"[[-0.5933917723498731], [1.0782750127421368], [-0.4609922495452482]]","[[-0.16204964474433295], [-0.11129973159202], [0.1697656707854337]]","[[-0.5918508876301596], [0.9131556694266683], [-0.465753087711835]]","[[-0.6356128596390354], [-19.753576587721252], [-1.7560194494385326]]","[[0.11033856520944639], [0.8508007756588074]]","[[0.006620677772892214], [0.0021026794175371677]]",[[0.023890990847016597]],[[-0.10358370554864187]]
27,"[[-0.5950022787964762], [1.0771917832918532], [-0.45931954261047026]]","[[-0.15709512538997047], [-0.10578079170833435], [0.164534984048339]]","[[-0.5928723782984077], [0.912489193985871], [-0.46471487183049137]]","[[-0.6128388357550287], [-19.756845390975897], [-1.7993553149038983]]","[[0.11099478810097764], [0.8510046156773868]]","[[0.006507413749703983], [0.00198352790360401]]",[[0.02286996188490565]],[[-0.0983409330511045]]
28,"[[-0.596563937843925], [1.0761619974727625], [-0.45769786982100874]]","[[-0.1523481202447179], [-0.10058241017672984], [0.1595540337878517]]","[[-0.593867202722259], [0.9118529937018055], [-0.46370708860150434]]","[[-0.5910218260266593], [-19.760078803410714], [-1.8420786146271093]]","[[0.11163984842601611], [0.8511969361457383]]","[[0.006397321027475089], [0.001871712357270905]]",[[0.021900189807828922]],[[-0.0933764966324573]]
29,"[[-0.5980787953697309], [1.0751825659685474], [-0.4561248094540401]]","[[-0.14779997054703348], [-0.09568337706075808], [0.15480833099635163]]","[[-0.5948365396972478], [0.9112450630766966], [-0.4627285592893288]]","[[-0.5701267657177063], [-19.76334054514825], [-1.8842317532884911]]","[[0.1122740580940069], [0.8513784426727784]]","[[0.006290296543504104], [0.0017667161067769221]]",[[0.02097896114477658]],[[-0.08867501661257866]]
30,"[[-0.5995488104482711], [1.0742506014987316], [-0.4545980790034819]]","[[-0.14344216844573804], [-0.0910642969823851], [0.15028444949279152]]","[[-0.5957814948381676], [0.9106635720860089], [-0.4617781620084058]]","[[-0.550118916151983], [-19.76667926539207], [-1.9258554323445405]]","[[0.11289771881304608], [0.8515497916989629]]","[[0.006186239537162019], [0.0016680681289682475]]",[[0.020103712046978525]],[[-0.08422201593760893]]
31,"[[-0.6009758573318421], [1.0733634021773588], [-0.4531155253079878]]","[[-0.13926642248463755], [-0.08670732224021616], [0.1459698880439057]]","[[-0.5967031084795944], [0.9101068434316886], [-0.4608548256257875]]","[[-0.5309640845717474], [-19.770132228896305], [-1.9669878130894405]]","[[0.11351112230515027], [0.8517115947115454]]","[[0.006085051262559593], [0.001575336779169323]]",[[0.019272019537528308]],[[-0.08000385668208672]]
32,"[[-0.6023617279405633], [1.0725184371535657], [-0.45167511586437503]]","[[-0.13526470053213852], [-0.08259595403551998], [0.14185296716052195]]","[[-0.597602362172988], [0.909573333591352], [-0.45995752477912516]]","[[-0.512628787321471], [-19.773728076201714], [-2.0076640226040805]]","[[0.11411455050279293], [0.8518644219146301]]","[[0.005986634880997266], [0.0014881249688070142]]",[[0.018481593348625775]],[[-0.07600768740827521]]
33,"[[-0.6037081346452916], [1.071713333968394], [-0.45027493104465616]]","[[-0.1314292520046899], [-0.07871489142320637], [0.13792274910106922]]","[[-0.5984801836239478], [0.9090616174336312], [-0.45908527624685647]]","[[-0.49508034384043187], [-19.777488811604766], [-2.047915966409299]]","[[0.11470827574018713], [0.8520088054755056]]","[[0.005890895453994349], [0.0014060663776738203]]",[[0.017730268278448213]],[[-0.07222139432568837]]
34,"[[-0.6050167131917829], [1.0709458672377892], [-0.4489131570239067]]","[[-0.1277526178778361], [-0.07504991267290628], [0.13416897395419047]]","[[-0.599337450740108], [0.9085703757098266], [-0.45823713613822864]]","[[-0.4782869430306902], [-19.7814312209197], [-2.0877723225302374]]","[[0.1152925609469796], [0.8521452424329133]]","[[0.005797739993061712], [0.001328822388879658]]",[[0.01701599702209945]],[[-0.06863355659655189]]
35,"[[-0.6062890256756323], [1.0702139483965962], [-0.44758807928634087]]","[[-0.12422763328196583], [-0.07158777878377803], [0.13058200675343642]]","[[-0.6001749950829285], [0.9080983846969864], [-0.4574121977117327]]","[[-0.4622176882864055], [-19.78556789639928], [-2.127258656737099]]","[[0.11586765984834799], [0.8522741973273829]]","[[0.0057070775357659365], [0.0012560795330407437]]",[[0.016336843434624052]],[[-0.06523340531116875]]
36,"[[-0.6075265635049566], [1.0695156163222352], [-0.44629807661970433]]","[[-0.1208474244863545], [-0.06831615204973118], [0.1271527919778513]]","[[-0.6009936047691562], [0.9076445075350995], [-0.45660958964364506]]","[[-0.44684262031062927], [-19.7899079806255], [-2.166397607994182]]","[[0.11643381717288454], [0.8523961045964181]]","[[0.005618819226006766], [0.0011875472980427126]]",[[0.01569097619757355]],[[-0.06201078455937307]]
37,"[[-0.6087307503102068], [1.0688490287133074], [-0.4450416155364562]]","[[-0.11760540262857436], [-0.06522352517329721], [0.1238728132242094]]","[[-0.6017940270218091], [0.9072076868384433], [-0.45582847459013887]]","[[-0.4321327284237988], [-19.794457723221086], [-2.205209107234178]]","[[0.11699126886810803], [0.8525113707655283]]","[[0.005532878387898288], [0.001122956206711656]]",[[0.015076662866644792]],[[-0.05895611457880082]]
38,"[[-0.6099029447826576], [1.0682124541339444], [-0.4438172450759441]]","[[-0.11449525629570484], [-0.06229915811285078], [0.12073405695267914]]","[[-0.6025769705305194], [0.9067869382296202], [-0.45506804791136063]]","[[-0.4180599572344965], [-19.799220917748272], [-2.24371060432692]]","[[0.11754024232274525], [0.8526203764584024]]","[[0.005449170589061358], [0.0010620561009422325]]",[[0.014492264275340946]],[[-0.05606035745815373]]
39,"[[-0.6110444434298758], [1.0676042646563328], [-0.4426235919529808]]","[[-0.11151094296649193], [-0.05953302091625223], [0.11772897923364865]]","[[-0.6033431075840278], [0.9063813446228196], [-0.4543275365122917]]","[[-0.404597203227802], [-19.804199253467157], [-2.2819172912547145]]","[[0.1180809565945347], [0.8527234782447334]]","[[0.005367613690075712], [0.0010046145940134643]]",[[0.013936229273475655]],[[-0.05331498465023425]]
40,"[[-0.6121564832420476], [1.0670229290473396], [-0.44145935602454517]]","[[-0.10864668011094385], [-0.05691574150573123], [0.11485047513801112]]","[[-0.6040930760634035], [0.9059900510898122], [-0.4536061977503247]]","[[-0.3917183078197115], [-19.809392609872596], [-2.3198423140879907]]","[[0.1186136226421924], [0.8528210103409546]]","[[0.0052881278804026155], [0.0009504156637141215]]",[[0.013407089780746208]],[[-0.05071194647866388]]
41,"[[-0.6132402442678206], [1.0664670064537276], [-0.4403233060503787]]","[[-0.10589693623752792], [-0.05443855774648945], [0.11209185040597892]]","[[-0.6048274813155172], [0.9056122602027654], [-0.45290331838446024]]","[[-0.3793980468254676], [-19.814799310223297], [-2.357496969421013]]","[[0.11913844356024486], [0.8529132861770033]]","[[0.005210635701763389], [0.0008992583685918376]]",[[0.012903456135528743]],[[-0.04824364357689973]]
42,"[[-0.6142968520997412], [1.0659351405458548], [-0.4392142757257691]]","[[-0.10325642200123625], [-0.05209327328136765], [0.10944679517070702]]","[[-0.6055468979136684], [0.9052472277840689], [-0.4522182135547503]]","[[-0.3676121166577615], [-19.82041634290048], [-2.394890886034462]]","[[0.11965561481553649], [0.8530005998407107]]","[[0.0051350620600923436], [0.0008509556745694979]]",[[0.012424012720342553]],[[-0.04590290011417419]]
43,"[[-0.6153273802700048], [1.0654260540835674], [-0.4381311599669107]]","[[-0.1007200813677334], [-0.04987221689531526], [0.10690935956932202]]","[[-0.6062518713173167], [0.9048942590109911], [-0.45155022578625525]]","[[-0.35633711766684506], [-19.826239557531153], [-2.4320321899055974]]","[[0.12016532448434943], [0.8530832274102503]]","[[0.005061334227476899], [0.0008053333807489516]]",[[0.01196751384665125]],[[-0.04368293869714269]]
44,"[[-0.6163328525579682], [1.0649385438711934], [-0.4370729114306633]]","[[-0.09828308297880965], [-0.047768205012286596], [0.10447393111301681]]","[[-0.6069429194402671], [0.9045527048353776], [-0.45089872401538683]]","[[-0.34555053587021733], [-19.832263838595093], [-2.468927655774557]]","[[0.12066775348920741], [0.8531614281841169]]","[[0.004989381835363016], [0.0007622291361863986]]",[[0.011532779882562395]],[[-0.04157735687807942]]
45,"[[-0.6173142452110133], [1.064471476071109], [-0.43603853725203334]]","[[-0.09594081165668387], [-0.045774507157348904], [0.10213521366894235]]","[[-0.607620534131177], [0.9042219586877286], [-0.4502631026385725]]","[[-0.3352307227837241], [-19.838483260088115], [-2.5055828447550157]]","[[0.12116307583455813], [0.8532354458172644]]","[[0.004919136860201401], [0.0007214915392239618]]",[[0.01111869360806295]],[[-0.0395801051428131]]
46,"[[-0.6182724890805148], [1.064023781847757], [-0.43502709598382405]]","[[-0.09368886007843683], [-0.043884814141448736], [0.0998882079301134]]","[[-0.6082851825728781], [0.9039014534394646], [-0.44964278058376445]]","[[-0.32535687414437664], [-19.844891222751308], [-2.542002230311102]]","[[0.12165145884063808], [0.8533055093712778]]","[[0.004850533602665519], [0.0006829793121165828]]",[[0.010724196783417884]],[[-0.037685466290910796]]
47,"[[-0.6192084716748453], [1.0635944533162927], [-0.4340376947241636]]","[[-0.0915230206763984], [-0.04209320868384411], [0.09772819324189294]]","[[-0.6089373086047553], [0.9035906586010065], [-0.4490372004055863]]","[[-0.3159090076584161], [-19.851480575770715], [-2.578189313257452]]","[[0.12213306337491828], [0.8533718342857715]]","[[0.004783508661124203], [0.0006465605448591205]]",[[0.010348286917283523]],[[-0.03588803612062698]]
48,"[[-0.6201230391313016], [1.0631825397720376], [-0.43306948641867754]]","[[-0.08943927768753836], [-0.040394138380072], [0.09565071075688876]]","[[-0.6095773339719321], [0.9032890777359789], [-0.44844582740486316]]","[[-0.3068679398940448], [-19.858243724649583], [-2.61414672662246]]","[[0.12260804408061374], [0.8534346232775659]]","[[0.004718000900365282], [0.0006121120015301074]]",[[0.009990014222058958]],[[-0.03418270531072164]]
49,"[[-0.6210169981090026], [1.062787144178934], [-0.43212166732513485]]","[[-0.08743379943584295], [-0.03878239073461698], [0.09365154772903372]]","[[-0.6102056595068439], [0.9029962460731931], [-0.4478681487729134]]","[[-0.2982152628859924], [-19.865172726244825], [-2.649876331664828]]","[[0.1230765496018098], [0.8534940671736116]]","[[0.004653951416111468], [0.0005795184837786849]]",[[0.009648478744797389]],[[-0.03256464244028741]]
50,"[[-0.6218911176048814], [1.062407419897045], [-0.43119347462936236]]","[[-0.08550293081347765], [-0.03725307011625023], [0.09172672287659789]]","[[-0.6108226662457352], [0.9027117283002213], [-0.4473036727608758]]","[[-0.2899333203595944], [-19.87225937251744], [-2.6853793057965394]]","[[0.12353872280482378], [0.8535503456831028]]","[[0.00459130349597936], [0.0005486722465697369]]",[[0.009322827662800463]],[[-0.03102927805199126]]
51,"[[-0.622746130694905], [1.0620425676307736], [-0.43028418420209363]]","[[-0.08364318599021205], [-0.03580157645866494], [0.08987247274757941]]","[[-0.6114287164847468], [0.9024351165234911], [-0.4467519278742486]]","[[-0.2820051839158837], [-19.879495264046046], [-2.720656222886027]]","[[0.12399470099547352], [0.853603628113729]]","[[0.004530002577371461], [0.0005194724611912171]]",[[0.009012252733775249]],[[-0.029572289699020184]]
52,"[[-0.6235827362027084], [1.0616918325810387], [-0.42939310848722806]]","[[-0.08185124130929129], [-0.0344235856131648], [0.088085239026422]]","[[-0.6120241547785912], [0.9021660283812487], [-0.44621246209237964]]","[[-0.2744146291253431], [-19.886871874602495], [-2.755707126504206]]","[[0.12444461613197717], [0.8536540740365715]]","[[0.004469996202845217], [0.000491824721293721]]",[[0.008715987891102077]],[[-0.028189587898311445]]
53,"[[-0.6244016002979598], [1.0613545017861319], [-0.4285195945128096]]","[[-0.08012392845521608], [-0.03311503110622219], [0.08636165661369002]]","[[-0.6126093088859059], [0.9019041052966416], [-0.44568484211269704]]","[[-0.26714611186901616], [-19.894380607448614], [-2.7905315973705154]]","[[0.12488859503324908], [0.8537018339037525]]","[[0.0044112339732699235], [0.0004656405885095083]]",[[0.008433306975363371]],[[-0.026877302947748177]]
54,"[[-0.6252033580266475], [1.061029901637159], [-0.4276630220165882]]","[[-0.07845822778646037], [-0.031872087327998316], [0.08469854258541767]]","[[-0.6131844906630959], [0.901649010859847], [-0.4451686526194631]]","[[-0.2601847448193224], [-19.902012844570876], [-2.8251288142716584]]","[[0.1253267595823998], [0.853747049622576]]","[[0.00435366749927113], [0.00044083717358756047]]",[[0.008163521593925298]],[[-0.025631772525624888]]
55,"[[-0.6259886147756445], [1.0607173955552591], [-0.4268228016787796]]","[[-0.0768512619638201], [-0.030691153864062543], [0.08309288577569142]]","[[-0.6137499969113058], [0.9014004293283269], [-0.44466349557650015]]","[[-0.25351627456430226], [-19.90975998908752], [-2.8594976102164527]]","[[0.1257592269252823], [0.8537898550895736]]","[[0.0042972503511762294], [0.00041733675057997743]]",[[0.007905979100836636]],[[-0.02444953005219118]]
56,"[[-0.6267579476737395], [1.0604163818187475], [-0.4259983734551181]]","[[-0.07530028972447887], [-0.029568841050460343], [0.08154183705000723]]","[[-0.6143061101770239], [0.9011580642363055], [-0.4441689895436347]]","[[-0.24712705836223936], [-19.917613502773328], [-2.893636523600634]]","[[0.12618610966395782], [0.853830376687574]]","[[0.004241938007912283], [0.0003950664005492044]]",[[0.00766006068988916]],[[-0.023327293724931888]]
57,"[[-0.6275119069314882], [1.0601262915294232], [-0.4251892050038772]]","[[-0.07380269995949723], [-0.028501956488521052], [0.08004270021667163]]","[[-0.6148530995116334], [0.9009216371040663], [-0.4436847690161742]]","[[-0.24100404250929985], [-19.92556493724731], [-2.927543844537383]]","[[0.12660751604498618], [0.8538687337486351]]","[[0.00418768780496015], [0.00037395768281989206]]",[[0.007425179594058067]],[[-0.022261956230207932]]
58,"[[-0.6282510171220355], [1.0598465867080307], [-0.4243947902009297]]","[[-0.07235600593211848], [-0.027487492595633767], [0.07859292348849327]]","[[-0.6153912211891284], [0.9006908862398971], [-0.44321048378709704]]","[[-0.2351347398970467], [-19.933605962068732], [-2.961217657139889]]","[[0.12702355014246963], [0.8539050389854475]]","[[0.0041344588818326145], [0.0003539463309887303]]",[[0.0072007793850656695]],[[-0.021250575039258975]]
59,"[[-0.6289757784051856], [1.059576758509786], [-0.42361464773747154]]","[[-0.07095783977926298], [-0.026522614965688807], [0.07719009144971278]]","[[-0.6159207193873593], [0.9004655656267868], [-0.44274579833127947]]","[[-0.22950720907183308], [-19.941728387753923], [-2.9946558780236225]]","[[0.12743431203580305], [0.8539393988935855]]","[[0.004082212129041807], [0.0003349719719381028]]",[[0.006986332367127817]],[[-0.020290363296377636]]
60,"[[-0.6296866676968453], [1.0593163255515246], [-0.42284831979529963]]","[[-0.06960594717892682], [-0.025604651589936578], [0.07583191754234969]]","[[-0.6164418268321508], [0.9002454438878409], [-0.4422903912113442]]","[[-0.2241100333476651], [-19.949924185702745], [-3.02785629132746]]","[[0.12783989798210607], [0.8539719141267926]]","[[0.004030910135030541], [0.00031697786579965026]]",[[0.006781338059380585]],[[-0.019378681226513733]]
61,"[[-0.6303841397859696], [1.059064832342709], [-0.42209537079494164]]","[[-0.06829818225077884], [-0.024731082799120563], [0.0745162369957087]]","[[-0.616954765408255], [0.9000303033240372], [-0.4418439545045179]]","[[-0.21893230069082792], [-19.958185504815052], [-3.060816580294653]]","[[0.12824040058332895], [0.8540026798472978]]","[[0.0039805171329870825], [0.0002999106649470562]]",[[0.006585321761796467]],[[-0.018513028053052043]]
62,"[[-0.6310686284011037], [1.0588218478132057], [-0.42135538621236435]]","[[-0.06703250265615801], [-0.023899531891816372], [0.07324100016596793]]","[[-0.6174597467377024], [0.8998199390189664], [-0.4414061932499475]]","[[-0.21396358387468473], [-19.966504685681063], [-3.093534355499549]]","[[0.12863590894804366], [0.8540317860530029]]","[[0.003930998947918041], [0.00028372019096334355]]",[[0.006397833199736212]],[[-0.01769103438200633]]
63,"[[-0.6317405472284816], [1.058586963931128], [-0.4206279714600562]]","[[-0.06580696488354751], [-0.023107756417874575], [0.07200426627633019]]","[[-0.6179569727278772], [0.8996141580055497], [-0.4409768249159707]]","[[-0.20919392172094797], [-19.97487427149909], [-3.1260071814654653]]","[[0.12902650884794492], [0.8540593178832221]]","[[0.0038823229439904905], [0.000268359227462156]]",[[0.006218445242589696]],[[-0.016910455026230523]]
64,"[[-0.6324002908837089], [1.0583597944047587], [-0.419912750828826]]","[[-0.06461971972659099], [-0.022353640048898366], [0.07080419753500976]]","[[-0.6184466360908258], [0.8994127784899638], [-0.440555578886738]]","[[-0.2046138003436213], [-19.983287017757853], [-3.1582325991888105]]","[[0.12941228286910028], [0.8540853559045282]]","[[0.0038344579723514904], [0.00025378332803027703]]",[[0.0060467526922223565]],[[-0.01616916224275699]]
