step,q,dq,qr,tau,r_pos,r_vel,th,dth
12,"[[-0.578892299659088], [1.1082829874217304], [-0.4823265290617137]]","[[-0.2788733285554392], [-0.243617763657834], [0.30501065726362586]]","[[-0.5895514667443933], [0.9285666841224666], [-0.4829158678689397]]","[[-1.2419716942361165], [-20.49084226293561], [-2.470551081891614]]","[[0.39071233030049096], [0.8448612797082227]]","[[0.010120030739652064], [0.004944179357124767]]",[[0.04706415870092824]],[[-0.21748043495192482]]
13,"[[-0.5816531672341834], [1.1059193074643636], [-0.4793366285749223]]","[[-0.2688251097543478], [-0.23023522546944256], [0.2929355644376409]]","[[-0.5912037700090239], [0.9272463542867115], [-0.4813167191669788]]","[[-1.200846474473365], [-20.486067544225154], [-2.5597966141313133]]","[[0.3917115596055591], [0.845338865245034]]","[[0.00987627206852637], [0.0046324145333231925]]",[[0.0449295116552594]],[[-0.20612477078501057]]
14,"[[-0.5843164265789316], [1.103686540209808], [-0.47646505023165936]]","[[-0.2594072231807566], [-0.2174057216365508], [0.2813386276430184]]","[[-0.5928167094112679], [0.9259368204485511], [-0.47972895338701216]]","[[-1.161471996545073], [-20.49342075102681], [-2.63756090313091]]","[[0.39268661040096875], [0.8457861195267069]]","[[0.009636493529585621], [0.004336728511489252]]",[[0.042905063399217194]],[[-0.19547431717428906]]
15,"[[-0.5868873822569574], [1.1015781468776018], [-0.47370661531984315]]","[[-0.2504629017517474], [-0.20530074538082807], [0.2702899759024816]]","[[-0.5943823465269992], [0.9246643574394297], [-0.4781662023607581]]","[[-1.123471293778104], [-20.50615428749546], [-2.707444037747586]]","[[0.3936379289914988], [0.8462048215243148]]","[[0.009401557894855861], [0.004059984924575932]]",[[0.04098414930080174]],[[-0.18547367123123257]]
16,"[[-0.5893701832133743], [1.0995865415797088], [-0.4710557518679433]]","[[-0.24189777266469925], [-0.19397572662082707], [0.2598043787983353]]","[[-0.5958969662304592], [0.9234442970929685], [-0.4766368381788001]]","[[-1.0866413787022786], [-20.520216547408882], [-2.771735785008836]]","[[0.3945660229721966], [0.8465969066058642]]","[[0.009171875705638044], [0.0038027883908497984]]",[[0.03916060649838935]],[[-0.176069120487191]]
17,"[[-0.5917683011656203], [1.097703964746954], [-0.46850690942432266]]","[[-0.2336577067158927], [-0.1834202541075451], [0.24986617367550934]]","[[-0.5973595870586541], [0.9222841972414756], [-0.47514549659194055]]","[[-1.0508812611432208], [-20.533389546666033], [-2.831838736512485]]","[[0.39547142647823774], [0.8469642981998763]]","[[0.00894759451628424], [0.003564492526875185]]",[[0.037428754157012634]],[[-0.16721178714565113]]
18,"[[-0.5940848280034365], [1.0959229541903173], [-0.4660547750688553]]","[[-0.22571291044248165], [-0.17359074015816994], [0.24044513861866315]]","[[-0.5987708766686322], [0.9211864618449827], [-0.47369431316478433]]","[[-1.0161457419249802], [-20.544627393980395], [-2.8885862833213105]]","[[0.3963546806105963], [0.8473088197802933]]","[[0.008728720576411941], [0.0033438473342140007]]",[[0.03578335111802686]],[[-0.15885851198084971]]
19,"[[-0.5963226485419929], [1.0942365624488377], [-0.46369436648421763]]","[[-0.21804727726635698], [-0.16443030574284795], [0.23150594108247774]]","[[-0.6001324136778784], [0.9201503203851129], [-0.4722838473124478]]","[[-0.9824169798283249], [-20.553583978291837], [-2.9424664468911272]]","[[0.39721632336844753], [0.8476321568469631]]","[[0.008515192450458953], [0.003139387845407793]]",[[0.034219547422628636]],[[-0.15097164192444967]]
20,"[[-0.5984845324838473], [1.0926384251087002], [-0.4614210544794905]]","[[-0.21065164502048694], [-0.15587995923684378], [0.2230132877336013]]","[[-0.6014462104970999], [0.9191732216859096], [-0.4709137293230993]]","[[-0.9496878148262318], [-20.56029609690943], [-2.9937703729253675]]","[[0.39805688515510806], [0.8479358478218608]]","[[0.008306922318640497], [0.0029496486523616916]]",[[0.032732838145364374]],[[-0.14351831652259064]]
21,"[[-0.600573177133895], [1.0911227493441298], [-0.45923054901939564]]","[[-0.2035198046522489], [-0.147884197622868], [0.2149343776125646]]","[[-0.6027144250500776], [0.9182517543976128], [-0.4695830874399905]]","[[-0.9179529201694869], [-20.564983636426337], [-3.04268522296092]]","[[0.398876887286667], [0.8482212900815775]]","[[0.008103816878457515], [0.002773268217692859]]",[[0.031319023190837854]],[[-0.13646962466482981]]
22,"[[-0.6025912223509668], [1.0896842656759391], [-0.4571188694647481]]","[[-0.19664633960388028], [-0.14039326804975938], [0.20723978175475283]]","[[-0.6039392008510974], [0.9173822156426783], [-0.4682908134086337]]","[[-0.8872047630696018], [-20.567932022533743], [-3.089348638095479]]","[[0.3996768419281289], [0.8484897526740116]]","[[0.007905786233147749], [0.002609028039013417]]",[[0.029974173860221772]],[[-0.12979982590002553]]
23,"[[-0.6045412514803978], [1.0883181677414782], [-0.455082310658982]]","[[-0.19002560282152206], [-0.13336359173982668], [0.19990348569936087]]","[[-0.605122588280137], [0.9165609355088212], [-0.4670357168433173]]","[[-0.8574322407981487], [-20.569428960607382], [-3.1338782010058526]]","[[0.40045725256118747], [0.8487423909131605]]","[[0.007712746287052985], [0.002455856542671331]]",[[0.028694605602098078]],[[-0.12348570886312654]]
24,"[[-0.6064257864532799], [1.0870200530253147], [-0.453117410715116]]","[[-0.18365134885639012], [-0.12675729498342353], [0.1929025473619853]]","[[-0.606266513727285], [0.9157844424738866], [-0.46581660754378695]]","[[-0.8286206602311765], [-20.569734797481054], [-3.1763856166357307]]","[[0.4012186145226881], [0.8489802603906736]]","[[0.00752461805770821], [0.002312816284100183]]",[[0.027476855856917216]],[[-0.11750609647896705]]
25,"[[-0.6082472815267392], [1.0857858702906134], [-0.45122092291500054]]","[[-0.1775167083063664], [-0.12054140049924827], [0.1862166285087562]]","[[-0.6073727747281984], [0.9150495317400591], [-0.4646323339571138]]","[[-0.800752292216163], [-20.569072253562737], [-3.216982204992144]]","[[0.4019614154134502], [0.8492043293532269]]","[[0.007341325862980641], [0.0021790851952974144]]",[[0.026317665848872178]],[[-0.1118414802968584]]
26,"[[-0.6100081178246203], [1.0846118753967526], [-0.4493897922486299]]","[[-0.17161431513026157], [-0.11468697463941557], [0.17982753266236623]]","[[-0.6084430475795751], [0.9143532787556208], [-0.4634817968069661]]","[[-0.7738070867965883], [-20.567626293676494], [-3.2557799096400166]]","[[0.40268613532099884], [0.8494154891771422]]","[[0.007162795402404498], [0.0020539375255146375]]",[[0.025213965323504058]],[[-0.10647375710503344]]
27,"[[-0.611710599489951], [1.0834945951453245], [-0.44762113621243754]]","[[-0.16593648004843203], [-0.10916836739325139], [0.17371880686998645]]","[[-0.6094788995989532], [0.9136930249741225], [-0.46236394996411845]]","[[-0.7477633484933173], [-20.565548539618362], [-3.2928903268013876]]","[[0.40339324687019573], [0.8496145630583363]]","[[0.006988952182274133], [0.001936727021978335]]",[[0.02416285944293519]],[[-0.10138604057169696]]
28,"[[-0.6133569515419427], [1.0824307979500192], [-0.44591222914413164]]","[[-0.1604753558529579], [-0.1039625915106275], [0.16787542280450665]]","[[-0.6104818018694282], [0.9130663521141987], [-0.4612777957657232]]","[[-0.7225982935974833], [-20.56296307393642], [-3.328423137609651]]","[[0.4040832151431932], [0.8498023131895746]]","[[0.0068197204164566205], [0.001826873149624042]]",[[0.023161617263946218]],[[-0.09656252455680148]]
29,"[[-0.6149493192150438], [1.081417469932642], [-0.4442604893270667]]","[[-0.1552230743354728], [-0.09904884057343205], [0.16228353272600152]]","[[-0.6114531408303443], [0.9124710536772014], [-0.4602223787939163]]","[[-0.6982884917545236], [-20.55997207921927], [-3.362484634713004]]","[[0.4047564975148095], [0.8499794467257021]]","[[0.006655022379081776], [0.001723850266865945]]",[[0.02220766139053302]],[[-0.0919883821817647]]
30,"[[-0.616489768443513], [1.0804517951659467], [-0.44266346819177194]]","[[-0.15017184777772288], [-0.09440812587391781], [0.15693028689122718]]","[[-0.6123942278220632], [0.9119051083458055], [-0.45919677980577284]]","[[-0.6748101829591469], [-20.55666061359374], [-3.3951765750826723]]","[[0.4054135434434717], [0.8501466208077019]]","[[0.00649477812081356], [0.001627179305663251]]",[[0.021298558530663418]],[[-0.0876496867569975]]
31,"[[-0.6179802871552174], [1.0795311390226443], [-0.4411188410819789]]","[[-0.1453140383558413], [-0.09002300586344761], [0.1518036978716986]]","[[-0.6133063066885188], [0.9113666569185266], [-0.4582001107967827]]","[[-0.6521395059197856], [-20.55310037607852], [-3.4265954425353096]]","[[0.40605479424829405], [0.8503044468652237]]","[[0.006338905445835152], [0.0015364214063451342]]",[[0.020432010785448384]],[[-0.08353334634759028]]
32,"[[-0.6194227871089729], [1.078653033843009], [-0.4396243991862664]]","[[-0.14064220418350015], [-0.08587738373359688], [0.14689253914928815]]","[[-0.614190559979746], [0.9108539829614621], [-0.45723151130495593]]","[[-0.6302526745319836], [-20.549352560737116], [-3.456832073292987]]","[[0.4066806828935286], [0.8504534943645801]]","[[0.0061873200624062985], [0.0014511730037858328]]",[[0.019605847547770134]],[[-0.07962704876780885]]
33,"[[-0.6208191060651216], [1.0778151663510265], [-0.4381780423516853]]","[[-0.13614912586552508], [-0.08195635346740432], [0.14218626750257296]]","[[-0.6150481137799796], [0.9103654969542482], [-0.45629014575527327]]","[[-0.6091260958305709], [-20.545469948855374], [-3.485971547280395]]","[[0.40729163379358396], [0.8505942941245092]]","[[0.0060399358331242325], [0.0013710619606643881]]",[[0.018818017934217623]],[[-0.0759192118314952]]
34,"[[-0.622171010137418], [1.0770153664207684], [-0.43677777258363903]]","[[-0.13182782020182124], [-0.07824607923740412], [0.13767496162857623]]","[[-0.6158800416427472], [0.9098997232679117], [-0.45537520165303713]]","[[-0.5887364592396094], [-20.541498432895747], [-3.5140932721439473]]","[[0.4078880626458302], [0.850727341286927]]","[[0.005896665075327823], [0.0012957444401551221]]",[[0.018066583699711453]],[[-0.07239893781178781]]
35,"[[-0.6234801962275034], [1.0762515969197979], [-0.43542168809788945]]","[[-0.12767154566926492], [-0.07473369754531264], [0.13334927189176404]]","[[-0.6166873678910715], [0.9094552893695592], [-0.45448588834901477]]","[[-0.569060803921003], [-20.537478130943104], [-3.5412711844905003]]","[[0.40847037629435357], [0.8508530980042601]]","[[0.005757418878304943], [0.0012249023008670257]]",[[0.01734971259440518]],[[-0.06905597132281355]]
36,"[[-0.6247482944685064], [1.075521944443772], [-0.4341079778360001]]","[[-0.12367380111364043], [-0.07140723479849007], [0.12920037723967068]]","[[-0.6174710703038655], [0.909030916846856], [-0.45362143627024787]]","[[-0.5500765616392402], [-20.533444201202396], [-3.567574025418481]]","[[0.4090389726249388], [0.8509719958869694]]","[[0.00562210741256175], [0.0011582408616539475]]",[[0.016665672139267042]],[[-0.06588065867018247]]
37,"[[-0.62597687065757], [1.0748246108133137], [-0.43283491637744376]]","[[-0.11982832476487133], [-0.0682555359496233], [0.1252199482152307]]","[[-0.6182320828548811], [0.9086254134845908], [-0.45278109624821217]]","[[-0.5317616110182395], [-20.52942749740816], [-3.5930656327846253]]","[[0.4095942404904893], [0.851084438242953]]","[[0.005490640229721677], [0.0010954869454016247]]",[[0.016012823778301752]],[[-0.06286391250040263]]
38,"[[-0.6271674286368297], [1.0741579052385442], [-0.43160085920536995]]","[[-0.11612908717307965], [-0.06526820125492136], [0.12140011307411522]]","[[-0.6189712977320914], [0.9082376665599337], [-0.4519641391568271]]","[[-0.5140942890704578], [-20.52545505775749], [-3.617805260129492]]","[[0.41013655966471146], [0.8511908021331329]]","[[0.005362926533020174], [0.0010363871347673914]]",[[0.015389617396344285]],[[-0.05999717535388578]]
39,"[[-0.6283214126122975], [1.0735202370835568], [-0.43040423829227686]]","[[-0.11257028555163709], [-0.062435528904423526], [0.11773342731702136]]","[[-0.6196895674803247], [0.9078666368019159], [-0.45116985553372935]]","[[-0.4970534220554135], [-20.52155052150032], [-3.641847878051853]]","[[0.4106663008216844], [0.851291440261748]]","[[0.005238875426671896], [0.000980706195508052]]",[[0.01479458617898219]],[[-0.05727238713903922]]
40,"[[-0.6294402094115842], [1.0729101091753024], [-0.42924355797639785]]","[[-0.10914633755738566], [-0.05974846290737215], [0.11421284578239448]]","[[-0.6203877069611932], [0.9075113529436629], [-0.450397555234767]]","[[-0.48061834213547083], [-20.51773448584284], [-3.6652444638581505]]","[[0.4111838255390357], [0.8513866827168227]]","[[0.00511839614162346], [0.0009282256434040015]]",[[0.0142263417873213]],[[-0.054681954680086]]
41,"[[-0.6305251506724207], [1.0723261116100686], [-0.4281173911062365]]","[[-0.10585187418102694], [-0.05719854523123835], [0.11083169679214533]]","[[-0.6210664951179459], [0.90717090681269], [-0.4496465671165348]]","[[-0.4647688958395446], [-20.514024810923054], [-3.688042275084177]]","[[0.41168948632231395], [0.8514768385742112]]","[[0.005001398237097776], [0.0008787424370049202]]",[[0.013683569831412896]],[[-0.052218722618981264]]
42,"[[-0.6315775149608525], [1.0717669160171772], [-0.42702437543280247]]","[[-0.10268173291184288], [-0.054777871784110005], [0.1075836582710522]]","[[-0.6217266766864139], [0.906844448830519], [-0.4489162387092535]]","[[-0.4494854525565448], [-20.510436893275987], [-3.710285104679305]]","[[0.41218362664834773], [0.851562197376858]]","[[0.00488779178134946], [0.0008320677799544818]]",[[0.013165025623524786]],[[-0.049875946422623316]]
43,"[[-0.6325985298216882], [1.0712312702434743], [-0.42596321023046385]]","[[-0.09963095111023965], [-0.052479051938069315], [0.10446273575785624]]","[[-0.6223689638250243], [0.906531183868778], [-0.44820593587190827]]","[[-0.43474890927852794], [-20.506983912883324], [-3.7320135170325592]]","[[0.41266658102560916], [0.8516430304997659]]","[[0.004777487513446532], [0.0007880260239123693]]",[[0.012669530191321176]],[[-0.04764726729159134]]
44,"[[-0.6335893737603064], [1.0707179934251376], [-0.4249326531296199]]","[[-0.0966947592103443], [-0.05029517116439158], [0.10146324190160505]]","[[-0.6229940376238141], [0.9062303674499785], [-0.44751504244641954]]","[[-0.4205406905701854], [-20.503677052747925], [-3.7532650684784556]]","[[0.41313867506972113], [0.8517195924102452]]","[[0.004670396986772296], [0.0007464536632473262]]",[[0.012195966535212153]],[[-0.04552668847085348]]
45,"[[-0.6345511781566386], [1.0702259714162747], [-0.4239315171454597]]","[[-0.0938685740696095], [-0.048219756727186314], [0.09857977761771303]]","[[-0.6236025495530577], [0.9059413022373921], [-0.44684295989961104]]","[[-0.4068427474043079], [-20.500525699213362], [-3.774074511050636]]","[[0.4136002255924304], [0.8517921218321202]]","[[0.004566432696900824], [0.0007071984123196984]]",[[0.011743276114176105]],[[-0.04350855317908274]]
46,"[[-0.6354850291130316], [1.0697541525462158], [-0.4229586678883794]]","[[-0.09114799251946921], [-0.04624674598753212], [0.09580721450774152]]","[[-0.6241951228360622], [0.9056633347929773], [-0.44618910695783426]]","[[-0.3936375536840955], [-20.497537623040746], [-3.7944739823422085]]","[[0.4140515407025324], [0.8518608428218292]]","[[0.004465508194734236], [0.0006701183593582627]]",[[0.011310455544805764]],[[-0.04158752399812118]]
47,"[[-0.6363919692370318], [1.0693015436795046], [-0.42201302094257487]]","[[-0.08852878497173834], [-0.04437045726906563], [0.09314067867549237]]","[[-0.6247723537481199], [0.9053958525813851], [-0.4455529192366235]]","[[-0.38090810089431093], [-20.494719143169153], [-3.814493181698384]]","[[0.41449291991736], [0.8519259657636864]]","[[0.004367538186378361], [0.0006350811897926079]]",[[0.010896553499897573]],[[-0.03975856356758899]]
48,"[[-0.6372729993603531], [1.0688672065547757], [-0.42109353940065364]]","[[-0.0860068891912602], [-0.04258556296337185], [0.09057553562574212]]","[[-0.6253348128500845], [0.9051382811987344], [-0.44493384886709836]]","[[-0.3686378913684156], [-20.492075274909464], [-3.8341595348041544]]","[[0.4149246542835765], [0.8519876882909404]]","[[0.004272438620983587], [0.000601963473267908]]",[[0.010500667793768754]],[[-0.03801691653002862]]
49,"[[-0.6381290801953817], [1.0684502543805894], [-0.42019923154287775]]","[[-0.08357840416332318], [-0.040887064808677515], [0.08810737634623687]]","[[-0.625883046159298], [0.9048900818077917], [-0.44433136412091645]]","[[-0.35681093036071987], [-20.48960986411423], [-3.853498346457335]]","[[0.41534702650611866], [0.8520461961386832]]","[[0.004180126767455716], [0.0005706500086022359]]",[[0.010121942642332049]],[[-0.03635809262576388]]
50,"[[-0.638961133930774], [1.0680498486682295], [-0.4193291486507238]]","[[-0.0812395841571464], [-0.03927027102858591], [0.08573200431080183]]","[[-0.6264175762624129], [0.9046507487624256], [-0.44374494903509115]]","[[-0.3454117170181674], [-20.487325708702244], [-3.872532943614587]]","[[0.4157603110842363], [0.8521016639341391]]","[[0.004090521281036041], [0.0005410332217903324]]",[[0.009759566086730528]],[[-0.03477785087720789]]
51,"[[-0.6397700457676111], [1.0676651962830626], [-0.4184823829452766]]","[[-0.0789868329126483], [-0.03773077526855975], [0.08344542341437716]]","[[-0.6269389033720273], [0.9044198074063685], [-0.44317410303803223]]","[[-0.3344252349747441], [-20.485224668053284], [-3.89128480883124]]","[[0.4161647744536629], [0.8521542559293698]]","[[0.004003542260649917], [0.0005130126121466461]]",[[0.00941276757017527]],[[-0.03327218476796944]]
52,"[[-0.6405566653977234], [1.0672955466976464], [-0.41765806564162733]]","[[-0.07681669800163013], [-0.03626443713303534], [0.08124382677010243]]","[[-0.6274475063317831], [0.9041968120318057], [-0.4426183405776253]]","[[-0.3238369419257574], [-20.48330776254394], [-3.9097737049349925]]","[[0.4165606751340311], [0.8522041266810002]]","[[0.00391911129764555], [0.0004864942427462715]]",[[0.009080815658294371]],[[-0.03183730836228568]]
53,"[[-0.6413218084258067], [1.0669401894311863], [-0.4168553651114095]]","[[-0.07472586532150104], [-0.03486736424018849], [0.07912358627028195]]","[[-0.6279438435722712], [0.9039813439851112], [-0.4420771907522202]]","[[-0.3136327590327648], [-20.48157526334395], [-3.9280177912081853]]","[[0.4169482638807246], [0.8522514216811583]]","[[0.003837151516911108], [0.00046139027077840566]]",[[0.008763015893969744]],[[-0.03046964329140757]]
54,"[[-0.6420662577370628], [1.066598451661292], [-0.4160734851460161]]","[[-0.07271115381778613], [-0.03353589554488853], [0.07708124279502532]]","[[-0.6284283540211367], [0.903773009907748], [-0.4415501969451548]]","[[-0.303799059996829], [-20.48002677360242], [-3.9460337329346196]]","[[0.41732778384042174], [0.8522962779434621]]","[[0.003757587610614399], [0.0004376185150145595]]",[[0.00845870877821398]],[[-0.02916580656651067]]
55,"[[-0.6427907648119701], [1.0662696959950608], [-0.41531166331381203]]","[[-0.07076951028984796], [-0.032266586014192994], [0.07511349717529367]]","[[-0.6289014579686764], [0.9035714401019905], [-0.44103691646344684]]","[[-0.29432265959059833], [-20.478661302451844], [-3.963836802824198]]","[[0.41769947070965047], [0.8523388245475589]]","[[0.0036803458655920718], [0.00041510205647243836]]",[[0.008167267869277248]],[[-0.027922599131024566]]
56,"[[-0.6434960509899726], [1.0659533183876888], [-0.41456916940512084]]","[[-0.0688980044525642], [-0.031056192330013693], [0.07321720163652728]]","[[-0.6293635578937643], [0.9033762870110129], [-0.4405369201809444]]","[[-0.2851908025667709], [-20.477477331490924], [-3.9814409766207355]]","[[0.4180635528957321], [0.8523791831454153]]","[[0.0036053541847047565], [0.00039376887015496465]]",[[0.007888097992594968]],[[-0.026736995146050622]]
57,"[[-0.6441828086837126], [1.0656487461976925], [-0.41384530395921354]]","[[-0.06709382407869535], [-0.029901659747156722], [0.07138935190846826]]","[[-0.6298150392494384], [0.9031872238051047], [-0.440049792186501]]","[[-0.2763911519498081], [-20.47647287560385], [-3.9988590223190426]]","[[0.4184202516795436], [0.8524174684322903]]","[[0.0035325421026299875], [0.0003735514845892851]]",[[0.007620633554765776]],[[-0.025606131915106335]]
58,"[[-0.6448517025455965], [1.0653554363688589], [-0.4131393968681448]]","[[-0.06535427038468772], [-0.02880010981476061], [0.0696270797518879]]","[[-0.6302562712132266], [0.9030039430651081], [-0.4395751294372926]]","[[-0.26791177795442245], [-20.475645537556748], [-4.0161025836821205]]","[[0.4187697813795791], [0.8524537885850774]]","[[0.0034618407967701437], [0.0003543866673783036]]",[[0.0073643369551167825]],[[-0.02452730044869919]]
59,"[[-0.6455033705882932], [1.0650728737296629], [-0.41245080605247686]]","[[-0.06367675354496528], [-0.027748829016701143], [0.06792764596473129]]","[[-0.63068760740158], [0.9028261555562409], [-0.43911254141769906]]","[[-0.25974114628749145], [-20.474992558108518], [-4.033182258832446]]","[[0.4191123495168331], [0.8524882456704764]]","[[0.0033931830935640672], [0.0003362151343999642]]",[[0.0071186970888930225]],[[-0.02349793659579645]]
60,"[[-0.646138425260808], [1.0648005694017277], [-0.4117789162044385]]","[[-0.0620587883421925], [-0.02674525827294616], [0.06628843389978]]","[[-0.631109386551914], [0.9026535890851439], [-0.43866164980393507]]","[[-0.25186810698168793], [-20.474510861191124], [-4.050107673099392]]","[[0.4194481569800747], [0.8525209360252501]]","[[0.0033265034705853846], [0.0003189812803672254]]",[[0.0068832279364812845]],[[-0.0225156127153587]]
61,"[[-0.6467574544818665], [1.0645380593096618], [-0.4111231375944093]]","[[-0.06049799004793138], [-0.025786983085084036], [0.06470694326551542]]","[[-0.6315219331739713], [0.9024859874337147], [-0.43822208813442076]]","[[-0.24428188331194534], [-20.47419709491502], [-4.0668875479861475]]","[[0.41977739819111703], [0.8525519506106429]]","[[0.0032617380549715413], [0.0003026329298161379]]",[[0.00665746723338513]],[[-0.02157802986863868]]
62,"[[-0.6473610226320379], [1.064284902784953], [-0.4104829049368163]]","[[-0.05899207038126729], [-0.02487172447467495], [0.06318078438748649]]","[[-0.6319255581705299], [0.9023231093646026], [-0.43779350148631296]]","[[-0.23697206078818045], [-20.474047668800043], [-4.083529765468777]]","[[0.420100261269726], [0.8525813753428646]]","[[0.003198824618322327], [0.0002871211060018197]]",[[0.006440975216098969]],[[-0.02068301046845574]]
63,"[[-0.647949671506289], [1.0640406812574974], [-0.4098576763119476]]","[[-0.05753883367155849], [-0.023997330489475055], [0.06170767277683672]]","[[-0.632320559431093], [0.9021647276924665], [-0.43737554615808155]]","[[-0.22992857622209328], [-20.474058787883166], [-4.100041428237655]]","[[0.4204169281978404], [0.852609291401395]]","[[0.0031377025685563886], [0.00027239981686966175]]",[[0.006233333439260813]],[[-0.019828491384196827]]
64,"[[-0.6485239212283819], [1.0638049970285375], [-0.40924693214035934]]","[[-0.056136173147224105], [-0.02316176832424033], [0.06028542401240271]]","[[-0.6327072223984296], [0.9020106284166043], [-0.43696788935831476]]","[[-0.2231417073023434], [-20.474226483214782], [-4.116428916246102]]","[[0.4207275749828138], [0.852635775516716]]","[[0.0030783129389533315], [0.00025842585643642835]]",[[0.006034143659795026]],[[-0.019012517459061705]]
