step,q,dq,qr,tau,r_pos,r_vel,th,dth
24,"[[-0.5429859949683703], [1.1527901700533778], [-0.5082533150757781]]","[[-0.09188502257467834], [0.01164101878236945], [0.10961852872053648]]","[[-0.5436715979281932], [0.9802842541446559], [-0.516683601345176]]","[[-1.6019021108656637], [-21.774163088809736], [-1.7078570380377733]]","[[0.7443277339253264], [0.8353371054161101]]","[[0.007750562867470112], [-0.00023295205593409918]]",[[0.10155086000922903]],[[0.029374524928227626]]
25,"[[-0.5439186056571119], [1.152896407698298], [-0.5071555009907799]]","[[-0.09163184958965646], [0.009600623933858576], [0.10945802530392557]]","[[-0.5445202139707768], [0.9800244533920776], [-0.5162330097400563]]","[[-1.6094931373150474], [-21.815888328478557], [-1.803462051116694]]","[[0.7450979575601475], [0.8353157291079687]]","[[0.007657650335268773], [-0.00019731850118276384]]",[[0.10182230105040474]],[[0.02742679964698897]]
26,"[[-0.5448480611685484], [1.1529828445719168], [-0.5060598671047004]]","[[-0.09130103920067714], [0.00767749183489394], [0.10919586361304598]]","[[-0.5453570391795001], [0.9797647627061195], [-0.5157711545581465]]","[[-1.616348187316074], [-21.855779015611542], [-1.896041390684573]]","[[0.7458587819963769], [0.8352977949625111]]","[[0.0075628187684029236], [-0.00016397362978537444]]",[[0.10207491629866786]],[[0.02557231624612414]]
27,"[[-0.5457736123371925], [1.1530506263089142], [-0.5049673943446413]]","[[-0.09089804151857767], [0.0058664659072286685], [0.1088387796385886]]","[[-0.5461819581911931], [0.979505494438004], [-0.515299116080903]]","[[-1.6225037222370735], [-21.893902752889513], [-1.9856766623411077]]","[[0.7466100276378304], [0.83528308038869]]","[[0.007466294072555613], [-0.00013279819849332242]]",[[0.10230961962708016]],[[0.02380720402610098]]
28,"[[-0.5466945634623028], [1.1531008479363996], [-0.503878997768916]]","[[-0.09042803933382787], [0.004162568767159203], [0.10839321867041884]]","[[-0.5469948793013842], [0.9792469361626454], [-0.5148179247884388]]","[[-1.6279949216766485], [-21.930325448584394], [-2.0724490080230935]]","[[0.7473515368898361], [0.8352713744480662]]","[[0.007368291251741432], [-0.00010367816296596999]]",[[0.10252728670518227]],[[0.02212774810716622]]
29,"[[-0.5476102696707195], [1.1531345556459205], [-0.5027955294366507]]","[[-0.08989595941587762], [0.0025609986938066043], [0.10786534305849937]]","[[-0.5477957329607662], [0.9789893520079429], [-0.5143285628516219]]","[[-1.6328557147156533], [-21.96511133038696], [-2.1564389758283964]]","[[0.7480831730845472], [0.8352624773418559]]","[[0.007269014699673448], [-7.650453973662152e-05]]",[[0.10272875653855194]],[[0.0205303823364284]]
30,"[[-0.5485201343908362], [1.1531527485289481], [-0.5017177811992409]]","[[-0.08930648325650933], [0.0010571258591228205], [0.10726104001573372]]","[[-0.5485844703387945], [0.9787329839416347], [-0.5138319656068187]]","[[-1.6371188095942801], [-21.998322959918866], [-2.237726399919916]]","[[0.7488048194355919], [0.8352561999121735]]","[[0.0071686584943830844], [-5.117326158377011e-05]]",[[0.10291483293887059]],[[0.0190116826206246]]
31,"[[-0.549423606933121], [1.1531563802743354], [-0.5006464874128957]]","[[-0.0886640574396782], [-0.0003535115144045753], [0.10658592955985255]]","[[-0.5493610619562881], [0.9784780530141843], [-0.513329023012663]]","[[-1.6408157235729046], [-22.030021246483052], [-2.31639028931854]]","[[0.7495163780223097], [0.835252363158077]]","[[0.007067406694716283], [-2.7585027184695576e-05]]",[[0.10308628592831733]],[[0.017568360603492407]]
32,"[[-0.5503201801726332], [1.1531463608265422], [-0.49958232757188975]]","[[-0.08797290351375922], [-0.0016752111485275334], [0.10584537238626404]]","[[-0.5501254963800117], [0.9782247605571653], [-0.5128205810881803]]","[[-1.64397681174125], [-22.060265461277616], [-2.392508727695353]]","[[0.750217768803741], [0.835250797766869]]","[[0.0069654336383284665], [-5.645147160837638e-06]]",[[0.10324385308201807]],[[0.016197257722838594]]
33,"[[-0.5512093883295567], [1.1531235580037227], [-0.4985259288623639]]","[[-0.08723702752703098], [-0.002912110758096359], [0.10504447784326305]]","[[-0.5508777789838041], [0.9779732893363275], [-0.5123074433315454]]","[[-1.646631295806438], [-22.08911325204946], [-2.4661587804027496]]","[[0.7509089286624624], [0.83525134366096]]","[[0.006862904240156897], [1.4736612474752775e-05]]",[[0.10338824081180331]],[[0.014895339558135828]]
34,"[[-0.5520908048434794], [1.1530887990749474], [-0.497477868636784]]","[[-0.08646022910139035], [-0.00406819218113097], [0.10418811181535884]]","[[-0.5516179307637249], [0.9777238046593346], [-0.5117903721186522]]","[[-1.6488072921002135], [-22.11662065803231], [-2.5374164116295947]]","[[0.7515898104782849], [0.8352538495604898]]","[[0.00675997429082642], [3.3646188224434326e-05]]",[[0.10352012559468503]],[[0.013659690532837514]]
35,"[[-0.5529640403378125], [1.1530428722961183], [-0.49643867680938975]]","[[-0.0856461102070918], [-0.0051472855197971235], [0.10328090458872642]]","[[-0.5523459872167231], [0.9774764554380008], [-0.5112700900808789]]","[[-1.6505318394671216], [-22.14284212590651], [-2.606356409108183]]","[[0.7522603822317652], [0.8352581725617839]]","[[0.0066567907542336435], [5.116537750149419e-05]]",[[0.10364015514891668]],[[0.012487508864114956]]
36,"[[-0.5538287406707639], [1.1529865284042646], [-0.49540883817308]]","[[-0.0847980835619585], [-0.006153073320642466], [0.1023272586784784]]","[[-0.5530619972726749], [0.9772313752054126], [-0.5107472814611381]]","[[-1.6518309269948723], [-22.16783052592856], [-2.673052317244446]]","[[0.7529206261374163], [0.8352641777316324]]","[[0.006553492063710031], [6.737199631512425e-05]]",[[0.10374894956042038]],[[0.01137610179587745]]
37,"[[-0.5546845850693667], [1.1529204820701182], [-0.4943887946384886]]","[[-0.08391938068742512], [-0.007089094762849496], [0.1013313565366846]]","[[-0.5537660222801121], [0.9769886830883666], [-0.5102225934475446]]","[[-1.6527295208572186], [-22.191637169715268], [-2.7375763774560364]]","[[0.7535705378064411], [0.8352717377173023]]","[[0.0064502084161977], [8.234003591178762e-05]]",[[0.10384710236226323]],[[0.010322881088687364]]
38,"[[-0.5555312843433242], [1.152845413308973], [-0.4933789473960378]]","[[-0.08301305967021506], [-0.007958749826394274], [0.10029716823225866]]","[[-0.5544581350442735], [0.9767484847357095], [-0.5096966374840132]]","[[-1.6532515915485013], [-22.21431182801504], [-2.799999476084283]]","[[0.7542101254387567], [0.8352807323721148]]","[[0.006347062063782882], [9.613981720724141e-05]]",[[0.10393518156960999]],[[0.009325358735649335]]
39,"[[-0.5563685791755341], [1.1527619688500204], [-0.49237965900201913]]","[[-0.08208201261000421], [-0.008765303433421301], [0.09922845894977936]]","[[-0.5551384189140831], [0.9765108732033848], [-0.5091699905570763]]","[[-1.653420140351323], [-22.235902749984007], [-2.8603910987874266]]","[[0.7548394090440296], [0.8352910483963712]]","[[0.006244167602365014], [0.00010883814318685125]]",[[0.10401373067246752]],[[0.00838114290635385]]
40,"[[-0.5571962384862986], [1.1526707634643816], [-0.4913912553897182]]","[[-0.08112897278259584], [-0.009511889568045884], [0.09812879644243894]]","[[-0.5558069669173391], [0.9762759297971425], [-0.508643196458367]]","[[-1.6532572257443394], [-22.256456683059795], [-2.918819291714591]]","[[0.7554584196913853], [0.8353025789933503]]","[[0.006141632256551066], [0.00012049844795303244]]",[[0.10408326958836413]],[[0.00748793409179728]]
41,"[[-0.5580140578683686], [1.152572381252249], [-0.49041402780689397]]","[[-0.08015652149936792], [-0.010201515380165227], [0.09700155833096087]]","[[-0.556463880941242], [0.9760437248738133], [-0.5081167670221173]]","[[-1.652783989465144], [-22.276018893883034], [-2.975350628338001]]","[[0.7560671987874226], [0.8353152235400578]]","[[0.006039556160875037], [0.0001311809425086352]]",[[0.10414429557698673]],[[0.0066435214502890035]]
42,"[[-0.5588218580901392], [1.1524673768896148], [-0.4894482346808425]]","[[-0.07916709476236745], [-0.010837065163356613], [0.09584993924791778]]","[[-0.5571092709574703], [0.9758143186021943], [-0.5075911833371928]]","[[-1.6520206823109622], [-22.294633189988545], [-3.0300501826666117]]","[[0.7566657973821147], [0.8353288872723906]]","[[0.005938032636565449], [0.00014094275733178563]]",[[0.10419728411863123]],[[0.005845779319916337]]
43,"[[-0.5596194836642668], [1.1523562768350484], [-0.4884941034124999]]","[[-0.0781629896067382], [-0.011421304348526312], [0.09467695787205693]]","[[-0.5577432542882268], [0.9755877616850029], [-0.5070668969332444]]","[[-1.6509866897836918], [-22.312341942191427], [-3.082981507023887]]","[[0.7572542755021467], [0.8353434809843209]]","[[0.0058371484636055015], [0.0001498380804876298]]",[[0.1042426897582807]],[[0.005092663914515053]]
44,"[[-0.5604068014792601], [1.152239580497179], [-0.4875518321009755]]","[[-0.07714637020757333], [-0.011956883425557313], [0.09348546380946333]]","[[-0.5583659549133778], [0.9753640960427659], [-0.5065443309405053]]","[[-1.6497005569718366], [-22.3291861083967], [-3.134206615503908]]","[[0.7578327015112085], [0.8353589207407107]]","[[0.00573698414799706], [0.00015791829186539985]]",[[0.10428094691694363]],[[0.004382210175194027]]
45,"[[-0.5611836994916557], [1.1521177613635492], [-0.4866215912001151]]","[[-0.0761192737921932], [-0.012446341750638051], [0.0922781443032671]]","[[-0.5589775028164176], [0.9751433554609714], [-0.5060238812229035]]","[[-1.648180013957135], [-22.345205257154817], [-3.183785971765313]]","[[0.7584011514967285], [0.8353751276033361]]","[[0.005637614183651163], [0.00016523209342977907]]",[[0.10431247067177882]],[[0.0037125287592972064]]
46,"[[-0.5619500854763938], [1.1519912680915032], [-0.4857035251086107]]","[[-0.07508361627444216], [-0.012892111335489287], [0.09105753079216594]]","[[-0.5595780333662785], [0.9749255662020153], [-0.5055059174842569]]","[[-1.646441999986117], [-22.36043759299286], [-3.2317784812894663]]","[[0.7589597086825123], [0.835392027369686]]","[[0.00553910730882734], [0.00017182563462059264]]",[[0.10433765750650022]],[[0.003081803185650496]]
47,"[[-0.5627058858332125], [1.151860525561882], [-0.48479775369527095]]","[[-0.07404119772060175], [-0.013296520515527155], [0.08982600533142823]]","[[-0.5601676867356344], [0.9747107475828805], [-0.504990784347259]]","[[-1.6445026880547766], [-22.374919981588842], [-3.2782414876206403]]","[[0.759508462866728], [0.8354095503241029]]","[[0.005441526757010706], [0.0001777426338556154]]",[[0.10435688603339874]],[[0.0024882870941606277]]
48,"[[-0.5634510444468572], [1.1517259358962764], [-0.48390437376112627]]","[[-0.07299370756884029], [-0.013661797564851252], [0.08858580677610967]]","[[-0.5607466073517238], [0.974498912520182], [-0.504478802405148]]","[[-1.642377508747268], [-22.38868797590942], [-3.323230772671943]]","[[0.7600475098846577], [0.8354276310008163]]","[[0.005344930501682832], [0.00018302449521501174]]",[[0.1043705176882929]],[[0.0019303016424181696]]
49,"[[-0.5641855215991569], [1.1515878794386776], [-0.48302346043997935]]","[[-0.07194272966693284], [-0.013990074242861722], [0.08733903691539774]]","[[-0.5613149433814373], [0.9742900680436541], [-0.503970269245896]]","[[-1.6400811738522645], [-22.40177584301183], [-3.3668005598031714]]","[[0.7605769510956221], [0.8354462079584251]]","[[0.005249371495341659], [0.00018771042074039457]]",[[0.10437889739953904]],[[0.0014062330021871183]]
50,"[[-0.5649092929308461], [1.151446715702311], [-0.48215506853914986]]","[[-0.07088974711594505], [-0.014283389212337239], [0.08608766630880271]]","[[-0.5618728462443758], [0.9740842157794725], [-0.5034654604488603]]","[[-1.6376276996047139], [-22.41421659092275], [-3.4090035210150793]]","[[0.7610968928934698], [0.8354652235653837]]","[[0.005154897902270861], [0.00019183751844842334]]",[[0.10438235423231516]],[[0.0009145299793818003]]
51,"[[-0.5656223484510478], [1.1513027842825054], [-0.4812992338220627]]","[[-0.06983614688940688], [-0.01454369141768419], [0.08483354006140215]]","[[-0.5624204701576565], [0.9738813524047764], [-0.5029646305539717]]","[[-1.6350304300601057], [-22.426041996211712], [-3.4498907861450165]]","[[0.7616074462400135], [0.8354846237960509]]","[[0.0050615533250808475], [0.0001954409058146922]]",[[0.10438120200939367]],[[0.0004537017520336306]]
52,"[[-0.5663246915929245], [1.151156405736488], [-0.48045597423442976]]","[[-0.06878322433245276], [-0.014772843345588232], [0.08357838334327061]]","[[-0.5629579717106069], [0.9736814700721866], [-0.502468014003348]]","[[-1.632302059758099], [-22.43728263224226], [-3.4895119553957787]]","[[0.7621087262207923], [0.8355043580368592]]","[[0.00496937702508804], [0.0001985538089166461]]",[[0.10437573990913471]],[[2.2315666368295795e-05]]
53,"[[-0.5670163383142376], [1.151007882431035], [-0.479625291075545]]","[[-0.06773218756652936], [-0.014972624189784178], [0.08232380682230674]]","[[-0.5634855094626252], [0.9734845568185068], [-0.5019758260559228]]","[[-1.6294546545242976], [-22.4479678962034], [-3.5279151141342604]]","[[0.7626008516225237], [0.8355243789021605]]","[[0.004878404136166026], [0.00020120765716891142]]",[[0.10436625304125259]],[[-0.0003810049340067876]]
54,"[[-0.5676973162403155], [1.1508574993586347], [-0.47880717011655055]]","[[-0.06668416156226613], [-0.015144732999701066], [0.08107131186599316]]","[[-0.5640032435651354], [0.9732905969281619], [-0.5014882636733528]]","[[-1.62649967355604], [-22.458126039105686], [-3.5651468499147896]]","[[0.7630839445316004], [0.8355446420593696]]","[[0.004788665872279552], [0.0002034321744615042]]",[[0.10435301300176787]],[[-0.0007575826959740854]]
55,"[[-0.5683676638471863], [1.150705524922932], [-0.4780015826673229]]","[[-0.06564019202238093], [-0.01529079168940245], [0.07982229559901521]]","[[-0.5645113354029878], [0.9730995712906718], [-0.5010055063812812]]","[[-1.6234479905952524], [-22.467784193334648], [-3.6012522710794386]]","[[0.763558129952986], [0.835565106063006]]","[[0.004700189728468196], [0.00020525546620131507]]",[[0.10433627840842341]],[[-0.0011086881139068805]]
56,"[[-0.5690274296844041], [1.1505522116945763], [-0.4772084865935924]]","[[-0.06460124929912574], [-0.01541234795445634], [0.07857805579438071]]","[[-0.5650099472750484], [0.9729114577351449], [-0.5005277170900121]]","[[-1.6203099154117018], [-22.476968400264536], [-3.6362750263682013]]","[[0.7640235354488921], [0.8355857321971859]]","[[0.00461299967579043], [0.0002067041017683735]]",[[0.10431629541657882]],[[-0.0014355414603399713]]
57,"[[-0.5696766716355915], [1.1503977971384045], [-0.47642782728610555]]","[[-0.06356823201875025], [-0.01551087810145585], [0.07733979558881802]]","[[-0.5654992420853668], [0.9727262313348971], [-0.5000550429239294]]","[[-1.6170952140658523], [-22.485703639880022], [-3.670257329952812]]","[[0.7644802907965842], [0.8356064843261626]]","[[0.00452711634955083], [0.00020780319304192219]]",[[0.1042932982167066]],[[-0.0017393145325267333]]
58,"[[-0.5703154562152406], [1.1502425043127813], [-0.4756595385834065]]","[[-0.06254197062144387], [-0.015587789804503122], [0.07610862804261727]]","[[-0.5659793830624338], [0.9725438646835053], [-0.4995876160096549]]","[[-1.613813129656795], [-22.494013860956166], [-3.703239986699301]]","[[0.7649285276646565], [0.835627328752537]]","[[0.004442557230999178], [0.0002085764695070047]]",[[0.10426750951413224]],[[-0.0020211323867457467]]
59,"[[-0.5709438579005556], [1.1500865425417834], [-0.4749035436497498]]","[[-0.061523230792037725], [-0.015644424758705394], [0.07488558053309294]]","[[-0.5664505334894713], [0.9723643281719586], [-0.49912555419616245]]","[[-1.6104724012026392], [-22.501922007957646], [-3.735262412222224]]","[[0.7653683793071808], [0.8356482340828116]]","[[0.004359336823367421], [0.0002090463502968376]]",[[0.10423914099147716]],[[-0.0022820750176502404]]
60,"[[-0.5715619584966474], [1.1499301080610151], [-0.4741597558096913]]","[[-0.06051271665187037], [-0.015682061327730007], [0.07367159904693657]]","[[-0.5669128564572219], [0.9721875902361006], [-0.49866896179788933]]","[[-1.6070812827812535], [-22.509450050033834], [-3.766362660896193]]","[[0.7657999802751116], [0.8356691710999401]]","[[0.004277466821567266], [0.0002092340121051528]]",[[0.10420839375467783]],[[-0.0025231789292477873]]
61,"[[-0.5721698465339119], [1.1497733846380065], [-0.4734280793410018]]","[[-0.05951107392605276], [-0.015701917005564475], [0.07246755224500982]]","[[-0.5673665146370757], [0.9720136175881147], [-0.4982179302992633]]","[[-1.6036475623798838], [-22.5166190094078], [-3.7965774533581724]]","[[0.7662234661443151], [0.8356901126425088]]","[[0.004196956275448471], [0.00020915945414534676]]",[[0.10417545876309182]],[[-0.0027454386877460973]]
62,"[[-0.5727676166962758], [1.1496165441680006], [-0.4727084102274471]]","[[-0.058518892930281896], [-0.015705150852402566], [0.07127423537902951]]","[[-0.5678116700693215], [0.9718423754324835], [-0.49777253903511826]]","[[-1.600178580269238], [-22.523448989344132], [-3.8259422046452007]]","[[0.7666389732596098], [0.8357110334902196]]","[[0.00411781174721737], [0.00020884155946809813]]",[[0.10414051724427907]],[[-0.002949808401377523]]
63,"[[-0.5733553692789382], [1.1494597472459425], [-0.47200063687288524]]","[[-0.05753671143559029], [-0.01569286583832183], [0.07009237413658709]]","[[-0.56824848396545], [0.9716738276640415], [-0.4973328558430181]]","[[-1.5966812466323093], [-22.529959202476423], [-3.8544910522307316]]","[[0.7670466384942176], [0.8357319102553673]]","[[0.004040037462715862], [0.0002082981536699613]]",[[0.10410374109411931]],[[-0.0031372031361863277]]
64,"[[-0.5739332096745355], [1.1493031437153505], [-0.47130464077818485]]","[[-0.05656501743194106], [-0.01566611113220659], [0.0689226282555965]]","[[-0.568677116530311], [0.9715079370528664], [-0.49689893769415516]]","[[-1.5931620590064526], [-22.536167998621035], [-3.882256885434976]]","[[0.7674465990240373], [0.8357527212800109]]","[[0.0039636354570382615], [0.00020754606023798416]]",[[0.10406529326262887]],[[-0.0033085003108284036]]
