step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.53189220230679], [1.1902252277518952], [-0.5308349283296803]]","[[-0.08876534370254022], [0.7264259186186219], [-0.23764902650773917]]","[[-0.5301039156265143], [1.0748223223363704], [-0.5515461963683386]]","[[-1.2482203801863263], [-20.104748016262164], [-0.12812464106706956]]","[[0.5519655883866678], [0.8271156752330004]]","[[0.009887179507972466], [-0.01592611215622819]]",[[0.12749809711542642]],[[0.40001154841175873]]
11,"[[-0.532925324020456], [1.1975711157081073], [-0.5332233765798572]]","[[-0.10504179862630203], [0.736679100580506], [-0.23919124040512568]]","[[-0.5325055088419632], [1.080925106593834], [-0.5545308124621502]]","[[-1.3185178643901345], [-20.379339752863327], [-0.20154851530201134]]","[[0.5529557219031365], [0.8255015157650818]]","[[0.00991656031078536], [-0.016233835388679285]]",[[0.1314224151077969]],[[0.3924460615502171]]
12,"[[-0.5341100293903306], [1.205008907701566], [-0.5356232549561777]]","[[-0.1193129170673832], [0.7450636151333412], [-0.24004184309241391]]","[[-0.5349222386982766], [1.0870986997751686], [-0.5575957727384182]]","[[-1.3892928858010227], [-20.63804613624812], [-0.29233617032582726]]","[[0.5539489614829176], [0.823858611968139]]","[[0.009948911135537752], [-0.016505730248417283]]",[[0.1352756233550595]],[[0.38570885497695995]]
13,"[[-0.5354333622915299], [1.2125231102243124], [-0.5380281315169357]]","[[-0.13263572923245542], [0.7521143904054836], [-0.2403099951514452]]","[[-0.5374171559116974], [1.0933264180550912], [-0.5607223414315147]]","[[-1.461271376867675], [-20.886524672460485], [-0.39750977736309046]]","[[0.5549455477474552], [0.8221899912482389]]","[[0.009982972879984953], [-0.016751284456506532]]",[[0.13906161641584616]],[[0.3791686660204441]]
14,"[[-0.5368882811791605], [1.2201023989217017], [-0.5404329039051635]]","[[-0.14538005793815106], [0.7581788599003222], [-0.2401315511908018]]","[[-0.5399981574518707], [1.0996106867282556], [-0.5638894690736859]]","[[-1.5327179430265192], [-21.126289581059673], [-0.5133263560036287]]","[[0.5559455749394666], [0.8204979086050845]]","[[0.010017293901098956], [-0.016977119993566436]]",[[0.142781213837378]],[[0.37266725077136886]]
15,"[[-0.5384705811087082], [1.2277385195554245], [-0.5428337667435983]]","[[-0.1577839677711039], [0.7635357226775954], [-0.23962891862020327]]","[[-0.5426774712076691], [1.1059517822469558], [-0.5670968166253179]]","[[-1.603658547237189], [-21.358887994414058], [-0.6390814895320373]]","[[0.55694899294051], [0.8187840244617712]]","[[0.010050463982558266], [-0.017188691620351193]]",[[0.14643417170311726]],[[0.3661228362851498]]
16,"[[-0.5401771240579845], [1.2354254655486563], [-0.5452280852263737]]","[[-0.16989347564160195], [0.7683745399922636], [-0.23891041984500225]]","[[-0.5454525915509725], [1.1123455958612596], [-0.570335720835124]]","[[-1.6736353842585299], [-21.58598652311762], [-0.7727798232295273]]","[[0.5579556154371152], [0.8170495451071434]]","[[0.010081209329870777], [-0.017389908998322046]]",[[0.1500202562642991]],[[0.35957064450565945]]
17,"[[-0.5420049076662528], [1.2431588186375815], [-0.5476141895858045]]","[[-0.18170762461330572], [0.7728320601852139], [-0.2380622052909634]]","[[-0.5483200356680008], [1.118788395349256], [-0.5735998539234936]]","[[-1.7425472731587976], [-21.808885010768428], [-0.9128506278365667]]","[[0.5589651405543532], [0.8152953438894659]]","[[0.010108480225179406], [-0.017583670185594702]]",[[0.15353972138552496]],[[0.3530622302820833]]
18,"[[-0.5439508526159129], [1.2509353094295559], [-0.5499911533749373]]","[[-0.1932161115537892], [0.7770067066826811], [-0.23714916406055722]]","[[-0.5512762217273455], [1.1252762882597103], [-0.5768839380755574]]","[[-1.8103964344697967], [-22.028686860299924], [-1.0579816385046155]]","[[0.5599771735821374], [0.8135220485357285]]","[[0.01013144675922062], [-0.017772092927526018]]",[[0.1569933034387065]],[[0.34664143106947376]]
19,"[[-0.5460118325468223], [1.2587525423604933], [-0.5523586183121826]]","[[-0.20441686770867346], [0.7809770046854703], [-0.23622200237066648]]","[[-0.5543178657363781], [1.1318096170946756], [-0.5801837699490432]]","[[-1.8771608234086774], [-22.24577644623088], [-1.207083806111285]]","[[0.5609912465704657], [0.8117300980694934]]","[[0.010149452035512763], [-0.017956880163205735]]",[[0.16038209150148722]],[[0.34033813460043666]]
20,"[[-0.5481846120052176], [1.2666087662395034], [-0.5547166656741613]]","[[-0.21529548718700608], [0.784797052131716], [-0.23531906672944033]]","[[-0.5574407800328558], [1.1383859877846734], [-0.583495713305543]]","[[-1.9428129459169496], [-22.460803880283365], [-1.359209421997843]]","[[0.5620068335439719], [0.8099197895885502]]","[[0.010161980102996182], [-0.018139236845149398]]",[[0.1637074885601244]],[[0.33418249821526974]]
21,"[[-0.5504659106223301], [1.2745026933628705], [-0.5570656914983693]]","[[-0.22585204730074387], [0.7885067287909477], [-0.23446686298431596]]","[[-0.5606422042543906], [1.145003671913165], [-0.5868169693501404]]","[[-2.007412243540188], [-22.67423989103442], [-1.5136080469471513]]","[[0.5630233647520344], [0.8080913178069213]]","[[0.010168650960606929], [-0.01832004024642231]]",[[0.16697109124217357]],[[0.32818781850930373]]
22,"[[-0.5528521337287374], [1.2824333948063695], [-0.5594063944384793]]","[[-0.23604194728966804], [0.7921404629105554], [-0.23369715292081894]]","[[-0.5639136976860851], [1.151668506936115], [-0.5901452295498084]]","[[-2.0706317355399104], [-22.885405486706006], [-1.6695171854057598]]","[[0.5640402321111165], [0.8062447917532035]]","[[0.010169094415812818], [-0.018500148474287492]]",[[0.17017486663915407]],[[0.32240136270006836]]
23,"[[-0.5553395132671359], [1.2904001778229182], [-0.5617396682775957]]","[[-0.24586052807325362], [0.7957123324355853], [-0.2330210151827361]]","[[-0.5672527868906192], [1.1583729045629712], [-0.5934765377303759]]","[[-2.132702598914726], [-23.09548958169757], [-1.8260836285115365]]","[[0.5650568031036953], [0.8043802640907249]]","[[0.010163153294473481], [-0.018679884140304637]]",[[0.1733209962781875]],[[0.316830789181873]]
24,"[[-0.5579245128062265], [1.298402521785476], [-0.5640664756387148]]","[[-0.25534255826616076], [0.7992403819041664], [-0.2324432100610372]]","[[-0.5706591435960219], [1.165118088242752], [-0.5968097253420118]]","[[-2.1937510881882], [-23.304402373452245], [-1.9829376409103763]]","[[0.5660724349172139], [0.8024977529176929]]","[[0.010150755800020228], [-0.018859592267228553]]",[[0.17641153334053342]],[[0.3114546135769683]]
25,"[[-0.560603717914081], [1.306440047400269], [-0.5663878495010104]]","[[-0.26448998941352514], [0.8027368170002651], [-0.23197165875370676]]","[[-0.5741290492823516], [1.1719053724199964], [-0.600144429454295]]","[[-2.2536744572966163], [-23.512006349763084], [-2.139792628612115]]","[[0.5670864762980637], [0.8005972464033652]]","[[0.010131816873160115], [-0.01903954857672696]]",[[0.1794484799851786]],[[0.3062751688330332]]
26,"[[-0.563373612104101], [1.3145124712782148], [-0.5687049112846025]]","[[-0.2732875243976153], [0.8062098480426314], [-0.2316153750210367]]","[[-0.5776577395063945], [1.1787355479681165], [-0.6034805806607354]]","[[-2.312405487515902], [-23.718216438313917], [-2.296380880057784]]","[[0.5680982673871768], [0.7986787087117136]]","[[0.010106255282416043], [-0.019219972221717896]]",[[0.1824339478895146]],[[0.30130694862625684]]
27,"[[-0.5662305066649738], [1.3226195776778842], [-0.5710188675942195]]","[[-0.28171752659175525], [0.8096652612851972], [-0.23138233008444775]]","[[-0.5812404470781649], [1.1856088157180262], [-0.6068183027964652]]","[[-2.369930999469066], [-23.923021593042467], [-2.4524601007014546]]","[[0.5691071412938764], [0.7967420849708831]]","[[0.010074010801575106], [-0.019401032448951305]]",[[0.18537020341869095]],[[0.2965654046078556]]
28,"[[-0.5691705587803986], [1.3307612001786562], [-0.5733309949105223]]","[[-0.28976594583878146], [0.8131072447857668], [-0.23127875849878105]]","[[-0.5848727068631301], [1.192525002808429], [-0.6101580209893956]]","[[-2.4262725537708922], [-24.126457843137953], [-2.6078395876320437]]","[[0.5701124264240671], [0.7947873057781579]]","[[0.010035046403455983], [-0.019582854842326025]]",[[0.18825964648773555]],[[0.29206254044820446]]
29,"[[-0.5721898172086214], [1.3389372087289508], [-0.5756426222780598]]","[[-0.2974236097189978], [0.816538855585808], [-0.23130922367565082]]","[[-0.5885504053707273], [1.1994837231586757], [-0.6135004975772419]]","[[-2.4814725474640458], [-24.328586960893148], [-2.762387991376742]]","[[0.5711134485448766], [0.7928142911308352]]","[[0.009989343062521971], [-0.019765528366177954]]",[[0.19110476924227038]],[[0.2878060221922982]]
30,"[[-0.5752842603632929], [1.34714749954003], [-0.5779551179254654]]","[[-0.3046845825966895], [0.8199622706385418], [-0.23147717901732162]]","[[-0.5922696346460005], [1.2064845031966773], [-0.6168468697339745]]","[[-2.5355818522613776], [-24.529478590760593], [-2.9160356928330513]]","[[0.5721095320179024], [0.7908229536575385]]","[[0.00993688987946939], [-0.019949113484230008]]",[[0.19390812125127138]],[[0.28380050902225357]]
31,"[[-0.578431674786478], [1.3553907224308401], [-0.5802730554033767]]","[[-0.3089803229108061], [0.8232527992091428], [-0.23226702285364015]]","[[-0.5957728329988938], [1.213621743447611], [-0.6202790979393376]]","[[-2.5777163600394846], [-24.71340101892967], [-3.075868821606095]]","[[0.57309968234869], [0.7888131348911144]]","[[0.009872816107459048], [-0.02013588161741131]]",[[0.19668599224098424]],[[0.28200545344241945]]
32,"[[-0.5816067916849545], [1.3636658732048643], [-0.5826019793403826]]","[[-0.31100539354090395], [0.82645442837909], [-0.23356854092455898]]","[[-0.5991543020572914], [1.220759645114126], [-0.6237635454341723]]","[[-2.6201028091145795], [-24.901087081525766], [-3.236767089649405]]","[[0.5740827802085346], [0.7867845251800373]]","[[0.00979778005086862], [-0.02032552036880242]]",[[0.19945710217952825]],[[0.28188049391476594]]
33,"[[-0.5848191946120824], [1.3719743393926873], [-0.5849414004629538]]","[[-0.31537902913650706], [0.8298045956130585], [-0.2345262512962289]]","[[-0.6028352428568939], [1.2277553743332403], [-0.6271650392116427]]","[[-2.6801657664267293], [-25.116691061594366], [-3.3865755759587453]]","[[0.5750582715993147], [0.784736951529184]]","[[0.009720083552133829], [-0.020514212695388334]]",[[0.20221374431765138]],[[0.2798993151803227]]
34,"[[-0.5880946520319028], [1.3803176718738055], [-0.5872873980518659]]","[[-0.32236416431785053], [0.8332945751503757], [-0.23507393412232452]]","[[-0.6067785976633182], [1.2347645086040444], [-0.6305461996196975]]","[[-2.744229479371283], [-25.336927155144117], [-3.536371768493761]]","[[0.5760259327441667], [0.7826705467526591]]","[[0.0096402998005507], [-0.020701070129880428]]",[[0.20493562179003819]],[[0.2758564767124783]]
35,"[[-0.5914504906938033], [1.3886966383396844], [-0.5896373758267305]]","[[-0.3306535974922046], [0.8368508265257765], [-0.23544784574624794]]","[[-0.6108719118858481], [1.2418594593508259], [-0.6339392451429393]]","[[-2.805230136350476], [-25.550262589317793], [-3.689210967444213]]","[[0.5769854080502573], [0.7805854705751558]]","[[0.009556118226639043], [-0.020886929487684558]]",[[0.20760877181915008]],[[0.2707493832861853]]
36,"[[-0.5948933833103618], [1.3971114435933192], [-0.5919906874068533]]","[[-0.33931514489421494], [0.8404220576603848], [-0.2358172935142406]]","[[-0.6150570583194377], [1.249033910096447], [-0.6373375521091553]]","[[-2.862855410309769], [-25.757174879581957], [-3.8424818086258883]]","[[0.577936157784956], [0.7784818041704546]]","[[0.00946600222524463], [-0.021072442149072668]]",[[0.21022737287610518]],[[0.26528961925192907]]
37,"[[-0.5984234552904382], [1.4055620095725139], [-0.5943479217972024]]","[[-0.3478321753025181], [0.8439861334921589], [-0.23627974937295448]]","[[-0.6193024329279062], [1.256278401555406], [-0.6407371799417093]]","[[-2.917623063943208], [-25.958851176800618], [-3.994500589036495]]","[[0.5788775355073568], [0.7763595633657521]]","[[0.009369160380812147], [-0.02125813533754295]]",[[0.2127906324848735]],[[0.25987420881668644]]
38,"[[-0.6020369257473739], [1.4140476513141207], [-0.5967101353087352]]","[[-0.35588003800712087], [0.8474481885599914], [-0.23684675832149638]]","[[-0.6235865568854255], [1.26354769767687], [-0.644117339249617]]","[[-2.9701538016777906], [-26.161110935564853], [-4.141807107006439]]","[[0.5798088730697374], [0.7742188350817558]]","[[0.009265781371570192], [-0.021442294784634885]]",[[0.2153005902580116]],[[0.2547213922302354]]
39,"[[-0.6057260594819748], [1.4225653833231977], [-0.5990778289212225]]","[[-0.36304506863374797], [0.8504802581892562], [-0.23740677870134533]]","[[-0.6278777756264298], [1.2707278777812139], [-0.6474232847922783]]","[[-3.0209050138899483], [-26.3775594051955], [-4.27708987081605]]","[[0.5807296089363877], [0.7720602082090352]]","[[0.00915764569008326], [-0.021617422716802004]]",[[0.21776149492000044]],[[0.2500284108541629]]
40,"[[-0.6094852473168108], [1.4311107259155207], [-0.6014500998668717]]","[[-0.3698058253699771], [0.8530383100814591], [-0.23782522335315934]]","[[-0.6322154353582623], [1.2778667345389436], [-0.6506782947086465]]","[[-3.072181901555651], [-26.599742425793814], [-4.405347449185836]]","[[0.5816393695843307], [0.7698847121734372]]","[[0.009046451868932603], [-0.021781162522338526]]",[[0.22017537873183723]],[[0.2454072613571844]]
41,"[[-0.6133133533419369], [1.439679327178281], [-0.6038251106218302]]","[[-0.3765835496879205], [0.8551785595429606], [-0.2380407103786573]]","[[-0.6366254332273882], [1.2850055519457229], [-0.6539004066966728]]","[[-3.1238187073491996], [-26.821287982615146], [-4.53023406592434]]","[[0.5825379015261601], [0.7676934621854252]]","[[0.008933012525202955], [-0.021933811551222426]]",[[0.22254086321451333]],[[0.2405542994752442]]
42,"[[-0.6172111259556106], [1.4482673361454663], [-0.6062008845774997]]","[[-0.38346006293787754], [0.8569569900400446], [-0.23806639331059615]]","[[-0.6411074166414072], [1.292165944648609], [-0.6570978790285718]]","[[-3.1746987965922147], [-27.038914914695006], [-4.653201184900473]]","[[0.5834249847246885], [0.7654875071355307]]","[[0.00881738019853362], [-0.022076427432249357]]",[[0.22485532561235674]],[[0.2354305337938482]]
43,"[[-0.6211789079811266], [1.4568713741642376], [-0.6085757944696983]]","[[-0.39034242709973094], [0.8584200562126288], [-0.23794833336145535]]","[[-0.645651071932214], [1.2993571336229803], [-0.6602736090158292]]","[[-3.2240710907896117], [-27.25119571448342], [-4.774490491373]]","[[0.5843003838554106], [0.7632677837569262]]","[[0.008699294901803878], [-0.022210242565423588]]",[[0.22711667171341413]],[[0.23012929575372035]]
44,"[[-0.625216004103699], [1.4654885244012927], [-0.6109486971727055]]","[[-0.3971246610355704], [0.8596144419986497], [-0.237735760362328]]","[[-0.6502470920686136], [1.30658303844804], [-0.6634286582865522]]","[[-3.2716805792677954], [-27.457570191096075], [-4.893948250038275]]","[[0.5851638356081944], [0.7610351018426296]]","[[0.008578470641573688], [-0.022336560410507467]]",[[0.22932382312488972]],[[0.2247540206030285]]
45,"[[-0.6293209759926413], [1.474116367740069], [-0.6133188909937323]]","[[-0.4037480548893914], [0.8605908387249017], [-0.23746992555454272]]","[[-0.654890189007918], [1.313845717429841], [-0.6665636665330645]]","[[-3.3175384901934395], [-27.65787041512881], [-5.011364391631896]]","[[0.5860150527353131], [0.7587901379161769]]","[[0.008454695119530786], [-0.022456718892116534]]",[[0.23147650075369489]],[[0.21937285827982927]]
46,"[[-0.633492081423925], [1.4827530050108164], [-0.6156860317522298]]","[[-0.41019523227519705], [0.8614008198067498], [-0.23718341115422797]]","[[-0.6595779564478278], [1.3211463457820773], [-0.6696790632570623]]","[[-3.3617205249553304], [-27.852148156163864], [-5.126528554628022]]","[[0.586853731769747], [0.7565334357464846]]","[[0.00832783562867423], [-0.022572020772515522]]",[[0.23357489183466215]],[[0.2140221763784632]]
47,"[[-0.6377275129575712], [1.4913970324791341], [-0.6180500645399347]]","[[-0.41646450199718543], [0.8620917277810303], [-0.2369027155839704]]","[[-0.6643088716957273], [1.3284852315042364], [-0.6727752341736382]]","[[-3.4042791684443947], [-28.04061893389908], [-5.239241104646764]]","[[0.5876795593704992], [0.7542654148360318]]","[[0.008197816436950056], [-0.022683654036304013]]",[[0.2356194549816285]],[[0.20872451019987442]]
48,"[[-0.6420254863115555], [1.5000474851685413], [-0.6204111692747676]]","[[-0.4225598259973652], [0.8627044532954068], [-0.23664912036897431]]","[[-0.6690817960083838], [1.335862013338289], [-0.6758524033807575]]","[[-3.4452613832576438], [-28.223600740318883], [-5.34929450106202]]","[[0.588492217588628], [0.7519863843848894]]","[[0.008064613429914491], [-0.022792651437952838]]",[[0.23761082958221913]],[[0.20349550693020618]]
49,"[[-0.6463843199842944], [1.5087037782996966], [-0.6227697068000823]]","[[-0.42849393053079865], [0.8632743729388919], [-0.23643853782157126]]","[[-0.6738964167300879], [1.3432762542459153], [-0.6789108114249037]]","[[-3.4847373610617276], [-28.40142394777799], [-5.456509653665161]]","[[0.5892913891232449], [0.7496965580310087]]","[[0.007928254430900061], [-0.022899903384276943]]",[[0.2395497515153199]],[[0.198341904586522]]
50,"[[-0.6508024267973971], [1.5173656390590133], [-0.6251261789380408]]","[[-0.43427456103189477], [0.863829511869803], [-0.23628350363741255]]","[[-0.6787519861532911], [1.3507271151099074], [-0.6819506923515127]]","[[-3.5227426641305395], [-28.574453311851197], [-5.560719397382129]]","[[0.5900767613800034], [0.7473960696465561]]","[[0.007788802816577345], [-0.02300613547371322]]",[[0.24143703332357727]],[[0.19327144720163444]]
51,"[[-0.6552782829214523], [1.5260330413591365], [-0.6274811957663043]]","[[-0.4399072647084337], [0.8643919435161116], [-0.2361934464063612]]","[[-0.6836477184354389], [1.358213780073557], [-0.6849725114873024]]","[[-3.5593210282170986], [-28.743026698345496], [-5.661806082163918]]","[[0.5908480297590061], [0.7450849883204698]]","[[0.0076463519499414545], [-0.023111934566000247]]",[[0.2432735626713782]],[[0.18829123240131657]]
52,"[[-0.6598104261920775], [1.5347061530756112], [-0.6298354440792999]]","[[-0.445398306876129], [0.8649789025935217], [-0.2361747087191136]]","[[-0.6885829850279441], [1.3657354364578975], [-0.6879767699538142]]","[[-3.594525032582497], [-28.90746164429438], [-5.759676588762152]]","[[0.5916049006365709], [0.742763331108702]]","[[0.007501023956280051], [-0.023217768011363216]]",[[0.24506028280423298]],[[0.18340588699714044]]
53,"[[-0.6643974552347722], [1.5433852916174382], [-0.6321896609150287]]","[[-0.4507535188604549], [0.8656035343357176], [-0.23623129274125243]]","[[-0.6935571728574824], [1.3732913699634868], [-0.6909641381660716]]","[[-3.6284048445120907], [-29.068041982553446], [-5.854279324489899]]","[[0.5923470937128219], [0.7404310739291844]]","[[0.007352960559880994], [-0.02332400302139659]]",[[0.24679817546763735]],[[0.17861872273401008]]
54,"[[-0.6690380322422298], [1.5520708896705213], [-0.6345446128080193]]","[[-0.45597930924381286], [0.8662760436163583], [-0.23636537334391342]]","[[-0.6985697979685739], [1.380881057916705], [-0.6939355505375389]]","[[-3.6610156402018488], [-29.225009975482273], [-5.945616448249891]]","[[0.593074343500282], [0.7380881601064602]]","[[0.0072023143074306795], [-0.023430932560741802]]",[[0.24848824462027325]],[[0.17393136102863213]]
55,"[[-0.6737308872277393], [1.5607634689837662], [-0.6369010798641946]]","[[-0.4610824350751707], [0.8670042720651271], [-0.23657771359570573]]","[[-0.703620459248943], [1.3885040895290954], [-0.6968920214165596]]","[[-3.692411833084506], [-29.37858056250557], [-6.033714364085578]]","[[0.5937864001152403], [0.7357345070111122]]","[[0.007049243394918747], [-0.02353878948803123]]",[[0.250131501891834]],[[0.1693441233953891]]
56,"[[-0.6784748047666024], [1.5694636175030046], [-0.6392598461141467]]","[[-0.46606763739289897], [0.8677939202224969], [-0.23686837223590418]]","[[-0.7087086280129675], [1.3961601332458304], [-0.6998346976762502]]","[[-3.722640116456867], [-29.52894522974474], [-6.118626155761457]]","[[0.5944830293562086], [0.7333700115774867]]","[[0.006893903705018634], [-0.023647756257527686]]",[[0.2517289666222552]],[[0.1648579105925548]]
57,"[[-0.6832686202422681], [1.5781719731716766], [-0.6416216920190867]]","[[-0.4709400006369748], [0.86864939957103], [-0.23723670688212278]]","[[-0.7138338868852387], [1.403848986273224], [-0.7027648588531894]]","[[-3.7517542031692743], [-29.67627038324145], [-6.20043245057643]]","[[0.5951640123698106], [0.7309945543772829]]","[[0.006736446272537222], [-0.023757981385119642]]",[[0.25328166091032006]],[[0.16047269205193254]]
58,"[[-0.6881112800573589], [1.5868892270230555], [-0.6439873839134223]]","[[-0.4757129216547874], [0.8695763881963905], [-0.2376810630422507]]","[[-0.7189965827001812], [1.411571328251975], [-0.7056839463912825]]","[[-3.7798268473350434], [-29.820608912641337], [-6.279250720184662]]","[[0.5958291452159945], [0.7286079999518958]]","[[0.006577015665532038], [-0.02386963096860928]]",[[0.25479056305227477]],[[0.15618240349935245]]
59,"[[-0.6930018001185384], [1.5956161149322299], [-0.646357680299128]]","[[-0.48039037155949554], [0.8705787077613045], [-0.23820103363608255]]","[[-0.724196237838877], [1.4193273057032023], [-0.7085934577870566]]","[[-3.806884009548497], [-29.962083696907143], [-6.355196269474612]]","[[0.5964782369543068], [0.726210197964246]]","[[0.006415732717446332], [-0.023982843022529732]]",[[0.25625663451456515]],[[0.15198730257028123]]
60,"[[-0.6979391783097411], [1.6043533951926867], [-0.6487333407752208]]","[[-0.48496809394424967], [0.8716576351340911], [-0.2387968220598143]]","[[-0.729431830572287], [1.4271164033486887], [-0.7114948489979848]]","[[-3.8329550974227846], [-30.100895856692397], [-6.428371386126858]]","[[0.5971111076709371], [0.7238009873159713]]","[[0.006252701595399479], [-0.024097704205239268]]",[[0.25768087610772433]],[[0.14789271912888874]]
61,"[[-0.7029223894868001], [1.6131018366919962], [-0.651115122464814]]","[[-0.4894446812282342], [0.8728139703006078], [-0.23946792334208375]]","[[-0.734702663922988], [1.4349383720248843], [-0.7143896114988535]]","[[-3.8580977491869684], [-30.237202444517806], [-6.49889076241263]]","[[0.5977275874968351], [0.7213801993499203]]","[[0.006088018774397241], [-0.024214280619616613]]",[[0.25906432474038155]],[[0.14390136572915105]]
62,"[[-0.7079504401887087], [1.621862221360219], [-0.6535037711761414]]","[[-0.493825184412568], [0.8740491832269354], [-0.2402129786895605]]","[[-0.7400085887253954], [1.4427933174073295], [-0.7172793646749014]]","[[-3.8823845082543467], [-30.371115192941073], [-6.5668986452545495]]","[[0.5983275157840969], [0.718947658512639]]","[[0.005921770781724955], [-0.024332641205870864]]",[[0.2604080099953684]],[[0.14001102012594588]]
63,"[[-0.7130223119128849], [1.6306353313552413], [-0.655900029849102]]","[[-0.4981038973637569], [0.8753625124326401], [-0.24103212088231946]]","[[-0.7453484595781676], [1.4506807541185063], [-0.7201658442257992]]","[[-3.90584260130212], [-30.50281395964037], [-6.632543048494781]]","[[0.5989107388123899], [0.7165031847772833]]","[[0.005754016313752608], [-0.024452815384568005]]",[[0.2617129895932536]],[[0.13622649418542532]]
64,"[[-0.7181369898586455], [1.6394219482644012], [-0.6583046343952329]]","[[-0.5022837941053577], [0.8767541658814832], [-0.24192432938113365]]","[[-0.7507220176773866], [1.4586006347866158], [-0.7230507764046495]]","[[-3.9285529890341024], [-30.63242093347963], [-6.695982295478214]]","[[0.5994771083834298], [0.7140465947295193]]","[[0.00558480493806357], [-0.024574837699342655]]",[[0.2629803240105222]],[[0.13254604239385298]]
