step,q,dq,qr,tau,r_pos,r_vel,th,dth
29,"[[-0.5531386311176613], [1.3368949373028367], [-0.5964576122672971]]","[[-0.2592903076078721], [0.818481164550056], [-0.27932518995624406]]","[[-0.569242337210511], [1.198849521162085], [-0.6319115056543435]]","[[-2.50986958728605], [-24.009169538078332], [-1.9290978390196116]]","[[0.8789317530407365], [0.7932906819411103]]","[[0.007466068755768163], [-0.019667929395739137]]",[[0.1872986939178785]],[[0.2798656669859397]]
30,"[[-0.5558530343810044], [1.3451259876424768], [-0.5992558209841865]]","[[-0.26744481575236223], [0.8220819836106248], [-0.2803074189449062]]","[[-0.5727230731108702], [1.20581015080179], [-0.6358265319218689]]","[[-2.5708535057313386], [-24.218211429740006], [-2.087214270922045]]","[[0.879673099615254], [0.791309292307641]]","[[0.007370310161791682], [-0.019847519715487927]]",[[0.1900171322772861]],[[0.27432974891221784]]
31,"[[-0.558636722463353], [1.353392252617275], [-0.6020665493665649]]","[[-0.27365517097530445], [0.8255960696780567], [-0.2817582813987055]]","[[-0.576088211759105], [1.2128967803433557], [-0.6397668275333037]]","[[-2.6227138164806982], [-24.412662599449874], [-2.242771764735547]]","[[0.8804041831064139], [0.7893098294113569]]","[[0.0072625473233278726], [-0.020029632488482996]]",[[0.1926889807873563]],[[0.27018261730176957]]
32,"[[-0.5614366737222537], [1.3616902639326047], [-0.6049002388700049]]","[[-0.27323940640421873], [0.8287621229066642], [-0.2845446357414875]]","[[-0.5788923669270153], [1.2202054668997002], [-0.6438835742573606]]","[[-2.651719806362659], [-24.574808756243595], [-2.4086316727049875]]","[[0.8811232235681161], [0.7872918956597595]]","[[0.0071340429006916395], [-0.020218856486642345]]",[[0.19535335134034726]],[[0.2709780807598192]]
33,"[[-0.5642263971843416], [1.3700196792156079], [-0.6077636274832244]]","[[-0.27197038110110905], [0.8319328544447889], [-0.28764508395816707]]","[[-0.5817385927957814], [1.2273258812735552], [-0.6479667934627371]]","[[-2.6989128432473715], [-24.769966173046225], [-2.561332113360188]]","[[0.8818287850429471], [0.7852549196957849]]","[[0.006994582733987897], [-0.020410628677047793]]",[[0.1980296545480422]],[[0.27231738938665145]]
34,"[[-0.5670243578093909], [1.3783825877801845], [-0.6106552763545396]]","[[-0.27367242951662696], [0.8353186065677014], [-0.2903643819758058]]","[[-0.5848967648673965], [1.2343085208727695], [-0.6520232444082548]]","[[-2.7633113712472333], [-24.99295931564844], [-2.709169100951545]]","[[0.882520195025076], [0.7831987772339755]]","[[0.006850497606047945], [-0.020601101791783982]]",[[0.20070295361625784]],[[0.27128179507982364]]
35,"[[-0.5698710915463873], [1.3867819445988574], [-0.6135694405966834]]","[[-0.27979320591520473], [0.8389887942901554], [-0.2924186904224607]]","[[-0.5884563010274546], [1.2412752956593918], [-0.6560187619200287]]","[[-2.837058000617118], [-25.226606369553267], [-2.8509175700704272]]","[[0.8831971939674584], [0.7811236651717277]]","[[0.00670481624311936], [-0.02078836648321536]]",[[0.20334141245578619]],[[0.2667768979502125]]
36,"[[-0.5727931543687027], [1.395219162400338], [-0.6165024033381716]]","[[-0.2877368790042519], [0.8427735747236874], [-0.294264869140168]]","[[-0.5921757261506176], [1.2483801307062252], [-0.6600519136685328]]","[[-2.9042329650039735], [-25.446231627165933], [-2.997813097311666]]","[[0.8838593359885527], [0.7790298533983622]]","[[0.0065530947665704], [-0.02097418125555084]]",[[0.2059236046934629]],[[0.2607718265781289]]
37,"[[-0.5757968050327983], [1.4036944377797276], [-0.6194541015473236]]","[[-0.2957720892154609], [0.846566187041702], [-0.29621351077035785]]","[[-0.5959456316574058], [1.2556021989660895], [-0.6641167483734023]]","[[-2.965012344514874], [-25.653935245474912], [-3.145815744643202]]","[[0.88450582807936], [0.7769174419541649]]","[[0.006392455493375859], [-0.021159960830063884]]",[[0.20844353119960543]],[[0.25458058705474507]]
38,"[[-0.578878364143335], [1.4122075147122588], [-0.6224263531618695]]","[[-0.3032503687491948], [0.8503333681852512], [-0.2983850239826429]]","[[-0.5997330940009462], [1.2629069500468433], [-0.6681995141699921]]","[[-3.0218349584451736], [-25.85454096098053], [-3.291292557227048]]","[[0.8851357136468753], [0.7747864076111065]]","[[0.006221957396868039], [-0.021346435658464724]]",[[0.21090279740705406]],[[0.24869797545227476]]
39,"[[-0.5820323194908245], [1.4207581753521876], [-0.6254213868916549]]","[[-0.31019452122588737], [0.8540835149070497], [-0.30077796196752754]]","[[-0.6035465577836622], [1.2702706997390216], [-0.6722883096807079]]","[[-3.0767900710571565], [-26.051657726119217], [-3.4320704526244556]]","[[0.8857480219173892], [0.7726366718408538]]","[[0.006041893684716193], [-0.021533780637705835]]",[[0.2133044689697081]],[[0.2431110317124961]]
40,"[[-0.5852547012474004], [1.429346374893789], [-0.6284411800363232]]","[[-0.316811598684518], [0.8578332403840695], [-0.30335499378087993]]","[[-0.6074013933293015], [1.2776850358515068], [-0.6763794565782755]]","[[-3.130763320842072], [-26.24670368459395], [-3.5676502474252256]]","[[0.8863418343850055], [0.770468148300717]]","[[0.0058529051671030174], [-0.021721924865114595]]",[[0.2156504936100649]],[[0.23766664791867173]]
41,"[[-0.5885432418940847], [1.4379722085470585], [-0.6314873968400369]]","[[-0.3232514398116942], [0.8615958240257129], [-0.30608853822957827]]","[[-0.6113053208523616], [1.2851535000550602], [-0.6804723266095136]]","[[-3.1837189998764357], [-26.43928372964575], [-3.6979665359008056]]","[[0.8869162917408617], [0.7682807556147844]]","[[0.005655555760541997], [-0.021910848964823426]]",[[0.2179415698129366]],[[0.23225584598444035]]
42,"[[-0.5918952580906539], [1.4466352902400692], [-0.6345614697355578]]","[[-0.32939188062811037], [0.8652864540829573], [-0.3089505034353754]]","[[-0.6152448852390574], [1.2926473037210917], [-0.6845524478984966]]","[[-3.2351297773371757], [-26.63288025475721], [-3.8208902269889577]]","[[0.8874705927348427], [0.7660745262304594]]","[[0.00545051825657783], [-0.022098656963964736]]",[[0.22017856241385558]],[[0.2269440700183329]]
43,"[[-0.5953055443575331], [1.4553332792426723], [-0.6376641537562354]]","[[-0.33493349972175934], [0.8686331868692825], [-0.3118360975552173]]","[[-0.6191965101231163], [1.300078313686374], [-0.6885755500313608]]","[[-3.28512372890664], [-26.83783058616592], [-3.930613876653366]]","[[0.8880040573034258], [0.7638499413852216]]","[[0.005239480955199216], [-0.022278949643750323]]",[[0.22236358112890528]],[[0.2218635895934444]]
44,"[[-0.598771637644732], [1.4640628627785393], [-0.6407949511378375]]","[[-0.3403884994857259], [0.8716419232868731], [-0.31463034869217965]]","[[-0.6232022090205884], [1.3075031562292339], [-0.6925677688876131]]","[[-3.335568396419332], [-27.04502477600198], [-4.032317755806708]]","[[0.8885161805712957], [0.7616078171821057]]","[[0.005023996948705367], [-0.022450432175558088]]",[[0.22449627399596925]],[[0.21662307510669024]]
45,"[[-0.6022934966027859], [1.4728207179191908], [-0.643952771926146]]","[[-0.3458760723855696], [0.8743195138536418], [-0.31730625482619645]]","[[-0.6272628491711857], [1.3149442335050068], [-0.6965394332685049]]","[[-3.3852552929107427], [-27.250646952251675], [-4.128036065243623]]","[[0.8890065560627389], [0.7593490498004258]]","[[0.0048047124161620935], [-0.022612816104883304]]",[[0.2265744493902568]],[[0.21113718664073697]]
46,"[[-0.6058707571365656], [1.481603515379484], [-0.6471365498785002]]","[[-0.3512994707997525], [0.876667529081762], [-0.31988203647460794]]","[[-0.6313664721939325], [1.3224115699644574], [-0.7004954005368565]]","[[-3.4333130831418885], [-27.45270317134411], [-4.218503339459662]]","[[0.889474813000028], [0.7570745449540763]]","[[0.004581824542215784], [-0.02276623257799759]]",[[0.2285962083644194]],[[0.20548602180854034]]
47,"[[-0.6095022294638323], [1.490408070640667], [-0.650345450282402]]","[[-0.356584140947795], [0.878709822126531], [-0.32238490693510663]]","[[-0.6355056838502778], [1.329913463480591], [-0.7044398049747214]]","[[-3.4795468071852267], [-27.649693267933415], [-4.304205729393271]]","[[0.8899205942687144], [0.7547851638045122]]","[[0.004355420635959728], [-0.02291136361184387]]",[[0.23056039089443311]],[[0.19974077424362927]]
48,"[[-0.6131862830597568], [1.4992315470221576], [-0.6535789104978219]]","[[-0.3617000427953856], [0.880488018264819], [-0.32484318948255697]]","[[-0.6396766263399779], [1.337456353292256], [-0.708375941402937]]","[[-3.5239238947375755], [-27.840628055740822], [-4.385446507356181]]","[[0.8903435502088088], [0.752481676662064]]","[[0.00412555497889544], [-0.02304927619029007]]",[[0.23246635346457928]],[[0.19394478598801537]]
49,"[[-0.6169211215389754], [1.508071568419888], [-0.6568366488395967]]","[[-0.36663664946846375], [0.8820507960581526], [-0.3272852660313481]]","[[-0.6438766801028473], [1.3450445280137497], [-0.7123061808794208]]","[[-3.566419430736457], [-28.02498584966459], [-4.462345125043147]]","[[0.8907433359474184], [0.7501647370175655]]","[[0.0038922662997875612], [-0.023181207557154693]]",[[0.23431379804131638]],[[0.18812888055834073]]
50,"[[-0.6207048618433239], [1.5169262411690996], [-0.6601186611998873]]","[[-0.3713862279133465], [0.8834458549821064], [-0.3297383803981887]]","[[-0.6481033822859702], [1.3526800888139459], [-0.7162320894009623]]","[[-3.6070114110612175], [-28.202640181950244], [-4.534867573819375]]","[[0.891119610645544], [0.7478348744451927]]","[[0.0036555965323814554], [-0.02330839472740598]]",[[0.2361027181258854]],[[0.18232124666715538]]
51,"[[-0.6245363275910535], [1.5257942730889222], [-0.6634251152689834]]","[[-0.37605101497216376], [0.8847384762690116], [-0.3322157799439081]]","[[-0.6523647736124439], [1.3603669680120996], [-0.7201566727566129]]","[[-3.6460977166051607], [-28.373445251577515], [-4.603305239144535]]","[[0.8914720447041363], [0.7454924800798712]]","[[0.003415677734752709], [-0.023432292245273434]]",[[0.2378328302288858]],[[0.1764716813529401]]
52,"[[-0.6284092217426733], [1.5346735432335112], [-0.6667568031062242]]","[[-0.3798707217231341], [0.88576526607417], [-0.33478707658958917]]","[[-0.6565904817876139], [1.3680482536948166], [-0.724060650771688]]","[[-3.681274476493662], [-28.544138052356033], [-4.6639405009702015]]","[[0.891800291745845], [0.7431380380259709]]","[[0.0031723855418497315], [-0.02355044208156576]]",[[0.2395075183846134]],[[0.17110746776030802]]
53,"[[-0.6323167509401523], [1.5435616242478827], [-0.6701144155671431]]","[[-0.3831003759334272], [0.8865614610257362], [-0.33741360746884913]]","[[-0.6608062678315488], [1.3757427058999299], [-0.7279567794410077]]","[[-3.715246327351629], [-28.71178818178679], [-4.7189424353269045]]","[[0.8921040542617849], [0.740772108015056]]","[[0.0029263841922477773], [-0.023663062648993094]]",[[0.24113045774058495]],[[0.16604747762232097]]
54,"[[-0.6362554040007375], [1.5524567203075104], [-0.6734982594995678]]","[[-0.3860904076649794], [0.8872066646651481], [-0.3400620156185252]]","[[-0.6650353915795467], [1.3834661941611366], [-0.7318533667173492]]","[[-3.7485688801232846], [-28.87450056622934], [-4.769856159247983]]","[[0.8923830942051209], [0.7383951704975134]]","[[0.0026781714673407286], [-0.02377134448866558]]",[[0.24270305680720516]],[[0.16105424137936591]]
55,"[[-0.6402239298071704], [1.5613576873174013], [-0.6769085034104975]]","[[-0.3890075628725571], [0.8877603557750199], [-0.3427285676180585]]","[[-0.6692864033666407], [1.391224391925111], [-0.7357541489444576]]","[[-3.780979920811792], [-29.031844606591264], [-4.817269144950443]]","[[0.8926372032854323], [0.7360075915227666]]","[[0.002427934617110772], [-0.02387644591733684]]",[[0.2442252540997338]],[[0.15602422528440418]]
56,"[[-0.6442227220388678], [1.5702641036193883], [-0.6803453620231005]]","[[-0.3920106947265225], [0.8883040148079626], [-0.34542493465049334]]","[[-0.6735703626114478], [1.3990338749421625], [-0.7396666454422565]]","[[-3.8124952154965963], [-29.182054808168346], [-4.862177723824118]]","[[0.8928661800055662], [0.7336095836750425]]","[[0.002175644934709897], [-0.023980186592309494]]",[[0.24569601955741954]],[[0.15086838543208486]]
57,"[[-0.6482529870093366], [1.5791762565275254], [-0.6838092766434687]]","[[-0.3951457098348273], [0.8889039083906481], [-0.34817881217694624]]","[[-0.6778894215939906], [1.4069027154557436], [-0.7435914383734359]]","[[-3.8427580312399274], [-29.324621025649606], [-4.904336783267492]]","[[0.893069811557816], [0.7312011834440132]]","[[0.0019211560117082804], [-0.024084313131267354]]",[[0.2471139928747206]],[[0.14557938637773624]]
58,"[[-0.6523150550084676], [1.588094803928497], [-0.6873010946908104]]","[[-0.3982705209516486], [0.8895815478745915], [-0.35103380897364794]]","[[-0.6822310193923719], [1.414826778215877], [-0.7475268552749799]]","[[-3.871173557897598], [-29.460495858114268], [-4.942936890631111]]","[[0.8932478627305537], [0.7287822956200101]]","[[0.0016642451209580855], [-0.024189872009561242]]",[[0.2484786542292206]],[[0.1402772179515726]]
59,"[[-0.6564082959426983], [1.5970206196945476], [-0.6908219939451736]]","[[-0.4013113049439199], [0.8903565467466987], [-0.3540165720776722]]","[[-0.686590302739119], [1.4228036674438482], [-0.7514724899042193]]","[[-3.8978618660571067], [-29.59036466613738], [-4.977466483446096]]","[[0.8934000870633875], [0.7263527315494154]]","[[0.0014048697469015714], [-0.024297690448782383]]",[[0.24979032980667487]],[[0.13502866972624555]]
60,"[[-0.6605317043843312], [1.6059547763888031], [-0.6943733359971521]]","[[-0.4042470043763447], [0.8912472237528095], [-0.3571406849504285]]","[[-0.6909658241321804], [1.430831707532454], [-0.755428638209279]]","[[-3.922979486380533], [-29.71481952729752], [-5.007623592992695]]","[[0.8935262419615106], [0.7239122282630325]]","[[0.001143117654711645], [-0.024408429447486668]]",[[0.2510497360073202]],[[0.12985953442717543]]
61,"[[-0.6646842006828899], [1.6148985097006765], [-0.6979565742263909]]","[[-0.4070762192709083], [0.8922676462825437], [-0.36041254082129537]]","[[-0.6953570938859681], [1.4389095393957152], [-0.7593959834262762]]","[[-3.9466303303528316], [-29.83438741914145], [-5.033224530747508]]","[[0.893626097946379], [0.7214604654896155]]","[[0.0008791482219550062], [-0.0245225868309773]]",[[0.2522577347913973]],[[0.12477888619261754]]
62,"[[-0.6688647435802639], [1.6238531742003546], [-0.701573200481177]]","[[-0.40980493230195136], [0.8934277189656821], [-0.36383428054268646]]","[[-0.6997640182109215], [1.447036288461447], [-0.7633755504973939]]","[[-3.9688945337563726], [-29.949498328521422], [-5.054174856296546]]","[[0.893699443875243], [0.7189970803772677]]","[[0.0006131610074788796], [-0.02464052945674311]]",[[0.2534152301389132]],[[0.11978850611876721]]
63,"[[-0.6730723546320029], [1.6328202016811473], [-0.7052247142696]]","[[-0.4124394006196774], [0.8947334273824947], [-0.3674056393894366]]","[[-0.7041864710577728], [1.4552113465995338], [-0.7673685869547896]]","[[-3.9898331972291885], [-30.06051451075183], [-5.070437229552449]]","[[0.893746089741619], [0.7165216794145707]]","[[0.0003453760615834689], [-0.024762516521315003]]",[[0.2545231327795427]],[[0.11488838737110334]]
64,"[[-0.677306067645936], [1.6418010563245773], [-0.7089126080643962]]","[[-0.4149787018310208], [0.8961861286775432], [-0.3711253138784866]]","[[-0.708623724122798], [1.4634338609624573], [-0.7713764075882791]]","[[-4.009484282313522], [-30.167794327750308], [-5.081996259466245]]","[[0.8937658678698246], [0.7140338494828352]]","[[7.602115132954168e-05], [-0.02488869719580178]]",[[0.25558238061424565]],[[0.11008211296917482]]
