step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.5123548228824288], [1.191342136133362], [-0.5554525405196655]]","[[-0.030946309477203435], [0.7290152115158322], [-0.30327943874026897]]","[[-0.5081802156287402], [1.0804447565802886], [-0.5688709999167801]]","[[-1.1017627312192804], [-19.29942199575712], [1.6128634922678942]]","[[1.3155869785131153], [0.8265629500100421]]","[[0.00609560170368173], [-0.016006178215810518]]",[[0.12353477273126827]],[[0.3947894632983598]]
11,"[[-0.512794121636418], [1.198713564057445], [-0.5584999836099619]]","[[-0.046159098054808445], [0.7393255609252514], [-0.305005557328206]]","[[-0.5100636124798184], [1.0863969388217136], [-0.5726863257171819]]","[[-1.1854137713206114], [-19.597134040685084], [1.5154739327349582]]","[[1.3161995070274506], [0.8249410063889188]]","[[0.0061549176045616605], [-0.016310811031527983]]",[[0.12741945881106473]],[[0.3881609055422368]]
12,"[[-0.5133789897849911], [1.2061777037319628], [-0.5615603918873667]]","[[-0.06004731452320351], [0.7477850956173562], [-0.3060016149086059]]","[[-0.5120119854629966], [1.0924041393278476], [-0.5765875322602637]]","[[-1.27131631445614], [-19.881647825518826], [1.3997587464741525]]","[[1.3168178125894836], [0.8232906593481899]]","[[0.006211135486422492], [-0.016578766342290052]]",[[0.13123832205960345]],[[0.381736166185547]]
13,"[[-0.5140959293040022], [1.2137187147369402], [-0.5646281639587432]]","[[-0.07260713108064137], [0.754873207738046], [-0.3065647561273638]]","[[-0.5139842483396948], [1.0984941920172842], [-0.5805874738294305]]","[[-1.3546507027498653], [-20.151286088675242], [1.2658089591675448]]","[[1.3174414119638738], [0.8216150121420515]]","[[0.006261211694691404], [-0.016820134806128095]]",[[0.1349946214741961]],[[0.37570132053004063]]
14,"[[-0.5149359402994694], [1.221325193263142], [-0.5676995140976343]]","[[-0.08447709582343217], [0.7609793889624503], [-0.3068047824690383]]","[[-0.5160331486469412], [1.1046308678148107], [-0.5846556870767432]]","[[-1.4385439538924203], [-20.413779928355396], [1.1188385993116867]]","[[1.3180696294107528], [0.8199163146230544]]","[[0.006303891978398646], [-0.017041955160101985]]",[[0.1386897388660371]],[[0.36969751066884093]]
15,"[[-0.5158942771237988], [1.2289889143600636], [-0.5707717596769221]]","[[-0.09597824677198263], [0.7663761039490192], [-0.30682590216428723]]","[[-0.5181730185714932], [1.1108127484758745], [-0.5887809886306994]]","[[-1.522507818689789], [-20.670894180160502], [0.9611700466137079]]","[[1.3187016604262067], [0.8181962257567742]]","[[0.006337938941824994], [-0.017249372713856737]]",[[0.14232287755934364]],[[0.36357195501388817]]
16,"[[-0.516968247785025], [1.2367039288632242], [-0.5738432204630024]]","[[-0.10726003269452554], [0.7712617167331915], [-0.30672161343883564]]","[[-0.5204084399150051], [1.1170431561078014], [-0.5929506519500941]]","[[-1.6060498718845309], [-20.923258689703914], [0.7953999924177813]]","[[1.3193365836297948], [0.8164559625451265]]","[[0.006362282059946267], [-0.017446304594903594]]",[[0.14589246061519734]],[[0.35728007060210826]]
17,"[[-0.5181557363105163], [1.244465906879844], [-0.5769131183857622]]","[[-0.11833853902291672], [0.7757748910256863], [-0.3065763834781581]]","[[-0.5227359743182179], [1.1233228085084626], [-0.5971568077721677]]","[[-1.6887289018626999], [-21.171531144040927], [0.6234402091603657]]","[[1.3199733749084583], [0.8146964092468686]]","[[0.006375965999905198], [-0.017635673274662977]]",[[0.14939705218356575]],[[0.35085996852461127]]
18,"[[-0.5194552451502565], [1.2522717799781886], [-0.579981330061784]]","[[-0.12929412584934002], [0.7800292845546378], [-0.30644273718752385]]","[[-0.5251583049425096], [1.1296577444696123], [-0.6013789669098539]]","[[-1.7703692714183334], [-21.415496022976864], [0.44888835576034336]]","[[1.320610945319102], [0.8129181919532699]]","[[0.0063785665588289575], [-0.017819765488513717]]",[[0.15283520476614754]],[[0.3442924215166355]]
19,"[[-0.5208640592710082], [1.260119200167154], [-0.5830484441959018]]","[[-0.1399201941613058], [0.7840767356329047], [-0.30639862421681985]]","[[-0.5276554281298546], [1.1360424979390709], [-0.6056291575480282]]","[[-1.8502843839966177], [-21.656157298894172], [0.27079123704199304]]","[[1.321248134128803], [0.811121757538575]]","[[0.006369221563562455], [-0.018000115226768365]]",[[0.15620669670024448]],[[0.33775791725591775]]
20,"[[-0.5223789221477996], [1.2680064427238706], [-0.5861155700513511]]","[[-0.1502305677409846], [0.7879792992357909], [-0.3064814301467869]]","[[-0.5302285493436997], [1.1424750483064319], [-0.6099018483563573]]","[[-1.9290559046271956], [-21.894174710311713], [0.09053792082578538]]","[[1.3218837234463985], [0.8093074049462978]]","[[0.0063475263122780845], [-0.018178068626961696]]",[[0.15951195052471942]],[[0.3312673013468809]]
21,"[[-0.5239967060332786], [1.275932296529705], [-0.5891841253139691]]","[[-0.16023752738447866], [0.7917801292555673], [-0.3067169242492784]]","[[-0.5328755405747783], [1.148954207659513], [-0.6141929761680957]]","[[-2.006675786124124], [-22.12997881900911], [-0.09078486031643496]]","[[1.3225164630264488], [0.8074753215264645]]","[[0.006313221475262587], [-0.01835456327972107]]",[[0.16275146518245878]],[[0.3248256776240878]]
22,"[[-0.5257143456261266], [1.2838959119610025], [-0.5922557532302344]]","[[-0.16994460850986975], [0.7955102960375682], [-0.30712494836089554]]","[[-0.5355934461387001], [1.1554803811942111], [-0.6185000556948593]]","[[-2.0830864447648874], [-22.36368813654661], [-0.27235634332372105]]","[[1.323145081492538], [0.8056256147653281]]","[[0.0062661364051530555], [-0.018530292897311895]]",[[0.16592581310464383]],[[0.3184407391679415]]
23,"[[-0.5275287976765191], [1.2918967040902176], [-0.5953322678546129]]","[[-0.17935343952235627], [0.7991927930693437], [-0.30772038051915146]]","[[-0.5383792394940392], [1.1620543791704592], [-0.6228209462792791]]","[[-2.1582379870160056], [-22.595316475597635], [-0.4534320108916481]]","[[1.3237682949394023], [0.8037583324441772]]","[[0.0062061825532477854], [-0.018705779777061782]]",[[0.16903563855908585]],[[0.31211897302783553]]
24,"[[-0.5294371277968924], [1.2999342928273336], [-0.5984155945739912]]","[[-0.1884786994040625], [0.8028456130830983], [-0.30851181876298384]]","[[-0.5412312310990455], [1.1686767161860245], [-0.6271534979233492]]","[[-2.232141359107805], [-22.824901495208145], [-0.6333109123765979]]","[[1.3243848161595226], [0.8018734775610951]]","[[0.006133366764893289], [-0.01888140794193971]]",[[0.1720815704564503]],[[0.30585509491719076]]
25,"[[-0.5314365549838732], [1.3080084552546734], [-0.6015077269038256]]","[[-0.19733564694852213], [0.8064826222337154], [-0.30950475013973766]]","[[-0.5441476747474085], [1.1753485594025648], [-0.6314960915947203]]","[[-2.3047660717245484], [-23.052363668075042], [-0.8113943648688771]]","[[1.3249933621587593], [0.7999710198795575]]","[[0.006047758643146217], [-0.01905746840602518]]",[[0.17506417336697558]],[[0.2996422251454558]]
26,"[[-0.5335243785071295], [1.3161190824492126], [-0.6046107112125635]]","[[-0.20592898878858285], [0.8101136954205622], [-0.3107040380030267]]","[[-0.5471259240705502], [1.1820714645823223], [-0.6358476178856417]]","[[-2.376035616406591], [-23.277541491542536], [-0.9871598797273105]]","[[1.3255926587391536], [0.7980509039573219]]","[[0.00594946389027573], [-0.019234186585170843]]",[[0.17798399272952062]],[[0.2934806686278134]]
27,"[[-0.5356979526851503], [1.3242661486147906], [-0.6077266288478852]]","[[-0.21426446424584944], [0.8137458848559742], [-0.3121121575454915]]","[[-0.5501636686878936], [1.1888465235589536], [-0.640206728498448]]","[[-2.4459104046150903], [-23.500327549391287], [-1.160066496891697]]","[[1.3261814453346656], [0.7961130554971747]]","[[0.005838642802480365], [-0.019411721728057607]]",[[0.18084156708175528]],[[0.28736926306463356]]
28,"[[-0.5379546908257168], [1.3324496908531858], [-0.6108575787546398]]","[[-0.22234790139269595], [0.8173848623822407], [-0.31373032475881185]]","[[-0.5532586493376714], [1.1956751355710489], [-0.6445726128869589]]","[[-2.5143490157767983], [-23.720562765207625], [-1.3296646689194107]]","[[1.3267584796309402], [0.7941573859553878]]","[[0.005715495509783786], [-0.01959020281564472]]",[[0.18363742127283014]],[[0.2813066362318715]]
29,"[[-0.540291559207803], [1.3406697680160773], [-0.614005756849736]]","[[-0.23011384389495398], [0.8210330925347215], [-0.3155726601133284]]","[[-0.5564013182769553], [1.2025628607791294], [-0.6489463492192981]]","[[-2.5809633909706915], [-23.937429749029754], [-1.4956544665900529]]","[[1.3273225327765652], [0.7921837897863302]]","[[0.005580129226134822], [-0.019769860627461]]",[[0.1863724519585388]],[[0.27534658852871674]]
30,"[[-0.5427054458312327], [1.3489264724116092], [-0.6171733805605688]]","[[-0.23757971297855462], [0.8246914572240811], [-0.3176342662723637]]","[[-0.5595916798543267], [1.2095052243891284], [-0.653325008430471]]","[[-2.64604686759017], [-24.151618668445785], [-1.6572998483819863]]","[[1.3278723997663275], [0.7901921500082024]]","[[0.00543286085890049], [-0.019950688503245217]]",[[0.189047646019807]],[[0.2694774779708853]]
31,"[[-0.5451911573938012], [1.3572197302661513], [-0.6203629533295988]]","[[-0.24444517115977893], [0.8283433462069025], [-0.3199599185404717]]","[[-0.5627885094668275], [1.2165378026598523], [-0.6576799814318655]]","[[-2.707017251893929], [-24.3575887609324], [-1.8095155019895017]]","[[1.3284069037746664], [0.7881823366703162]]","[[0.005274058808213411], [-0.020133054161108888]]",[[0.19166561954275063]],[[0.2639382565055133]]
32,"[[-0.5476961417163462], [1.365545536451035], [-0.6235848112529161]]","[[-0.2441815133537747], [0.8315717205607791], [-0.32371231075788554]]","[[-0.5653466372608542], [1.2238863637443305], [-0.662208506210581]]","[[-2.737259731455225], [-24.51645024528053], [-1.9694607165179423]]","[[1.328924145139251], [0.7861539941636405]]","[[0.005092605106060688], [-0.020323248309728204]]",[[0.19426458348177292]],[[0.26367789645025747]]
33,"[[-0.5501784737888509], [1.3739021694760825], [-0.6268485581574539]]","[[-0.24110135447529873], [0.8346738861304395], [-0.328166953681015]]","[[-0.5677725177848176], [1.2310756673685541], [-0.6668092423398625]]","[[-2.7801907287050307], [-24.702457379616373], [-2.1266110752215996]]","[[1.3294222686235693], [0.7841064381778131]]","[[0.004894675428102069], [-0.020518058032803488]]",[[0.19687513752977784]],[[0.2654055779741258]]
34,"[[-0.552657354506602], [1.3822923677010757], [-0.6301533639267868]]","[[-0.24193338809645712], [0.8380860083657093], [-0.3321275391892986]]","[[-0.5706158416102198], [1.2380407764583137], [-0.6713070198200625]]","[[-2.8495135188788185], [-24.930223874504335], [-2.2663863841723275]]","[[1.3299004090614386], [0.7820394150930526]]","[[0.004692118586624439], [-0.02071116841402265]]",[[0.1994816492676889]],[[0.2640250810810923]]
35,"[[-0.5551776622454865], [1.3907196399395516], [-0.6334932010076211]]","[[-0.2473843096941828], [0.8418302283989009], [-0.3354400410935209]]","[[-0.5738535974214275], [1.2450233619305233], [-0.6757564604900448]]","[[-2.925847940578541], [-25.16413543519628], [-2.3999900561437197]]","[[1.3303582312803421], [0.7799531559357112]]","[[0.004486813845483439], [-0.02090103495892004]]",[[0.20204877668644564]],[[0.2590058776146137]]
36,"[[-0.5577624985961067], [1.3991852320099722], [-0.6368653429258739]]","[[-0.2540917635888582], [0.8456581994736936], [-0.3386847673457316]]","[[-0.5771876046086798], [1.2521670385643813], [-0.6802799075315509]]","[[-2.9928988101347613], [-25.38025953316568], [-2.540849917633425]]","[[1.3307950824876638], [0.7778479217550522]]","[[0.00427293764504455], [-0.021089934280871248]]",[[0.20455739048799101]],[[0.25288166854138117]]
37,"[[-0.560415439692248], [1.4076892812357054], [-0.6402706387403472]]","[[-0.26076110064486013], [0.8494944593056559], [-0.34209719535262817]]","[[-0.5805573384865029], [1.2594199405368398], [-0.6848428760147941]]","[[-3.0546824875265615], [-25.585659653025523], [-2.6811467371866806]]","[[1.3312099647886846], [0.7757237540307733]]","[[0.004048362922715043], [-0.021279309626476284]]",[[0.20700320280311071]],[[0.24663616330702892]]
38,"[[-0.5631331294240606], [1.4162316656515916], [-0.643711283742546]]","[[-0.2669760397882996], [0.853320614919332], [-0.34575599319912637]]","[[-0.5839437357796138], [1.2667520726530435], [-0.6894303251380656]]","[[-3.113279157386112], [-25.78464497292276], [-2.817427560606579]]","[[1.3316017726306062], [0.7735805776344944]]","[[0.003812601506925084], [-0.02146981571864437]]",[[0.2093872524849844]],[[0.24058858193190635]]
39,"[[-0.5659108809633022], [1.4248122801496101], [-0.6471897603878192]]","[[-0.2727287708245023], [0.8571386267500901], [-0.3496623886658232]]","[[-0.5873492189405777], [1.2741463369560386], [-0.6940335869065177]]","[[-3.169953018423865], [-25.979788261524817], [-2.9479625885844905]]","[[1.3319694033300231], [0.7714182745689244]]","[[0.003565969208985109], [-0.02166156153262655]]",[[0.21171163879848712]],[[0.2347474672597648]]
40,"[[-0.5687448427079638], [1.4334311233473374], [-0.6507084117078993]]","[[-0.2781397808279623], [0.8609599126725064], [-0.35379477756004124]]","[[-0.5907814177980903], [1.2815987137561489], [-0.6986507368939169]]","[[-3.225246728754601], [-26.17179702519131], [-3.072313062553775]]","[[1.3323118012801451], [0.7692367187814418]]","[[0.003309015719055175], [-0.021854554965405892]]",[[0.21397786893147278]],[[0.22902535428336412]]
41,"[[-0.5716322320834178], [1.4420882971630278], [-0.6542693862440687]]","[[-0.28330730487646466], [0.8647942696918696], [-0.358135190766065]]","[[-0.5942446899132523], [1.28911050029077], [-0.7032828216310323]]","[[-3.2792199625084475], [-26.3605786978628], [-3.1904936006170743]]","[[1.3326279636584466], [0.7670357827496204]]","[[0.0030422538580543446], [-0.022048819586140134]]",[[0.21618667883554088]],[[0.22335177404706247]]
42,"[[-0.5745709110995378], [1.4507839648492014], [-0.657874703935554]]","[[-0.2882796350476864], [0.868646615976416], [-0.3626735267592245]]","[[-0.5977397878980124], [1.2966835986525702], [-0.7079312101026366]]","[[-3.3317834028129685], [-26.54591201706321], [-3.302510509352614]]","[[1.3329169339953275], [0.7648153369414169]]","[[0.002766120918207271], [-0.022244388317638197]]",[[0.21833834981410882]],[[0.2176934541672277]]
43,"[[-0.5775570857349499], [1.4595174067260472], [-0.6615261817917808]]","[[-0.2928058559340311], [0.8723699768819461], [-0.367371969744281]]","[[-0.6012445965507813], [1.3042643261161626], [-0.7125695938602722]]","[[-3.3825460180744416], [-26.734393821896], [-3.40446912131845]]","[[1.3331778162621095], [0.7625754356059012]]","[[0.002481445624336054], [-0.02243810103044197]]",[[0.22043413919931562]],[[0.2121921512002178]]
44,"[[-0.5805840638533586], [1.4682856009317842], [-0.6652248256156423]]","[[-0.29658948624087866], [0.875674252110095], [-0.372113273170972]]","[[-0.604735914745958], [1.311771085318807], [-0.7171566568731897]]","[[-3.431931553385873], [-26.935070218054427], [-3.491096612957321]]","[[1.3334098502989518], [0.7603166635731982]]","[[0.00219002113674982], [-0.022623037554114767]]",[[0.22247671146278084]],[[0.20697149269596704]]
45,"[[-0.5836489997435274], [1.47708460447797], [-0.6689701633736344]]","[[-0.30029325416651775], [0.8785802921374622], [-0.37675697292667665]]","[[-0.6082675186807711], [1.319263156554841], [-0.7217194062775566]]","[[-3.482181127018077], [-27.13847515585403], [-3.56795026860709]]","[[1.3336124760442327], [0.758039970415202]]","[[0.0018937052423728673], [-0.0227977243872024]]",[[0.2244654413608072]],[[0.2015300650419905]]
46,"[[-0.5867519772825804], [1.485910498900631], [-0.6727610311146107]]","[[-0.30404415836056803], [0.8810955651774104], [-0.3812741364999662]]","[[-0.6118384679391871], [1.326767519493817], [-0.726270726581743]]","[[-3.5316676300906757], [-27.340023605714578], [-3.637490269335479]]","[[1.3337852466517024], [0.7557463993994908]]","[[0.0015932137389373935], [-0.022961817416844443]]",[[0.2263974905034388]],[[0.19577727031573772]]
47,"[[-0.5898931045388452], [1.4947594778180655], [-0.6765962790787933]]","[[-0.3077910726627985], [0.8832408984144848], [-0.3856841995599383]]","[[-0.6154403670238658], [1.3343017920109999], [-0.7308184993428427]]","[[-3.5795462000993727], [-27.53668828712977], [-3.700911635034765]]","[[1.3339277561773617], [0.753436982287848]]","[[0.0012887713973785964], [-0.023115847809218604]]",[[0.22827009420042702]],[[0.18976562619288703]]
48,"[[-0.5930718290557534], [1.5036280495432441], [-0.6804750524245997]]","[[-0.31146302029465395], [0.8850568803702165], [-0.3900234524649334]]","[[-0.6190655946184515], [1.3418778646809761], [-0.735367937263171]]","[[-3.625442430435961], [-27.72654914853628], [-3.758780246910363]]","[[1.334039610810102], [0.7511126631381523]]","[[0.0009804291594583958], [-0.02326096687581547]]",[[0.2300811680628913]],[[0.1835704076094906]]
49,"[[-0.5962870148436633], [1.5125132074854826], [-0.6843968807221846]]","[[-0.3150083303703549], [0.8865974799368608], [-0.39433224448339543]]","[[-0.6227085160945469], [1.349503536962697], [-0.7399225576241913]]","[[-3.6691895066301274], [-27.90851176389176], [-3.81130108945849]]","[[1.3341204194182794], [0.7487742508159252]]","[[0.0006681930218466192], [-0.023398673822483396]]",[[0.23182931191963344]],[[0.17725690508197145]]
50,"[[-0.5995371866492684], [1.5214125319148655], [-0.6883616866910603]]","[[-0.3184013383138793], [0.8879239937471316], [-0.3986496553239811]]","[[-0.626365557430177], [1.357184352909756], [-0.7444849720262591]]","[[-3.7107245810435656], [-28.081984464879028], [-3.858492657008715]]","[[1.3341697922695663], [0.7464223940821394]]","[[0.00035207805313408613], [-0.023530637058233328]]",[[0.23351365857453416]],[[0.17087300010585543]]
51,"[[-0.6028207135359148], [1.5303242152767575], [-0.692369760830043]]","[[-0.32163107065736085], [0.8890969166733041], [-0.4030109804444799]]","[[-0.6300342950730768], [1.3649232162443716], [-0.7490568293162199]]","[[-3.7500309931782416], [-28.24686011502361], [-3.90020818680882]]","[[1.3341873433536557], [0.7440575755051881]]","[[3.2136040140073874e-05], [-0.023658505350687697]]",[[0.23513374091079967]],[[0.16445486557146322]]
52,"[[-0.6061358667378236], [1.5392470210400844], [-0.6964217231874815]]","[[-0.3246884593918074], [0.8901705621476488], [-0.4074472886573568]]","[[-0.6337124083497642], [1.3727213000964094], [-0.753639236025007]]","[[-3.787099032959692], [-28.403317906290944], [-3.9362104827175566]]","[[1.3341726942669734], [0.7416801200950779]]","[[-0.00029153724758756994], [-0.023783793982234958]]",[[0.23668943111478058]],[[0.1580348140996234]]
53,"[[-0.6094808666683192], [1.5481802189987641], [-0.7005184728277221]]","[[-0.3275702226936149], [0.8911924010124626], [-0.41198411218047415]]","[[-0.6373981509354882], [1.3805788328115634], [-0.7582330934565723]]","[[-3.8219572996425755], [-28.551686742877312], [-3.966243413210037]]","[[1.3341254794118658], [0.7392902106077771]]","[[-0.0006187893958342627], [-0.023907848978022006]]",[[0.2381808795027218]],[[0.15163806613609584]]
54,"[[-0.6128539367195514], [1.557123514783266], [-0.7046611320338958]]","[[-0.3302781596842247], [0.8922027184799786], [-0.4166413851987275]]","[[-0.6410902377044587], [1.3884954857514753], [-0.7628392576493261]]","[[-3.8546531328343985], [-28.692372760679444], [-3.990065701395982]]","[[1.3340453516617947], [0.7368879052869369]]","[[-0.0009494115423835936], [-0.02403183311040502]]",[[0.23960844602981912]],[[0.1452831735970265]]
55,"[[-0.6162533539603628], [1.5660769817590108], [-0.7088509926115347]]","[[-0.3328190044855688], [0.8932352788986136], [-0.421433881876269]]","[[-0.6447878349388984], [1.3964708276684201], [-0.7674586900143598]]","[[-3.8852453372903986], [-28.825786958006166], [-4.007477763847279]]","[[1.3339319877012288], [0.7344731555005385]]","[[-0.0012831441449367986], [-0.02415673841072996]]",[[0.2409726351871133]],[[0.13898239253677586]]
56,"[[-0.6196774766917025], [1.575040996259571], [-0.7130894695751668]]","[[-0.3352012580445322], [0.8943175296615082], [-0.4263720748457519]]","[[-0.6484903014123307], [1.4045043286545371], [-0.7720924510118228]]","[[-3.9137916792331455], [-28.952337309636263], [-4.018319377124579]]","[[1.3337850925195653], [0.7320458223557148]]","[[-0.001619686483089744], [-0.02428339566190596]]",[[0.24227404999270336]],[[0.13274419677236313]]
57,"[[-0.623124722701707], [1.5840161697721378], [-0.7173780644761812]]","[[-0.3374296543274053], [0.8954700182793918], [-0.4314630734159175]]","[[-0.6521967430694157], [1.412595085487009], [-0.7767416198148246]]","[[-3.940339434381463], [-29.072454734766133], [-4.022453705562528]]","[[1.3336044028977798], [0.7296056932232636]]","[[-0.0019587062112247366], [-0.024412469560752825]]",[[0.24351338259424993]],[[0.1265772905372076]]
58,"[[-0.62659356831296], [1.5930032928198339], [-0.7217183313416866]]","[[-0.33951038011820506], [0.8967084874483766], [-0.43671073064033444]]","[[-0.6559064840338608], [1.4207424394327646], [-0.7814074907336526]]","[[-3.9649482326145153], [-29.186511387355736], [-4.019800922877672]]","[[1.3333896904647626], [0.7271524961137641]]","[[-0.0022998429759280015], [-0.024544496958955886]]",[[0.24469139316518793]],[[0.12048737668983725]]
59,"[[-0.6300825564378962], [1.602003291188006], [-0.726111848350247]]","[[-0.34145013235875127], [0.8980446748384935], [-0.4421163750900472]]","[[-0.6596189310657908], [1.4289458646976219], [-0.7860915174166977]]","[[-3.9876756685764407], [-29.294839527192522], [-4.010326981050954]]","[[1.333140763991661], [0.7246859112689713]]","[[-0.0026427172595155923], [-0.024679908571334508]]",[[0.24580888639986231]],[[0.11447816738969498]]
60,"[[-0.633590295646843], [1.6110171895377017], [-0.7305601963665196]]","[[-0.3432552624490041], [0.8994870037568511], [-0.4476794577448398]]","[[-0.6633335080451271], [1.4372049630282102], [-0.7907952932067691]]","[[-4.0085761446512365], [-29.397733909412068], [-3.9940374239203207]]","[[1.3328574708602574], [0.7222055807226411]]","[[-0.0029869381508618176], [-0.024819048148683187]]",[[0.2468666975243405]],[[0.1085522835652847]]
61,"[[-0.6371154553575586], [1.620046082001208], [-0.7350649429052016]]","[[-0.34493159578097954], [0.9010412615086365], [-0.4533980340944971]]","[[-0.6670496457132297], [1.445519458666626], [-0.7955205312056816]]","[[-4.027702072951799], [-29.495454982606766], [-3.97097194682212]]","[[1.3325396978623607], [0.7197111160284168]]","[[-0.003332109370268732], [-0.024962189907185017]]",[[0.24786568373844794]],[[0.10271163163543734]]
62,"[[-0.6406567611183187], [1.6290911094151383], [-0.7396276303723027]]","[[-0.3464845202296154], [0.9027112400242507], [-0.45926915813430697]]","[[-0.6707667844697994], [1.4538892122196758], [-0.8002690494639657]]","[[-4.045104194921052], [-29.588229838900816], [-3.9411999954485077]]","[[1.3321873714589056], [0.7172021043113026]]","[[-0.003677834256921031], [-0.025109554654911825]]",[[0.2488067179245173]],[[0.0969575616603286]]
63,"[[-0.6442129952226098], [1.6381534435410914], [-0.7442497675525497]]","[[-0.347919690253144], [0.9044994519908517], [-0.4652891772362621]]","[[-0.6744844317886909], [1.4623142685001065], [-0.8050427772226235]]","[[-4.06083331117236], [-29.67624977257425], [-3.9048200389157666]]","[[1.3318004576011524], [0.714678112647965]]","[[-0.004023719881263155], [-0.025261326714787202]]",[[0.24969068076593334]],[[0.09129058450372286]]
64,"[[-0.6477829835843704], [1.6472342730440614], [-0.7489328255989115]]","[[-0.34924082292853786], [0.9064070061529624], [-0.4714541908848285]]","[[-0.6782019632741687], [1.4707946547402475], [-0.8098436719769861]]","[[-4.074933205042501], [-29.759697746373668], [-3.861943099713238]]","[[1.3313789610585975], [0.7121386916309781]]","[[-0.004369381620850099], [-0.025417656209225648]]",[[0.25051846386078075]],[[0.08571199233959634]]
