step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.5301709669484783], [1.148445783158209], [-0.5231189666014084]]","[[-0.08347734626903314], [0.055856087063276966], [0.09666642765267536]]","[[-0.5306888030841687], [0.9836867860727685], [-0.5210724844556176]]","[[-1.39459039381973], [-20.955325681133708], [-0.006290206577413526]]","[[1.9287493271187186], [0.8361548751710619]]","[[0.008695037687966867], [-0.001052097237830285]]",[[0.0951558496083228]],[[0.06904516844691917]]
11,"[[-0.5310317674589053], [1.1489823220496564], [-0.5221379654486299]]","[[-0.08506483261136885], [0.05152633734585085], [0.0988158301542354]]","[[-0.5316728895073405], [0.9834755730766147], [-0.5209245970944625]]","[[-1.417113706108506], [-21.03083093788176], [-0.15268272695471385]]","[[1.9296171655308756], [0.8360541017801826]]","[[0.008659461023352577], [-0.0009687857185025628]]",[[0.09581258914212058]],[[0.06527733488871737]]
12,"[[-0.5319073050192473], [1.1494766522488666], [-0.5211367184795548]]","[[-0.08646258010404377], [0.047406073750989985], [0.10073496341653404]]","[[-0.5326503122786291], [0.9832566742090735], [-0.5207442167398966]]","[[-1.4382360054231222], [-21.10336449273222], [-0.2949563343645003]]","[[1.9304810963738737], [0.8359614201814837]]","[[0.008617509401998014], [-0.0008900179020665533]]",[[0.09643262875006406]],[[0.061678457064619024]]
13,"[[-0.5327957288605946], [1.149930827193566], [-0.5201174688900103]]","[[-0.08768131504881178], [0.04348746197805639], [0.10243529804785331]]","[[-0.5336204223271078], [0.9830309046865935], [-0.5205332874306894]]","[[-1.4580156586757924], [-21.173020530986072], [-0.4331796119625728]]","[[1.9313405041094653], [0.8358763862490575]]","[[0.008569588178608534], [-0.0008155972712642345]]",[[0.09701762944296054]],[[0.05824144497595919]]
14,"[[-0.5336952937030238], [1.1503468229724387], [-0.5190823469700395]]","[[-0.08873126756676672], [0.039762851109965885], [0.10392793928877972]]","[[-0.5345826239292527], [0.9827990338837476], [-0.5202936805439398]]","[[-1.476509156206415], [-21.239891005950003], [-0.5674235754717523]]","[[1.932194812976427], [0.8357985752675324]]","[[0.00851608853487118], [-0.0007453321709482985]]",[[0.09756918229937535]],[[0.05495952283311762]]
15,"[[-0.534604354868265], [1.150726540183667], [-0.5180333737584081]]","[[-0.08962219399639577], [0.036224778286122444], [0.10522362858731246]]","[[-0.5355363719848415], [0.9825617867826777], [-0.5200271965957545]]","[[-1.4937711729073146], [-21.304065725057576], [-0.6977614094224355]]","[[1.933043485580989], [0.8357275814293275]]","[[0.008457387637705871], [-0.000679036090056595]]",[[0.09808881155699382]],[[0.05182621287817786]]
16,"[[-0.5355213636104851], [1.1510718058337053], [-0.516972464676683]]","[[-0.09036339789907685], [0.032865972211066935], [0.106332745954543]]","[[-0.5364811693778712], [0.9823198454777361], [-0.5197355670055994]]","[[-1.5098546240221058], [-21.36563242253989], [-0.8242682097442448]]","[[1.9338860215038813], [0.8356630173070501]]","[[0.008393848811127924], [-0.0006165278833236698]]",[[0.09857797754653824]],[[0.048835320265394444]]
17,"[[-0.536444862654673], [1.151384375265839], [-0.515901433134692]]","[[-0.09096375020520465], [0.029679355709091138], [0.10726531313668825]]","[[-0.5374165644630923], [0.9820738507160561], [-0.5194204558276466]]","[[-1.5248107188450661], [-21.424676821455403], [-0.9470207331783158]]","[[1.9347219559254223], [0.8356045133066697]]","[[0.008325821722898752], [-0.0005576319397015972]]",[[0.09903807947647218]],[[0.045980918638297286]]
18,"[[-0.5373734819315423], [1.1516659341088988], [-0.5148219941001242]]","[[-0.09143170813379256], [0.026658047276599428], [0.10803099750538281]]","[[-0.5383421486338131], [0.9818244034599134], [-0.519083461451654]]","[[-1.5386890092962733], [-21.481282687056236], [-1.0660971545364974]]","[[1.9355508582700092], [0.8355517171065174]]","[[0.008253642584055143], [-0.0005021783028191784]]",[[0.09947045807723007]],[[0.04325733664477361]]
19,"[[-0.5383059344993207], [1.1519181002376815], [-0.5137357676255786]]","[[-0.09177533333110455], [0.023795361940865317], [0.10863911652906069]]","[[-0.5392575539984645], [0.9815720664594584], [-0.5187261182773213]]","[[-1.5515374366258528], [-21.535531872359503], [-1.1815768327192075]]","[[1.9363723308713021], [0.8355042930866043]]","[[0.008177634361183905], [-0.000450002748875189]]",[[0.09987639811278201]],[[0.04065914513768266]]
20,"[[-0.5392410126422745], [1.1521424257372426], [-0.5126442823272691]]","[[-0.09200230890114688], [0.021084811282493093], [0.10909864284997492]]","[[-0.5401624511340734], [0.9813173658264533], [-0.5183498983647247]]","[[-1.5634023745113304], [-21.587504357058812], [-1.2935400857357422]]","[[1.9371860076593268], [0.8354619217522709]]","[[0.008098107000775734], [-0.00040094682649538527]]",[[0.10025713076770092]],[[0.03818114523245982]]
21,"[[-0.5401775841380428], [1.1523403988643897], [-0.511548978809992]]","[[-0.09211995580162026], [0.01852010288159653], [0.10941820984290793]]","[[-0.541056546949527], [0.9810607926007817], [-0.5179562130636028]]","[[-1.5743286708855657], [-21.637278281368303], [-1.4020679760630503]]","[[1.9379915528706448], [0.8354242991556838]]","[[0.008015357664437062], [-0.0003548578636380917]]",[[0.10061383591635813]],[[0.035818356925161596]]
22,"[[-0.5411145886855612], [1.1525134460001951], [-0.5104512130336125]]","[[-0.09213524834563443], [0.01609513912657895], [0.10960611764313744]]","[[-0.5419395826271489], [0.9808028043028195], [-0.5175464146228186]]","[[-1.5843596867527325], [-21.68492997537136], [-1.507242105848731]]","[[1.93878865978266], [0.835391136318292]]","[[0.007929670974649028], [-0.00031158894520100233]]",[[0.10094764428102283]],[[0.03356600842522061]]
23,"[[-0.5420510344858066], [1.1526629335881677], [-0.5093522596170006]]","[[-0.09205482901045968], [0.01380401556000041], [0.10967033953939992]]","[[-0.5428113316523704], [0.9805438264660316], [-0.5171217977818533]]","[[-1.593537333913075], [-21.730533983913894], [-1.609144423058048]]","[[1.9395770494730282], [0.8353621586569566]]","[[0.007841319269830116], [-0.0002709988650262396]]",[[0.10125963948536079]],[[0.03141952609007938]]
24,"[[-0.5429859949683601], [1.1527901700533696], [-0.5082533150757771]]","[[-0.09188502257627158], [0.011641018784328466], [0.10961852871614933]]","[[-0.5436715979282257], [0.9802842541446507], [-0.5166836013451742]]","[[-1.601902110891914], [-21.774163088775197], [-1.7078570380530917]]","[[1.9403564696050544], [0.8353371054161113]]","[[0.00775056286745901], [-0.00023295205593409918]]",[[0.10155086000923387]],[[0.029374524927622225]]
25,"[[-0.5439186056571035], [1.1528964076982953], [-0.5071555009907839]]","[[-0.09163184958800143], [0.009600623933108537], [0.1094580252992002]]","[[-0.5445202139707279], [0.9800244533920748], [-0.5162330097400525]]","[[-1.6094931372984593], [-21.815888328500026], [-1.8034620511185133]]","[[1.9411266932398752], [0.83531572910797]]","[[0.007657650335257671], [-0.00019731850118276384]]",[[0.10182230105041061]],[[0.027426799647723394]]
26,"[[-0.544848061168543], [1.1529828445719135], [-0.5060598671046983]]","[[-0.09130103920503993], [0.007677491840244077], [0.10919586361094644]]","[[-0.5453570391795546], [0.9797647627061099], [-0.5157711545581438]]","[[-1.6163481873375745], [-21.855779015583558], [-1.8960413907100484]]","[[1.9418875176761046], [0.8352977949625126]]","[[0.007562818768391821], [-0.00016397362975206775]]",[[0.10207491629867112]],[[0.025572316245011873]]
27,"[[-0.5457736123371818], [1.1530506263089062], [-0.5049673943446402]]","[[-0.09089804151624074], [0.005866465905463275], [0.10883877963548694]]","[[-0.5461819581911082], [0.9795054944380137], [-0.5152991160809024]]","[[-1.6225037222008967], [-21.893902752927943], [-1.9856766623359643]]","[[1.942638763317558], [0.8352830803886911]]","[[0.007466294072555613], [-0.00013279819851552688]]",[[0.1023096196270854]],[[0.023807204026986793]]
28,"[[-0.5466945634622931], [1.1531008479363904], [-0.5038789977689097]]","[[-0.09042803933462933], [0.004162568766652386], [0.10839321867687632]]","[[-0.5469948793014284], [0.979246936162637], [-0.5148179247884352]]","[[-1.6279949217114829], [-21.930325448544092], [-2.0724490080275277]]","[[1.9433802725695635], [0.8352713744480673]]","[[0.007368291251719228], [-0.00010367816296596999]]",[[0.10252728670518689]],[[0.02212774810662199]]
29,"[[-0.5476102696707099], [1.1531345556459132], [-0.5027955294366465]]","[[-0.08989595941648618], [0.0025609986950508035], [0.10786534305672256]]","[[-0.5477957329607313], [0.9789893520079352], [-0.5143285628516154]]","[[-1.6328557147215013], [-21.965111330369233], [-2.156438975872252]]","[[1.9441119087642746], [0.8352624773418571]]","[[0.007269014699673448], [-7.65045397255193e-05]]",[[0.10272875653855681]],[[0.020530382336425866]]
30,"[[-0.5485201343908259], [1.1531527485289423], [-0.501717781199241]]","[[-0.08930648325887916], [0.0010571258620166446], [0.10726104001701799]]","[[-0.5485844703387752], [0.9787329839416316], [-0.5138319656068145]]","[[-1.6371188096157017], [-21.99832295988924], [-2.237726399906503]]","[[1.944833555115319], [0.8352561999121746]]","[[0.007168658494371982], [-5.117326157266788e-05]]",[[0.10291483293887652]],[[0.019011682620155478]]
31,"[[-0.5494236069331064], [1.1531563802743294], [-0.5006464874128961]]","[[-0.08866405743855385], [-0.00035351151505186307], [0.10658592955878643]]","[[-0.5493610619562282], [0.9784780530141897], [-0.51332902301266]]","[[-1.6408157235526912], [-22.030021246504184], [-2.316390289320317]]","[[1.9455451137020374], [0.8352523631580783]]","[[0.007067406694716283], [-2.7585027173593346e-05]]",[[0.10308628592832646]],[[0.017568360604042065]]
32,"[[-0.5503201801726197], [1.1531463608265375], [-0.4995823275718917]]","[[-0.08797290351481434], [-0.001675211147301514], [0.10584537238459821]]","[[-0.5501254963800394], [0.9782247605571633], [-0.5128205810881771]]","[[-1.6439768117576952], [-22.06026546125975], [-2.3925087277024106]]","[[1.9462465044834691], [0.8352507977668701]]","[[0.006965433638339569], [-5.645147149735408e-06]]",[[0.10324385308202673]],[[0.01619725772248233]]
33,"[[-0.5512093883295424], [1.1531235580037154], [-0.49852592886235975]]","[[-0.08723702752347626], [-0.002912110763421294], [0.10504447784911218]]","[[-0.5508777789837814], [0.977973289336327], [-0.5123074433315415]]","[[-1.6466312957815896], [-22.089113252083745], [-2.4661587803875182]]","[[1.9469376643421907], [0.8352513436609608]]","[[0.006862904240168], [1.4736612441446084e-05]]",[[0.10338824081181189]],[[0.014895339558798551]]
34,"[[-0.5520908048434708], [1.1530887990749428], [-0.4974778686367817]]","[[-0.0864602291005676], [-0.004068192182882707], [0.10418811181616566]]","[[-0.5516179307637794], [0.9777238046593132], [-0.5117903721186433]]","[[-1.6488072920656744], [-22.116620658088443], [-2.5374164116077926]]","[[1.9476185461580129], [0.8352538495604909]]","[[0.006759974290804216], [3.3646188213332096e-05]]",[[0.1035201255946903]],[[0.013659690532715355]]
35,"[[-0.5529640403378074], [1.1530428722961112], [-0.4964386768093831]]","[[-0.08564611020856239], [-0.005147285519228273], [0.10328090459352456]]","[[-0.5523459872167412], [0.9774764554379787], [-0.5112700900808689]]","[[-1.65053183949666], [-22.14284212586782], [-2.6063564091123697]]","[[1.9482891179114934], [0.8352581725617848]]","[[0.006656790754244746], [5.116537749039196e-05]]",[[0.10364015514891844]],[[0.012487508863456473]]
36,"[[-0.5538287406707564], [1.152986528404257], [-0.4954088381730758]]","[[-0.08479808356013746], [-0.006153073322542002], [0.10232725867916875]]","[[-0.5530619972726114], [0.9772313752054015], [-0.5107472814611297]]","[[-1.6518309269868061], [-22.167830525933358], [-2.673052317253528]]","[[1.9489493618171447], [0.8352641777316336]]","[[0.006553492063732236], [6.737199631512425e-05]]",[[0.10374894956042388]],[[0.011376101796489332]]
37,"[[-0.5546845850693609], [1.152920482070112], [-0.4943887946384873]]","[[-0.0839193806889648], [-0.007089094761163123], [0.10133135653607013]]","[[-0.5537660222801429], [0.9769886830883531], [-0.5102225934475387]]","[[-1.6527295208651906], [-22.191637169710077], [-2.7375763774463753]]","[[1.9495992734861693], [0.8352717377173036]]","[[0.006450208416186598], [8.234003591178762e-05]]",[[0.10384710236226595]],[[0.010322881088219594]]
38,"[[-0.5555312843433176], [1.1528454133089663], [-0.4933789473960352]]","[[-0.0830130596706758], [-0.007958749825331485], [0.10029716823056753]]","[[-0.5544581350442399], [0.9767484847357021], [-0.5096966374840076]]","[[-1.6532515915463692], [-22.214311828014083], [-2.7999994760843085]]","[[1.9502388611184855], [0.8352807323721163]]","[[0.0063470620637939845], [9.613981721834364e-05]]",[[0.10393518156961344]],[[0.009325358735698926]]
39,"[[-0.5563685791755265], [1.1527619688500137], [-0.49237965900201514]]","[[-0.08208201261309636], [-0.008765303429383031], [0.0992284589493808]]","[[-0.5551384189140711], [0.9765108732033813], [-0.5091699905570733]]","[[-1.6534201403750362], [-22.235902749947662], [-2.860391098802353]]","[[1.9508681447237586], [0.8352910483963732]]","[[0.006244167602353912], [0.00010883814320905572]]",[[0.10401373067247158]],[[0.008381142905762643]]
40,"[[-0.5571962384862831], [1.1526707634643676], [-0.49139125538971073]]","[[-0.081128972778205], [-0.00951188957393509], [0.09812879644721778]]","[[-0.5558069669172708], [0.9762759297971514], [-0.5086431964583655]]","[[-1.6532572257493228], [-22.25645668305018], [-2.918819291704014]]","[[1.9514871553711148], [0.835302578993352]]","[[0.006141632256539964], [0.00012049844793082798]]",[[0.1040832695883717]],[[0.00748793409280029]]
41,"[[-0.5580140578683582], [1.152572381252238], [-0.4904140278068849]]","[[-0.08015652149794339], [-0.010201515383002985], [0.09700155833344136]]","[[-0.5564638809413082], [0.9760437248737966], [-0.5081167670221093]]","[[-1.6527839894475571], [-22.276018893914], [-2.9753506283513134]]","[[1.952095934467152], [0.8353152235400597]]","[[0.006039556160875037], [0.0001311809425086352]]",[[0.10414429557699185]],[[0.006643521450217587]]
42,"[[-0.558821858090137], [1.15246737688961], [-0.4894482346808402]]","[[-0.07916709476534271], [-0.010837065159301135], [0.0958499392438783]]","[[-0.5571092709574986], [0.975814318602172], [-0.5075911833371821]]","[[-1.6520206823387698], [-22.294633189955], [-3.030050182681058]]","[[1.9526945330618437], [0.8353288872723925]]","[[0.005938032636554347], [0.0001409427573539901]]",[[0.10419728411863248]],[[0.005845779319234462]]
43,"[[-0.5596194836642624], [1.1523562768350415], [-0.48849410341249583]]","[[-0.0781629896076115], [-0.011421304346290628], [0.09467695786859909]]","[[-0.5577432542881731], [0.9755877616850007], [-0.5070668969332387]]","[[-1.6509866897689174], [-22.312341942201005], [-3.0829815070439857]]","[[1.953283011181876], [0.8353434809843228]]","[[0.0058371484636055015], [0.00014983808049873204]]",[[0.10424268975828306]],[[0.005092663914696968]]
44,"[[-0.560406801479251], [1.152239580497167], [-0.4875518321009683]]","[[-0.07714637020773324], [-0.011956883425484843], [0.09348546380945652]]","[[-0.5583659549133692], [0.9753640960427659], [-0.5065443309405019]]","[[-1.6497005569778982], [-22.329186108383514], [-3.134206615521636]]","[[1.953861437190938], [0.8353589207407127]]","[[0.005736984148008162], [0.00015791829187650208]]",[[0.10428094691694743]],[[0.004382210175099722]]
45,"[[-0.5611836994916454], [1.1521177613635365], [-0.48662159120010656]]","[[-0.07611927378965073], [-0.012446341754080353], [0.09227814430465131]]","[[-0.5589775028164019], [0.9751433554609695], [-0.5060238812228992]]","[[-1.64818001395071], [-22.345205257165823], [-3.183785971748133]]","[[1.9544298871764578], [0.835375127603338]]","[[0.005637614183617856], [0.0001652320934075746]]",[[0.10431247067178334]],[[0.0037125287597815394]]
46,"[[-0.5619500854763886], [1.1519912680914939], [-0.48570352510860415]]","[[-0.07508361627620541], [-0.012892111333656281], [0.09105753079151271]]","[[-0.5595780333663178], [0.9749255662019969], [-0.5055059174842471]]","[[-1.646441999974905], [-22.36043759300661], [-3.231778481309874]]","[[1.9549884443622414], [0.8353920273696881]]","[[0.00553910730882734], [0.0001718256346427971]]",[[0.10433765750650219]],[[0.0030818031850671206]]
47,"[[-0.5627058858332074], [1.1518605255618728], [-0.4847977536952643]]","[[-0.07404119772294096], [-0.013296520512010468], [0.0898260053299671]]","[[-0.5601676867355951], [0.9747107475828753], [-0.5049907843472522]]","[[-1.6445026880567986], [-22.37491998157651], [-3.278241487637727]]","[[1.9555371985464571], [0.8354095503241048]]","[[0.005441526757010706], [0.00017774263387781986]]",[[0.10435688603340072]],[[0.0024882870938769727]]
48,"[[-0.5634510444468471], [1.151725935896267], [-0.4839043737611191]]","[[-0.0729937075680779], [-0.013661797565537565], [0.08858580677874867]]","[[-0.5607466073516718], [0.9744989125201878], [-0.5044788024051443]]","[[-1.642377508754512], [-22.388687975894257], [-3.3232307726886363]]","[[1.9560762455643868], [0.8354276310008182]]","[[0.0053449305016606274], [0.00018302449521501174]]",[[0.10437051768829882]],[[0.0019303016428558785]]
49,"[[-0.5641855215991469], [1.1515878794386676], [-0.4830234604399733]]","[[-0.0719427296684879], [-0.013990074241007705], [0.08733903691469397]]","[[-0.561314943381457], [0.9742900680436497], [-0.5039702692458898]]","[[-1.6400811738687342], [-22.401775842987778], [-3.3668005598376523]]","[[1.956605686775351], [0.8354462079584268]]","[[0.0052493714953527615], [0.00018771042074039457]]",[[0.10437889739954478]],[[0.0014062330017822616]]
50,"[[-0.5649092929308341], [1.1514467157022994], [-0.48215506853914064]]","[[-0.07088974711373401], [-0.014283389215230924], [0.08608766631115511]]","[[-0.5618728462443414], [0.9740842157794679], [-0.5034654604488528]]","[[-1.6376276996086716], [-22.414216590909053], [-3.409003521068908]]","[[1.9571256285731984], [0.8354652235653853]]","[[0.005154897902270861], [0.0001918375184373211]]",[[0.10438235423232194]],[[0.0009145299799128547]]
51,"[[-0.565622348451039], [1.1513027842824957], [-0.4812992338220551]]","[[-0.0698361468891207], [-0.01454369141879544], [0.08483354006316268]]","[[-0.5624204701576929], [0.9738813524047583], [-0.5029646305539612]]","[[-1.6350304300512375], [-22.42604199622508], [-3.4498907861650605]]","[[1.957636181919742], [0.8354846237960528]]","[[0.005061553325069745], [0.0001954409058146922]]",[[0.1043812020093989]],[[0.0004537017518305153]]
52,"[[-0.5663246915929192], [1.151156405736478], [-0.4804559742344201]]","[[-0.06878322433563153], [-0.014772843342050451], [0.0835783833455819]]","[[-0.5629579717106061], [0.9736814700721697], [-0.5024680140033372]]","[[-1.6323020597882807], [-22.437282632196627], [-3.4895119554269067]]","[[1.9581374619005212], [0.8355043580368611]]","[[0.004969377025099142], [0.00019855380892774832]]",[[0.1043757399091372]],[[2.2315665622543376e-05]]
53,"[[-0.5670163383142278], [1.1510078824310257], [-0.47962529107553864]]","[[-0.06773218756826926], [-0.01497262418695372], [0.08232380682352139]]","[[-0.5634855094625448], [0.9734845568185059], [-0.5019758260559155]]","[[-1.6294546545586153], [-22.447967896148256], [-3.527915114154456]]","[[1.9586295873022528], [0.8355243789021624]]","[[0.004878404136166026], [0.00020120765719111589]]",[[0.10436625304125863]],[[-0.00038100493397899386]]
54,"[[-0.5676973162402996], [1.1508574993586242], [-0.47880717011654583]]","[[-0.06668416156119797], [-0.015144733000902827], [0.08107131186765366]]","[[-0.5640032435650965], [0.9732905969281676], [-0.5014882636733486]]","[[-1.6264996735624844], [-22.45812603909734], [-3.565146849904056]]","[[1.9591126802113294], [0.8355446420593715]]","[[0.004788665872279552], [0.0002034321744615042]]",[[0.10435301300177831]],[[-0.000757582695585823]]
55,"[[-0.5683676638471704], [1.1507055249229206], [-0.4780015826673173]]","[[-0.06564019202296795], [-0.015290791689234279], [0.0798222955990472]]","[[-0.5645113354030089], [0.9730995712906649], [-0.5010055063812738]]","[[-1.6234479906146877], [-22.467784193312106], [-3.601252271076404]]","[[1.959586865632715], [0.8355651060630077]]","[[0.0047001897284459915], [0.0002052554662124173]]",[[0.10433627840843332]],[[-0.0011086881142936336]]
56,"[[-0.5690274296843901], [1.1505522116945677], [-0.4772084865935892]]","[[-0.06460124929841424], [-0.015412347955037958], [0.07857805579336655]]","[[-0.56500994727502], [0.9729114577351391], [-0.5005277170900033]]","[[-1.6203099153899818], [-22.476968400293988], [-3.6362750263431516]]","[[1.960052271128621], [0.8355857321971875]]","[[0.004612999675801532], [0.0002067041017683735]]",[[0.10431629541658868]],[[-0.0014355414600856764]]
57,"[[-0.5696766716355788], [1.1503977971383967], [-0.476427827286101]]","[[-0.06356823201739059], [-0.015510878103877745], [0.07733979559229645]]","[[-0.5654992420853792], [0.9727262313348858], [-0.5000550429239204]]","[[-1.6170952140461976], [-22.485703639916547], [-3.6702573299007923]]","[[1.9605090264763134], [0.8356064843261641]]","[[0.004527116349573035], [0.00020780319303081995]]",[[0.1042932982167159]],[[-0.0017393145323879242]]
58,"[[-0.5703154562152323], [1.1502425043127757], [-0.4756595385834047]]","[[-0.06254197062333211], [-0.015587789801520702], [0.0761086280365605]]","[[-0.5659793830624547], [0.9725438646834863], [-0.4995876160096445]]","[[-1.613813129658299], [-22.494013860958198], [-3.7032399866994123]]","[[1.9609572633443855], [0.8356273287525384]]","[[0.004442557230999178], [0.00020857646951810693]]",[[0.10426750951413892]],[[-0.002021132387153648]]
59,"[[-0.5709438579005461], [1.150086542541776], [-0.47490354364974585]]","[[-0.06152323079188078], [-0.01564442475880154], [0.0748855805331318]]","[[-0.5664505334894429], [0.9723643281719505], [-0.49912555419615495]]","[[-1.6104724012132143], [-22.501922007945446], [-3.735262412201818]]","[[1.9613971149869098], [0.835648234082813]]","[[0.004359336823367421], [0.00020904635028573537]]",[[0.10423914099148411]],[[-0.0022820750175504625]]
60,"[[-0.5715619584966382], [1.1499301080610083], [-0.4741597558096848]]","[[-0.060512716649950796], [-0.01568206133091493], [0.07367159905313181]]","[[-0.5669128564572169], [0.972187590236089], [-0.4986689617978813]]","[[-1.607081282762095], [-22.509450050069113], [-3.766362660844373]]","[[1.961828715954841], [0.8356691710999415]]","[[0.004277466821589471], [0.00020923401209405057]]",[[0.10420839375468513]],[[-0.002523178928872622]]
61,"[[-0.5721698465339038], [1.1497733846379963], [-0.4734280793409956]]","[[-0.05951107392485737], [-0.015701917007864052], [0.07246755224483797]]","[[-0.5673665146371131], [0.9720136175880942], [-0.49821793029925415]]","[[-1.6036475623920767], [-22.516619009390695], [-3.79657745340337]]","[[1.9622522018240443], [0.8356901126425103]]","[[0.004196956275448471], [0.0002091594541231423]]",[[0.10417545876309688]],[[-0.0027454386878834804]]
62,"[[-0.5727676166962737], [1.149616544167994], [-0.47270841022744015]]","[[-0.058518892932668196], [-0.015705150849663285], [0.07127423538043637]]","[[-0.5678116700693244], [0.9718423754324594], [-0.4977725390351072]]","[[-1.6001785802595143], [-22.523448989357828], [-3.825942204628399]]","[[1.9626677089393392], [0.8357110334902217]]","[[0.0041178117472284725], [0.00020884155950140482]]",[[0.10414051724428108]],[[-0.002949808401895033]]
63,"[[-0.5733553692789307], [1.1494597472459303], [-0.4720006368728749]]","[[-0.05753671143379527], [-0.015692865840783887], [0.07009237413999604]]","[[-0.5682484839654024], [0.9716738276640396], [-0.49733285584301423]]","[[-1.5966812466222096], [-22.529959202486175], [-3.854491052214117]]","[[1.9630753741739475], [0.8357319102553695]]","[[0.004040037462726964], [0.00020829815365885906]]",[[0.10410374109412324]],[[-0.003137203135721762]]
64,"[[-0.5739332096745287], [1.1493031437153378], [-0.47130464077817785]]","[[-0.05656501743195319], [-0.01566611113209601], [0.06892262825193757]]","[[-0.5686771165303323], [0.9715079370528527], [-0.496898937694149]]","[[-1.5931620590059405], [-22.536167998628265], [-3.8822568854087605]]","[[1.9634753347037674], [0.8357527212800129]]","[[0.003963635457049364], [0.00020754606022688193]]",[[0.1040652932626323]],[[-0.0033085003109729737]]
