step,q,dq,qr,tau,r_pos,r_vel,th,dth
10,"[[-0.5815420168384765], [1.1075911134402976], [-0.4719089872044518]]","[[-0.3325972400427894], [-0.27377331050616305], [0.3623886662743117]]","[[-0.5967295344472855], [0.9208019547832494], [-0.4785334431865406]]","[[-1.540983840459683], [-21.323579631205515], [-3.942498750273368]]","[[1.4552270112577026], [0.8449083713976216]]","[[0.012711439546975178], [0.005413457247371856]]",[[0.05414010939736939]],[[-0.24398188427577916]]
11,"[[-0.5848270817934689], [1.104924251393709], [-0.46835320047288986]]","[[-0.31950449543901455], [-0.26055999923427003], [0.3486695842853751]]","[[-0.598627482827796], [0.9194768262149524], [-0.4769021027833305]]","[[-1.494765307745356], [-21.274825603414296], [-4.096301991761959]]","[[1.4564804755325582], [0.8454324707235847]]","[[0.012376435992633716], [0.005091928716549621]]",[[0.05174396912735139]],[[-0.23139491038677093]]
12,"[[-0.5879875866745968], [1.102391925744612], [-0.46493458234907403]]","[[-0.3076131809471271], [-0.2469771525563853], [0.33500448558389456]]","[[-0.6005050077201566], [0.9180817724868321], [-0.47523078895123627]]","[[-1.45114471258157], [-21.26041435456138], [-4.223599302898395]]","[[1.4577004019574522], [0.8459243091769186]]","[[0.01204126970237862], [0.004770081918692437]]",[[0.04946975672094137]],[[-0.21958584791847924]]
13,"[[-0.5910332260641622], [1.0999942914832705], [-0.4616509686440712]]","[[-0.29656426586174084], [-0.2336388851582528], [0.3216837316013874]]","[[-0.6023417746042412], [0.9166723660802234], [-0.473548421557684]]","[[-1.4092773750239427], [-21.26562825029183], [-4.3321079870738215]]","[[1.4588869350933948], [0.8463845234893462]]","[[0.011708830406176318], [0.004459469039119757]]",[[0.04731009677503742]],[[-0.20851941941746746]]
14,"[[-0.5939709112421291], [1.0977269589320608], [-0.45849806577576446]]","[[-0.286122030739965], [-0.22088011840960048], [0.3088587670773785]]","[[-0.6041251792248569], [0.9152870744448457], [-0.47187544937364995]]","[[-1.368647241019135], [-21.280514382622517], [-4.427163112990409]]","[[1.4600404446530588], [0.8468145880247477]]","[[0.011380857277010215], [0.00416608592360701]]",[[0.04525798191416873]],[[-0.19814338207218693]]
15,"[[-0.5968057770224733], [1.0955832273555421], [-0.45547055722528657]]","[[-0.27613914810453044], [-0.20885475439457651], [0.29659279012229894]]","[[-0.6058483828763351], [0.9139502342902907], [-0.47022543701588054]]","[[-1.3289746494722279], [-21.29877233021022], [-4.512303222248204]]","[[1.4611614326593547], [0.8472163731205842]]","[[0.011058338840874704], [0.003892378281944442]]",[[0.043306893107781456]],[[-0.188401112376808]]
16,"[[-0.5995418828945892], [1.0935554885338161], [-0.4525627844360628]]","[[-0.2665286458929691], [-0.1976069734229398], [0.28489688622701687]]","[[-0.6075085483019481], [0.9126755293140528], [-0.4686067867158767]]","[[-1.2901291455608246], [-21.316711166015352], [-4.589796205768752]]","[[1.4622504743502065], [0.8475918719445489]]","[[0.010741800527780399], [0.003638678588668842]]",[[0.041450821203163964]],[[-0.17923873308889207]]
17,"[[-0.6021826721907526], [1.0916360453132952], [-0.4497691340241857]]","[[-0.2572419087278448], [-0.18711993997215437], [0.27375407306657107]]","[[-0.6091053762911043], [0.911469196065834], [-0.4670242732983023]]","[[-1.252062853383693], [-21.332388194362544], [-4.661059715605018]]","[[1.46330818258115], [0.8479430445542788]]","[[0.01043149792820941], [0.0034041749252922138]]",[[0.039684239098355945]],[[-0.17060777563342805]]
18,"[[-0.6047312528344628], [1.0898175427007135], [-0.4470842346243902]]","[[-0.24825308357476006], [-0.1773470085693426], [0.26313436855658623]]","[[-0.6106400600383143], [0.9103326204597324], [-0.4654802671186146]]","[[-1.2147694984800939], [-21.344959542423684], [-4.7269720208427115]]","[[1.464335187648225], [0.8482717386043684]]","[[0.010127539737303515], [0.003187523846426288]]",[[0.038002055241861774]],[[-0.162465723585239]]
19,"[[-0.6071905570185396], [1.0880931585093874], [-0.4445030379369671]]","[[-0.2395488147644362], [-0.16823039014463356], [0.25300359767032643]]","[[-0.612114589679757], [0.9092642647243966], [-0.463975633828795]]","[[-1.178260524551895], [-21.354224028188174], [-4.788087521919898]]","[[1.465332126667485], [0.8485796569935887]]","[[0.009829961321439207], [0.0029872117410345567]]",[[0.03639956355387748]],[[-0.15477560724329803]]
20,"[[-0.6095634237386345], [1.0864566554704238], [-0.44202083466311065]]","[[-0.23112186065595103], [-0.15971141273206457], [0.2433280769453735]]","[[-0.6135313124656206], [0.9082610014313428], [-0.4625103551875334]]","[[-1.1425518361088765], [-21.36032219200658], [-4.844777548115981]]","[[1.4662996384934148], [0.8488683521217772]]","[[0.009538765490479939], [0.0028017496515042595]]",[[0.03487239706867784]],[[-0.14750519644491938]]
21,"[[-0.6118526351924218], [1.0849023611194184], [-0.4396332377249482]]","[[-0.22296739318862885], [-0.15173549081987955], [0.23407675950239845]]","[[-0.6148926735229175], [0.9073189789453379], [-0.4610839327836798]]","[[-1.107657324041411], [-21.363549938032172], [-4.897316979983883]]","[[1.4672383615838385], [0.8491392336850125]]","[[0.009253942852538444], [0.002629764504202825]]",[[0.03341648820204995]],[[-0.1406261245038326]]
22,"[[-0.6140609277816091], [1.0834251158759207], [-0.4373361520929215]]","[[-0.21508104951435275], [-0.1442539901119132], [0.22522192984224293]]","[[-0.6162010765352853], [0.9064341453223939], [-0.45969563527231344]]","[[-1.0735863583781282], [-21.36425126604861], [-4.9459340893620976]]","[[1.468148933246098], [0.8493935821395415]]","[[0.008975480338002662], [0.00247003036173421]]",[[0.03202803600138961]],[[-0.1341131097851617]]
23,"[[-0.6161909907404218], [1.0820202121029343], [-0.43512574181510005]]","[[-0.20745805167633147], [-0.13722442872763857], [0.21673915000248717]]","[[-0.6174588185619603], [0.9056025395092924], [-0.45834463973251044]]","[[-1.0403433456940951], [-21.362762241079327], [-4.990836876191678]]","[[1.469031989390379], [0.8496325634619535]]","[[0.008703363466233682], [0.002321468084143241]]",[[0.03070347954741325]],[[-0.12794333040148295]]
24,"[[-0.6182454599809369], [1.0806833356742276], [-0.43299839938764795]]","[[-0.20009292621817099], [-0.13060990347886645], [0.2086068791586172]]","[[-0.6186680673067585], [0.904820433842009], [-0.45703010563516877]]","[[-1.0079282131824667], [-21.35938604376525], [-5.032225325611466]]","[[1.4698881643517707], [0.8498572430403649]]","[[0.00843757573811832], [0.002183130701483016]]",[[0.029439476305642042]],[[-0.12209595053728142]]
25,"[[-0.6202269111844505], [1.0794105148693476], [-0.43095071943082003]]","[[-0.19297952647360045], [-0.12437824908087142], [0.20080600096219034]]","[[-0.6198308605669417], [0.904084387790337], [-0.4557512085990357]]","[[-0.9763372051063435], [-21.354385477153862], [-5.070295855759608]]","[[1.47071809059889], [0.8500685978306621]]","[[0.00817809705768724], [0.0020541842596699667]]",[[0.028232884254076954]],[[-0.11655177459114278]]
26,"[[-0.6221378539909885], [1.0781980777445115], [-0.42897947694878735]]","[[-0.18611118116662367], [-0.11850119294426129], [0.1933193748825063]]","[[-0.6209491156577014], [0.9033912529826164], [-0.4545071519484697]]","[[-0.9455636886201964], [-21.34798429159762], [-5.105241872987539]]","[[1.4715223982849388], [0.8502675266127414]]","[[0.007924902143274792], [0.0019338890990816537]]",[[0.027080746804736704]],[[-0.11129299922837854]]
27,"[[-0.6239807279072034], [1.0770426173506868], [-0.42708160967589504]]","[[-0.17948087347317498], [-0.11295362059761224], [0.18613145832285305]]","[[-0.6220246420297927], [0.9027381545588931], [-0.4532971672408208]]","[[-0.9155988451801718], [-21.34037221723783], [-5.137252711064421]]","[[1.4723017146621773], [0.8504548585135863]]","[[0.007677959329610573], [0.0018215836730339774]]",[[0.025980279767588783]],[[-0.10630303574907292]]
28,"[[-0.6257578999276634], [1.0759409634924255], [-0.42525420375041]]","[[-0.17308140499313532], [-0.10771298487994846], [0.17922800907164668]]","[[-0.6230591537241142], [0.9021224635204086], [-0.45212051024589384]]","[[-0.8864322188430536], [-21.331710914866978], [-5.16651217088686]]","[[1.4730566634042714], [0.8506313600843805]]","[[0.007437229861051442], [0.001716671449314422]]",[[0.024928859814352364]],[[-0.10156638079915972]]
29,"[[-0.6274716635923943], [1.0748901596230003], [-0.42349448195883094]]","[[-0.16690552658604793], [-0.10275885188732031], [0.1725958600828779]]","[[-0.624054280170514], [0.9015417678884754], [-0.45097645584205787]]","[[-0.858052128550256], [-21.32213950333504], [-5.193197231382977]]","[[1.4737878638828117], [0.8507977412293775]]","[[0.007202667627970172], [0.001618610684150923]]",[[0.023924014071775287]],[[-0.09706851839049037]]
30,"[[-0.6291242391313694], [1.0738874436383217], [-0.4217997939077808]]","[[-0.1609460341546906], [-0.0980725602153027], [0.1662227523330927]]","[[-0.6250115750128709], [0.9009938463204037], [-0.44986429343626766]]","[[-0.8304459744261101], [-21.31177915206162], [-5.217477135888145]]","[[1.4744959304367076], [0.8509546602459063]]","[[0.006974219246935753], [0.0015269065655298952]]",[[0.022963410599171598]],[[-0.09279584203803944]]
31,"[[-0.6307177743735722], [1.0729302315856837], [-0.4201676076234773]]","[[-0.15519583421519637], [-0.09363696698923743], [0.16009721136853428]]","[[-0.6259325231349464], [0.9004766454663733], [-0.4487833234759273]]","[[-0.8036004660932909], [-21.3007366617218], [-5.239512871003323]]","[[1.475181471662912], [0.8511027281814996]]","[[0.006751824379058746], [0.0014411051752594162]]",[[0.022044849588634195]],[[-0.0887355898336222]]
32,"[[-0.6322543461578891], [1.0720161035540992], [-0.41859550221272185]]","[[-0.14964798562023612], [-0.0894362569210356], [0.15420845495553015]]","[[-0.6268185461735055], [0.8999882611405915], [-0.4477328550723925]]","[[-0.7775017924849621], [-21.289107150722213], [-5.259456971545688]]","[[1.4758450897471818], [0.8512425126627722]]","[[0.006535416195552202], [0.0013607887875077829]]",[[0.021166255183488098]],[[-0.08487578758346413]]
33,"[[-0.6337359620512873], [1.071142791224097], [-0.41708116132820294]]","[[-0.14429572434084031], [-0.08545579535714107], [0.14854632215345798]]","[[-0.6276710069421769], [0.8995269228156255], [-0.4467122047025809]]","[[-0.7521357561323172], [-21.2769760374424], [-5.277453586974411]]","[[1.4764873798456546], [0.8513745413077821]]","[[0.006324921919542703], [0.0012855721176485702]]",[[0.020325667844609346]],[[-0.0812051975411074]]
34,"[[-0.6351645622440314], [1.0703081667141143], [-0.4156223672601612]]","[[-0.13913247740030454], [-0.08168201177573803], [0.14310121730400926]]","[[-0.6284912131102885], [0.8990909807395915], [-0.44572069551596716]]","[[-0.7274878830512401], [-21.26442050688242], [-5.293638697734927]]","[[1.4771089295223843], [0.8514993048013104]]","[[0.006120263399722603], [0.001215099247364737]]",[[0.019521237209918437]],[[-0.07771327187544944]]
35,"[[-0.636542021519063], [1.0695102324742602], [-0.41421699553640323]]","[[-0.13415186698022033], [-0.07810230401145052], [0.13786406344960184]]","[[-0.6292804200429625], [0.8986788953289145], [-0.4447576570837583]]","[[-0.7035434947096593], [-21.25151057874717], [-5.308140419234342]]","[[1.477710318243978], [0.8516172596894612]]","[[0.005921357680205297], [0.0011490410270598161]]",[[0.018751215418793123]],[[-0.0743901075432078]]
36,"[[-0.6378701512471383], [1.0687471120586667], [-0.41286300994788044]]","[[-0.12934771222043112], [-0.07470495652663808], [0.13282626297795286]]","[[-0.630039833543659], [0.8982892280101469], [-0.44382242556891915]]","[[-0.6802877910634675], [-21.23830994189105], [-5.3210793789063455]]","[[1.4782921169302374], [0.8517288309334748]]","[[0.005728117552239453], [0.001087092819818114]]",[[0.01801395086364728]],[[-0.07122640576797762]]
37,"[[-0.6391507013742092], [1.068017041656954], [-0.41155845794270624]]","[[-0.12471402721053955], [-0.07147906900657061], [0.12797966289900856]]","[[-0.6307706121592312], [0.8979206333233087], [-0.4429143440198092]]","[[-0.6577059064623936], [-21.224876608068204], [-5.332569104308207]]","[[1.4788548875582206], [0.8518344142523416]]","[[0.005540452074836999], [0.0010289725051348952]]",[[0.01730788234003938]],[[-0.06821343331696296]]
38,"[[-0.6403853623804908], [1.0673183622969482], [-0.41030146634644166]]","[[-0.12024501785054632], [-0.06841449257676063], [0.12331652388977088]]","[[-0.6314738693359665], [0.8975718519177986], [-0.4420327627142583]]","[[-0.6357829628733382], [-21.211263451421676], [-5.342716408456314]]","[[1.479399182816518], [0.8519343782770565]]","[[0.005358267062338662], [0.0009744186875049188]]",[[0.01663153357001391]],[[-0.06534298653981344]]
39,"[[-0.6415757671895109], [1.0666495126522944], [-0.4090902373791185]]","[[-0.1159350760505171], [-0.06550177189877399], [0.118829491762084]]","[[-0.6321506752333811], [0.8972417044112386], [-0.4411770396316041]]","[[-0.6145041049250026], [-21.197518649874866], [-5.351621774079708]]","[[1.479925545806035], [0.8520290665346504]]","[[0.005181465532322349], [0.0009231890672256604]]",[[0.015983508083664142]],[[-0.06260735618720714]]
40,"[[-0.6427234930397426], [1.0660090224009129], [-0.4079230449393175]]","[[-0.11177877708665104], [-0.06273209238909971], [0.11451157215628932]]","[[-0.6328020587945559], [0.8969290856252562], [-0.44034654073386204]]","[[-0.5938545526239833], [-21.183686099013453], [-5.359379700833814]]","[[1.4804345097841096], [0.8521187992770985]]","[[0.005009948126399877], [0.0008750589556405508]]",[[0.01536248442185194]],[[-0.05999929732060015]]
41,"[[-0.6438300633056596], [1.065395506085711], [-0.4067982311338127]]","[[-0.10777087349520875], [-0.060097231964173575], [0.1103561067211557]]","[[-0.6334290093286474], [0.8966329594670939], [-0.4395406403800218]]","[[-0.5738196202799188], [-21.169805758347863], [-5.3660790518951496]]","[[1.4809265979485602], [0.8522038751687707]]","[[0.00484361349342155], [0.0008298199178358168]]",[[0.014767211646236806]],[[-0.05751199874164276]]
42,"[[-0.6448969492627195], [1.064807657437409], [-0.4057142030342594]]","[[-0.1039062898345026], [-0.05758951649975447], [0.10635675129918057]]","[[-0.6340324781420734], [0.8963523542245637], [-0.43875872164184493]]","[[-0.5543847456503959], [-21.155913966372154], [-5.37180337091554]]","[[1.4814023232584077], [0.8522845728440795]]","[[0.004682358643126605], [0.0007872785247609038]]",[[0.01419650514042819]],[[-0.055139055035076545]]
43,"[[-0.6459255718052243], [1.064244244122402], [-0.40466942964119207]]","[[-0.10018011835581855], [-0.0552017789452994], [0.10250745607829191]]","[[-0.634613380162585], [0.8960863581726938], [-0.43800017656370044]]","[[-0.5355355171147371], [-21.142043735308913], [-5.376631178579646]]","[[1.4818621882885274], [0.852361152345878]]","[[0.004526079273814432], [0.0007472552077780747]]",[[0.01364924267598672]],[[-0.05287444122054866]]
44,"[[-0.6469173031135195], [1.0637041028809866], [-0.40366243903922083]]","[[-0.09658761369034274], [-0.05292732176328033], [0.09880244712062768]]","[[-0.6351725953653998], [0.8958341155671437], [-0.43726440640683023]]","[[-0.5172576881529918], [-21.128225012489597], [-5.380636252847751]]","[[1.4823066851155295], [0.8524338564544504]]","[[0.004374670072704312], [0.0007095832072701036]]",[[0.013124360728246982]],[[-0.050712488334134095]]
45,"[[-0.6478734682687062], [1.063186135024953], [-0.4026918157289469]]","[[-0.09312418776695529], [-0.05075988228443615], [0.09523620933329868]]","[[-0.6357109701619965], [0.8955948229351577], [-0.4365508218670136]]","[[-0.4995371934794921], [-21.11448492052325], [-5.38388789281807]]","[[1.4827362952323362], [0.8525029119159382]]","[[0.004228024992491974], [0.0006741076055138961]]",[[0.012620851027295904]],[[-0.04864786072150882]]
46,"[[-0.6487953468194593], [1.0626893022657902], [-0.4017561981209216]]","[[-0.0897854052730715], [-0.04869360091938299], [0.09180347094049458]]","[[-0.636229318768684], [0.8953677256138538], [-0.43585884323545027]]","[[-0.48236016421337213], [-21.100847981645536], [-5.386451163744673]]","[[1.4831514894892384], [0.8525685305782778]]","[[0.0040860375065676635], [0.000640684437513972]]",[[0.012137757325409605]],[[-0.04667553525309851]]
47,"[[-0.6496841742995964], [1.0622126228467443], [-0.4008542761791069]]","[[-0.08656697866691432], [-0.0467229918810301], [0.08849918904609282]]","[[-0.6367284244455681], [0.8951521145705572], [-0.4351879005493386]]","[[-0.46571293616972076], [-21.087336318535694], [-5.388387130326975]]","[[1.4835527280592875], [0.8526309104421493]]","[[0.003948600843339811], [0.0006091798738672161]]",[[0.011674172368041488]],[[-0.0447907815007129]]
48,"[[-0.6505411436968054], [1.061755167954653], [-0.39998478920252534]]","[[-0.08346476345953298], [-0.0448429162466811], [0.08531853633738506]]","[[-0.6372090407072999], [0.8949473234454709], [-0.4345374337108384]]","[[-0.44958205892267333], [-21.073969840619558], [-5.389753074526522]]","[[1.4839404604260502], [0.852690236633721]]","[[0.003815608201263032], [0.0005794694682981216]]",[[0.011229235055321503]],[[-0.04298914336769026]]
49,"[[-0.6513674068742275], [1.0613160583892818], [-0.3991465237341363]]","[[-0.08047475362013748], [-0.043048557143054084], [0.08225688881915057]]","[[-0.6376718924751642], [0.8947527258074683], [-0.4339068925822327]]","[[-0.4339543027341941], [-21.06076641453954], [-5.390602702190528]]","[[1.4843151253919042], [0.8527466823053834]]","[[0.00368695294674648], [0.0005514374648352138]]",[[0.010802127780914871]],[[-0.041266421946318424]]
50,"[[-0.6521640759457372], [1.0608944614698164], [-0.39833831158736593]]","[[-0.07759307703724919], [-0.04133539690690399], [0.07930981446957598]]","[[-0.6381176771729936], [0.8945677326067206], [-0.4332957370596963]]","[[-0.41881666348829416], [-21.047742020954193], [-5.390986337379172]]","[[1.4846771511051713], [0.8528004094701724]]","[[0.0035625287951424056], [0.0005249761595993441]]",[[0.01039207393671349]],[[-0.03961865947457718]]
51,"[[-0.6529322246058977], [1.0604895881598655], [-0.39755902798137865]]","[[-0.07481599109068436], [-0.03969919603356631], [0.0764730627820973]]","[[-0.6385470657742689], [0.8943917898077107], [-0.4327034371274427]]","[[-0.40415636665310295], [-21.034910898441684], [-5.390951105824575]]","[[1.4850269551045046], [0.8528515697750751]]","[[0.0034422299765024533], [0.0004999853123521802]]",[[0.00999833557259043]],[[-0.0380421243410146]]
52,"[[-0.6536728894157477], [1.0601006903939907], [-0.3968075897771228]]","[[-0.07213987836512457], [-0.038135973716816984], [0.07374255501064556]]","[[-0.6389607038029287], [0.8942243761882507], [-0.43212947289388715]]","[[-0.3899608700185162], [-21.0222856760021], [-5.390541108632413]]","[[1.4853649443790409], [0.8529003052179802]]","[[0.0033259513870564916], [0.0004763716039635213]]",[[0.009620211201120058]],[[-0.03653329707015725]]
53,"[[-0.6543870710455043], [1.0597270585900433], [-0.3960829538066584]]","[[-0.06956124242146895], [-0.0366419899681964], [0.0711143751832377]]","[[-0.6393592122901227], [0.8940650012915637], [-0.4315733346114493]]","[[-0.37621786542394364], [-21.00987749518326], [-5.389797586244297]]","[[1.485691515442947], [0.8529467488126186]]","[[0.003213588727080108], [0.0004540481352233172]]",[[0.009257033737881462]],[[-0.035088857205288926]]
54,"[[-0.6550757354755335], [1.0593680193331931], [-0.39538411528912093]]","[[-0.06707670374547828], [-0.03521372903624784], [0.0685847617279356]]","[[-0.639743188690748], [0.8939132035189121], [-0.4310345226811485]]","[[-0.3629152798460651], [-20.997696122608737], [-5.388759073731897]]","[[1.4860070544230661], [0.8529910252054881]]","[[0.003105038626594059], [0.00043293396427834807]]",[[0.008908168568539281]],[[-0.033705671051513175]]
55,"[[-0.6557398151567272], [1.0590229332184564], [-0.394710106327173]]","[[-0.06468299579682554], [-0.03384788410909656], [0.06615009970256674]]","[[-0.6401132077605002], [0.8937685483523619], [-0.4305125476433565]]","[[-0.3500412757117455], [-20.985750053864383], [-5.387461547531278]]","[[1.4863119371584572], [0.8530332512484085]]","[[0.003000198759095518], [0.00041295367896321267]]",[[0.008573011734555809]],[[-0.03238078020335537]]
56,"[[-0.6563802101315708], [1.0586911928398361], [-0.3940599944783373]]","[[-0.062376961170201764], [-0.03254134317386498], [0.06380691354151158]]","[[-0.6404698223964853], [0.8936306266974099], [-0.43000693015579505]]","[[-0.33758425058406116], [-20.97404660957778], [-5.385938564976438]]","[[1.4866065293107102], [0.85307353653007]]","[[0.00289896794447575], [0.00039403700143880727]]",[[0.008250988229928853]],[[-0.031111390803693816]]
57,"[[-0.6569977891171626], [1.0583722209150197], [-0.39343288139604626]]","[[-0.06015554791088039], [-0.03129117590792796], [0.06155186031524999]]","[[-0.6408135644440646], [0.893499053336202], [-0.4295172009596894]]","[[-0.32553283653927556], [-20.962592024250522], [-5.384221395711788]]","[[1.486891186483983], [0.8531119838696442]]","[[0.0028012462419235717], [0.00037611842250706573]]",[[0.007941550401810707]],[[-0.02989486350241962]]
58,"[[-0.6575933905514217], [1.058065468535588], [-0.392827901535771]]","[[-0.05801580590218276], [-0.03009462159756185], [0.059381723460592645]]","[[-0.641144945470282], [0.8933734654833377], [-0.42904290083515506]]","[[-0.31387589862796617], [-20.95139152903315], [-5.382339146519258]]","[[1.4871662543537822], [0.853148689775294]]","[[0.002706935033058855], [0.00035913686278199464]]",[[0.007644176448394896]],[[-0.02872870404256808]]
59,"[[-0.6581678236037783], [1.0577704135334773], [-0.3922442209218617]]","[[-0.055954883449418374], [-0.028949077850989408], [0.05729340683496602]]","[[-0.6414644575074474], [0.89325352143614], [-0.42858358054652257]]","[[-0.30260253386371083], [-20.940449427479503], [-5.380318880256735]]","[[1.4874320688035734], [0.8531837448701834]]","[[0.0026159370965173068], [0.0003430353594513491]]",[[0.007358369007836997]],[[-0.02761055446430305]]
60,"[[-0.6587218691514728], [1.057486558955114], [-0.3916810359711796]]","[[-0.05397002389179506], [-0.027852090258827317], [0.05528392930310945]]","[[-0.6417725737663283], [0.8931388993130499], [-0.42813880077858374]]","[[-0.291702068855888], [-20.929769167129507], [-5.378185727443368]]","[[1.4876889560683673], [0.8532172342883834]]","[[0.002528156673897719], [0.0003277607755203249]]",[[0.007083653832460849]],[[-0.02653818484865165]]
61,"[[-0.6592562807227994], [1.0572134316355], [-0.3911375723699112]]","[[-0.052058562437671776], [-0.026801342659822314], [0.05335041949117754]]","[[-0.6420697493229331], [0.8930292958729807], [-0.4277081320642768]]","[[-0.2811640581944572], [-20.919353404869764], [-5.375962993288195]]","[[1.4879372328844886], [0.8532492380428846]]","[[0.002443499528337334], [0.0003132635309488485]]",[[0.006819578542789707]],[[-0.02550948560745538]]
62,"[[-0.6597717854082946], [1.0569505808648585], [-0.39061308400016526]]","[[-0.05021792299889269], [-0.02579464826016334], [0.051490111018950555]]","[[-0.6423564217775297], [0.8929244254106272], [-0.4272911547047421]]","[[-0.27097828182013606], [-20.909204068550327], [-5.373672258573871]]","[[1.4881772066447823], [0.853279831367748]]","[[0.002361872995737535], [0.0002994973526071476]]",[[0.006565711456400137]],[[-0.024522460237828107]]
63,"[[-0.6602690847412139], [1.0566975771414027], [-0.39010685191337735]]","[[-0.04844561523455396], [-0.024829941268820516], [0.04970033794671132]]","[[-0.6426330118901415], [0.8928240187213622], [-0.4268874586821236]]","[[-0.26113474267468373], [-20.89932241403756], [-5.371333475399061]]","[[1.4884091755585658], [0.8533090850362794]]","[[0.0022831860292837902], [0.00028641904312731725]]",[[0.006321640486811945]],[[-0.02357521855666317]]
64,"[[-0.6607488555482455], [1.056454011003901], [-0.3896181833476219]]","[[-0.046739231649926216], [-0.02390526918311242], [0.04797853048269411]]","[[-0.6428999241909515], [0.8927278221317092], [-0.42649664356599404]]","[[-0.2516236641937257], [-20.889709078106034], [-5.368965058482028]]","[[1.488633428815685], [0.8533370656569544]]","[[0.002207349237748346], [0.00027398826591973346]]",[[0.006086972108034014]],[[-0.022665970349205845]]
