step,q,dq,qr,tau,r_pos,r_vel,th,dth
14,"[[-0.5896072059077586], [1.101530580641267], [-0.46781540078156886]]","[[-0.2726590625210841], [-0.21946575507951652], [0.29516306330979797]]","[[-0.5989229942450274], [0.9212944319432416], [-0.47616991533098213]]","[[-1.2665297643680113], [-20.902650696412536], [-3.5380931273684384]]","[[0.2535514731866312], [0.846158649858494]]","[[0.010498875780690087], [0.004267525225021274]]",[[0.0441079739519394]],[[-0.19696175428966406]]
15,"[[-0.5923089964544191], [1.0994013628915846], [-0.46492188287047126]]","[[-0.2631877346614488], [-0.20738709179403206], [0.28348844309338683]]","[[-0.6005652366730603], [0.9199895992234826], [-0.47456090349274466]]","[[-1.2275881993166589], [-20.91782944066253], [-3.6151213645123876]]","[[0.2545866144584706], [0.8465704722362676]]","[[0.010219568823338632], [0.0039916717152532755]]",[[0.04217048356669415]],[[-0.18708638336095548]]
16,"[[-0.5949172580713521], [1.0973886719597117], [-0.4621421879811486]]","[[-0.25409320613757425], [-0.1960869761539446], [0.2723810851932553]]","[[-0.6021504686597927], [0.9187419216765835], [-0.4729842724745036]]","[[-1.1896473590499022], [-20.933552819560045], [-3.6855123042289177]]","[[0.2555941145985494], [0.8469557800246554]]","[[0.00994592130544869], [0.003735593803433357]]",[[0.04032922590721098]],[[-0.17779909709940217]]
17,"[[-0.5974354561379723], [1.0954847781536248], [-0.45947072570604963]]","[[-0.2453237519433938], [-0.18555240133870296], [0.261824935243856]]","[[-0.6036780339215859], [0.9175583686639002], [-0.47144476844155697]]","[[-1.1526329259337542], [-20.947723034432865], [-3.750686330741982]]","[[0.2565745514767621], [0.8473165154752973]]","[[0.00967813671852169], [0.003498574448224101]]",[[0.03857859630960285]],[[-0.16905121803824072]]
18,"[[-0.5998666957726007], [1.0936822671508146], [-0.456902143582945]]","[[-0.23685133336745726], [-0.1757385568933585], [0.2517900059040187]]","[[-0.6051488538439055], [0.9164408834110922], [-0.46994467262150325]]","[[-1.1165193235965793], [-20.959383863037143], [-3.8115063391104798]]","[[0.2575285152688653], [0.8476545155090074]]","[[0.009416272852880159], [0.0032793226691585353]]",[[0.03691342779526995]],[[-0.16079988435565848]]
19,"[[-0.6022138891842147], [1.0919742464781477], [-0.45443141537123133]]","[[-0.22866110321939032], [-0.16658821492117712], [0.24224156185513648]]","[[-0.60656470911187], [0.9153883405934317], [-0.46848471566136085]]","[[-1.081303531687092], [-20.968255029351553], [-3.8684981712851085]]","[[0.2584565979855085], [0.8479714760296676]]","[[0.009160315986722622], [0.003076350974340336]]",[[0.03532894192270269]],[[-0.1530077562865696]]
20,"[[-0.6044798437006763], [1.090354407252168], [-0.4520538610090745]]","[[-0.22074480939796853], [-0.15804253363434634], [0.23314507919726973]]","[[-0.6079277796002499], [0.9143979153403966], [-0.46706471412841516]]","[[-1.046990096579427], [-20.97442189321644], [-3.921995970621114]]","[[0.2593593886079528], [0.8482689442063862]]","[[0.00891022235450789], [0.002888181795779321]]",[[0.0338207025424182]],[[-0.14564226383390638]]
21,"[[-0.6066673018103661], [1.0888170092241154], [-0.4497651316206852]]","[[-0.21309692206518138], [-0.1500464006516864], [0.22446857287514888]]","[[-0.6092403691722238], [0.9134659808627104], [-0.46568398824710167]]","[[-1.013583453229332], [-20.978141188003256], [-3.9722325242529335]]","[[0.26023747123351926], [0.8485483252362187]]","[[0.0086659390626187], [0.0027134464364197974]]",[[0.03238457579306312]],[[-0.13867474984399625]]
22,"[[-0.6087789544114491], [1.0873568310701474], [-0.4475611797083685]]","[[-0.20571256120631864], [-0.14255053290048036], [0.21618340154137072]]","[[-0.6105047551040246], [0.9125886584405364], [-0.46434162005852764]]","[[-0.9810846506070166], [-20.979727727229516], [-4.019391840927333]]","[[0.26109142464819884], [0.848810895374972]]","[[0.008427412975425819], [0.002550920995381123]]",[[0.0310166969503289]],[[-0.132079692563151]]
23,"[[-0.6108174407166104], [1.085969109898594], [-0.4454382257370493]]","[[-0.1985865320345076], [-0.13551181021416872], [0.20826427150984844]]","[[-0.6117231153313267], [0.911762128014627], [-0.46303660261751023]]","[[-0.9494904411864069], [-20.97949413940728], [-4.063637348579728]]","[[0.26192182243208284], [0.8490578166084312]]","[[0.008194593144894569], [0.002399528537477824]]",[[0.029713443444934467]],[[-0.12583407073882796]]
24,"[[-0.6127853427576615], [1.0846494823425803], [-0.4433927266721435]]","[[-0.19171299366041633], [-0.12889276424456073], [0.20068887990143555]]","[[-0.6128975012289986], [0.9109827839915374], [-0.461767919034388]]","[[-0.9187935176010096], [-20.977723178792694], [-4.1051253034253685]]","[[0.2627292331415655], [0.8492901506242643]]","[[0.007967430211119897], [0.0022583255546715364]]",[[0.028471412912776602]],[[-0.11991687800126416]]
25,"[[-0.6146851787825184], [1.0833939326020374], [-0.4414213486992585]]","[[-0.1850854534652175], [-0.12266075739777801], [0.19343744540085786]]","[[-0.6140298346250538], [0.9102472974062914], [-0.4605345791661373]]","[[-0.8889831903112202], [-20.974658616732704], [-4.144009873252997]]","[[0.26351422037306105], [0.8495088711095735]]","[[0.00774587472334165], [0.002126483060727047]]",[[0.02728740512025973]],[[-0.11430876546099894]]
26,"[[-0.6165193975813592], [1.0821987489019005], [-0.43952094455140045]]","[[-0.17869690404688987], [-0.11678713374816632], [0.18649225259193192]]","[[-0.6151219162517763], [0.9095526258282469], [-0.45933563253173487]]","[[-0.8600461549066813], [-20.970505722336597], [-4.1804439775496975]]","[[0.2642773426557068], [0.8497148741477912]]","[[0.00752987538735761], [0.0020032676787962167]]",[[0.026158406769143553]],[[-0.10899178520084683]]
27,"[[-0.6182903744717173], [1.0810604878986958], [-0.43768853501610894]]","[[-0.1725399990625925], [-0.11124646995875309], [0.17983726282580223]]","[[-0.6161754381140142], [0.9088959972130888], [-0.4581701691949721]]","[[-0.8319671759328497], [-20.965435938087587], [-4.214578299290843]]","[[0.26501915318938224], [0.8499089868528016]]","[[0.007319377672310168], [0.0018880250907127305]]",[[0.02508157841086889]],[[-0.10394920619668209]]
28,"[[-0.6200004089950063], [1.0799759457903122], [-0.43592129388605766]]","[[-0.16660721841535892], [-0.10601596716183545], [0.17345780479220613]]","[[-0.6171919961091817], [0.9082748832682978], [-0.4570373155012814]]","[[-0.8047296439438503], [-20.959592754947078], [-4.24655978014284]]","[[0.26574019947055477], [0.8500919745182787]]","[[0.007114322899137715], [0.0017801665408323508]]",[[0.024054242909248746]],[[-0.09916538078498822]]
29,"[[-0.6216517240770023], [1.0789421347295398], [-0.43421653559144074]]","[[-0.1608910025548163], [-0.10107498077324614], [0.16734033874680956]]","[[-0.6181731012057828], [0.9076869708049885], [-0.45593622840404513]]","[[-0.7783160010796766], [-20.95309730370741], [-4.2765302326142685]]","[[0.2664410228521273], [0.8502645465814355]]","[[0.006914647777728211], [0.001679158258183211]]",[[0.023073875061097364]],[[-0.09462564458125283]]
30,"[[-0.6232464663102524], [1.0779562632809572], [-0.4325717048551445]]","[[-0.15538385175216435], [-0.09640466661431829], [0.16147228069916975]]","[[-0.6191201886512118], [0.9071301351678043], [-0.45486609016394486]]","[[-0.7527080549852458], [-20.946053060579768], [-4.304625308224712]]","[[0.2671221580768563], [0.8504273616669674]]","[[0.006720284299349677], [0.0015845133243264087]]",[[0.02213809211556049]],[[-0.09031623766845147]]
31,"[[-0.6247867070332771], [1.077015719905679], [-0.43098436785172245]]","[[-0.15007839472398612], [-0.09198771707324185], [0.1558418721583379]]","[[-0.6200346253737126], [0.9066024172778339], [-0.45382610418953284]]","[[-0.7278872124119435], [-20.938549545156636], [-4.3309738733193575]]","[[0.2677841328140339], [0.8505810319248004]]","[[0.006531159880290849], [0.001495785435501329]]",[[0.021244645020678486]],[[-0.08622423963889009]]
32,"[[-0.6262744439426494], [1.0761180587088544], [-0.4294522044850607]]","[[-0.1449674334490249], [-0.08780816341113462], [0.1504380828907826]]","[[-0.6209177159096009], [0.9061020043853097], [-0.45281549202556554]]","[[-0.7038346551772845], [-20.930665120547957], [-4.355697726306712]]","[[0.26842746721957134], [0.8507261268235132]]","[[0.006347197667577742], [0.0014125640708684273]]",[[0.020391410281144454]],[[-0.08233751396823824]]
33,"[[-0.6277116030216416], [1.0752609868985343], [-0.42797300151389667]]","[[-0.14004396785236217], [-0.08385122474392714], [0.14525053615594744]]","[[-0.6217707068728947], [0.9056272144077734], [-0.4518334912270527]]","[[-0.6805314542182805], [-20.922469029979027], [-4.378911551880629]]","[[0.26905267353158296], [0.8508631765175959]]","[[0.006168316934068718], [0.001334470669711596]]",[[0.019576382362996244]],[[-0.07864465643920325]]
34,"[[-0.6291000406501235], [1.074442353574414], [-0.4265446463366658]]","[[-0.13530121038319148], [-0.0801031888363922], [0.1402694498059208]]","[[-0.6225947908558904], [0.905176482926087], [-0.4508793541822151]]","[[-0.6579586780592641], [-20.914022904288924], [-4.400723081153373]]","[[0.26966025570785807], [0.8509926748721288]]","[[0.00599443351599338], [0.0012611555145092268]]",[[0.018797666587626195]],[[-0.0751349494125242]]
35,"[[-0.6304415458011132], [1.0736601395838126], [-0.42516512130763273]]","[[-0.13073259166911583], [-0.07655131488038078], [0.13548558783996917]]","[[-0.6233911095724374], [0.9047483523797226], [-0.4499523474025746]]","[[-0.6360974663421479], [-20.905381870344762], [-4.421233350534403]]","[[0.2702507091074534], [0.8511150822042021]]","[[0.005825460257607995], [0.0011922951206000398]]",[[0.018053472475066577]],[[-0.07179831870838882]]
36,"[[-0.6317378422594699], [1.0729124482646462], [-0.4238324984977194]]","[[-0.126331761023579], [-0.07318375134764743], [0.1308902191807258]]","[[-0.6241607565809179], [0.9043414629363438], [-0.44905175118604135]]","[[-0.6149290908226566], [-20.896595385129924], [-4.440537023634076]]","[[0.2708245202160536], [0.8512308277834251]]","[[0.005661307443688424], [0.00112758998659368]]",[[0.017342107507457852]],[[-0.06862529318822322]]
37,"[[-0.6329905908239837], [1.0721974969503631], [-0.4225449348398506]]","[[-0.12209258377491194], [-0.06998946442275863], [0.12647508151187253]]","[[-0.6249047796826273], [0.9039545446218125], [-0.4481768594947391]]","[[-0.5944350044051756], [-20.887707884221676], [-4.458722740035861]]","[[0.27138216641323276], [0.851340312122428]]","[[0.005501883208181013], [0.001066762614010397]]",[[0.0166619712865299]],[[-0.06560696668579806]]
38,"[[-0.6342013914687796], [1.0715136091471147], [-0.42130066761594126]]","[[-0.11800913661489949], [-0.06695817417208708], [0.12223234877157849]]","[[-0.6256241830653702], [0.903586410471879], [-0.447326979928229]]","[[-0.574596879237534], [-20.87875929759419], [-4.475873464331693]]","[[0.2719241157789692], [0.8514439090806583]]","[[0.005347093914270795], [0.0010095557327449711]]",[[0.016011550062394006]],[[-0.0627349620154081]]
39,"[[-0.6353717854641872], [1.0708592073141727], [-0.42009801024948695]]","[[-0.11407570392592319], [-0.06408029702381352], [0.11815460214034751]]","[[-0.626319929488773], [0.9032359502614884], [-0.44650143371748297]]","[[-0.5553966502731069], [-20.869785503859838], [-4.4920668269664175]]","[[0.2724508269367163], [0.8515419678001228]]","[[0.005196844508109644], [0.0009557306986374137]]",[[0.0153894116004964]],[[-0.06000139881166655]]
40,"[[-0.6365032574367513], [1.0702328061912856], [-0.41893534837891516]]","[[-0.11028677067429438], [-0.06134689326254336], [0.1142348028538368]]","[[-0.6269929419917049], [0.9029021250346374], [-0.4456995557994203]]","[[-0.5368165289749491], [-20.86081869445802], [-4.507375454854806]]","[[0.2729627489298831], [0.8516348144887976]]","[[0.005051038838310706], [0.0009050660346954231]]",[[0.01479420037562047]],[[-0.05739886108300095]]
41,"[[-0.6375972373694959], [1.0696330066275759], [-0.41781113618858745]]","[[-0.1066370170944755], [-0.05874961882175023], [0.11046626757055256]]","[[-0.6276441057463238], [0.9025839620291612], [-0.4449206948260609]]","[[-0.5188390333025974], [-20.851887710014815], [-4.521867277428908]]","[[0.27346032112888957], [0.8517227540647765]]","[[0.004909579950507226], [0.0008573560946412151]]",[[0.01422463306949257]],[[-0.05492036834567313]]
42,"[[-0.6386551025460874], [1.0690584898707696], [-0.416723892976195]]","[[-0.10312131308093112], [-0.05628068097576058], [0.1068426455808369]]","[[-0.6282742697459347], [0.9022805500353267], [-0.44416421315577165]]","[[-0.5014470046468529], [-20.843018339432703], [-4.535605814435927]]","[[0.27394397316621977], [0.8518060716729781]]","[[0.004772370355954347], [0.0008124098404671543]]",[[0.013679494348486079]],[[-0.05255934847813218]]
43,"[[-0.6396781794336991], [1.0685080122794595], [-0.41567219993888493]]","[[-0.09973471193856744], [-0.05393279762664299], [0.10335789769782408]]","[[-0.6288842483492939], [0.9019910351591841], [-0.44342948684071093]]","[[-0.4846236183870887], [-20.8342335860941], [-4.548650446009416]]","[[0.2744141248969325], [0.8518850340850982]]","[[0.004639312275322993], [0.0007700497207552282]]",[[0.013157632906875667]],[[-0.05030961186852495]]
44,"[[-0.6406677455066723], [1.0679804004250033], [-0.41465469716126147]]","[[-0.09647244475179827], [-0.05169915977301606], [0.10000627685462163]]","[[-0.6294748228078945], [0.9017146168912854], [-0.44271590557597085]]","[[-0.4683523965858547], [-20.825553912940805], [-4.561056664071933]]","[[0.27487118638237384], [0.8519598909923948]]","[[0.004510307861388396], [0.0007301106411228275]]",[[0.01265795775706811]],[[-0.04816532767133137]]
45,"[[-0.6416250310125843], [1.0674745465519437], [-0.41367008078959033]]","[[-0.09332991469770387], [-0.049573396992415], [0.09678231014391331]]","[[-0.6300467426940678], [0.9014505444805322], [-0.44202287262610435]]","[[-0.45261721485183415], [-20.816997465124135], [-4.572876306859886]]","[[0.2753155578950263], [0.8520308762001373]]","[[0.004385259401629149], [0.0006924390196894059]]",[[0.01217943474976805]],[[-0.04612100154734425]]
46,"[[-0.6425512206801206], [1.0669894043682606], [-0.4127171003781491]]","[[-0.09030269130130579], [-0.047549545671974336], [0.09368078221502449]]","[[-0.6306007272455172], [0.9011981135893203], [-0.4413498047367173]]","[[-0.43740230671374025], [-20.80858027134619], [-4.584157778854293]]","[[0.27574762994256624], [0.852098208731787]]","[[0.00426406950209679], [0.0006568919196037193]]",[[0.011721083309992381]],[[-0.04417145475483951]]
47,"[[-0.6434474553700124], [1.066523985139381], [-0.41179455639474133]]","[[-0.08738650486981962], [-0.04562201978983102], [0.09069671997851503]]","[[-0.6311374666561818], [0.9009566631939158], [-0.4406961320259411]]","[[-0.42269226667670523], [-20.800316428623653], [-4.594946255965917]]","[[0.27616778330936803], [0.8521620938502651]]","[[0.004146641254593186], [0.00062333625188149]]",[[0.0112819733746256]],[[-0.04231180468455163]]
48,"[[-0.6443148336704145], [1.0660773540618806], [-0.41090129787337576]]","[[-0.08457724110301496], [-0.04378558390476414], [0.08782537833076015]]","[[-0.6316576233013754], [0.9007255727141352], [-0.4400612978606216]]","[[-0.4084720515232254], [-20.792218270023056], [-4.605283878746971]]","[[0.2765763891138375], [0.8522227240030309]]","[[0.004032878388060546], [0.0005916480433243443]]",[[0.010861222518089452]],[[-0.04053744667815762]]
49,"[[-0.6451544134375927], [1.0656486268946685], [-0.4100362202030298]]","[[-0.0818709356909953], [-0.042035328421611146], [0.08506222712206923]]","[[-0.6321618329008328], [0.9005042593542685], [-0.4394447587195942]]","[[-0.39472697964315717], [-20.784296518128084], [-4.615209932380686]]","[[0.2769738088800765], [0.8522802796971257]]","[[0.003922685405605142], [0.0005617117628697876]]",[[0.010457993254044163]],[[-0.03884403699167596]]
50,"[[-0.6459672132831974], [1.0652369668275143], [-0.40919826304262236]]","[[-0.07926376911618227], [-0.04036664669302664], [0.08240293892496167]]","[[-0.6326507056281054], [0.900292175636916], [-0.43884598404555075]]","[[-0.38144272938965784], [-20.776560424784822], [-4.624761016960779]]","[[0.2773603946224939], [0.8523349303097987]]","[[0.003815967708131751], [0.0005334197019979392]]",[[0.010071490501694251]],[[-0.0372274768842472]]
51,"[[-0.6467542140093823], [1.064841581568352], [-0.4083864083528781]]","[[-0.07675206156691734], [-0.038775213919711615], [0.07984337776218348]]","[[-0.6331248271662993], [0.900088807114838], [-0.4382644560873157]]","[[-0.3686053364415054], [-20.769017898609178], [-4.633971206454448]]","[[0.2777364889420799], [0.8523868348398501]]","[[0.003712631705554692], [0.0005066714044987819]]",[[0.009700959206092201]],[[-0.03568389772444542]]
52,"[[-0.6475163599930337], [1.0644617206323683], [-0.4075996785367469]]","[[-0.07433226795067138], [-0.037256967720931705], [0.07737958862709599]]","[[-0.6335847597145792], [0.8998936702463572], [-0.43769966973383895]]","[[-0.35620119003160644], [-20.761675621677945], [-4.642872198953662]]","[[0.27810242513315764], [0.8524361426043684]]","[[0.0036125849165846713], [0.000481373140770458]]",[[0.009345682102587108]],[[-0.03420964704564582]]
53,"[[-0.6482545605205963], [1.064096672817441], [-0.40683713468068433]]","[[-0.07200097309268016], [-0.03580809014137204], [0.07500778773054459]]","[[-0.6340310429489716], [0.8997063104208862], [-0.43715113234090125]]","[[-0.3442170288430546], [-20.754539155895053], [-4.651493457670646]]","[[0.2784585272995112], [0.8524829938851509]]","[[0.003515736057851937], [0.0004574374235510881]]",[[0.009004977616160856]],[[-0.03280127550464633]]
54,"[[-0.6489696910748401], [1.0637457638516294], [-0.4060978748897018]]","[[-0.06975488703780595], [-0.03442499106358829], [0.0727243534416417]]","[[-0.6344641949385069], [0.8995263001232022], [-0.4366183635518877]]","[[-0.33263993596393604], [-20.74761304064011], [-4.659862343604517]]","[[0.27880511047887024], [0.8525275205287197]]","[[0.0034219951232317136], [0.00043478256093187895]]",[[0.008678197887088644]],[[-0.03145552465861377]]
55,"[[-0.6496625945750648], [1.0634083541997927], [-0.40538103270981785]]","[[-0.06759084051528119], [-0.033104292850594574], [0.07052581784190748]]","[[-0.6348847130208197], [0.8993532372250955], [-0.43610089511328487]]","[[-0.3214573335793487], [-20.740900882025365], [-4.668004240758715]]","[[0.2791424807748042], [0.8525698465035151]]","[[0.0033312734538715194], [0.0004133322438870657]]",[[0.008364726914911204]],[[-0.030169315522829587]]
56,"[[-0.6503340825721663], [1.0630838370173235], [-0.4046857756319262]]","[[-0.06550578054532166], [-0.031842816136778224], [0.06840885883218017]]","[[-0.6352930746386692], [0.8991867433946885], [-0.43559827068578316]]","[[-0.31065697730757114], [-20.73440543466613], [-4.675942674017319]]","[[0.27947093549515223], [0.852610088417547]]","[[0.0032434837999639754], [0.0003930151653119829]]",[[0.00806397881322973]],[[-0.02893973785105839]]
57,"[[-0.6509849364000607], [1.0627716362401252], [-0.4040113036717053]]","[[-0.0634967661813051], [-0.03063756668024803], [0.06637029277403607]]","[[-0.6356897381396103], [0.8990264626143046], [-0.4351100456517479]]","[[-0.30022695004502875], [-20.72812867700775], [-4.683699419986169]]","[[0.2797907632961733], [0.8526483559995132]]","[[0.0031585403745038043], [0.00037376466779370787]]",[[0.007775396168358614]],[[-0.027764040087517095]]
58,"[[-0.6516159082849088], [1.0624712048007356], [-0.4033568480205247]]","[[-0.06156096441459817], [-0.02948572316273898], [0.06440706762097892]]","[[-0.6360751435412187], [0.8988720597984841], [-0.43463578691963334]]","[[-0.29015565597223736], [-20.72207187999509], [-4.691294612065619]]","[[0.28010224433166636], [0.8526847525461412]]","[[0.003076358899839482], [0.0003555184180936699]]",[[0.007498448495302765]],[[-0.026639619955219483]]
59,"[[-0.6522277224135793], [1.0621820229613994], [-0.40272166976283147]]","[[-0.05969564618613597], [-0.028384625914795042], [0.06251625647858827]]","[[-0.6364497132630542], [0.8987232195047428], [-0.4341750727259886]]","[[-0.28043181391479033], [-20.71623567082888], [-4.6987468390738565]]","[[0.2804056504063632], [0.8527193753382869]]","[[0.002996856647480284], [0.00033821810571099675]]",[[0.007232630784987284]],[[-0.025564015623481436]]
60,"[[-0.652821075962802], [1.0619035967555723], [-0.40210505865575136]]","[[-0.05789818258195001], [-0.027331766410330333], [0.06069505155376229]]","[[-0.6368138528281744], [0.8985796447298733], [-0.4337274924354848]]","[[-0.27104445096045104], [-20.71062009121189], [-4.706073238440861]]","[[0.2807012451329493], [0.8527523160281156]]","[[0.002919952471708287], [0.00032180916409441096]]",[[0.006977462137018585]],[[-0.02453489743965672]]
61,"[[-0.653396640090386], [1.0616354565300599], [-0.4015063319669911]]","[[-0.05616604112158055], [-0.026324777563039303], [0.05894075852188206]]","[[-0.6371679515342412], [0.8984410557858037], [-0.4332926463395706]]","[[-0.2619828958713697], [-20.705224651083984], [-4.713289584180689]]","[[0.28098928409211577], [0.8527836609995088]]","[[0.0028455668374005594], [0.0003062405121712075]]",[[0.006732484472682967]],[[-0.023550060161599183]]
62,"[[-0.6539550608899004], [1.0613771555806053], [-0.4009248333675234]]","[[-0.054496782230081475], [-0.025361424659457343], [0.05725079120450371]]","[[-0.6375123830974342], [0.8983071892487892], [-0.4328701454540289]]","[[-0.2532367726286804], [-20.700048377974845], [-4.7204103700519555]]","[[0.28127001499509197], [0.8528134917036602]]","[[0.0027736218425056247], [0.00029146431510529425]]",[[0.006497261323181573]],[[-0.022607415686173787]]
63,"[[-0.6544969603101031], [1.0611282688742594], [-0.40035993187567254]]","[[-0.05288805578041965], [-0.024439596995525642], [0.055622666566478636]]","[[-0.6378475062687903], [0.8981777969770708], [-0.43245961131598204]]","[[-0.2447959934978532], [-20.695089863058733], [-4.727448887783487]]","[[0.28154367784814843], [0.8528418849716822]]","[[0.0027040412356960086], [0.00027743576221928024]]",[[0.006271376688483615]],[[-0.021704986210605348]]
64,"[[-0.6550229370404904], [1.060888391852451], [-0.3998110208495686]]","[[-0.05133759781954693], [-0.02355730004946105], [0.05405400003525604]]","[[-0.6381736654263992], [0.8980526451915223], [-0.4320606757805308]]","[[-0.2366507528045445], [-20.690347302892352], [-4.734417301266354]]","[[0.2818105051186006], [0.8528689133058878]]","[[0.002636750429346746], [0.00026411286123684263]]",[[0.006054433962393154]],[[-0.02084089783375198]]
